scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	center	submitter_id	pubmed_id	taxid	published_date	NCBI_Link	AWS_Link	GCP_Link	isolate	isolation_source	collection_date	geo_loc_name	replicate	sample_type	biosamplemodel	host	colony	pooled_individual	caste	task	tissue_type	sample_name	bioproject_id	dev_stage	taxid_domain	taxid_kingdom	taxid_phylum	taxid_class	taxid_order	taxid_family	taxid_genus	taxid_species	scientific_name_original
Monomorium pharaonis	pupa	Pupa								no		PRJNA533756	SAMN11466325	SRX6463289	SRR9705129	SRA922734	SRS5113111	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_WP-3	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_WP-3	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	25013650	1268257026	519940776								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:27	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR009/705/SRR9705129.sralite.1	s3://sra-pub-zq-2/SRR9705129/SRR9705129.sralite.1	gs://sra-pub-zq-107/SRR9705129/SRR9705129.zq.1	not applicable	laboratory	2016	USA: (laboratory)	3	worker pupa	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	pupa	Pupa								no		PRJNA533756	SAMN11466324	SRX6463288	SRR9705130	SRA922734	SRS5113110	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_WP-2	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_WP-2	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	14615166	741005535	306519510								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:27	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR009/705/SRR9705130.sralite.1	s3://sra-pub-zq-4/SRR9705130/SRR9705130.sralite.1	gs://sra-pub-zq-107/SRR9705130/SRR9705130.zq.1	not applicable	laboratory	2016	USA: (laboratory)	2	worker pupa	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	pupa	Pupa								no		PRJNA533756	SAMN11466323	SRX6463287	SRR9705131	SRA922734	SRS5113109	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_WP-1	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_WP-1	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	17608448	892797754	367407460								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:27	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/705/SRR9705131.sralite.1	s3://sra-pub-zq-8/SRR9705131/SRR9705131.sralite.1	gs://sra-pub-zq-107/SRR9705131/SRR9705131.zq.1	not applicable	laboratory	2016	USA: (laboratory)	1	worker pupa	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	larva	Larva								no		PRJNA533756	SAMN11466322	SRX6463286	SRR9705132	SRA922734	SRS5113108	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_WL5-3	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_WL5-3	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	10423628	528567467	220713093								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:28:12	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/705/SRR9705132.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705132/SRR9705132	gs://sra-pub-zq-107/SRR9705132/SRR9705132.zq.1	not applicable	laboratory	2016	USA: (laboratory)	3	worker larva (L5)	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	larva	Larva								no		PRJNA533756	SAMN11466321	SRX6463285	SRR9705133	SRA922734	SRS5113107	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_WL5-2	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_WL5-2	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	9254325	469465724	198202185								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:28:12	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/705/SRR9705133.sralite.1	s3://sra-pub-zq-3/SRR9705133/SRR9705133.sralite.1	gs://sra-pub-zq-103/SRR9705133/SRR9705133.zq.1	not applicable	laboratory	2016	USA: (laboratory)	2	worker larva (L5)	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	larva	Larva								no		PRJNA533756	SAMN11466320	SRX6463284	SRR9705134	SRA922734	SRS5113106	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_WL5-1	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_WL5-1	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	16914999	857779852	353922093								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:27	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/705/SRR9705134.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705134/SRR9705134	gs://sra-pub-zq-107/SRR9705134/SRR9705134.zq.1	not applicable	laboratory	2016	USA: (laboratory)	1	worker larva (L5)	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	larva	Larva								no		PRJNA533756	SAMN11466319	SRX6463283	SRR9705135	SRA922734	SRS5113105	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_WL4-3	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_WL4-3	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	14331682	726457251	303754929								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:27	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/705/SRR9705135.sralite.1	s3://sra-pub-zq-7/SRR9705135/SRR9705135.sralite.1	gs://sra-pub-zq-107/SRR9705135/SRR9705135.zq.1	not applicable	laboratory	2016	USA: (laboratory)	3	worker larva (L4)	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	larva	Larva								no		PRJNA533756	SAMN11466318	SRX6463282	SRR9705136	SRA922734	SRS5113104	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_WL4-2	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_WL4-2	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	14022823	710711548	297886970								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:27	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR009/705/SRR9705136.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705136/SRR9705136	gs://sra-pub-zq-103/SRR9705136/SRR9705136.zq.1	not applicable	laboratory	2016	USA: (laboratory)	2	worker larva (L4)	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	larva	Larva								no		PRJNA533756	SAMN11466317	SRX6463281	SRR9705137	SRA922734	SRS5113103	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_WL4-1	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_WL4-1	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	23784130	1206141204	500793580								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/705/SRR9705137.sralite.1	s3://sra-pub-zq-4/SRR9705137/SRR9705137.sralite.1	gs://sra-pub-zq-107/SRR9705137/SRR9705137.zq.1	not applicable	laboratory	2016	USA: (laboratory)	1	worker larva (L4)	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	egg	Egg								no		PRJNA533756	SAMN11466247	SRX6463280	SRR9705138	SRA922734	SRS5113102	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_E-3	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_E-3	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	14780107	748687826	311441243								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/705/SRR9705138.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705138/SRR9705138	gs://sra-pub-zq-107/SRR9705138/SRR9705138.zq.1	not applicable	laboratory	2016	USA: (laboratory)	3	egg	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	egg	Egg								no		PRJNA533756	SAMN11466248	SRX6463279	SRR9705139	SRA922734	SRS5113101	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_E-4	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_E-4	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	11843895	600030999	252522782								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:28:12	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/705/SRR9705139.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705139/SRR9705139	gs://sra-pub-zq-107/SRR9705139/SRR9705139.zq.1	not applicable	laboratory	2016	USA: (laboratory)	4	egg	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	egg	Egg								no		PRJNA533756	SAMN11466249	SRX6463278	SRR9705140	SRA922734	SRS5113100	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_E-5	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_E-5	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	10986121	556643013	231483777								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/705/SRR9705140.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705140/SRR9705140	gs://sra-pub-zq-107/SRR9705140/SRR9705140.zq.1	not applicable	laboratory	2016	USA: (laboratory)	5	egg	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	egg	Egg								no		PRJNA533756	SAMN11466250	SRX6463277	SRR9705141	SRA922734	SRS5113099	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_E-6	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_E-6	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	11145030	564745791	235565399								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:28:12	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/705/SRR9705141.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705141/SRR9705141	gs://sra-pub-zq-107/SRR9705141/SRR9705141.zq.1	not applicable	laboratory	2016	USA: (laboratory)	6	egg	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	abdomen	Abdomen								no		PRJNA533756	SAMN11466251	SRX6463276	SRR9705142	SRA922734	SRS5113098	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_FG-1	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_FG-1	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	18905617	958396090	406146301								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/705/SRR9705142.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705142/SRR9705142	gs://sra-pub-zq-107/SRR9705142/SRR9705142.zq.1	not applicable	laboratory	2016	USA: (laboratory)	1	worker forager	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	abdomen	Abdomen								no		PRJNA533756	SAMN11466252	SRX6463275	SRR9705143	SRA922734	SRS5113097	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_FG-2	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_FG-2	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	13384887	678597157	287080490								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/705/SRR9705143.sralite.1	s3://sra-pub-zq-8/SRR9705143/SRR9705143.sralite.1	gs://sra-pub-zq-107/SRR9705143/SRR9705143.zq.1	not applicable	laboratory	2016	USA: (laboratory)	2	worker forager	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	abdomen	Abdomen								no		PRJNA533756	SAMN11466253	SRX6463274	SRR9705144	SRA922734	SRS5113096	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_FG-3	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_FG-3	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	13606950	689920934	291021220								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR009/705/SRR9705144.sralite.1	s3://sra-pub-zq-4/SRR9705144/SRR9705144.sralite.1	gs://sra-pub-zq-107/SRR9705144/SRR9705144.zq.1	not applicable	laboratory	2016	USA: (laboratory)	3	worker forager	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	head	Head								no		PRJNA533756	SAMN11466254	SRX6463273	SRR9705145	SRA922734	SRS5113095	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_FH-1	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_FH-1	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	13787123	699058210	296646326								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR009/705/SRR9705145.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705145/SRR9705145	gs://sra-pub-zq-101/SRR9705145/SRR9705145.zq.1	not applicable	laboratory	2016	USA: (laboratory)	1	worker forager	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	head	Head								no		PRJNA533756	SAMN11466255	SRX6463272	SRR9705146	SRA922734	SRS5113094	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_FH-2	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_FH-2	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	9599489	486711334	208089414								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/705/SRR9705146.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705146/SRR9705146	gs://sra-pub-zq-101/SRR9705146/SRR9705146.zq.1	not applicable	laboratory	2016	USA: (laboratory)	2	worker forager	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	head	Head								no		PRJNA533756	SAMN11466256	SRX6463271	SRR9705147	SRA922734	SRS5113093	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_FH-3	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_FH-3	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	14118277	715828504	303313705								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR009/705/SRR9705147.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705147/SRR9705147	gs://sra-pub-zq-107/SRR9705147/SRR9705147.zq.1	not applicable	laboratory	2016	USA: (laboratory)	3	worker forager	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	larva	Larva								no		PRJNA533756	SAMN11466266	SRX6463270	SRR9705148	SRA922734	SRS5113092	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_L1-4	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_L1-4	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	13064663	662122900	275625820								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/705/SRR9705148.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705148/SRR9705148	gs://sra-pub-zq-107/SRR9705148/SRR9705148.zq.1	not applicable	laboratory	2016	USA: (laboratory)	4	worker larva (L1)	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	larva	Larva								no		PRJNA533756	SAMN11466265	SRX6463269	SRR9705149	SRA922734	SRS5113091	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_L1-3	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_L1-3	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	14749148	747759140	311741228								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/705/SRR9705149.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705149/SRR9705149	gs://sra-pub-zq-107/SRR9705149/SRR9705149.zq.1	not applicable	laboratory	2016	USA: (laboratory)	3	worker larva (L1)	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	pupa	Pupa								no		PRJNA533756	SAMN11466262	SRX6463268	SRR9705150	SRA922734	SRS5113090	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_GP-3	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_GP-3	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	20402361	1034615191	423695135								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR009/705/SRR9705150.sralite.1	s3://sra-pub-zq-7/SRR9705150/SRR9705150.sralite.1	gs://sra-pub-zq-107/SRR9705150/SRR9705150.zq.1	not applicable	laboratory	2016	USA: (laboratory)	3	queen pupa	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	pupa	Pupa								no		PRJNA533756	SAMN11466261	SRX6463267	SRR9705151	SRA922734	SRS5113089	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_GP-2	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_GP-2	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	15728255	797541295	327301224								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/705/SRR9705151.sralite.1	s3://sra-pub-zq-2/SRR9705151/SRR9705151.sralite.1	gs://sra-pub-zq-107/SRR9705151/SRR9705151.zq.1	not applicable	laboratory	2016	USA: (laboratory)	2	queen pupa	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	larva	Larva								no		PRJNA533756	SAMN11466264	SRX6463266	SRR9705152	SRA922734	SRS5113088	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_L1-2	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_L1-2	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	23065520	1169637018	479255357								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:30:12	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR009/705/SRR9705152.sralite.1	s3://sra-pub-zq-7/SRR9705152/SRR9705152.sralite.1	gs://sra-pub-zq-107/SRR9705152/SRR9705152.zq.1	not applicable	laboratory	2016	USA: (laboratory)	2	worker larva (L1)	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	larva	Larva								no		PRJNA533756	SAMN11466263	SRX6463265	SRR9705153	SRA922734	SRS5113087	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_L1-1	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_L1-1	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	14080236	713952816	295771788								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR009/705/SRR9705153.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705153/SRR9705153	gs://sra-pub-zq-107/SRR9705153/SRR9705153.zq.1	not applicable	laboratory	2016	USA: (laboratory)	1	worker larva (L1)	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	thorax	Thorax								no		PRJNA533756	SAMN11466258	SRX6463264	SRR9705154	SRA922734	SRS5113086	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_FM-2	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_FM-2	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	9482777	480914362	204380878								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:28:12	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/705/SRR9705154.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705154/SRR9705154	gs://sra-pub-zq-107/SRR9705154/SRR9705154.zq.1	not applicable	laboratory	2016	USA: (laboratory)	2	worker forager	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	thorax	Thorax								no		PRJNA533756	SAMN11466257	SRX6463263	SRR9705155	SRA922734	SRS5113085	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_FM-1	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_FM-1	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	15191547	770443340	325475294								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/705/SRR9705155.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705155/SRR9705155	gs://sra-pub-zq-107/SRR9705155/SRR9705155.zq.1	not applicable	laboratory	2016	USA: (laboratory)	1	worker forager	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	pupa	Pupa								no		PRJNA533756	SAMN11466260	SRX6463262	SRR9705156	SRA922734	SRS5113084	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_GP-1	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_GP-1	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	26008292	1318955534	541575235								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:30:39	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR009/705/SRR9705156.sralite.1	s3://sra-pub-zq-9/SRR9705156/SRR9705156.sralite.1	gs://sra-pub-zq-107/SRR9705156/SRR9705156.zq.1	not applicable	laboratory	2016	USA: (laboratory)	1	queen pupa	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
