scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	center	submitter_id	pubmed_id	taxid	published_date	NCBI_Link	AWS_Link	GCP_Link	isolate	isolation_source	collection_date	geo_loc_name	replicate	sample_type	biosamplemodel	host	colony	pooled_individual	caste	task	tissue_type	sample_name	bioproject_id	dev_stage	taxid_domain	taxid_kingdom	taxid_phylum	taxid_class	taxid_order	taxid_family	taxid_genus	taxid_species	scientific_name_original
Monomorium pharaonis	larva	Larva								no		PRJNA533756	SAMN11466296	SRX6463231	SRR9705187	SRA922734	SRS5113053	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_SL4-1	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_SL4-1	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	18362440	931212964	384287258								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR009/705/SRR9705187.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705187/SRR9705187	gs://sra-pub-zq-107/SRR9705187/SRR9705187.zq.1	not applicable	laboratory	2016	USA: (laboratory)	1	queen larva (L4)	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	larva	Larva								no		PRJNA533756	SAMN11466298	SRX6463230	SRR9705188	SRA922734	SRS5113052	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_SL4-3	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_SL4-3	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	19900075	1008103032	429170838								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/705/SRR9705188.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705188/SRR9705188	gs://sra-pub-zq-107/SRR9705188/SRR9705188.zq.1	not applicable	laboratory	2016	USA: (laboratory)	3	queen larva (L4)	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	larva	Larva								no		PRJNA533756	SAMN11466297	SRX6463229	SRR9705189	SRA922734	SRS5113051	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_SL4-2	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_SL4-2	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	15835589	803397757	325518020								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/705/SRR9705189.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705189/SRR9705189	gs://sra-pub-zq-107/SRR9705189/SRR9705189.zq.1	not applicable	laboratory	2016	USA: (laboratory)	2	queen larva (L4)	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	larva	Larva								no		PRJNA533756	SAMN11466300	SRX6463228	SRR9705190	SRA922734	SRS5113050	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_SL5-2	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_SL5-2	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	12736471	645060806	274897674								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/705/SRR9705190.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705190/SRR9705190	gs://sra-pub-zq-107/SRR9705190/SRR9705190.zq.1	not applicable	laboratory	2016	USA: (laboratory)	2	queen larva (L5)	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	larva	Larva								no		PRJNA533756	SAMN11466299	SRX6463227	SRR9705191	SRA922734	SRS5113049	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_SL5-1	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_SL5-1	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	17700571	897294137	374220613								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/705/SRR9705191.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705191/SRR9705191	gs://sra-pub-zq-107/SRR9705191/SRR9705191.zq.1	not applicable	laboratory	2016	USA: (laboratory)	1	queen larva (L5)	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	abdomen	Abdomen								no		PRJNA533756	SAMN11466302	SRX6463226	SRR9705192	SRA922734	SRS5113048	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_VQG-1	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_VQG-1	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	18182903	921666020	380554497								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/705/SRR9705192.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705192/SRR9705192	gs://sra-pub-zq-107/SRR9705192/SRR9705192.zq.1	not applicable	laboratory	2016	USA: (laboratory)	1	virgin queen	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	larva	Larva								no		PRJNA533756	SAMN11466301	SRX6463225	SRR9705193	SRA922734	SRS5113047	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_SL5-3	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_SL5-3	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	19130900	969716842	403614802								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:25	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR009/705/SRR9705193.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705193/SRR9705193	gs://sra-pub-zq-107/SRR9705193/SRR9705193.zq.1	not applicable	laboratory	2016	USA: (laboratory)	3	queen larva (L5)	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	abdomen	Abdomen								no		PRJNA533756	SAMN11466304	SRX6463224	SRR9705194	SRA922734	SRS5113046	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_VQG-3	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_VQG-3	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	14003442	709785307	293626688								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:25	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/705/SRR9705194.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705194/SRR9705194	gs://sra-pub-zq-107/SRR9705194/SRR9705194.zq.1	not applicable	laboratory	2016	USA: (laboratory)	3	virgin queen	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	abdomen	Abdomen								no		PRJNA533756	SAMN11466303	SRX6463223	SRR9705195	SRA922734	SRS5113045	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_VQG-2	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_VQG-2	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	14022751	710738082	296138984								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:25	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/705/SRR9705195.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705195/SRR9705195	gs://sra-pub-zq-107/SRR9705195/SRR9705195.zq.1	not applicable	laboratory	2016	USA: (laboratory)	2	virgin queen	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	head	Head								no		PRJNA533756	SAMN11466306	SRX6463222	SRR9705196	SRA922734	SRS5113044	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_VQH-2	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_VQH-2	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	15452078	783317274	321714304								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:25	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/705/SRR9705196.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705196/SRR9705196	gs://sra-pub-zq-107/SRR9705196/SRR9705196.zq.1	not applicable	laboratory	2016	USA: (laboratory)	2	virgin queen	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	head	Head								no		PRJNA533756	SAMN11466305	SRX6463221	SRR9705197	SRA922734	SRS5113043	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_VQH-1	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_VQH-1	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	16656155	844449638	349870789								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:25	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/705/SRR9705197.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705197/SRR9705197	gs://sra-pub-zq-107/SRR9705197/SRR9705197.zq.1	not applicable	laboratory	2016	USA: (laboratory)	1	virgin queen	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	thorax	Thorax								no		PRJNA533756	SAMN11466309	SRX6463220	SRR9705198	SRA922734	SRS5113042	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_VQM-2	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_VQM-2	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	19001366	963363786	395155804								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:25	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/705/SRR9705198.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705198/SRR9705198	gs://sra-pub-zq-107/SRR9705198/SRR9705198.zq.1	not applicable	laboratory	2016	USA: (laboratory)	2	virgin queen	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	thorax	Thorax								no		PRJNA533756	SAMN11466310	SRX6463219	SRR9705199	SRA922734	SRS5113041	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_VQM-3	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_VQM-3	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	12300241	623625407	257775117								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:25	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/705/SRR9705199.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705199/SRR9705199	gs://sra-pub-zq-107/SRR9705199/SRR9705199.zq.1	not applicable	laboratory	2016	USA: (laboratory)	3	virgin queen	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	head	Head								no		PRJNA533756	SAMN11466307	SRX6463218	SRR9705200	SRA922734	SRS5113040	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_VQH-3	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_VQH-3	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	12158990	616427820	255655255								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:25	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/705/SRR9705200.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705200/SRR9705200	gs://sra-pub-zq-107/SRR9705200/SRR9705200.zq.1	not applicable	laboratory	2016	USA: (laboratory)	3	virgin queen	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	thorax	Thorax								no		PRJNA533756	SAMN11466308	SRX6463217	SRR9705201	SRA922734	SRS5113039	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_VQM-1	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_VQM-1	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	16197719	821195937	338012754								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:25	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/705/SRR9705201.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705201/SRR9705201	gs://sra-pub-zq-107/SRR9705201/SRR9705201.zq.1	not applicable	laboratory	2016	USA: (laboratory)	1	virgin queen	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	larva	Larva								no		PRJNA533756	SAMN11466313	SRX6463216	SRR9705202	SRA922734	SRS5113038	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_WL2-3	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_WL2-3	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	12377814	627347430	264441836								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:25	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR009/705/SRR9705202.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705202/SRR9705202	gs://sra-pub-zq-107/SRR9705202/SRR9705202.zq.1	not applicable	laboratory	2016	USA: (laboratory)	3	worker larva (L2)	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	larva	Larva								no		PRJNA533756	SAMN11466314	SRX6463215	SRR9705203	SRA922734	SRS5113037	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_WL3-1	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_WL3-1	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	10779942	546567022	228781235								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:25	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR009/705/SRR9705203.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705203/SRR9705203	gs://sra-pub-zq-103/SRR9705203/SRR9705203.zq.1	not applicable	laboratory	2016	USA: (laboratory)	1	worker larva (L3)	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	larva	Larva								no		PRJNA533756	SAMN11466311	SRX6463214	SRR9705204	SRA922734	SRS5113036	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_WL2-1	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_WL2-1	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	18650490	945441810	394894800								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:25	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/705/SRR9705204.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705204/SRR9705204	gs://sra-pub-zq-107/SRR9705204/SRR9705204.zq.1	not applicable	laboratory	2016	USA: (laboratory)	1	worker larva (L2)	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	larva	Larva								no		PRJNA533756	SAMN11466312	SRX6463213	SRR9705205	SRA922734	SRS5113035	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_WL2-2	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_WL2-2	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	12230249	619909318	259434145								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:25	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/705/SRR9705205.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705205/SRR9705205	gs://sra-pub-zq-101/SRR9705205/SRR9705205.zq.1	not applicable	laboratory	2016	USA: (laboratory)	2	worker larva (L2)	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	larva	Larva								no		PRJNA533756	SAMN11466315	SRX6463212	SRR9705206	SRA922734	SRS5113034	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_WL3-2	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_WL3-2	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	12528541	635026116	269575419								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:25	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR009/705/SRR9705206.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705206/SRR9705206	gs://sra-pub-zq-107/SRR9705206/SRR9705206.zq.1	not applicable	laboratory	2016	USA: (laboratory)	2	worker larva (L3)	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	larva	Larva								no		PRJNA533756	SAMN11466316	SRX6463211	SRR9705207	SRA922734	SRS5113033	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_WL3-3	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_WL3-3	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	13678505	693316124	291548280								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:25	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/705/SRR9705207.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705207/SRR9705207	gs://sra-pub-zq-107/SRR9705207/SRR9705207.zq.1	not applicable	laboratory	2016	USA: (laboratory)	3	worker larva (L3)	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	head	Head								no		PRJNA533756	SAMN11466241	SRX6463210	SRR9705208	SRA922734	SRS5113032	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_AQH-3	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_AQH-3	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	17038801	863645566	362354564								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:25	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/705/SRR9705208.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705208/SRR9705208	gs://sra-pub-zq-107/SRR9705208/SRR9705208.zq.1	not applicable	laboratory	2016	USA: (laboratory)	3	mated queen	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	thorax	Thorax								no		PRJNA533756	SAMN11466242	SRX6463209	SRR9705209	SRA922734	SRS5113031	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_AQM-1	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_AQM-1	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	15694901	795600886	329828604								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:25	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/705/SRR9705209.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705209/SRR9705209	gs://sra-pub-zq-107/SRR9705209/SRR9705209.zq.1	not applicable	laboratory	2016	USA: (laboratory)	1	mated queen	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	thorax	Thorax								no		PRJNA533756	SAMN11466243	SRX6463208	SRR9705210	SRA922734	SRS5113030	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_AQM-2	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_AQM-2	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	13372768	677773093	283435064								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:25	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/705/SRR9705210.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705210/SRR9705210	gs://sra-pub-zq-107/SRR9705210/SRR9705210.zq.1	not applicable	laboratory	2016	USA: (laboratory)	2	mated queen	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	thorax	Thorax								no		PRJNA533756	SAMN11466244	SRX6463207	SRR9705211	SRA922734	SRS5113029	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_AQM-3	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_AQM-3	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	23311309	1181560287	489688278								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:25	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/705/SRR9705211.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705211/SRR9705211	gs://sra-pub-zq-107/SRR9705211/SRR9705211.zq.1	not applicable	laboratory	2016	USA: (laboratory)	3	mated queen	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	abdomen	Abdomen								no		PRJNA533756	SAMN11466237	SRX6463206	SRR9705212	SRA922734	SRS5113028	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_AQG-2	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_AQG-2	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	13615554	689993442	288394073								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:25	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR009/705/SRR9705212.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705212/SRR9705212	gs://sra-pub-zq-107/SRR9705212/SRR9705212.zq.1	not applicable	laboratory	2016	USA: (laboratory)	2	mated queen	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	abdomen	Abdomen								no		PRJNA533756	SAMN11466238	SRX6463205	SRR9705213	SRA922734	SRS5113027	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_AQG-3	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_AQG-3	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	18927369	958715353	406159705								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:25	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/705/SRR9705213.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705213/SRR9705213	gs://sra-pub-zq-107/SRR9705213/SRR9705213.zq.1	not applicable	laboratory	2016	USA: (laboratory)	3	mated queen	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
Monomorium pharaonis	head	Head								no		PRJNA533756	SAMN11466239	SRX6463204	SRR9705214	SRA922734	SRS5113026	SRP193058	Convergent eusocial evolution is based on a shared reproductive groundplan plus lineage-specific plastic genes	RNA-seq of ant and honey bee caste:Ant_AQH-1	polyA synthesis; 16 PCR cycles for cDNA synthesis; 50 cycles			Ant_AQH-1	single	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	16561263	839608841	351250274								University of Pennsylvania	SUB5638882		307658	2019-07-18 13:29:25	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/705/SRR9705214.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9705214/SRR9705214	gs://sra-pub-zq-107/SRR9705214/SRR9705214.zq.1	not applicable	laboratory	2016	USA: (laboratory)	1	mated queen	Invertebrate										2759	33208	6656	50557	7399	36668	55077	307658	Monomorium pharaonis
