scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	center	submitter_id	pubmed_id	taxid	published_date	NCBI_Link	AWS_Link	GCP_Link	tissue_normalized	tissue_original
Athalia rosae	whole animal	adult		male				yes	yes	no		PRJNA716060	SAMN18393278	SRX10405221	SRR14028645	SRA1208543	SRS8527587	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar47	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	51223026	15366907800	4813174258								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028645/SRR14028645.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028645/SRR14028645	gs://sra-pub-zq-104/SRR14028645/SRR14028645.lite.1	adult	adult
Athalia rosae	whole animal	adult		male				yes	yes	no		PRJNA716060	SAMN18393276	SRX10405219	SRR14028647	SRA1208543	SRS8527585	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar45	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	51322474	15396742200	4834690462								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028647/SRR14028647.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028647/SRR14028647	gs://sra-pub-zq-104/SRR14028647/SRR14028647.lite.1	adult	adult
Athalia rosae	whole animal	adult		male				yes	yes	no		PRJNA716060	SAMN18393269	SRX10405234	SRR14028632	SRA1208543	SRS8527600	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar38	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	51629515	15488854500	4849829864								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028632/SRR14028632.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028632/SRR14028632	gs://sra-pub-zq-104/SRR14028632/SRR14028632.lite.1	adult	adult
Athalia rosae	whole animal	adult		male				yes	yes	no		PRJNA716060	SAMN18393279	SRX10405222	SRR14028644	SRA1208543	SRS8527588	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar48	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	52215338	15664601400	4857966771								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028644/SRR14028644.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028644/SRR14028644	gs://sra-pub-zq-104/SRR14028644/SRR14028644.lite.1	adult	adult
Athalia rosae	whole animal	adult		male				yes	yes	no		PRJNA716060	SAMN18393268	SRX10405233	SRR14028633	SRA1208543	SRS8527599	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar37	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	52327892	15698367600	4907343666								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028633/SRR14028633.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028633/SRR14028633	gs://sra-pub-zq-104/SRR14028633/SRR14028633.lite.1	adult	adult
Athalia rosae	whole animal	adult		male				yes	yes	no		PRJNA716060	SAMN18393274	SRX10405217	SRR14028649	SRA1208543	SRS8527583	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar43	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	52617785	15785335500	4958430193								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028649/SRR14028649.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028649/SRR14028649	gs://sra-pub-zq-104/SRR14028649/SRR14028649.lite.1	adult	adult
Athalia rosae	whole animal	adult		male				yes	yes	no		PRJNA700827	SAMN17839831	SRX10056348	SRR13664708	SRA1193813	SRS8218788	SRP305451	Gene expression of adult male sawfly (Athalia rosae) in different chemical and behavioural settings	RNA seq of Athalia rosae: whole male adult	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar1	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	52858696	15857608800	5151901092								Univesitat Bielefeld	SUB9026963		37344	2022-02-28 00:03:13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13664/SRR13664708/SRR13664708.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13664708/SRR13664708	gs://sra-pub-zq-104/SRR13664708/SRR13664708.lite.1	adult	adult
Athalia rosae	whole animal	adult		male				yes	yes	no		PRJNA716060	SAMN18393270	SRX10405235	SRR14028631	SRA1208543	SRS8527601	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar39	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	54123065	16236919500	5045961638								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028631/SRR14028631.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028631/SRR14028631	gs://sra-pub-zq-104/SRR14028631/SRR14028631.lite.1	adult	adult
Athalia rosae	whole animal	adult		male				yes	yes	no		PRJNA700827	SAMN17839834	SRX10056359	SRR13664697	SRA1193813	SRS8218799	SRP305451	Gene expression of adult male sawfly (Athalia rosae) in different chemical and behavioural settings	RNA seq of Athalia rosae: whole male adult	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar4	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	55683679	16705103700	5407390779								Univesitat Bielefeld	SUB9026963		37344	2022-02-28 00:03:14	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13664/SRR13664697/SRR13664697.lite.1	s3://sra-pub-zq-2/SRR13664697/SRR13664697.lite.1	gs://sra-pub-zq-104/SRR13664697/SRR13664697.lite.1	adult	adult
Athalia rosae	whole animal	adult		male				yes	yes	no		PRJNA716060	SAMN18393281	SRX10405224	SRR14028642	SRA1208543	SRS8527590	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar50	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	56545263	16963578900	5311893971								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028642/SRR14028642.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028642/SRR14028642	gs://sra-pub-zq-104/SRR14028642/SRR14028642.lite.1	adult	adult
Athalia rosae	whole animal	adult		male				yes	yes	no		PRJNA716060	SAMN18393272	SRX10405215	SRR14028651	SRA1208543	SRS8527581	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar41	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	56873787	17062136100	5308016852								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028651/SRR14028651.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028651/SRR14028651	gs://sra-pub-zq-104/SRR14028651/SRR14028651.lite.1	adult	adult
Athalia rosae	whole animal	adult		male				yes	yes	no		PRJNA700827	SAMN17839833	SRX10056358	SRR13664698	SRA1193813	SRS8218798	SRP305451	Gene expression of adult male sawfly (Athalia rosae) in different chemical and behavioural settings	RNA seq of Athalia rosae: whole male adult	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar3	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	56875504	17062651200	5306339937								Univesitat Bielefeld	SUB9026963		37344	2022-02-28 00:03:14	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13664/SRR13664698/SRR13664698.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13664698/SRR13664698	gs://sra-pub-zq-104/SRR13664698/SRR13664698.lite.1	adult	adult
Athalia rosae	whole animal	adult		male				yes	yes	no		PRJNA716060	SAMN18393271	SRX10405236	SRR14028630	SRA1208543	SRS8527602	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar40	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	57694434	17308330200	5401547982								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028630/SRR14028630.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028630/SRR14028630	gs://sra-pub-zq-104/SRR14028630/SRR14028630.lite.1	adult	adult
Athalia rosae	whole animal	adult		male				yes	yes	no		PRJNA716060	SAMN18393273	SRX10405216	SRR14028650	SRA1208543	SRS8527582	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar42	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	58565680	17569704000	5445878028								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028650/SRR14028650.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028650/SRR14028650	gs://sra-pub-zq-104/SRR14028650/SRR14028650.lite.1	adult	adult
Athalia rosae	whole animal	adult		male				yes	yes	no		PRJNA700827	SAMN17839832	SRX10056349	SRR13664707	SRA1193813	SRS8218789	SRP305451	Gene expression of adult male sawfly (Athalia rosae) in different chemical and behavioural settings	RNA seq of Athalia rosae: whole male adult	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar2	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	58664227	17599268100	5743479153								Univesitat Bielefeld	SUB9026963		37344	2022-02-28 00:03:13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13664/SRR13664707/SRR13664707.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13664707/SRR13664707	gs://sra-pub-zq-104/SRR13664707/SRR13664707.lite.1	adult	adult
Athalia rosae	whole animal	adult		male				yes	yes	no		PRJNA700827	SAMN17839835	SRX10056360	SRR13664696	SRA1193813	SRS8218800	SRP305451	Gene expression of adult male sawfly (Athalia rosae) in different chemical and behavioural settings	RNA seq of Athalia rosae: whole male adult	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar5	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	58845549	17653664700	5735293831								Univesitat Bielefeld	SUB9026963		37344	2022-02-28 00:03:14	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13664/SRR13664696/SRR13664696.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13664696/SRR13664696	gs://sra-pub-zq-104/SRR13664696/SRR13664696.lite.1	adult	adult
Athalia rosae	whole animal	adult		male				yes	yes	no		PRJNA700827	SAMN17839839	SRX10056364	SRR13664692	SRA1193813	SRS8218804	SRP305451	Gene expression of adult male sawfly (Athalia rosae) in different chemical and behavioural settings	RNA seq of Athalia rosae: whole male adult	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar9	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	60970253	18291075900	6031457558								Univesitat Bielefeld	SUB9026963		37344	2022-02-28 00:03:14	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13664/SRR13664692/SRR13664692.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13664692/SRR13664692	gs://sra-pub-zq-104/SRR13664692/SRR13664692.lite.1	adult	adult
