scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	center	submitter_id	pubmed_id	taxid	published_date	NCBI_Link	AWS_Link	GCP_Link	sample_name	breed	collected_by	collection_date	dev_stage	geo_loc_name	isolation_source	biosamplemodel	ena_first_public	ena_last_update	external_id	gal	gal_sample_id	insdc_center_alias	insdc_center_name	insdc_first_public	insdc_last_update	insdc_status	broker_name	collecting_institution	common_name	geographic_location	habitat	identified_by	identifier_affiliation	lifestage	organism_part	project_name	sample_same_as	specimen_id	specimen_voucher	tolid	sample_type	species_type	developmetal_stage	isolate	host	collection	extraction	nucleic_acid_type	final_sample	conc.	vol	total_amount	sequencing_platform	raw_reads	clean_reads	raw_base(g)	clean_base(g)	effective_rate(%)	error_rate(%)	q20(%)	q30(%)	gc_content(%)	forward_read	reverse_read	tissue_type	taxid_domain	taxid_kingdom	taxid_phylum	taxid_class	taxid_order	taxid_family	taxid_genus	taxid_species	scientific_name_original
Athalia rosae	whole animal	Whole animal		male						no		PRJNA716060	SAMN18393277	SRX10405220	SRR14028646	SRA1208543	SRS8527586	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar46	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	49598700	14879610000	4676889850								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028646/SRR14028646.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028646/SRR14028646	gs://sra-pub-zq-104/SRR14028646/SRR14028646.lite.1		NA		2019-10-08		Germany: Bielefeld	F4 bred from wild ind	Invertebrate																									RNA	Insect	L4 larvae	SNSL9	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	1705	20	34100	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	49598700	48962335	14.9	14.7	98.72	0.03	97.81	93.81	41.38				2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA716060	SAMN18393276	SRX10405219	SRR14028647	SRA1208543	SRS8527585	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar45	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	51322474	15396742200	4834690462								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028647/SRR14028647.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028647/SRR14028647	gs://sra-pub-zq-104/SRR14028647/SRR14028647.lite.1		NA		2019-10-08		Germany: Bielefeld	F4 bred from wild ind	Invertebrate																									RNA	Insect	L4 larvae	SNSL7 A	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	1014	20	20280	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	51322474	50813276	15.4	15.2	99.01	0.03	97.8	93.81	41.65				2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA716060	SAMN18393275	SRX10405218	SRR14028648	SRA1208543	SRS8527584	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar44	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	63276684	18983005200	5894183634								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028648/SRR14028648.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028648/SRR14028648	gs://sra-pub-zq-104/SRR14028648/SRR14028648.lite.1		NA		2019-10-07		Germany: Bielefeld	F4 bred from wild ind	Invertebrate																									RNA	Insect	L4 larvae	SNSL4 A	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	1377	20	27540	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	63276684	62741044	19	18.8	99.15	0.03	98.01	94.27	40.88				2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA716060	SAMN18393274	SRX10405217	SRR14028649	SRA1208543	SRS8527583	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar43	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	52617785	15785335500	4958430193								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028649/SRR14028649.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028649/SRR14028649	gs://sra-pub-zq-104/SRR14028649/SRR14028649.lite.1		NA		2019-10-07		Germany: Bielefeld	F4 bred from wild ind	Invertebrate																									RNA	Insect	L4 larvae	SNSL1	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	1635	20	32700	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	52617785	52194602	15.8	15.7	99.2	0.03	97.8	93.78	40.84				2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA716060	SAMN18393273	SRX10405216	SRR14028650	SRA1208543	SRS8527582	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar42	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	58565680	17569704000	5445878028								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028650/SRR14028650.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028650/SRR14028650	gs://sra-pub-zq-104/SRR14028650/SRR14028650.lite.1		NA		2019-10-02		Germany: Bielefeld	F4 bred from wild ind	Invertebrate																									RNA	Insect	L4 larvae	NSSL11	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	569	20	11380	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	58565680	58110723	17.6	17.4	99.22	0.03	98.03	94.33	41.36				2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA716060	SAMN18393272	SRX10405215	SRR14028651	SRA1208543	SRS8527581	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar41	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	56873787	17062136100	5308016852								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028651/SRR14028651.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028651/SRR14028651	gs://sra-pub-zq-104/SRR14028651/SRR14028651.lite.1		NA		2019-10-02		Germany: Bielefeld	F4 bred from wild ind	Invertebrate																									RNA	Insect	L4 larvae	NSSL10	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	1336	20	26720	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	56873787	56439802	17.1	16.9	99.24	0.03	97.98	94.22	42.33				2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA716060	SAMN18393263	SRX10405214	SRR14028652	SRA1208543	SRS8527580	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar32	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	69949993	20984997900	6749694327								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028652/SRR14028652.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028652/SRR14028652	gs://sra-pub-zq-104/SRR14028652/SRR14028652.lite.1		NA		2019-10-02		Germany: Bielefeld	F4 bred from wild ind	Invertebrate																									RNA	Insect	L4 larvae	NSNSL6	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	1997	20	39940	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	69949993	68600729	21	20.6	98.07	0.03	97.41	92.96	44.44				2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA716060	SAMN18393262	SRX10405213	SRR14028653	SRA1208543	SRS8527579	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar31	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	68741811	20622543300	6702125332								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028653/SRR14028653.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028653/SRR14028653	gs://sra-pub-zq-104/SRR14028653/SRR14028653.lite.1		NA		2019-10-02		Germany: Bielefeld	F4 bred from wild ind	Invertebrate																									RNA	Insect	L4 larvae	NSNSL5	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	1213	20	24260	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	68741811	67525581	20.6	20.3	98.23	0.03	97.14	92.44	43.59				2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA700827	SAMN17839840	SRX10056365	SRR13664691	SRA1193813	SRS8218805	SRP305451	Gene expression of adult male sawfly (Athalia rosae) in different chemical and behavioural settings	RNA seq of Athalia rosae: whole male adult	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar10	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	87289371	26186811300	8498628548								Univesitat Bielefeld	SUB9026963		37344	2022-02-28 00:03:14	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13664/SRR13664691/SRR13664691.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13664691/SRR13664691	gs://sra-pub-zq-104/SRR13664691/SRR13664691.lite.1		NA		2019-09-19		Germany: Bielefeld	F3 bred from wild ind	Invertebrate																									RNA	Insect	adult	C+M10	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	42	25	1050	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	87289371	85267933	26.2	25.6	97.68	0.03	97.22	92.52	39.31	R_10_1.fq.gz	R_10_2.fq.gz		2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA700827	SAMN17839839	SRX10056364	SRR13664692	SRA1193813	SRS8218804	SRP305451	Gene expression of adult male sawfly (Athalia rosae) in different chemical and behavioural settings	RNA seq of Athalia rosae: whole male adult	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar9	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	60970253	18291075900	6031457558								Univesitat Bielefeld	SUB9026963		37344	2022-02-28 00:03:14	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13664/SRR13664692/SRR13664692.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13664692/SRR13664692	gs://sra-pub-zq-104/SRR13664692/SRR13664692.lite.1		NA		2019-09-19		Germany: Bielefeld	F3 bred from wild ind	Invertebrate																									RNA	Insect	adult	C+M7	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	106	25	2650	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	60970253	59556393	18.3	17.9	97.68	0.03	96.83	91.72	38.91	R_9_1.fq.gz	R_9_2.fq.gz		2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA700827	SAMN17839838	SRX10056363	SRR13664693	SRA1193813	SRS8218803	SRP305451	Gene expression of adult male sawfly (Athalia rosae) in different chemical and behavioural settings	RNA seq of Athalia rosae: whole male adult	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar8	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	63540197	19062059100	6184939938								Univesitat Bielefeld	SUB9026963		37344	2022-02-28 00:03:14	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13664/SRR13664693/SRR13664693.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13664693/SRR13664693	gs://sra-pub-zq-104/SRR13664693/SRR13664693.lite.1		NA		2019-09-19		Germany: Bielefeld	F3 bred from wild ind	Invertebrate																									RNA	Insect	adult	C+M5	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	130	25	3250	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	63540197	62064855	19.1	18.6	97.68	0.03	97.23	92.52	38.91	R_8_1.fq.gz	R_8_2.fq.gz		2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA700827	SAMN17839837	SRX10056362	SRR13664694	SRA1193813	SRS8218802	SRP305451	Gene expression of adult male sawfly (Athalia rosae) in different chemical and behavioural settings	RNA seq of Athalia rosae: whole male adult	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar7	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	88135111	26440533300	8553992709								Univesitat Bielefeld	SUB9026963		37344	2022-02-28 00:03:14	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13664/SRR13664694/SRR13664694.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13664694/SRR13664694	gs://sra-pub-zq-104/SRR13664694/SRR13664694.lite.1		NA		2019-09-19		Germany: Bielefeld	F3 bred from wild ind	Invertebrate																									RNA	Insect	adult	C+M2	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	102	25	2550	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	88135111	85639318	26.4	25.7	97.17	0.03	97.34	92.72	40.86	R_7_1.fq.gz	R_7_2.fq.gz		2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
