scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	center	submitter_id	pubmed_id	taxid	published_date	NCBI_Link	AWS_Link	GCP_Link	sample_name	breed	collected_by	collection_date	dev_stage	geo_loc_name	isolation_source	biosamplemodel	ena_first_public	ena_last_update	external_id	gal	gal_sample_id	insdc_center_alias	insdc_center_name	insdc_first_public	insdc_last_update	insdc_status	broker_name	collecting_institution	common_name	geographic_location	habitat	identified_by	identifier_affiliation	lifestage	organism_part	project_name	sample_same_as	specimen_id	specimen_voucher	tolid	sample_type	species_type	developmetal_stage	isolate	host	collection	extraction	nucleic_acid_type	final_sample	conc.	vol	total_amount	sequencing_platform	raw_reads	clean_reads	raw_base(g)	clean_base(g)	effective_rate(%)	error_rate(%)	q20(%)	q30(%)	gc_content(%)	forward_read	reverse_read	tissue_type	taxid_domain	taxid_kingdom	taxid_phylum	taxid_class	taxid_order	taxid_family	taxid_genus	taxid_species	scientific_name_original
Athalia rosae	whole animal	Whole animal		male						no		PRJNA716060	SAMN18393268	SRX10405233	SRR14028633	SRA1208543	SRS8527599	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar37	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	52327892	15698367600	4907343666								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028633/SRR14028633.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028633/SRR14028633	gs://sra-pub-zq-104/SRR14028633/SRR14028633.lite.1		NA		2019-10-02		Germany: Bielefeld	F4 bred from wild ind	Invertebrate																									RNA	Insect	L4 larvae	NSSL4	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	657	20	13140	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	52327892	51207256	15.7	15.4	97.86	0.03	97.87	94	44.45				2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA716060	SAMN18393267	SRX10405232	SRR14028634	SRA1208543	SRS8527598	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar36	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	50756211	15226863300	4759842645								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028634/SRR14028634.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028634/SRR14028634	gs://sra-pub-zq-104/SRR14028634/SRR14028634.lite.1		NA		2019-10-02		Germany: Bielefeld	F4 bred from wild ind	Invertebrate																									RNA	Insect	L4 larvae	NSNSL10	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	1606	20	32120	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	50756211	50153967	15.2	15	98.81	0.03	97.88	94.02	43.46				2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA716060	SAMN18393266	SRX10405231	SRR14028635	SRA1208543	SRS8527597	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar35	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	69584086	20875225800	6770645385								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028635/SRR14028635.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028635/SRR14028635	gs://sra-pub-zq-104/SRR14028635/SRR14028635.lite.1		NA		2019-10-02		Germany: Bielefeld	F4 bred from wild ind	Invertebrate																									RNA	Insect	L4 larvae	NSNSL9	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	2281	20	45620	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	69584086	68500151	20.9	20.6	98.44	0.03	97.16	92.5	43.65				2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA716060	SAMN18393265	SRX10405230	SRR14028636	SRA1208543	SRS8527596	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar34	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	80331956	12912155624	4273426832								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028636/SRR14028636.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028636/SRR14028636	gs://sra-pub-zq-104/SRR14028636/SRR14028636.lite.1		NA		2019-10-02		Germany: Bielefeld	F4 bred from wild ind	Invertebrate																									RNA	Insect	L4 larvae	NSNSL8	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	770	20	15400	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	80331956	79274514	24.1	23.8	98.68	0.03	97.34	92.83	44.72				2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA716060	SAMN18393285	SRX10405229	SRR14028637	SRA1208543	SRS8527595	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar54	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	49881803	14964540900	4703839251								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028637/SRR14028637.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028637/SRR14028637	gs://sra-pub-zq-104/SRR14028637/SRR14028637.lite.1		NA		2019-10-08		Germany: Bielefeld	F4 bred from wild ind	Invertebrate																									RNA	Insect	L4 larvae	SSL15	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	785	20	15700	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	49881803	49310852	15	14.8	98.86	0.03	97.81	93.81	42.6				2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA716060	SAMN18393284	SRX10405228	SRR14028638	SRA1208543	SRS8527594	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar53	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	49891660	14967498000	4648110189								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028638/SRR14028638.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028638/SRR14028638	gs://sra-pub-zq-104/SRR14028638/SRR14028638.lite.1		NA		2019-10-08		Germany: Bielefeld	F4 bred from wild ind	Invertebrate																									RNA	Insect	L4 larvae	SSL11	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	819	20	16380	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	49891660	48887957	15	14.7	97.99	0.03	98.02	94.31	44.44				2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA716060	SAMN18393283	SRX10405227	SRR14028639	SRA1208543	SRS8527593	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar52	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	50916344	15274903200	4779166959								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028639/SRR14028639.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028639/SRR14028639	gs://sra-pub-zq-104/SRR14028639/SRR14028639.lite.1		NA		2019-10-08		Germany: Bielefeld	F4 bred from wild ind	Invertebrate																									RNA	Insect	L4 larvae	SSL9	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	785	20	15700	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	50916344	50429585	15.3	15.1	99.04	0.03	97.91	94.01	42.88				2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA716060	SAMN18393282	SRX10405226	SRR14028640	SRA1208543	SRS8527592	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar51	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	51204168	15361250400	4823023785								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028640/SRR14028640.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028640/SRR14028640	gs://sra-pub-zq-104/SRR14028640/SRR14028640.lite.1		NA		2019-10-08		Germany: Bielefeld	F4 bred from wild ind	Invertebrate																									RNA	Insect	L4 larvae	SSL7	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	384	20	7680	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	51204168	50712893	15.4	15.2	99.04	0.03	97.86	93.89	41.45				2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA716060	SAMN18393264	SRX10405225	SRR14028641	SRA1208543	SRS8527591	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar33	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	87477189	25812286050	8399036631								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028641/SRR14028641.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028641/SRR14028641	gs://sra-pub-zq-104/SRR14028641/SRR14028641.lite.1		NA		2019-10-02		Germany: Bielefeld	F4 bred from wild ind	Invertebrate																									RNA	Insect	L4 larvae	NSNSL7	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	1894	20	37880	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	87477189	85434856	26.2	25.6	97.67	0.03	97.37	92.93	44				2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA716060	SAMN18393281	SRX10405224	SRR14028642	SRA1208543	SRS8527590	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar50	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	56545263	16963578900	5311893971								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028642/SRR14028642.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028642/SRR14028642	gs://sra-pub-zq-104/SRR14028642/SRR14028642.lite.1		NA		2019-10-07		Germany: Bielefeld	F4 bred from wild ind	Invertebrate																									RNA	Insect	L4 larvae	SSL5	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	749	20	14980	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	56545263	55910233	17	16.8	98.88	0.03	97.84	93.91	42.27				2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA716060	SAMN18393280	SRX10405223	SRR14028643	SRA1208543	SRS8527589	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar49	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	64414869	19324460700	6039975957								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028643/SRR14028643.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028643/SRR14028643	gs://sra-pub-zq-104/SRR14028643/SRR14028643.lite.1		NA		2019-10-07		Germany: Bielefeld	F4 bred from wild ind	Invertebrate																									RNA	Insect	L4 larvae	SSL1	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	839	20	16780	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	64414869	63636909	19.3	19.1	98.79	0.03	97.87	93.97	42.47				2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA716060	SAMN18393279	SRX10405222	SRR14028644	SRA1208543	SRS8527588	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar48	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	52215338	15664601400	4857966771								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028644/SRR14028644.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028644/SRR14028644	gs://sra-pub-zq-104/SRR14028644/SRR14028644.lite.1		NA		2019-10-08		Germany: Bielefeld	F4 bred from wild ind	Invertebrate																									RNA	Insect	L4 larvae	SNSL14	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	1219	20	24380	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	52215338	51637099	15.7	15.5	98.89	0.03	97.91	94.23	45.98				2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA716060	SAMN18393278	SRX10405221	SRR14028645	SRA1208543	SRS8527587	SRP311608	Inter and intra-generational effects of larval starvation in Athalia rosae	RNA seq of Athalia rosae: whole male L4 larvae	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar47	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	51223026	15366907800	4813174258								Univesitat Bielefeld	SUB9246258		37344	2022-04-30 00:01:06	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14028/SRR14028645/SRR14028645.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR14028645/SRR14028645	gs://sra-pub-zq-104/SRR14028645/SRR14028645.lite.1		NA		2019-10-08		Germany: Bielefeld	F4 bred from wild ind	Invertebrate																									RNA	Insect	L4 larvae	SNSL10	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	460	20	9200	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	51223026	50632159	15.4	15.2	98.85	0.03	97.73	93.84	43.47				2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
