scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	lab	center	submitter_id	pubmed_id	taxid	published_date	biomaterial_provider	cell	location	antibody	batch	misc	NCBI_Link	AWS_Link	GCP_Link	isolate	isolation_source	collection_date	geo_loc_name	time	biosamplemodel	breed	replicate	host	altitude	collected_by	depth	dev_stage	env_broad_scale	host_tissue_sampled	identified_by	lat_lon	specimen_voucher	temp	cell_type	individual_id	strain	cultivar	ecotype	echotype	social_form	sequence_id	caste	colony_organization_type	colony_name	pooled_individuals	colony	developmental_stage	taxid_domain	taxid_kingdom	taxid_phylum	taxid_class	taxid_order	taxid_family	taxid_genus	taxid_species	scientific_name_original
Solenopsis invicta	whole body	Whole body	Wild type		Adult ant	30℃	RIFA			no		PRJNA642634	SAMN15395087	SRX8627677	SRR12103374	SRA1091983	SRS6915983	SRP269085	Comparison of gene expression in the Red Imported Fire Ant, Solenopsis invicta Buren, in different temperature conditions	GSM4644111: RIFA_30; Solenopsis invicta; RNA-Seq		RIFA_30			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	59265953	11971722506	4608076252									GEO	GEO: GSE153426		13686	2020-06-30 17:47:14							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR012/12103/SRR12103374/SRR12103374.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12103374/SRR12103374	gs://sra-pub-zq-102/SRR12103374/SRR12103374.lite.1																						RIFA												2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	Whole body	Wild type		Adult ant	20℃	RIFA			no		PRJNA642634	SAMN15395088	SRX8627676	SRR12103373	SRA1091983	SRS6915982	SRP269085	Comparison of gene expression in the Red Imported Fire Ant, Solenopsis invicta Buren, in different temperature conditions	GSM4644110: RIFA_20; Solenopsis invicta; RNA-Seq		RIFA_20			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	54874021	11084552242	4302121265									GEO	GEO: GSE153426		13686	2020-06-30 17:47:14							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12103/SRR12103373/SRR12103373.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12103373/SRR12103373	gs://sra-pub-zq-109/SRR12103373/SRR12103373.lite.1																						RIFA												2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	Whole body	Wild type		Adult ant	10℃	RIFA			no		PRJNA642634	SAMN15395089	SRX8627675	SRR12103372	SRA1091983	SRS6915981	SRP269085	Comparison of gene expression in the Red Imported Fire Ant, Solenopsis invicta Buren, in different temperature conditions	GSM4644109: RIFA_10; Solenopsis invicta; RNA-Seq		RIFA_10			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 4000	55511449	11213312698	4469919606									GEO	GEO: GSE153426		13686	2020-06-30 17:47:14							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR012/12103/SRR12103372/SRR12103372.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12103372/SRR12103372	gs://sra-pub-zq-102/SRR12103372/SRR12103372.lite.1																						RIFA												2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	single ovary	Single Ovary	Sb/Sb		reproductively mature		ovaries of unmated reproductive ant departing on her mating flight			no		PRJNA629802	SAMN14791527	SRX8241570	SRR11680710	SRA1071994	SRS6591209	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509812: ovaries of unmated reproductive ant departing on her mating flight (5GO); Solenopsis invicta; RNA-Seq		ovaries of unmated reproductive ant departing on her mating flight (5GO)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	16532622	1256479272	570954887									GEO	GEO: GSE149726	32749006	13686	2020-07-20 09:56:28							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680710/SRR11680710.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680710/SRR11680710	gs://sra-pub-zq-102/SRR11680710/SRR11680710.lite.1																									Alate (winged) gynes were aspirated from the tops of mounds and frozen on dry ice in the field in and around Athens-Clarke Co. on days of mating flights in April 2015.	Polygyne								2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	single brain	Single Brain	Sb/Sb		reproductively mature		brain of unmated reproductive ant departing on her mating flight			no		PRJNA629802	SAMN14791528	SRX8241569	SRR11680709	SRA1071994	SRS6591208	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509811: brain of unmated reproductive ant departing on her mating flight (5GB); Solenopsis invicta; RNA-Seq		brain of unmated reproductive ant departing on her mating flight (5GB)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	24418678	1855819528	657884327									GEO	GEO: GSE149726	32749006	13686	2020-07-20 09:56:28							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11680/SRR11680709/SRR11680709.lite.1	s3://sra-pub-zq-1/SRR11680709/SRR11680709.lite.1	gs://sra-pub-zq-104/SRR11680709/SRR11680709.lite.1																									Alate (winged) gynes were aspirated from the tops of mounds and frozen on dry ice in the field in and around Athens-Clarke Co. on days of mating flights in April 2015.	Polygyne								2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	single ovary	Single Ovary	SB/Sb		reproductively mature		ovaries of unmated reproductive ant departing on her mating flight			no		PRJNA629802	SAMN14791529	SRX8241568	SRR11680708	SRA1071994	SRS6591207	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509810: ovaries of unmated reproductive ant departing on her mating flight (5AO); Solenopsis invicta; RNA-Seq		ovaries of unmated reproductive ant departing on her mating flight (5AO)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	18256635	1387504260	633905653									GEO	GEO: GSE149726	32749006	13686	2020-07-20 09:56:28							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680708/SRR11680708.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680708/SRR11680708	gs://sra-pub-zq-102/SRR11680708/SRR11680708.lite.1																									Alate (winged) gynes were aspirated from the tops of mounds and frozen on dry ice in the field in and around Athens-Clarke Co. on days of mating flights in April 2015.	Polygyne								2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	single brain	Single Brain	SB/Sb		reproductively mature		brain of unmated reproductive ant departing on her mating flight			no		PRJNA629802	SAMN14791530	SRX8241567	SRR11680707	SRA1071994	SRS6591206	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509809: brain of unmated reproductive ant departing on her mating flight (5AB); Solenopsis invicta; RNA-Seq		brain of unmated reproductive ant departing on her mating flight (5AB)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	26072453	1981506428	701710976									GEO	GEO: GSE149726	32749006	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11680/SRR11680707/SRR11680707.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680707/SRR11680707	gs://sra-pub-zq-104/SRR11680707/SRR11680707.lite.1																									Alate (winged) gynes were aspirated from the tops of mounds and frozen on dry ice in the field in and around Athens-Clarke Co. on days of mating flights in April 2015.	Polygyne								2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	single ovary	Single Ovary	Sb/Sb		reproductively mature		ovaries of unmated reproductive ant departing on her mating flight			no		PRJNA629802	SAMN14791531	SRX8241566	SRR11680706	SRA1071994	SRS6591205	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509808: ovaries of unmated reproductive ant departing on her mating flight (30GO); Solenopsis invicta; RNA-Seq		ovaries of unmated reproductive ant departing on her mating flight (30GO)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	13054033	992106508	449400311									GEO	GEO: GSE149726	32749006	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680706/SRR11680706.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680706/SRR11680706	gs://sra-pub-zq-102/SRR11680706/SRR11680706.lite.1																									Alate (winged) gynes were aspirated from the tops of mounds and frozen on dry ice in the field in and around Athens-Clarke Co. on days of mating flights in April 2015.	Polygyne								2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	single brain	Single Brain	Sb/Sb		reproductively mature		brain of unmated reproductive ant departing on her mating flight			no		PRJNA629802	SAMN14791532	SRX8241565	SRR11680705	SRA1071994	SRS6591204	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509807: brain of unmated reproductive ant departing on her mating flight (30GB); Solenopsis invicta; RNA-Seq		brain of unmated reproductive ant departing on her mating flight (30GB)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	22736069	1727941244	605409691									GEO	GEO: GSE149726	32749006	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680705/SRR11680705.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680705/SRR11680705	gs://sra-pub-zq-101/SRR11680705/SRR11680705.lite.1																									Alate (winged) gynes were aspirated from the tops of mounds and frozen on dry ice in the field in and around Athens-Clarke Co. on days of mating flights in April 2015.	Polygyne								2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	single ovary	Single Ovary	SB/SB		reproductively mature		ovaries of unmated reproductive ant departing on her mating flight			no		PRJNA629802	SAMN14791533	SRX8241564	SRR11680704	SRA1071994	SRS6591203	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509806: ovaries of unmated reproductive ant departing on her mating flight (30EO); Solenopsis invicta; RNA-Seq		ovaries of unmated reproductive ant departing on her mating flight (30EO)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	22998399	1747878324	791638780									GEO	GEO: GSE149726	32749006	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680704/SRR11680704.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680704/SRR11680704	gs://sra-pub-zq-101/SRR11680704/SRR11680704.lite.1																									Alate (winged) gynes were aspirated from the tops of mounds and frozen on dry ice in the field in and around Athens-Clarke Co. on days of mating flights in April 2015.	Polygyne								2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	single brain	Single Brain	SB/SB		reproductively mature		brain of unmated reproductive ant departing on her mating flight			no		PRJNA629802	SAMN14791534	SRX8241563	SRR11680703	SRA1071994	SRS6591202	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509805: brain of unmated reproductive ant departing on her mating flight (30EB); Solenopsis invicta; RNA-Seq		brain of unmated reproductive ant departing on her mating flight (30EB)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	24667565	1874734940	677921172									GEO	GEO: GSE149726	32749006	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11680/SRR11680703/SRR11680703.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680703/SRR11680703	gs://sra-pub-zq-104/SRR11680703/SRR11680703.lite.1																									Alate (winged) gynes were aspirated from the tops of mounds and frozen on dry ice in the field in and around Athens-Clarke Co. on days of mating flights in April 2015.	Polygyne								2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	single ovary	Single Ovary	SB/Sb		reproductively mature		ovaries of unmated reproductive ant departing on her mating flight			no		PRJNA629802	SAMN14791535	SRX8241562	SRR11680702	SRA1071994	SRS6591201	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509804: ovaries of unmated reproductive ant departing on her mating flight (30AO); Solenopsis invicta; RNA-Seq		ovaries of unmated reproductive ant departing on her mating flight (30AO)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	18501809	1406137484	639385314									GEO	GEO: GSE149726	32749006	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11680/SRR11680702/SRR11680702.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680702/SRR11680702	gs://sra-pub-zq-104/SRR11680702/SRR11680702.lite.1																									Alate (winged) gynes were aspirated from the tops of mounds and frozen on dry ice in the field in and around Athens-Clarke Co. on days of mating flights in April 2015.	Polygyne								2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	single brain	Single Brain	SB/Sb		reproductively mature		brain of unmated reproductive ant departing on her mating flight			no		PRJNA629802	SAMN14791536	SRX8241561	SRR11680701	SRA1071994	SRS6591200	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509803: brain of unmated reproductive ant departing on her mating flight (30AB); Solenopsis invicta; RNA-Seq		brain of unmated reproductive ant departing on her mating flight (30AB)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	29616337	2250841612	805304954									GEO	GEO: GSE149726	32749006	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680701/SRR11680701.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680701/SRR11680701	gs://sra-pub-zq-102/SRR11680701/SRR11680701.lite.1																									Alate (winged) gynes were aspirated from the tops of mounds and frozen on dry ice in the field in and around Athens-Clarke Co. on days of mating flights in April 2015.	Polygyne								2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	single ovary	Single Ovary	SB/SB		reproductively mature		ovaries of unmated reproductive ant departing on her mating flight			no		PRJNA629802	SAMN14791537	SRX8241560	SRR11680700	SRA1071994	SRS6591199	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509802: ovaries of unmated reproductive ant departing on her mating flight (240AO); Solenopsis invicta; RNA-Seq		ovaries of unmated reproductive ant departing on her mating flight (240AO)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	21752724	1653207024	605934472									GEO	GEO: GSE149726	32749006	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680700/SRR11680700.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680700/SRR11680700	gs://sra-pub-zq-102/SRR11680700/SRR11680700.lite.1																									Alate (winged) gynes were aspirated from the tops of mounds and frozen on dry ice in the field in and around Athens-Clarke Co. on days of mating flights in April 2015.	Monogyne								2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	single brain	Single Brain	SB/SB		reproductively mature		brain of unmated reproductive ant departing on her mating flight			no		PRJNA629802	SAMN14791538	SRX8241559	SRR11680699	SRA1071994	SRS6591198	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509801: brain of unmated reproductive ant departing on her mating flight (240AB); Solenopsis invicta; RNA-Seq		brain of unmated reproductive ant departing on her mating flight (240AB)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	25357802	1927192952	684510516									GEO	GEO: GSE149726	32749006	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680699/SRR11680699.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680699/SRR11680699	gs://sra-pub-zq-101/SRR11680699/SRR11680699.lite.1																									Alate (winged) gynes were aspirated from the tops of mounds and frozen on dry ice in the field in and around Athens-Clarke Co. on days of mating flights in April 2015.	Monogyne								2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	single ovary	Single Ovary	SB/SB		reproductively mature		ovaries of unmated reproductive ant departing on her mating flight			no		PRJNA629802	SAMN14791539	SRX8241558	SRR11680698	SRA1071994	SRS6591197	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509800: ovaries of unmated reproductive ant departing on her mating flight (239AO); Solenopsis invicta; RNA-Seq		ovaries of unmated reproductive ant departing on her mating flight (239AO)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	23420855	1779984980	657619950									GEO	GEO: GSE149726	32749006	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11680/SRR11680698/SRR11680698.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680698/SRR11680698	gs://sra-pub-zq-104/SRR11680698/SRR11680698.lite.1																									Alate (winged) gynes were aspirated from the tops of mounds and frozen on dry ice in the field in and around Athens-Clarke Co. on days of mating flights in April 2015.	Monogyne								2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	single brain	Single Brain	SB/SB		reproductively mature		brain of unmated reproductive ant departing on her mating flight			no		PRJNA629802	SAMN14791540	SRX8241557	SRR11680697	SRA1071994	SRS6591196	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509799: brain of unmated reproductive ant departing on her mating flight (239AB); Solenopsis invicta; RNA-Seq		brain of unmated reproductive ant departing on her mating flight (239AB)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	30734906	2325215784	849897370									GEO	GEO: GSE149726	32749006	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680697/SRR11680697.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680697/SRR11680697	gs://sra-pub-zq-102/SRR11680697/SRR11680697.lite.1																									Alate (winged) gynes were aspirated from the tops of mounds and frozen on dry ice in the field in and around Athens-Clarke Co. on days of mating flights in April 2015.	Monogyne								2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	single ovary	Single Ovary	SB/SB		reproductively mature		ovaries of unmated reproductive ant departing on her mating flight			no		PRJNA629802	SAMN14791541	SRX8241556	SRR11680696	SRA1071994	SRS6591195	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509798: ovaries of unmated reproductive ant departing on her mating flight (235AO); Solenopsis invicta; RNA-Seq		ovaries of unmated reproductive ant departing on her mating flight (235AO)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	26981356	2050583056	767045995									GEO	GEO: GSE149726	32749006	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680696/SRR11680696.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680696/SRR11680696	gs://sra-pub-zq-101/SRR11680696/SRR11680696.lite.1																									Alate (winged) gynes were aspirated from the tops of mounds and frozen on dry ice in the field in and around Athens-Clarke Co. on days of mating flights in April 2015.	Monogyne								2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	single brain	Single Brain	SB/SB		reproductively mature		brain of unmated reproductive ant departing on her mating flight			no		PRJNA629802	SAMN14791542	SRX8241555	SRR11680695	SRA1071994	SRS6591194	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509797: brain of unmated reproductive ant departing on her mating flight (235AB); Solenopsis invicta; RNA-Seq		brain of unmated reproductive ant departing on her mating flight (235AB)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	25610402	1946390552	690230481									GEO	GEO: GSE149726	32749006	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680695/SRR11680695.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680695/SRR11680695	gs://sra-pub-zq-101/SRR11680695/SRR11680695.lite.1																									Alate (winged) gynes were aspirated from the tops of mounds and frozen on dry ice in the field in and around Athens-Clarke Co. on days of mating flights in April 2015.	Monogyne								2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	single ovary	Single Ovary	SB/SB		reproductively mature		ovaries of unmated reproductive ant departing on her mating flight			no		PRJNA629802	SAMN14791543	SRX8241554	SRR11680694	SRA1071994	SRS6591193	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509795: ovaries of unmated reproductive ant departing on her mating flight (233AO); Solenopsis invicta; RNA-Seq		ovaries of unmated reproductive ant departing on her mating flight (233AO)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	19701356	1497303056	549641493									GEO	GEO: GSE149726	32749006	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680694/SRR11680694.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680694/SRR11680694	gs://sra-pub-zq-101/SRR11680694/SRR11680694.lite.1																									Alate (winged) gynes were aspirated from the tops of mounds and frozen on dry ice in the field in and around Athens-Clarke Co. on days of mating flights in April 2015.	Monogyne								2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	single brain	Single Brain	SB/SB		reproductively mature		brain of unmated reproductive ant departing on her mating flight			no		PRJNA629802	SAMN14791544	SRX8241553	SRR11680693	SRA1071994	SRS6591192	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509792: brain of unmated reproductive ant departing on her mating flight (233AB); Solenopsis invicta; RNA-Seq		brain of unmated reproductive ant departing on her mating flight (233AB)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	25074371	1905652196	679583670									GEO	GEO: GSE149726	32749006	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11680/SRR11680693/SRR11680693.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680693/SRR11680693	gs://sra-pub-zq-104/SRR11680693/SRR11680693.lite.1																									Alate (winged) gynes were aspirated from the tops of mounds and frozen on dry ice in the field in and around Athens-Clarke Co. on days of mating flights in April 2015.	Monogyne								2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	single ovary	Single Ovary	SB/SB		reproductively mature		ovaries of unmated reproductive ant departing on her mating flight			no		PRJNA629802	SAMN14791545	SRX8241552	SRR11680692	SRA1071994	SRS6591191	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509790: ovaries of unmated reproductive ant departing on her mating flight (232AO); Solenopsis invicta; RNA-Seq		ovaries of unmated reproductive ant departing on her mating flight (232AO)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	20869872	1586110272	585709176									GEO	GEO: GSE149726	32749006	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680692/SRR11680692.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680692/SRR11680692	gs://sra-pub-zq-101/SRR11680692/SRR11680692.lite.1																									Alate (winged) gynes were aspirated from the tops of mounds and frozen on dry ice in the field in and around Athens-Clarke Co. on days of mating flights in April 2015.	Monogyne								2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	single brain	Single Brain	SB/SB		reproductively mature		brain of unmated reproductive ant departing on her mating flight			no		PRJNA629802	SAMN14791546	SRX8241551	SRR11680691	SRA1071994	SRS6591190	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509788: brain of unmated reproductive ant departing on her mating flight (232AB); Solenopsis invicta; RNA-Seq		brain of unmated reproductive ant departing on her mating flight (232AB)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	21200880	1611266880	564839128									GEO	GEO: GSE149726	32749006	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11680/SRR11680691/SRR11680691.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680691/SRR11680691	gs://sra-pub-zq-104/SRR11680691/SRR11680691.lite.1																									Alate (winged) gynes were aspirated from the tops of mounds and frozen on dry ice in the field in and around Athens-Clarke Co. on days of mating flights in April 2015.	Monogyne								2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	single ovary	Single Ovary	SB/SB		reproductively mature		ovaries of unmated reproductive ant departing on her mating flight			no		PRJNA629802	SAMN14791547	SRX8241550	SRR11680690	SRA1071994	SRS6591189	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509786: ovaries of unmated reproductive ant departing on her mating flight (222AO); Solenopsis invicta; RNA-Seq		ovaries of unmated reproductive ant departing on her mating flight (222AO)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	22014602	1673109752	620776781									GEO	GEO: GSE149726	32749006	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680690/SRR11680690.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680690/SRR11680690	gs://sra-pub-zq-102/SRR11680690/SRR11680690.lite.1																									Alate (winged) gynes were aspirated from the tops of mounds and frozen on dry ice in the field in and around Athens-Clarke Co. on days of mating flights in April 2015.	Monogyne								2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	single brain	Single Brain	SB/SB		reproductively mature		brain of unmated reproductive ant departing on her mating flight			no		PRJNA629802	SAMN14791548	SRX8241549	SRR11680689	SRA1071994	SRS6591188	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509784: brain of unmated reproductive ant departing on her mating flight (222AB); Solenopsis invicta; RNA-Seq		brain of unmated reproductive ant departing on her mating flight (222AB)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	36416671	2767666996	1032013696									GEO	GEO: GSE149726	32749006	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680689/SRR11680689.lite.1	s3://sra-pub-zq-8/SRR11680689/SRR11680689.lite.1	gs://sra-pub-zq-101/SRR11680689/SRR11680689.lite.1																									Alate (winged) gynes were aspirated from the tops of mounds and frozen on dry ice in the field in and around Athens-Clarke Co. on days of mating flights in April 2015.	Monogyne								2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
