scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	lab	center	submitter_id	pubmed_id	taxid	published_date	biomaterial_provider	cell	location	antibody	batch	misc	NCBI_Link	AWS_Link	GCP_Link	isolate	isolation_source	collection_date	geo_loc_name	time	biosamplemodel	breed	replicate	host	altitude	collected_by	depth	dev_stage	env_broad_scale	host_tissue_sampled	identified_by	lat_lon	specimen_voucher	temp	cell_type	individual_id	strain	cultivar	ecotype	echotype	social_form	sequence_id	caste	colony_organization_type	colony_name	pooled_individuals	colony	developmental_stage	taxid_domain	taxid_kingdom	taxid_phylum	taxid_class	taxid_order	taxid_family	taxid_genus	taxid_species	scientific_name_original
Solenopsis invicta	whole body	whole body								no		PRJNA981300	SAMN35672215	SRX20651018	SRR24888638	SRA1652724	SRS17948891	SRP442538	Solenopsis invicta Transcriptome or Gene expression	RNA-Seq of Solenopsis invicta: Major worker infected by Metarhizium anisopliae at 24 hours post-infection2.	miss		Sample at 24 hours post-infection of red imported fire ants with Metarhizium anisopliae.	M_24h_2	paired	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	Illumina NovaSeq 6000	48808338	14642501400	4905924314								National Key Laboratory of Green Pesticide, Colleg	South China Agricultural University	SUB13508150		13686	2023-06-09 23:54:34							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24888/SRR24888638/SRR24888638.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24888638/SRR24888638	gs://sra-pub-zq-102/SRR24888638/SRR24888638.lite.1	Major worker of Solenopsis invicta	soil	2022-10-15T15:22:22Z	China:Guangzhou		Invertebrate			not applicable																									2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	whole body								no		PRJNA981300	SAMN35672214	SRX20651017	SRR24888639	SRA1652724	SRS17948889	SRP442538	Solenopsis invicta Transcriptome or Gene expression	RNA-Seq of Solenopsis invicta: Major worker infected by Metarhizium anisopliae at 24 hours post-infection1.	miss		Sample at 24 hours post-infection of red imported fire ants with Metarhizium anisopliae.	M_24h_1	paired	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	Illumina NovaSeq 6000	41296480	12388944000	3909110634								National Key Laboratory of Green Pesticide, Colleg	South China Agricultural University	SUB13508150		13686	2023-06-09 23:51:12							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24888/SRR24888639/SRR24888639.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24888639/SRR24888639	gs://sra-pub-zq-102/SRR24888639/SRR24888639.lite.1	Major worker of Solenopsis invicta	soil	2022-10-15T15:11:02Z	China:Guangzhou		Invertebrate			not applicable																									2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	whole body								no		PRJNA981300	SAMN35672213	SRX20651016	SRR24888640	SRA1652724	SRS17948890	SRP442538	Solenopsis invicta Transcriptome or Gene expression	RNA-Seq of Solenopsis invicta: Major worker infected by Metarhizium anisopliae at 6 hours post-infection3.	miss		Sample at 6 hours post-infection of red imported fire ants with Metarhizium anisopliae.	M_6h_3	paired	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	Illumina NovaSeq 6000	41865764	12559729200	4108859697								National Key Laboratory of Green Pesticide, Colleg	South China Agricultural University	SUB13508150		13686	2023-06-09 23:54:34							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24888/SRR24888640/SRR24888640.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24888640/SRR24888640	gs://sra-pub-zq-102/SRR24888640/SRR24888640.lite.1	Major worker of Solenopsis invicta	soil	2022-10-15T14:52:10Z	China:Guangzhou		Invertebrate			not applicable																									2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	whole body								no		PRJNA981300	SAMN35672212	SRX20651015	SRR24888641	SRA1652724	SRS17948888	SRP442538	Solenopsis invicta Transcriptome or Gene expression	RNA-Seq of Solenopsis invicta: Major worker infected by Metarhizium anisopliae at 6 hours post-infection2.	miss		Sample at 6 hours post-infection of red imported fire ants with Metarhizium anisopliae.	M_6h_2	paired	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	Illumina NovaSeq 6000	39900863	11970258900	3832296084								National Key Laboratory of Green Pesticide, Colleg	South China Agricultural University	SUB13508150		13686	2023-06-09 23:51:12							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24888/SRR24888641/SRR24888641.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24888641/SRR24888641	gs://sra-pub-zq-102/SRR24888641/SRR24888641.lite.1	Major worker of Solenopsis invicta	soil	2022-10-15T14:21:47Z	China:Guangzhou		Invertebrate			not applicable																									2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	whole body								no		PRJNA981300	SAMN35672211	SRX20651014	SRR24888642	SRA1652724	SRS17948886	SRP442538	Solenopsis invicta Transcriptome or Gene expression	RNA-Seq of Solenopsis invicta: Major worker infected by Metarhizium anisopliae at 6 hours post-infection1.	miss		Sample at 6 hours post-infection of red imported fire ants with Metarhizium anisopliae.	M_6h_1	paired	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	Illumina NovaSeq 6000	41809529	12542858700	4050574041								National Key Laboratory of Green Pesticide, Colleg	South China Agricultural University	SUB13508150		13686	2023-06-09 23:54:34							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24888/SRR24888642/SRR24888642.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24888642/SRR24888642	gs://sra-pub-zq-102/SRR24888642/SRR24888642.lite.1	Major worker of Solenopsis invicta	soil	2022-10-15T12:48:39Z	China:Guangzhou		Invertebrate			not applicable																									2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	whole body								no		PRJNA981300	SAMN35672210	SRX20651013	SRR24888643	SRA1652724	SRS17948887	SRP442538	Solenopsis invicta Transcriptome or Gene expression	RNA-Seq of Solenopsis invicta: Major worker infected by Metarhizium anisopliae at 0 hours post-infection3.	miss		Sample at 0 hours post-infection of red imported fire ants with Metarhizium anisopliae.	M_0h_3	paired	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	Illumina NovaSeq 6000	40985136	12295540800	4026935535								National Key Laboratory of Green Pesticide, Colleg	South China Agricultural University	SUB13508150		13686	2023-06-09 23:51:12							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24888/SRR24888643/SRR24888643.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24888643/SRR24888643	gs://sra-pub-zq-102/SRR24888643/SRR24888643.lite.1	Major worker of Solenopsis invicta	soil	2022-10-15T12:17:13Z	China:Guangzhou		Invertebrate			not applicable																									2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	whole body								no		PRJNA981300	SAMN35672219	SRX20651012	SRR24888644	SRA1652724	SRS17948885	SRP442538	Solenopsis invicta Transcriptome or Gene expression	RNA-Seq of Solenopsis invicta: Major worker infected by Metarhizium anisopliae at 48 hours post-infection3.	miss		Sample at 48 hours post-infection of red imported fire ants with Metarhizium anisopliae.	M_48h_3	paired	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	Illumina NovaSeq 6000	40826496	12247948800	3990406707								National Key Laboratory of Green Pesticide, Colleg	South China Agricultural University	SUB13508150		13686	2023-06-09 23:38:23							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24888/SRR24888644/SRR24888644.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24888644/SRR24888644	gs://sra-pub-zq-102/SRR24888644/SRR24888644.lite.1	Major worker of Solenopsis invicta	soil	2022-10-15T17:32:54Z	China:Guangzhou		Invertebrate			not applicable																									2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	whole body								no		PRJNA981300	SAMN35672218	SRX20651011	SRR24888645	SRA1652724	SRS17948884	SRP442538	Solenopsis invicta Transcriptome or Gene expression	RNA-Seq of Solenopsis invicta: Major worker infected by Metarhizium anisopliae at 48 hours post-infection2.	miss		Sample at 48 hours post-infection of red imported fire ants with Metarhizium anisopliae.	M_48h_2	paired	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	Illumina NovaSeq 6000	40195579	12058673700	3974437702								National Key Laboratory of Green Pesticide, Colleg	South China Agricultural University	SUB13508150		13686	2023-06-09 23:51:12							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24888/SRR24888645/SRR24888645.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24888645/SRR24888645	gs://sra-pub-zq-102/SRR24888645/SRR24888645.lite.1	Major worker of Solenopsis invicta	soil	2022-10-15T16:31:13Z	China:Guangzhou		Invertebrate			not applicable																									2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	whole body								no		PRJNA981300	SAMN35672209	SRX20651010	SRR24888646	SRA1652724	SRS17948883	SRP442538	Solenopsis invicta Transcriptome or Gene expression	RNA-Seq of Solenopsis invicta: Major worker infected by Metarhizium anisopliae at 0 hours post-infection2.	miss		Sample at 0 hours post-infection of red imported fire ants with Metarhizium anisopliae.	M_0h_2	paired	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	Illumina NovaSeq 6000	41952632	12585789600	4055543052								National Key Laboratory of Green Pesticide, Colleg	South China Agricultural University	SUB13508150		13686	2023-06-09 23:40:15							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24888/SRR24888646/SRR24888646.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24888646/SRR24888646	gs://sra-pub-zq-102/SRR24888646/SRR24888646.lite.1	Major worker of Solenopsis invicta	soil	2022-10-15T11:52:22Z	China:Guangzhou		Invertebrate			not applicable																									2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	whole body								no		PRJNA981300	SAMN35672208	SRX20651009	SRR24888647	SRA1652724	SRS17948882	SRP442538	Solenopsis invicta Transcriptome or Gene expression	RNA-Seq of Solenopsis invicta: Major worker infected by Metarhizium anisopliae at 0 hours post-infection1.	miss		Sample at 0 hours post-infection of red imported fire ants with Metarhizium anisopliae.	M_0h_1	paired	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	Illumina NovaSeq 6000	40077084	12023125200	3909200527								National Key Laboratory of Green Pesticide, Colleg	South China Agricultural University	SUB13508150		13686	2023-06-09 23:40:15							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24888/SRR24888647/SRR24888647.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24888647/SRR24888647	gs://sra-pub-zq-102/SRR24888647/SRR24888647.lite.1	Major worker of Solenopsis invicta	soil	2022-10-15T11:30:13Z	China:Guangzhou		Invertebrate			not applicable																									2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	whole body				S-hydroprene	whole body			no		PRJNA953397	SAMN34114827	SRX19905968	SRR24105821	SRA1622772	SRS17259650	SRP431485	Molecular mechanisms of task allocation in workers of the red imported fire ant, Solenopsis invicta	GSM7156657: 21288Tam_NS4; Solenopsis invicta; RNA-Seq		21288Tam_NS4		GSM7156657	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	34481609	3448160900	1075213731									Tamborindeguy, Entomology, Texas A&M University	SUB13087980		13686	2023-10-23 21:48:58							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24105/SRR24105821/SRR24105821.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24105821/SRR24105821	gs://sra-pub-zq-107/SRR24105821/SRR24105821.lite.1			missing	missing																														2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	whole body				S-hydroprene	whole body			no		PRJNA953397	SAMN34114828	SRX19905967	SRR24105822	SRA1622772	SRS17259649	SRP431485	Molecular mechanisms of task allocation in workers of the red imported fire ant, Solenopsis invicta	GSM7156656: 21288Tam_NS3; Solenopsis invicta; RNA-Seq		21288Tam_NS3		GSM7156656	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	33306102	3330610200	1033666376									Tamborindeguy, Entomology, Texas A&M University	SUB13087980		13686	2023-10-23 21:48:57							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24105/SRR24105822/SRR24105822.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24105822/SRR24105822	gs://sra-pub-zq-107/SRR24105822/SRR24105822.lite.1			missing	missing																														2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	whole body				S-hydroprene	whole body			no		PRJNA953397	SAMN34114829	SRX19905966	SRR24105823	SRA1622772	SRS17259648	SRP431485	Molecular mechanisms of task allocation in workers of the red imported fire ant, Solenopsis invicta	GSM7156655: 21288Tam_NS2; Solenopsis invicta; RNA-Seq		21288Tam_NS2		GSM7156655	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	31796791	3179679100	992374291									Tamborindeguy, Entomology, Texas A&M University	SUB13087980		13686	2023-10-23 21:48:57							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24105/SRR24105823/SRR24105823.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24105823/SRR24105823	gs://sra-pub-zq-107/SRR24105823/SRR24105823.lite.1			missing	missing																														2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	whole body				Acetone	whole body			no		PRJNA953397	SAMN34114830	SRX19905965	SRR24105824	SRA1622772	SRS17259647	SRP431485	Molecular mechanisms of task allocation in workers of the red imported fire ant, Solenopsis invicta	GSM7156654: 21288Tam_NA4; Solenopsis invicta; RNA-Seq		21288Tam_NA4		GSM7156654	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	30630626	3063062600	964721645									Tamborindeguy, Entomology, Texas A&M University	SUB13087980		13686	2023-10-23 21:48:57							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24105/SRR24105824/SRR24105824.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24105824/SRR24105824	gs://sra-pub-zq-107/SRR24105824/SRR24105824.lite.1			missing	missing																														2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	whole body				Acetone	whole body			no		PRJNA953397	SAMN34114831	SRX19905964	SRR24105825	SRA1622772	SRS17259646	SRP431485	Molecular mechanisms of task allocation in workers of the red imported fire ant, Solenopsis invicta	GSM7156653: 21288Tam_NA3; Solenopsis invicta; RNA-Seq		21288Tam_NA3		GSM7156653	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	28643903	2864390300	896906785									Tamborindeguy, Entomology, Texas A&M University	SUB13087980		13686	2023-10-23 21:48:57							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24105/SRR24105825/SRR24105825.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24105825/SRR24105825	gs://sra-pub-zq-107/SRR24105825/SRR24105825.lite.1			missing	missing																														2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	whole body				Acetone	whole body			no		PRJNA953397	SAMN34114832	SRX19905963	SRR24105826	SRA1622772	SRS17259645	SRP431485	Molecular mechanisms of task allocation in workers of the red imported fire ant, Solenopsis invicta	GSM7156652: 21288Tam_NA2; Solenopsis invicta; RNA-Seq		21288Tam_NA2		GSM7156652	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	30983886	3098388600	970534831									Tamborindeguy, Entomology, Texas A&M University	SUB13087980		13686	2023-10-23 21:48:57							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24105/SRR24105826/SRR24105826.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24105826/SRR24105826	gs://sra-pub-zq-107/SRR24105826/SRR24105826.lite.1			missing	missing																														2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	whole body				Nurse	whole body			no		PRJNA953397	SAMN34114833	SRX19905962	SRR24105827	SRA1622772	SRS17259644	SRP431485	Molecular mechanisms of task allocation in workers of the red imported fire ant, Solenopsis invicta	GSM7156651: 21288Tam_N4; Solenopsis invicta; RNA-Seq		21288Tam_N4		GSM7156651	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	30160820	3016082000	949265852									Tamborindeguy, Entomology, Texas A&M University	SUB13087980		13686	2023-10-23 21:48:57							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24105/SRR24105827/SRR24105827.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24105827/SRR24105827	gs://sra-pub-zq-107/SRR24105827/SRR24105827.lite.1			missing	missing																														2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	whole body				Nurse	whole body			no		PRJNA953397	SAMN34114834	SRX19905961	SRR24105828	SRA1622772	SRS17259643	SRP431485	Molecular mechanisms of task allocation in workers of the red imported fire ant, Solenopsis invicta	GSM7156650: 21288Tam_N3; Solenopsis invicta; RNA-Seq		21288Tam_N3		GSM7156650	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	33265010	3326501000	1038567530									Tamborindeguy, Entomology, Texas A&M University	SUB13087980		13686	2023-10-23 21:48:58							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24105/SRR24105828/SRR24105828.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24105828/SRR24105828	gs://sra-pub-zq-107/SRR24105828/SRR24105828.lite.1			missing	missing																														2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	whole body				Nurse	whole body			no		PRJNA953397	SAMN34114835	SRX19905960	SRR24105829	SRA1622772	SRS17259642	SRP431485	Molecular mechanisms of task allocation in workers of the red imported fire ant, Solenopsis invicta	GSM7156649: 21288Tam_N1; Solenopsis invicta; RNA-Seq		21288Tam_N1		GSM7156649	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	35997013	3599701300	1127808591									Tamborindeguy, Entomology, Texas A&M University	SUB13087980		13686	2023-10-23 21:48:58							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24105/SRR24105829/SRR24105829.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24105829/SRR24105829	gs://sra-pub-zq-107/SRR24105829/SRR24105829.lite.1			missing	missing																														2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	whole body				Forager	whole body			no		PRJNA953397	SAMN34114836	SRX19905959	SRR24105830	SRA1622772	SRS17259641	SRP431485	Molecular mechanisms of task allocation in workers of the red imported fire ant, Solenopsis invicta	GSM7156648: 21288Tam_F4; Solenopsis invicta; RNA-Seq		21288Tam_F4		GSM7156648	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	34365684	3436568400	1079446295									Tamborindeguy, Entomology, Texas A&M University	SUB13087980		13686	2023-10-23 21:48:58							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24105/SRR24105830/SRR24105830.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24105830/SRR24105830	gs://sra-pub-zq-107/SRR24105830/SRR24105830.lite.1			missing	missing																														2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	whole body				Forager	whole body			no		PRJNA953397	SAMN34114837	SRX19905958	SRR24105831	SRA1622772	SRS17259640	SRP431485	Molecular mechanisms of task allocation in workers of the red imported fire ant, Solenopsis invicta	GSM7156647: 21288Tam_F3; Solenopsis invicta; RNA-Seq		21288Tam_F3		GSM7156647	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	41998781	4199878100	1304684935									Tamborindeguy, Entomology, Texas A&M University	SUB13087980		13686	2023-10-23 21:48:58							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24105/SRR24105831/SRR24105831.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24105831/SRR24105831	gs://sra-pub-zq-107/SRR24105831/SRR24105831.lite.1			missing	missing																														2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	whole body				Forager	whole body			no		PRJNA953397	SAMN34114838	SRX19905957	SRR24105832	SRA1622772	SRS17259639	SRP431485	Molecular mechanisms of task allocation in workers of the red imported fire ant, Solenopsis invicta	GSM7156646: 21288Tam_F1; Solenopsis invicta; RNA-Seq		21288Tam_F1		GSM7156646	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	39210263	3921026300	1230848639									Tamborindeguy, Entomology, Texas A&M University	SUB13087980		13686	2023-10-23 21:48:57							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24105/SRR24105832/SRR24105832.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24105832/SRR24105832	gs://sra-pub-zq-107/SRR24105832/SRR24105832.lite.1			missing	missing																														2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	Whole Body								no		PRJNA876373	SAMN30656612	SRX17434141	SRR21429991	SRA1490400	SRS14988466	SRP395795	Transcriptome analysis reveals differential effects of beta-cypermethrin and fipronil insecticides on detoxification mechanism in Solenopsis invicta	RNA-Seq of Solenopsis invicta	Total RNA was extracted using Trizol reagent kit (Invitrogen, Carlsbad, CA,USA) according			BC-C2_1.fq	paired	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	22531133	6759339900	2143995575								Entomology	South China Agricultural University	SUB12011986		13686	2022-09-11 08:06:40							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21429/SRR21429991/SRR21429991.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21429991/SRR21429991	gs://sra-pub-zq-109/SRR21429991/SRR21429991.lite.1		Fire ant_Guangdong	2021-02-13	China: Guangdong,9		Invertebrate	Insect				Junaid Ali Siddiuqi																							2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	Whole Body								no		PRJNA876373	SAMN30656610	SRX17434140	SRR21429992	SRA1490400	SRS14988465	SRP395795	Transcriptome analysis reveals differential effects of beta-cypermethrin and fipronil insecticides on detoxification mechanism in Solenopsis invicta	RNA-Seq of Solenopsis invicta	Total RNA was extracted using Trizol reagent kit (Invitrogen, Carlsbad, CA,USA) according			BC-C1_1.fq	paired	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	25600492	7680147600	2405072432								Entomology	South China Agricultural University	SUB12011986		13686	2022-09-11 09:36:52							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21429/SRR21429992/SRR21429992.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21429992/SRR21429992	gs://sra-pub-zq-109/SRR21429992/SRR21429992.lite.1		Fire ant_Guangdong	2021-02-13	China: Guangdong,7		Invertebrate	Insect				Junaid Ali Siddiuqi																							2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	Whole Body								no		PRJNA876373	SAMN30656608	SRX17434139	SRR21429993	SRA1490400	SRS14988464	SRP395795	Transcriptome analysis reveals differential effects of beta-cypermethrin and fipronil insecticides on detoxification mechanism in Solenopsis invicta	RNA-Seq of Solenopsis invicta	Total RNA was extracted using Trizol reagent kit (Invitrogen, Carlsbad, CA,USA) according			BC-30-3_1.fq	paired	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	24615617	7384685100	2315379671								Entomology	South China Agricultural University	SUB12011986		13686	2022-09-11 08:29:51							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21429/SRR21429993/SRR21429993.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21429993/SRR21429993	gs://sra-pub-zq-109/SRR21429993/SRR21429993.lite.1		Fire ant_Guangdong	2021-02-13	China: Guangdong,5		Invertebrate	Insect				Junaid Ali Siddiuqi																							2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	Whole Body								no		PRJNA876373	SAMN30656626	SRX17434138	SRR21429994	SRA1490400	SRS14988463	SRP395795	Transcriptome analysis reveals differential effects of beta-cypermethrin and fipronil insecticides on detoxification mechanism in Solenopsis invicta	RNA-Seq of Solenopsis invicta	Total RNA was extracted using Trizol reagent kit (Invitrogen, Carlsbad, CA,USA) according			F-C3_1.fq	paired	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	29199652	8759895600	2809149807								Entomology	South China Agricultural University	SUB12011986		13686	2022-09-13 03:50:36							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21429/SRR21429994/SRR21429994.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21429994/SRR21429994	gs://sra-pub-zq-109/SRR21429994/SRR21429994.lite.1		Fire ant_Guangdong	2021-02-13	China: Guangdong,23		Invertebrate	Insect				Junaid Ali Siddiuqi																							2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	whole body	Whole Body								no		PRJNA876373	SAMN30656624	SRX17434137	SRR21429995	SRA1490400	SRS14988462	SRP395795	Transcriptome analysis reveals differential effects of beta-cypermethrin and fipronil insecticides on detoxification mechanism in Solenopsis invicta	RNA-Seq of Solenopsis invicta	Total RNA was extracted using Trizol reagent kit (Invitrogen, Carlsbad, CA,USA) according			F-C2_1.fq	paired	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2500	29177785	8753335500	2834321588								Entomology	South China Agricultural University	SUB12011986		13686	2022-09-11 09:36:52							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21429/SRR21429995/SRR21429995.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21429995/SRR21429995	gs://sra-pub-zq-109/SRR21429995/SRR21429995.lite.1		Fire ant_Guangdong	2021-02-13	China: Guangdong,21		Invertebrate	Insect				Junaid Ali Siddiuqi																							2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
