scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	lab	center	submitter_id	pubmed_id	taxid	published_date	biomaterial_provider	cell	location	antibody	batch	misc	NCBI_Link	AWS_Link	GCP_Link	tissue_normalized	tissue_original
Solenopsis invicta	single ovary	ovary	SB/Sb		reproductively mature		ovaries of unmated reproductive ant departing on her mating flight	yes	yes	no		PRJNA629802	SAMN14791501	SRX8241514	SRR11680654	SRA1071994	SRS6591152	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509742: ovaries of unmated reproductive ant departing on her mating flight (107AO); Solenopsis invicta; RNA-Seq		ovaries of unmated reproductive ant departing on her mating flight (107AO)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	20771964	1578669264	589938936									GEO	GEO: GSE149726	32749006.0	13686	2020-07-20 09:56:26							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11680/SRR11680654/SRR11680654.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680654/SRR11680654	gs://sra-pub-zq-104/SRR11680654/SRR11680654.lite.1	ovary	ovary
Solenopsis invicta	brain	brain		female	unknown			yes	yes	no		PRJNA472392	SAMN09244411	SRX4118411	SRR7209549	SRA710028	SRS3333707	SRP148603	Adult ant brain RNA-Seq on reproductive castes	RNA-Seq on Solenopsis invicta: forager brain	cDNA prepared with Clontechs SMART-Seq Ultra Low Input RNA kit; libraries prepared with Illumina Nextera XT DNA kit	Sinv_F2		Sinv_F2	single	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	15663124	1581975524	792778906								Laboratory of Social Evolution and Behavior	The Rockefeller University	SUB4066357	30049879.0	13686	2018-08-21 00:08:13	Kronauer Lab, Rockefeller University						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/209/SRR7209549.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7209549/SRR7209549	gs://sra-pub-zq-103/SRR7209549/SRR7209549.zq.1	brain	brain
Solenopsis invicta	single ovary	ovary	SB/SB		reproductively mature		ovaries of unmated reproductive ant departing on her mating flight	yes	yes	no		PRJNA629802	SAMN14791545	SRX8241552	SRR11680692	SRA1071994	SRS6591191	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509790: ovaries of unmated reproductive ant departing on her mating flight (232AO); Solenopsis invicta; RNA-Seq		ovaries of unmated reproductive ant departing on her mating flight (232AO)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	20869872	1586110272	585709176									GEO	GEO: GSE149726	32749006.0	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680692/SRR11680692.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680692/SRR11680692	gs://sra-pub-zq-101/SRR11680692/SRR11680692.lite.1	ovary	ovary
Solenopsis invicta	brain	brain		female	missing			yes	yes	no		PRJNA1062748	SAMN39320885	SRX23160919	SRR27489708	SRA1783715	SRS20111087	SRP483111	Solenopsis invicta raw sequence reads	RNAseq of monogyne SB/SB overwintered fire ant gyne brain	RNA extracted from brains using RNeasy Micro Kit,  enriched for mRNA with polyA selection, and sequenced with	OW_SBSB_Brain	Overwintered monogyne SB/SB gyne brain	OW_Br6	single	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 500	21153308	1587491564	679033044								Genetics	University of Georgia	SUB14147279		13686	2024-01-11 13:45:00	not applicable						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27489/SRR27489708/SRR27489708.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR27489708/SRR27489708	gs://sra-pub-zq-104/SRR27489708/SRR27489708.lite.1	brain	brain
Solenopsis invicta	single ovary	ovary	SB/SB		reproductively mature		ovaries of unmated reproductive ant departing on her mating flight	yes	yes	no		PRJNA629802	SAMN14791466	SRX8241510	SRR11680650	SRA1071994	SRS6591149	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509738: ovaries of unmated reproductive ant departing on her mating flight (104DO); Solenopsis invicta; RNA-Seq		ovaries of unmated reproductive ant departing on her mating flight (104DO)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	20904025	1588705900	613728934									GEO	GEO: GSE149726	32749006.0	13686	2020-07-20 09:56:26							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680650/SRR11680650.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680650/SRR11680650	gs://sra-pub-zq-102/SRR11680650/SRR11680650.lite.1	ovary	ovary
Solenopsis invicta	brain	brain		female	missing			yes	yes	no		PRJNA1062748	SAMN39320885	SRX23160923	SRR27489704	SRA1783715	SRS20111087	SRP483111	Solenopsis invicta raw sequence reads	RNAseq of monogyne SB/SB overwintered fire ant gyne brain	RNA extracted from brains using RNeasy Micro Kit,  enriched for mRNA with polyA selection, and sequenced with	OW_SBSB_Brain	Overwintered monogyne SB/SB gyne brain	OW_Br4	single	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 500	21197974	1592840656	678896436								Genetics	University of Georgia	SUB14147279		13686	2024-01-11 13:45:00	not applicable						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27489/SRR27489704/SRR27489704.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR27489704/SRR27489704	gs://sra-pub-zq-104/SRR27489704/SRR27489704.lite.1	brain	brain
Solenopsis invicta	brain	brain		female	unknown			yes	yes	no		PRJNA472392	SAMN09244419	SRX4118417	SRR7209543	SRA710028	SRS3333695	SRP148603	Adult ant brain RNA-Seq on reproductive castes	RNA-Seq on Solenopsis invicta: gyne brain	cDNA prepared with Clontechs SMART-Seq Ultra Low Input RNA kit; libraries prepared with Illumina Nextera XT DNA kit	Sinv_G5		Sinv_G5	single	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	15877202	1603597402	807326835								Laboratory of Social Evolution and Behavior	The Rockefeller University	SUB4066357	30049879.0	13686	2018-08-21 00:08:14	Kronauer Lab, Rockefeller University						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/209/SRR7209543.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7209543/SRR7209543	gs://sra-pub-zq-102/SRR7209543/SRR7209543.zq.1	brain	brain
Solenopsis invicta	single brain	brain	SB/SB		reproductively mature		brain of unmated reproductive ant departing on her mating flight	yes	yes	no		PRJNA629802	SAMN14791546	SRX8241551	SRR11680691	SRA1071994	SRS6591190	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509788: brain of unmated reproductive ant departing on her mating flight (232AB); Solenopsis invicta; RNA-Seq		brain of unmated reproductive ant departing on her mating flight (232AB)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	21200880	1611266880	564839128									GEO	GEO: GSE149726	32749006.0	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11680/SRR11680691/SRR11680691.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680691/SRR11680691	gs://sra-pub-zq-104/SRR11680691/SRR11680691.lite.1	brain	brain
Solenopsis invicta	brain	brain		female	missing			yes	yes	no		PRJNA1062748	SAMN39321095	SRX23160911	SRR27489716	SRA1783715	SRS20111089	SRP483111	Solenopsis invicta raw sequence reads	RNAseq of monogyne SB/SB spring-reared fire ant gyne brain	RNA extracted from brains using RNeasy Micro Kit,  enriched for mRNA with polyA selection, and sequenced with	SR_SBSB_Brain	Spring-reared monogyne SB/SB gyne brain	SR_Br3	single	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 500	21520273	1618714689	686713607								Genetics	University of Georgia	SUB14147279		13686	2024-01-11 13:45:00	not applicable						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27489/SRR27489716/SRR27489716.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR27489716/SRR27489716	gs://sra-pub-zq-104/SRR27489716/SRR27489716.lite.1	brain	brain
Solenopsis invicta	single brain	brain	Sb/Sb		reproductively mature		brain of unmated reproductive ant departing on her mating flight	yes	yes	no		PRJNA629802	SAMN14791492	SRX8241523	SRR11680663	SRA1071994	SRS6591163	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509751: brain of unmated reproductive ant departing on her mating flight (15GB); Solenopsis invicta; RNA-Seq		brain of unmated reproductive ant departing on her mating flight (15GB)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	21425162	1628312312	574960109									GEO	GEO: GSE149726	32749006.0	13686	2020-07-20 09:56:26							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11680/SRR11680663/SRR11680663.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680663/SRR11680663	gs://sra-pub-zq-104/SRR11680663/SRR11680663.lite.1	brain	brain
Solenopsis invicta	single ovary	ovary	SB/SB		reproductively mature		ovaries of unmated reproductive ant departing on her mating flight	yes	yes	no		PRJNA629802	SAMN14791537	SRX8241560	SRR11680700	SRA1071994	SRS6591199	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509802: ovaries of unmated reproductive ant departing on her mating flight (240AO); Solenopsis invicta; RNA-Seq		ovaries of unmated reproductive ant departing on her mating flight (240AO)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	21752724	1653207024	605934472									GEO	GEO: GSE149726	32749006.0	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680700/SRR11680700.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680700/SRR11680700	gs://sra-pub-zq-102/SRR11680700/SRR11680700.lite.1	ovary	ovary
Solenopsis invicta	brain	brain		female	unknown			yes	yes	no		PRJNA472392	SAMN09244416	SRX4118414	SRR7209546	SRA710028	SRS3333693	SRP148603	Adult ant brain RNA-Seq on reproductive castes	RNA-Seq on Solenopsis invicta: gyne brain	cDNA prepared with Clontechs SMART-Seq Ultra Low Input RNA kit; libraries prepared with Illumina Nextera XT DNA kit	Sinv_G2		Sinv_G2	single	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	16468765	1663345265	824181589								Laboratory of Social Evolution and Behavior	The Rockefeller University	SUB4066357	30049879.0	13686	2018-08-21 00:08:13	Kronauer Lab, Rockefeller University						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/209/SRR7209546.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7209546/SRR7209546	gs://sra-pub-zq-102/SRR7209546/SRR7209546.zq.1	brain	brain
Solenopsis invicta	single ovary	ovary	SB/Sb		reproductively mature		ovaries of unmated reproductive ant departing on her mating flight	yes	yes	no		PRJNA629802	SAMN14791495	SRX8241520	SRR11680660	SRA1071994	SRS6591159	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509748: ovaries of unmated reproductive ant departing on her mating flight (15AO); Solenopsis invicta; RNA-Seq		ovaries of unmated reproductive ant departing on her mating flight (15AO)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	22005592	1672424992	761478774									GEO	GEO: GSE149726	32749006.0	13686	2020-07-20 09:56:26							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680660/SRR11680660.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680660/SRR11680660	gs://sra-pub-zq-102/SRR11680660/SRR11680660.lite.1	ovary	ovary
Solenopsis invicta	single ovary	ovary	SB/SB		reproductively mature		ovaries of unmated reproductive ant departing on her mating flight	yes	yes	no		PRJNA629802	SAMN14791547	SRX8241550	SRR11680690	SRA1071994	SRS6591189	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509786: ovaries of unmated reproductive ant departing on her mating flight (222AO); Solenopsis invicta; RNA-Seq		ovaries of unmated reproductive ant departing on her mating flight (222AO)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	22014602	1673109752	620776781									GEO	GEO: GSE149726	32749006.0	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680690/SRR11680690.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680690/SRR11680690	gs://sra-pub-zq-102/SRR11680690/SRR11680690.lite.1	ovary	ovary
Solenopsis invicta	single brain	brain	Sb/Sb		reproductively mature		brain of unmated reproductive ant departing on her mating flight	yes	yes	no		PRJNA629802	SAMN14791523	SRX8241529	SRR11680669	SRA1071994	SRS6591169	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509757: brain of unmated reproductive ant departing on her mating flight (16GB); Solenopsis invicta; RNA-Seq		brain of unmated reproductive ant departing on her mating flight (16GB)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	22058284	1676429584	595836539									GEO	GEO: GSE149726	32749006.0	13686	2020-07-20 09:56:26							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680669/SRR11680669.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680669/SRR11680669	gs://sra-pub-zq-102/SRR11680669/SRR11680669.lite.1	brain	brain
Solenopsis invicta	single ovary	ovary	SB/SB		reproductively mature		ovaries of unmated reproductive ant departing on her mating flight	yes	yes	no		PRJNA629802	SAMN14791552	SRX8241542	SRR11680682	SRA1071994	SRS6591181	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509770: ovaries of unmated reproductive ant departing on her mating flight (209AO); Solenopsis invicta; RNA-Seq		ovaries of unmated reproductive ant departing on her mating flight (209AO)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	22261232	1691853632	622062413									GEO	GEO: GSE149726	32749006.0	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11680/SRR11680682/SRR11680682.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680682/SRR11680682	gs://sra-pub-zq-104/SRR11680682/SRR11680682.lite.1	ovary	ovary
Solenopsis invicta	single brain	brain	Sb/Sb		reproductively mature		brain of unmated reproductive ant departing on her mating flight	yes	yes	no		PRJNA629802	SAMN14791532	SRX8241565	SRR11680705	SRA1071994	SRS6591204	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509807: brain of unmated reproductive ant departing on her mating flight (30GB); Solenopsis invicta; RNA-Seq		brain of unmated reproductive ant departing on her mating flight (30GB)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	22736069	1727941244	605409691									GEO	GEO: GSE149726	32749006.0	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680705/SRR11680705.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680705/SRR11680705	gs://sra-pub-zq-101/SRR11680705/SRR11680705.lite.1	brain	brain
Solenopsis invicta	brain	brain		female	missing			yes	yes	no		PRJNA1062748	SAMN39320885	SRX23160920	SRR27489707	SRA1783715	SRS20111087	SRP483111	Solenopsis invicta raw sequence reads	RNAseq of monogyne SB/SB overwintered fire ant gyne brain	RNA extracted from brains using RNeasy Micro Kit,  enriched for mRNA with polyA selection, and sequenced with	OW_SBSB_Brain	Overwintered monogyne SB/SB gyne brain	OW_Br5	single	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 500	23036508	1731227364	732907902								Genetics	University of Georgia	SUB14147279		13686	2024-01-11 13:45:00	not applicable						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27489/SRR27489707/SRR27489707.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR27489707/SRR27489707	gs://sra-pub-zq-104/SRR27489707/SRR27489707.lite.1	brain	brain
Solenopsis invicta	single brain	brain	SB/Sb		reproductively mature		brain of unmated reproductive ant departing on her mating flight	yes	yes	no		PRJNA629802	SAMN14791496	SRX8241519	SRR11680659	SRA1071994	SRS6591158	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509747: brain of unmated reproductive ant departing on her mating flight (15AB); Solenopsis invicta; RNA-Seq		brain of unmated reproductive ant departing on her mating flight (15AB)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	22800896	1732868096	636021045									GEO	GEO: GSE149726	32749006.0	13686	2020-07-20 09:56:26							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680659/SRR11680659.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680659/SRR11680659	gs://sra-pub-zq-101/SRR11680659/SRR11680659.lite.1	brain	brain
Solenopsis invicta	single ovary	ovary	SB/SB		reproductively mature		ovaries of unmated reproductive ant departing on her mating flight	yes	yes	no		PRJNA629802	SAMN14791533	SRX8241564	SRR11680704	SRA1071994	SRS6591203	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509806: ovaries of unmated reproductive ant departing on her mating flight (30EO); Solenopsis invicta; RNA-Seq		ovaries of unmated reproductive ant departing on her mating flight (30EO)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	22998399	1747878324	791638780									GEO	GEO: GSE149726	32749006.0	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680704/SRR11680704.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680704/SRR11680704	gs://sra-pub-zq-101/SRR11680704/SRR11680704.lite.1	ovary	ovary
Solenopsis invicta	single ovary	ovary	SB/SB		reproductively mature		ovaries of unmated reproductive ant departing on her mating flight	yes	yes	no		PRJNA629802	SAMN14791487	SRX8241528	SRR11680668	SRA1071994	SRS6591167	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509756: ovaries of unmated reproductive ant departing on her mating flight (16DO); Solenopsis invicta; RNA-Seq		ovaries of unmated reproductive ant departing on her mating flight (16DO)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	23067438	1753125288	792444325									GEO	GEO: GSE149726	32749006.0	13686	2020-07-20 09:56:26							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680668/SRR11680668.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680668/SRR11680668	gs://sra-pub-zq-101/SRR11680668/SRR11680668.lite.1	ovary	ovary
Solenopsis invicta	brain	brain		female	missing			yes	yes	no		PRJNA1062748	SAMN39321095	SRX23160932	SRR27489695	SRA1783715	SRS20111089	SRP483111	Solenopsis invicta raw sequence reads	RNAseq of monogyne SB/SB spring-reared fire ant gyne brain	RNA extracted from brains using RNeasy Micro Kit,  enriched for mRNA with polyA selection, and sequenced with	SR_SBSB_Brain	Spring-reared monogyne SB/SB gyne brain	SR_Br6	single	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 500	23400561	1755111552	745313489								Genetics	University of Georgia	SUB14147279		13686	2024-01-11 12:50:51	not applicable						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27489/SRR27489695/SRR27489695.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR27489695/SRR27489695	gs://sra-pub-zq-104/SRR27489695/SRR27489695.lite.1	brain	brain
Solenopsis invicta	brain	brain		female	missing			yes	yes	no		PRJNA1062748	SAMN39320885	SRX23160917	SRR27489710	SRA1783715	SRS20111087	SRP483111	Solenopsis invicta raw sequence reads	RNAseq of monogyne SB/SB overwintered fire ant gyne brain	RNA extracted from brains using RNeasy Micro Kit,  enriched for mRNA with polyA selection, and sequenced with	OW_SBSB_Brain	Overwintered monogyne SB/SB gyne brain	OW_Br8	single	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 500	23401524	1755652743	738193593								Genetics	University of Georgia	SUB14147279		13686	2024-01-11 13:45:00	not applicable						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27489/SRR27489710/SRR27489710.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR27489710/SRR27489710	gs://sra-pub-zq-104/SRR27489710/SRR27489710.lite.1	brain	brain
Solenopsis invicta	brain	brain		female	missing			yes	yes	no		PRJNA1062748	SAMN39320885	SRX23160918	SRR27489709	SRA1783715	SRS20111087	SRP483111	Solenopsis invicta raw sequence reads	RNAseq of monogyne SB/SB overwintered fire ant gyne brain	RNA extracted from brains using RNeasy Micro Kit,  enriched for mRNA with polyA selection, and sequenced with	OW_SBSB_Brain	Overwintered monogyne SB/SB gyne brain	OW_Br7	single	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 500	23588097	1769938493	750807037								Genetics	University of Georgia	SUB14147279		13686	2024-01-11 13:45:00	not applicable						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27489/SRR27489709/SRR27489709.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR27489709/SRR27489709	gs://sra-pub-zq-104/SRR27489709/SRR27489709.lite.1	brain	brain
Solenopsis invicta	single ovary	ovary	SB/SB		reproductively mature		ovaries of unmated reproductive ant departing on her mating flight	yes	yes	no		PRJNA629802	SAMN14791539	SRX8241558	SRR11680698	SRA1071994	SRS6591197	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509800: ovaries of unmated reproductive ant departing on her mating flight (239AO); Solenopsis invicta; RNA-Seq		ovaries of unmated reproductive ant departing on her mating flight (239AO)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	23420855	1779984980	657619950									GEO	GEO: GSE149726	32749006.0	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11680/SRR11680698/SRR11680698.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680698/SRR11680698	gs://sra-pub-zq-104/SRR11680698/SRR11680698.lite.1	ovary	ovary
Solenopsis invicta	brain	brain		female	missing			yes	yes	no		PRJNA1062748	SAMN39321095	SRX23160931	SRR27489696	SRA1783715	SRS20111089	SRP483111	Solenopsis invicta raw sequence reads	RNAseq of monogyne SB/SB spring-reared fire ant gyne brain	RNA extracted from brains using RNeasy Micro Kit,  enriched for mRNA with polyA selection, and sequenced with	SR_SBSB_Brain	Spring-reared monogyne SB/SB gyne brain	SR_Br7	single	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 500	23906008	1796197377	758857648								Genetics	University of Georgia	SUB14147279		13686	2024-01-11 12:50:51	not applicable						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27489/SRR27489696/SRR27489696.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR27489696/SRR27489696	gs://sra-pub-zq-104/SRR27489696/SRR27489696.lite.1	brain	brain
Solenopsis invicta	single brain	brain	SB/SB		reproductively mature		brain of unmated reproductive ant departing on her mating flight	yes	yes	no		PRJNA629802	SAMN14791494	SRX8241521	SRR11680661	SRA1071994	SRS6591161	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509749: brain of unmated reproductive ant departing on her mating flight (15DB); Solenopsis invicta; RNA-Seq		brain of unmated reproductive ant departing on her mating flight (15DB)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	23733303	1803731028	637869232									GEO	GEO: GSE149726	32749006.0	13686	2020-07-20 09:56:26							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680661/SRR11680661.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680661/SRR11680661	gs://sra-pub-zq-102/SRR11680661/SRR11680661.lite.1	brain	brain
Solenopsis invicta	single ovary	ovary	Sb/Sb		reproductively mature		ovaries of unmated reproductive ant departing on her mating flight	yes	yes	no		PRJNA629802	SAMN14791549	SRX8241548	SRR11680688	SRA1071994	SRS6591187	SRP259941	Simple inheritance, complex regulation: supergene-mediated fire ant social polymorphism	GSM4509781: ovaries of unmated reproductive ant departing on her mating flight (20IO); Solenopsis invicta; RNA-Seq		ovaries of unmated reproductive ant departing on her mating flight (20IO)			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	24176264	1837396064	686988121									GEO	GEO: GSE149726	32749006.0	13686	2020-07-20 09:56:27							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11680/SRR11680688/SRR11680688.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11680688/SRR11680688	gs://sra-pub-zq-102/SRR11680688/SRR11680688.lite.1	ovary	ovary
Solenopsis invicta	brain	brain		female	missing			yes	yes	no		PRJNA1062748	SAMN39321095	SRX23160908	SRR27489719	SRA1783715	SRS20111089	SRP483111	Solenopsis invicta raw sequence reads	RNAseq of monogyne SB/SB spring-reared fire ant gyne brain	RNA extracted from brains using RNeasy Micro Kit,  enriched for mRNA with polyA selection, and sequenced with	SR_SBSB_Brain	Spring-reared monogyne SB/SB gyne brain	SR_Br5	single	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 500	24464546	1839527069	786600578								Genetics	University of Georgia	SUB14147279		13686	2024-01-11 13:45:00	not applicable						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27489/SRR27489719/SRR27489719.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR27489719/SRR27489719	gs://sra-pub-zq-104/SRR27489719/SRR27489719.lite.1	brain	brain
