scientific_name	abdomen	antenae	antennae	brain	head	male	ovary	poison gland	single brain	single ovary	testis	thorax	whole body	whole insect	workers antennae
Solenopsis invicta	6	3	15	97	6	8	10	9	32	32	1	6	121	6	3
