scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	center	submitter_id	pubmed_id	taxid	published_date	NCBI_Link	AWS_Link	GCP_Link	isolate	host	collection_date	geo_loc_name	id	biosamplemodel	ena_first_public	insdc_center_name	insdc_status	geographic_location	lat_lon	sample_name	tissue_type	ena-first-public	ena-last-update	external_id	insdc_first_public	insdc_last_update	breed	isolation_source	collected_by	dev_stage	identified_by	replicate_host_origin	replicate_slavemaker_origin	strain	behavior	insdc_center_alias	taxid_domain	taxid_kingdom	taxid_phylum	taxid_class	taxid_order	taxid_family	taxid_genus	taxid_species	scientific_name_original
Temnothorax longispinosus										no		PRJEB76961	SAMEA115778472	ERX12701423	ERR13330458	ERA30649581	ERS20385070	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: L_NYS_15_B_H	unspecified	L_NYS_15_B_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	18154623	5446386900	1840693768								Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-26-06-2024-23:34:46:657		300112	2024-08-02 01:10:39	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330458/ERR13330458.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330458/ERR13330458	gs://sra-pub-zq-100/ERR13330458/ERR13330458.lite.1			2021-07				2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	USA	41.455 N 73.868 W	L_NYS_15_B_H	head+antennae																2759	33208	6656	50557	7399	36668	300110	300112	Temnothorax longispinosus
Temnothorax longispinosus										no		PRJEB76961	SAMEA115778398	ERX12697469	ERR13326493	ERA30648944	ERS20384996	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: L_MA_14_H	unspecified	L_MA_14_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	18076066	5422819800	1750031269								Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-26-06-2024-14:29:33:193		300112	2024-08-02 01:21:07	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13326/ERR13326493/ERR13326493.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13326493/ERR13326493	gs://sra-pub-zq-100/ERR13326493/ERR13326493.lite.1			2021-07				2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	USA	42.407 N 71.204 W	L_MA_14_H	head+antennae																2759	33208	6656	50557	7399	36668	300110	300112	Temnothorax longispinosus
Temnothorax longispinosus										no		PRJEB76961	SAMEA115778426	ERX12699975	ERR13329010	ERA30649261	ERS20385024	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: L_ME_13_B_H	unspecified	L_ME_13_B_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	15328415	4598524500	1540142519								Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-26-06-2024-19:09:38:715		300112	2024-08-02 00:25:53	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13329/ERR13329010/ERR13329010.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13329010/ERR13329010	gs://sra-pub-zq-100/ERR13329010/ERR13329010.lite.1			2021-07				2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	USA	44.413 N 70.851 W	L_ME_13_B_H	head+antennae																2759	33208	6656	50557	7399	36668	300110	300112	Temnothorax longispinosus
Temnothorax longispinosus										no		PRJEB76961	SAMEA115778172	ERX12701392	ERR13330427	ERA30649550	ERS20384770	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: L_NYH_9_F	unspecified	L_NYH_9_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	20319013	6095703900	2076117977								Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-26-06-2024-23:13:57:280		300112	2024-08-02 01:21:10	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330427/ERR13330427.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330427/ERR13330427	gs://sra-pub-zq-100/ERR13330427/ERR13330427.lite.1			2021-07				2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	USA	42.525 N 74.160 W	L_NYH_9_F	fatbody																2759	33208	6656	50557	7399	36668	300110	300112	Temnothorax longispinosus
Temnothorax longispinosus										no		PRJEB76961	SAMEA115778450	ERX12700202	ERR13329237	ERA30649458	ERS20385048	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: L_NH_9_H	unspecified	L_NH_9_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	18008538	5402561400	1852983294								Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-26-06-2024-21:53:58:115		300112	2024-08-02 00:25:54	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13329/ERR13329237/ERR13329237.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13329237/ERR13329237	gs://sra-pub-zq-100/ERR13329237/ERR13329237.lite.1			2021-07				2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	USA	43.510 N 71.402 W	L_NH_9_H	head+antennae																2759	33208	6656	50557	7399	36668	300110	300112	Temnothorax longispinosus
Temnothorax longispinosus										no		PRJEB76961	SAMEA115778203	ERX12700097	ERR13329132	ERA30649367	ERS20384801	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: L_PA_1_B_F	unspecified	L_PA_1_B_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	21469690	6440907000	2147601166								Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-26-06-2024-20:34:36:622		300112	2024-08-02 01:21:09	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13329/ERR13329132/ERR13329132.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13329132/ERR13329132	gs://sra-pub-zq-100/ERR13329132/ERR13329132.lite.1			2021-07				2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	USA	41.124 N 78.523 W	L_PA_1_B_F	fatbody																2759	33208	6656	50557	7399	36668	300110	300112	Temnothorax longispinosus
Temnothorax longispinosus										no		PRJEB76961	SAMEA115778201	ERX12699979	ERR13329014	ERA30649265	ERS20384799	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: L_OH_8_F	unspecified	L_OH_8_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	17792287	5337686100	1702702917								Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-26-06-2024-19:12:45:971		300112	2024-08-01 22:29:08	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13329/ERR13329014/ERR13329014.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13329014/ERR13329014	gs://sra-pub-zq-100/ERR13329014/ERR13329014.lite.1			2021-07				2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	USA	41.753 N 80.967 W	L_OH_8_F	fatbody																2759	33208	6656	50557	7399	36668	300110	300112	Temnothorax longispinosus
Temnothorax longispinosus										no		PRJEB76961	SAMEA115778473	ERX12701438	ERR13330473	ERA30649596	ERS20385071	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: L_NYS_16_H	unspecified	L_NYS_16_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	21582602	6474780600	2240147391								Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-26-06-2024-23:43:26:939		300112	2024-08-02 00:25:55	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330473/ERR13330473.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330473/ERR13330473	gs://sra-pub-zq-100/ERR13330473/ERR13330473.lite.1			2021-07				2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	USA	41.455 N 73.868 W	L_NYS_16_H	head+antennae																2759	33208	6656	50557	7399	36668	300110	300112	Temnothorax longispinosus
Temnothorax longispinosus										no		PRJEB76961	SAMEA115778502	ERX12700079	ERR13329114	ERA30649349	ERS20385100	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: L_PA_15_H	unspecified	L_PA_15_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	15527765	4658329500	1619751527								Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-26-06-2024-20:21:00:682		300112	2024-08-01 22:29:09	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13329/ERR13329114/ERR13329114.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13329114/ERR13329114	gs://sra-pub-zq-109/ERR13329114/ERR13329114.lite.1			2021-07				2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	USA	41.124 N 78.523 W	L_PA_15_H	head+antennae																2759	33208	6656	50557	7399	36668	300110	300112	Temnothorax longispinosus
Temnothorax longispinosus										no		PRJEB76961	SAMEA115778489	ERX12699933	ERR13328968	ERA30649219	ERS20385087	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: L_OH_3_B_H	unspecified	L_OH_3_B_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	16736275	5020882500	1685135663								Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-26-06-2024-18:30:05:782		300112	2024-08-02 01:21:08	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13328/ERR13328968/ERR13328968.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13328968/ERR13328968	gs://sra-pub-zq-100/ERR13328968/ERR13328968.lite.1			2021-07				2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	USA	41.753 N 80.967 W	L_OH_3_B_H	head+antennae																2759	33208	6656	50557	7399	36668	300110	300112	Temnothorax longispinosus
Temnothorax longispinosus										no		PRJEB76961	SAMEA115778522	ERX12701416	ERR13330451	ERA30649574	ERS20385120	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: L_VT_8_H	unspecified	L_VT_8_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	19064678	5719403400	1839967963								Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-26-06-2024-23:31:21:427		300112	2024-08-02 01:21:10	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330451/ERR13330451.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330451/ERR13330451	gs://sra-pub-zq-100/ERR13330451/ERR13330451.lite.1			2021-07				2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	USA	43.945 N 73.076 W	L_VT_8_H	head+antennae																2759	33208	6656	50557	7399	36668	300110	300112	Temnothorax longispinosus
Temnothorax longispinosus										no		PRJEB76961	SAMEA115778514	ERX12701339	ERR13330374	ERA30649496	ERS20385112	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: L_VT_14_H	unspecified	L_VT_14_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	25350974	7605292200	2605826610								Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-26-06-2024-22:29:47:628		300112	2024-08-02 01:10:38	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330374/ERR13330374.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330374/ERR13330374	gs://sra-pub-zq-100/ERR13330374/ERR13330374.lite.1			2021-07				2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	USA	43.945 N 73.076 W	L_VT_14_H	head+antennae																2759	33208	6656	50557	7399	36668	300110	300112	Temnothorax longispinosus
Temnothorax longispinosus										no		PRJEB76961	SAMEA115778395	ERX12703142	ERR13332125	ERA30652331	ERS20384993	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: L_MA_11_H	unspecified	L_MA_11_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	24312674	7293802200	2523158013								Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-15:16:45:843		300112	2024-08-02 01:21:12	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13332/ERR13332125/ERR13332125.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13332125/ERR13332125	gs://sra-pub-zq-100/ERR13332125/ERR13332125.lite.1			2021-07				2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	USA	42.407 N 71.204 W	L_MA_11_H	head+antennae																2759	33208	6656	50557	7399	36668	300110	300112	Temnothorax longispinosus
Temnothorax longispinosus										no		PRJEB76961	SAMEA115778216	ERX12700182	ERR13329217	ERA30649438	ERS20384814	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: L_PA_8_F	unspecified	L_PA_8_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	30174085	9052225500	3107283917								Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-26-06-2024-21:26:57:706		300112	2024-08-02 01:21:09	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13329/ERR13329217/ERR13329217.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13329217/ERR13329217	gs://sra-pub-zq-100/ERR13329217/ERR13329217.lite.1			2021-07				2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	USA	41.124 N 78.523 W	L_PA_8_F	fatbody																2759	33208	6656	50557	7399	36668	300110	300112	Temnothorax longispinosus
Temnothorax longispinosus										no		PRJEB76961	SAMEA115778484	ERX12701509	ERR13330544	ERA30649668	ERS20385082	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: L_OH_12_B_H	unspecified	L_OH_12_B_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	16945569	5083670700	1733758311								Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-00:36:02:797		300112	2024-08-02 00:25:56	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330544/ERR13330544.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330544/ERR13330544	gs://sra-pub-zq-100/ERR13330544/ERR13330544.lite.1			2021-07				2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	USA	41.753 N 80.967 W	L_OH_12_B_H	head+antennae																2759	33208	6656	50557	7399	36668	300110	300112	Temnothorax longispinosus
Temnothorax longispinosus										no		PRJEB76961	SAMEA115778536	ERX12701534	ERR13330569	ERA30649693	ERS20385134	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: L_WV_9_H	unspecified	L_WV_9_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	22286840	6686052000	2230901387								Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-00:51:39:296		300112	2024-08-02 00:25:56	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330569/ERR13330569.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330569/ERR13330569	gs://sra-pub-zq-100/ERR13330569/ERR13330569.lite.1			2021-07				2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	USA	38.110 N 80.136 W	L_WV_9_H	head+antennae																2759	33208	6656	50557	7399	36668	300110	300112	Temnothorax longispinosus
Temnothorax longispinosus										no		PRJEB76961	SAMEA115778246	ERX12701535	ERR13330570	ERA30649694	ERS20384844	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: L_WV_8_F	unspecified	L_WV_8_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	17372547	5211764100	1744715391								Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-00:52:02:565		300112	2024-08-01 22:29:10	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330570/ERR13330570.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330570/ERR13330570	gs://sra-pub-zq-100/ERR13330570/ERR13330570.lite.1			2021-07				2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	USA	38.110 N 80.136 W	L_WV_8_F	fatbody																2759	33208	6656	50557	7399	36668	300110	300112	Temnothorax longispinosus
Temnothorax longispinosus										no		PRJEB76961	SAMEA115778531	ERX12701528	ERR13330563	ERA30649687	ERS20385129	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: L_WV_4_R_H	unspecified	L_WV_4_R_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	25483647	7645094100	2549938894								Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-00:48:42:341		300112	2024-08-02 00:25:56	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330563/ERR13330563.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330563/ERR13330563	gs://sra-pub-zq-100/ERR13330563/ERR13330563.lite.1			2021-07				2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	USA	38.110 N 80.136 W	L_WV_4_R_H	head+antennae																2759	33208	6656	50557	7399	36668	300110	300112	Temnothorax longispinosus
Temnothorax longispinosus										no		PRJEB76961	SAMEA115778435	ERX12700103	ERR13329138	ERA30649373	ERS20385033	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: L_ME_8_H	unspecified	L_ME_8_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	15876804	4763041200	1619980415								Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-26-06-2024-20:35:58:942		300112	2024-08-01 21:56:27	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13329/ERR13329138/ERR13329138.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13329138/ERR13329138	gs://sra-pub-zq-107/ERR13329138/ERR13329138.lite.1			2021-07				2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	USA	44.413 N 70.851 W	L_ME_8_H	head+antennae																2759	33208	6656	50557	7399	36668	300110	300112	Temnothorax longispinosus
Temnothorax longispinosus										no		PRJEB76961	SAMEA115778151	ERX12700177	ERR13329212	ERA30649433	ERS20384749	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: L_NH_3_B_F	unspecified	L_NH_3_B_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	16624730	4987419000	1668688521								Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-26-06-2024-21:24:18:518		300112	2024-08-01 22:29:09	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13329/ERR13329212/ERR13329212.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13329212/ERR13329212	gs://sra-pub-zq-109/ERR13329212/ERR13329212.lite.1			2021-07				2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	USA	43.510 N 71.402 W	L_NH_3_B_F	fatbody																2759	33208	6656	50557	7399	36668	300110	300112	Temnothorax longispinosus
Temnothorax longispinosus										no		PRJEB76961	SAMEA115778110	ERX12697821	ERR13326793	ERA30649020	ERS20384708	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: L_MA_5_B_F	unspecified	L_MA_5_B_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	16340900	4902270000	1624679063								Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-26-06-2024-15:38:43:309		300112	2024-08-02 01:21:08	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13326/ERR13326793/ERR13326793.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13326793/ERR13326793	gs://sra-pub-zq-100/ERR13326793/ERR13326793.lite.1			2021-07				2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	USA	42.407 N 71.204 W	L_MA_5_B_F	fatbody																2759	33208	6656	50557	7399	36668	300110	300112	Temnothorax longispinosus
Temnothorax longispinosus										no		PRJEB76961	SAMEA115778438	ERX12697589	ERR13326561	ERA30648991	ERS20385036	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: L_NH_10_H	unspecified	L_NH_10_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	16638895	4991668500	1642511056								Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-26-06-2024-15:14:37:831		300112	2024-08-01 22:29:08	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13326/ERR13326561/ERR13326561.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13326561/ERR13326561	gs://sra-pub-zq-100/ERR13326561/ERR13326561.lite.1			2021-07				2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	USA	43.510 N 71.402 W	L_NH_10_H	head+antennae																2759	33208	6656	50557	7399	36668	300110	300112	Temnothorax longispinosus
Temnothorax longispinosus										no		PRJEB76961	SAMEA115778505	ERX12700155	ERR13329190	ERA30649411	ERS20385103	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: L_PA_4_B_H	unspecified	L_PA_4_B_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	17516225	5254867500	1689545400								Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-26-06-2024-21:03:10:444		300112	2024-08-01 22:16:09	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13329/ERR13329190/ERR13329190.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13329190/ERR13329190	gs://sra-pub-zq-100/ERR13329190/ERR13329190.lite.1			2021-07				2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	USA	41.124 N 78.523 W	L_PA_4_B_H	head+antennae																2759	33208	6656	50557	7399	36668	300110	300112	Temnothorax longispinosus
Temnothorax longispinosus										no		PRJEB76961	SAMEA115778417	ERX12699907	ERR13328942	ERA30649193	ERS20385015	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: L_MD_5_B_H	unspecified	L_MD_5_B_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	14622816	4386844800	1487869690								Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-26-06-2024-18:09:42:028		300112	2024-08-01 22:16:08	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13328/ERR13328942/ERR13328942.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13328942/ERR13328942	gs://sra-pub-zq-100/ERR13328942/ERR13328942.lite.1			2021-07				2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	USA	39.611 N 79.134 W	L_MD_5_B_H	head+antennae																2759	33208	6656	50557	7399	36668	300110	300112	Temnothorax longispinosus
