scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	center	submitter_id	pubmed_id	taxid	published_date	NCBI_Link	AWS_Link	GCP_Link
Apis mellifera	antennae	antenna		female	1-7 weeks			yes	yes	no		PRJNA243651	SAMN02719777	SRX518341	SRR1239303	SRA156363	SRS592790	SRP041189	Apis mellifera Tissue Study	Antenna polyA RNA of Apis mellifera Forager C2	Libraries were made with the NEBNext Illumina RNA-Seq library kit according to the manufacturer’s instructions. Sequencing was performed on the HiSeq 2000 (100 bp paired end).	Antennae polyA RNA of Apis mellifera (Forager)	Antennae of the Forager caste of Apis mellifera. Tissues were stored at -80C. RNA was extracted using Trizol protocl. Tissues homogenized in Trizol within 5 minutes of dissection.	Antenna_Apis_mellifera_Forager_C2	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	36680995	7336199000.0	4842414171.0	100.0	0.0	200.0	0.0	Application Read	Forward	1.0	UC Davis Department of Entomology and Nematology	Amel Tissue Study		7460	2014-11-05 17:31:52	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/239/SRR1239303/SRR1239303.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1239303/SRR1239303	gs://sra-pub-zq-103/SRR1239303/SRR1239303.zq.1
