scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	lab	center	submitter_id	pubmed_id	taxid	published_date	biomaterial_provider	cell	location	antibody	batch	misc	NCBI_Link	AWS_Link	GCP_Link	isolate	host	isolation_source	collection_date	geo_loc_name	biosamplemodel	breed	replicate	lat_lon	ecotype	dev_stage	nest_#	sample_month	colony	pooled_individual	caste	altitude	collected_by	depth	env_biome	host_tissue_sampled	identified_by	specimen_voucher	temp	biological_replicate	taxid_domain	taxid_kingdom	taxid_phylum	taxid_class	taxid_order	taxid_family	taxid_genus	taxid_species	scientific_name_original
Linepithema humile	whole body	whole body		female	missing			yes	yes	no		PRJNA279338	SAMN09273456	SRX4138949	SRR7232543	SRA712330	SRS3352797	SRP056614	Linepithema humile queen gene expression	RNA-seq of Linepithema humile queens	Random sequencing of whole transcriptome		Adult queen	B29	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	15469827	3093965400	2384920906								Ecology and Genetics Research Unit	University of Oulu	SUB4096160		83485	2019-01-01 00:19:14	not applicable						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/232/SRR7232543.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7232543/SRR7232543	gs://sra-pub-zq-104/SRR7232543/SRR7232543.zq.1	not applicable	not applicable	not applicable	2011	Spain: Castell d'Aro	Invertebrate	not applicable	BS4 replicate 2	missing		Adult queen						not applicable	Lumi Viljakainen	not applicable	missing	not applicable	missing	missing	missing		2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body						yes	yes	no		PRJNA279338	SAMN03446185	SRX974628	SRR1948250	SRA248600	SRS889842	SRP056614	Linepithema humile queen gene expression	CA8			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	15719349	3143869800	2288490840		0.0	200.0	0.0	Application Read	Forward	1.0		University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/948/SRR1948250/SRR1948250.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1948250/SRR1948250	gs://sra-pub-zq-106/SRR1948250/SRR1948250.zq.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		3.0	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	head	head				Low sugar		yes	yes	no		PRJNA553098	SAMN12229024	SRX6412372	SRR9650808	SRA918173	SRS5069570	SRP213566	Native and introduced Argentine ant populations are characterised by distinct transcriptomic signatures associated with behaviour and immunity	RNA-Seq Linepithema humile	150 base paired-end barcoded mRNA TruSeq libraries			CARCH-2	paired	RNA-Seq	TRANSCRIPTOMIC	DNase	Illumina HiSeq 4000	16104808	3220961600	1276250694								School of Biological Sciences	Victoria University of Wellington	SUB5916428		83485	2019-09-03 00:27:54							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR009/650/SRR9650808.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9650808/SRR9650808	gs://sra-pub-zq-109/SRR9650808/SRR9650808.zq.1	30 individuals		Introduced range	2015-09	USA: Richmond, CA	Invertebrate		RCH_LS_2	37.9313 N 122.3732 W																	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body						yes	yes	no		PRJNA279338	SAMN03446181	SRX971971	SRR1948105	SRA248600	SRS886984	SRP056614	Linepithema humile queen gene expression	CS12			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	16147646	3229529200	2320362045		0.0	200.0	0.0	Application Read	Forward	1.0		University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/948/SRR1948105/SRR1948105.sralite.1	s3://sra-pub-zq-8/SRR1948105/SRR1948105.sralite.1	gs://sra-pub-zq-104/SRR1948105/SRR1948105.noqual.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		3.0	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body		female	missing			yes	yes	no		PRJNA279338	SAMN09273465	SRX4138939	SRR7232553	SRA712330	SRS3352789	SRP056614	Linepithema humile queen gene expression	RNA-seq of Linepithema humile queens	Random sequencing of whole transcriptome		Adult queen	B49	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	16188142	3237628400	2467440891								Ecology and Genetics Research Unit	University of Oulu	SUB4096160		83485	2019-01-01 00:19:14	not applicable						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/232/SRR7232553.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7232553/SRR7232553	gs://sra-pub-zq-103/SRR7232553/SRR7232553.zq.1	not applicable	not applicable	not applicable	2011	Spain: Castell d'Aro	Invertebrate	not applicable	BI8 replicate 3	missing		Adult queen						not applicable	Lumi Viljakainen	not applicable	missing	not applicable	missing	missing	missing		2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	head	head				Control		yes	yes	no		PRJNA553098	SAMN12229029	SRX6412377	SRR9650803	SRA918173	SRS5069575	SRP213566	Native and introduced Argentine ant populations are characterised by distinct transcriptomic signatures associated with behaviour and immunity	RNA-Seq Linepithema humile	150 base paired-end barcoded mRNA TruSeq libraries			AUCLI-1	paired	RNA-Seq	TRANSCRIPTOMIC	DNase	Illumina HiSeq 4000	16244598	3248919600	1371774049								School of Biological Sciences	Victoria University of Wellington	SUB5916428		83485	2019-09-03 00:27:54							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/650/SRR9650803.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9650803/SRR9650803	gs://sra-pub-zq-109/SRR9650803/SRR9650803.zq.1	30 individuals		Introduced range	2015-03	Australia: Melbourne	Invertebrate		CLI_C_1	37.7942 S 144.9978 E																	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	head	head				Control		yes	yes	no		PRJNA553098	SAMN12229014	SRX6412364	SRR9650816	SRA918173	SRS5069562	SRP213566	Native and introduced Argentine ant populations are characterised by distinct transcriptomic signatures associated with behaviour and immunity	RNA-Seq Linepithema humile	150 base paired-end barcoded mRNA TruSeq libraries			ARUBA-1	paired	RNA-Seq	TRANSCRIPTOMIC	DNase	Illumina HiSeq 4000	16446957	3289391400	1390077315								School of Biological Sciences	Victoria University of Wellington	SUB5916428		83485	2019-09-03 00:27:54							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/650/SRR9650816.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9650816/SRR9650816	gs://sra-pub-zq-109/SRR9650816/SRR9650816.zq.1	30 individuals		Native range	2015-01	Argentina: Buenos Aires	Invertebrate		UBA_C_1	34.5401 S 58.4470 W																	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	head	head				Control		yes	yes	no		PRJNA553098	SAMN12229030	SRX6412378	SRR9650802	SRA918173	SRS5069576	SRP213566	Native and introduced Argentine ant populations are characterised by distinct transcriptomic signatures associated with behaviour and immunity	RNA-Seq Linepithema humile	150 base paired-end barcoded mRNA TruSeq libraries			AUPHI-1	paired	RNA-Seq	TRANSCRIPTOMIC	DNase	Illumina HiSeq 4000	16516784	3303356800	1380521453								School of Biological Sciences	Victoria University of Wellington	SUB5916428		83485	2019-09-03 00:27:54							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/650/SRR9650802.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9650802/SRR9650802	gs://sra-pub-zq-109/SRR9650802/SRR9650802.zq.1	30 individuals		Introduced range	2015-03	Australia: Cowes	Invertebrate		PHI_C_1	38.4590 S 145.2387 E																	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body						yes	yes	no		PRJNA279338	SAMN03446172	SRX971915	SRR1945172	SRA248600	SRS886928	SRP056614	Linepithema humile queen gene expression	CS12			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	16546574	3309314800	2388369946		0.0	200.0	0.0	Application Read	Forward	1.0		University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/945/SRR1945172/SRR1945172.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1945172/SRR1945172	gs://sra-pub-zq-102/SRR1945172/SRR1945172.zq.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		1.0	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	head	head				Control		yes	yes	no		PRJNA553098	SAMN12229021	SRX6412359	SRR9650821	SRA918173	SRS5069557	SRP213566	Native and introduced Argentine ant populations are characterised by distinct transcriptomic signatures associated with behaviour and immunity	RNA-Seq Linepithema humile	150 base paired-end barcoded mRNA TruSeq libraries			CABLB-2	paired	RNA-Seq	TRANSCRIPTOMIC	DNase	Illumina HiSeq 4000	17216980	3443396000	1479187260								School of Biological Sciences	Victoria University of Wellington	SUB5916428		83485	2019-09-03 00:27:53							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/650/SRR9650821.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9650821/SRR9650821	gs://sra-pub-zq-109/SRR9650821/SRR9650821.zq.1	30 individuals		Introduced range	2015-09	USA: Albany, CA	Invertebrate		BLB_C_2	37.8891 N 122.3233 W																	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body		female	missing			yes	yes	no		PRJNA279338	SAMN09273453	SRX4138954	SRR7232538	SRA712330	SRS3352802	SRP056614	Linepithema humile queen gene expression	RNA-seq of Linepithema humile queens	Random sequencing of whole transcriptome		Adult queen	B21	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	17246746	3449349200	2659307765								Ecology and Genetics Research Unit	University of Oulu	SUB4096160		83485	2019-01-01 00:19:14	not applicable						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/232/SRR7232538.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7232538/SRR7232538	gs://sra-pub-zq-103/SRR7232538/SRR7232538.zq.1	not applicable	not applicable	not applicable	2011	Spain: Castell d'Aro	Invertebrate	not applicable	BS2 replicate 1	missing		Adult queen						not applicable	Lumi Viljakainen	not applicable	missing	not applicable	missing	missing	missing		2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body						yes	yes	no		PRJNA279338	SAMN03446180	SRX974621	SRR1948233	SRA248600	SRS889829	SRP056614	Linepithema humile queen gene expression	CA4			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	17485275	3497055000	2545705092		0.0	200.0	0.0	Application Read	Forward	1.0		University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/948/SRR1948233/SRR1948233.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1948233/SRR1948233	gs://sra-pub-zq-105/SRR1948233/SRR1948233.zq.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		3.0	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	head	head				Control		yes	yes	no		PRJNA553098	SAMN12229032	SRX6412370	SRR9650810	SRA918173	SRS5069568	SRP213566	Native and introduced Argentine ant populations are characterised by distinct transcriptomic signatures associated with behaviour and immunity	RNA-Seq Linepithema humile	150 base paired-end barcoded mRNA TruSeq libraries			AUMON-2	paired	RNA-Seq	TRANSCRIPTOMIC	DNase	Illumina HiSeq 4000	17620808	3524161600	1481662662								School of Biological Sciences	Victoria University of Wellington	SUB5916428		83485	2019-09-03 00:27:54							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/650/SRR9650810.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9650810/SRR9650810	gs://sra-pub-zq-109/SRR9650810/SRR9650810.zq.1	30 individuals		Introduced range	2015-03	Australia: Clayton	Invertebrate		MON_C_2	37.9097 S 145.1406 E																	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body		female	missing			yes	yes	no		PRJNA279338	SAMN09273464	SRX4138943	SRR7232549	SRA712330	SRS3352791	SRP056614	Linepithema humile queen gene expression	RNA-seq of Linepithema humile queens	Random sequencing of whole transcriptome		Adult queen	B46	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	17798373	3559674600	2780638052								Ecology and Genetics Research Unit	University of Oulu	SUB4096160		83485	2019-01-01 00:19:14	not applicable						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/232/SRR7232549.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7232549/SRR7232549	gs://sra-pub-zq-102/SRR7232549/SRR7232549.zq.1	not applicable	not applicable	not applicable	2011	Spain: Castell d'Aro	Invertebrate	not applicable	BI4 replicate 3	missing		Adult queen						not applicable	Lumi Viljakainen	not applicable	missing	not applicable	missing	missing	missing		2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body		female	missing			yes	yes	no		PRJNA279338	SAMN09273468	SRX4138942	SRR7232550	SRA712330	SRS3352792	SRP056614	Linepithema humile queen gene expression	RNA-seq of Linepithema humile queens	Random sequencing of whole transcriptome		Adult queen	B55	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	17823823	3564764600	2705827656								Ecology and Genetics Research Unit	University of Oulu	SUB4096160		83485	2019-01-01 00:19:14	not applicable						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/232/SRR7232550.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7232550/SRR7232550	gs://sra-pub-zq-103/SRR7232550/SRR7232550.zq.1	not applicable	not applicable	not applicable	2011	Spain: Castell d'Aro	Invertebrate	not applicable	BI12 replicate 3	missing		Adult queen						not applicable	Lumi Viljakainen	not applicable	missing	not applicable	missing	missing	missing		2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body						yes	yes	no		PRJNA279338	SAMN03446178	SRX971840	SRR1945090	SRA248600	SRS886853	SRP056614	Linepithema humile queen gene expression	CS8			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	17868790	3573758000	2574851930		0.0	200.0	0.0	Application Read	Forward	1.0		University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/945/SRR1945090/SRR1945090.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1945090/SRR1945090	gs://sra-pub-zq-107/SRR1945090/SRR1945090.noqual.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		3.0	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body		female	missing			yes	yes	no		PRJNA279338	SAMN09273457	SRX4138952	SRR7232540	SRA712330	SRS3352800	SRP056614	Linepithema humile queen gene expression	RNA-seq of Linepithema humile queens	Random sequencing of whole transcriptome		Adult queen	B30	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	18104883	3620976600	2820817393								Ecology and Genetics Research Unit	University of Oulu	SUB4096160		83485	2019-01-01 00:19:14	not applicable						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/232/SRR7232540.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7232540/SRR7232540	gs://sra-pub-zq-104/SRR7232540/SRR7232540.zq.1	not applicable	not applicable	not applicable	2011	Spain: Castell d'Aro	Invertebrate	not applicable	BI4 replicate 2	missing		Adult queen						not applicable	Lumi Viljakainen	not applicable	missing	not applicable	missing	missing	missing		2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	head	head				Control		yes	yes	no		PRJNA553098	SAMN12229026	SRX6412374	SRR9650806	SRA918173	SRS5069572	SRP213566	Native and introduced Argentine ant populations are characterised by distinct transcriptomic signatures associated with behaviour and immunity	RNA-Seq Linepithema humile	150 base paired-end barcoded mRNA TruSeq libraries			EUPLE-1	paired	RNA-Seq	TRANSCRIPTOMIC	DNase	Illumina HiSeq 4000	18116037	3623207400	1526308122								School of Biological Sciences	Victoria University of Wellington	SUB5916428		83485	2019-09-03 00:27:54							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR009/650/SRR9650806.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9650806/SRR9650806	gs://sra-pub-zq-109/SRR9650806/SRR9650806.zq.1	30 individuals		Introduced range	2016-08	France: Port-Leucate	Invertebrate		PLE_C_1	42.8664 N 3.0440 E																	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body		female	missing			yes	yes	no		PRJNA279338	SAMN09273463	SRX4138944	SRR7232548	SRA712330	SRS3352793	SRP056614	Linepithema humile queen gene expression	RNA-seq of Linepithema humile queens	Random sequencing of whole transcriptome		Adult queen	B45	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	18204561	3640912200	2837495849								Ecology and Genetics Research Unit	University of Oulu	SUB4096160		83485	2019-01-01 00:19:14	not applicable						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/232/SRR7232548.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7232548/SRR7232548	gs://sra-pub-zq-104/SRR7232548/SRR7232548.zq.1	not applicable	not applicable	not applicable	2011	Spain: Castell d'Aro	Invertebrate	not applicable	BS4 replicate 3	missing		Adult queen						not applicable	Lumi Viljakainen	not applicable	missing	not applicable	missing	missing	missing		2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	head	head				Control		yes	yes	no		PRJNA553098	SAMN12229020	SRX6412366	SRR9650814	SRA918173	SRS5069564	SRP213566	Native and introduced Argentine ant populations are characterised by distinct transcriptomic signatures associated with behaviour and immunity	RNA-Seq Linepithema humile	150 base paired-end barcoded mRNA TruSeq libraries			CARCH-1	paired	RNA-Seq	TRANSCRIPTOMIC	DNase	Illumina HiSeq 4000	18363001	3672600200	1536108063								School of Biological Sciences	Victoria University of Wellington	SUB5916428		83485	2019-09-03 00:27:54							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/650/SRR9650814.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9650814/SRR9650814	gs://sra-pub-zq-109/SRR9650814/SRR9650814.zq.1	30 individuals		Introduced range	2015-09	USA: Richmond, CA	Invertebrate		RCH_C_1	37.9313 N 122.3732 W																	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	head	head				Control		yes	yes	no		PRJNA553098	SAMN12229013	SRX6412363	SRR9650817	SRA918173	SRS5069561	SRP213566	Native and introduced Argentine ant populations are characterised by distinct transcriptomic signatures associated with behaviour and immunity	RNA-Seq Linepithema humile	150 base paired-end barcoded mRNA TruSeq libraries			AROTA-1	paired	RNA-Seq	TRANSCRIPTOMIC	DNase	Illumina HiSeq 4000	18478525	3695705000	1558975096								School of Biological Sciences	Victoria University of Wellington	SUB5916428		83485	2019-09-03 00:27:54							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/650/SRR9650817.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9650817/SRR9650817	gs://sra-pub-zq-109/SRR9650817/SRR9650817.zq.1	30 individuals		Native range	2015-01	Argentina: Otamendi	Invertebrate		OTA_C_1	34.2224 S 58.8961 W																	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body						yes	yes	no		PRJNA1038699	SAMN40966798	SRX24860694	SRR29345296	SRA1845553	SRS21570717	SRP471209	Complementary sex determination locus of Argentine ants	Developmental RNA-seq time series	KAPA Stranded RNA-Seq Kits	lhum_60h_dip_42		lhum_60h_dip_42	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	12351995	3730302490	1447657242								Ecology and Evolution	University of Lausanne	SUB14353536	38820161.0	83485	2024-06-25 10:49:31							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29345/SRR29345296/SRR29345296.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR29345296/SRR29345296	gs://sra-pub-zq-100/SRR29345296/SRR29345296.lite.1	lhum_60h_dip_42	not applicable	not applicable	2021-05	France	Invertebrate																				2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	head	head				Low sugar		yes	yes	no		PRJNA553098	SAMN12229041	SRX6412358	SRR9650822	SRA918173	SRS5069556	SRP213566	Native and introduced Argentine ant populations are characterised by distinct transcriptomic signatures associated with behaviour and immunity	RNA-Seq Linepithema humile	150 base paired-end barcoded mRNA TruSeq libraries			NZHAS-3	paired	RNA-Seq	TRANSCRIPTOMIC	DNase	Illumina HiSeq 4000	18709584	3741916800	1504638028								School of Biological Sciences	Victoria University of Wellington	SUB5916428		83485	2019-09-03 00:27:53							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/650/SRR9650822.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9650822/SRR9650822	gs://sra-pub-zq-109/SRR9650822/SRR9650822.zq.1	30 individuals		Introduced range	2016-02	New Zealand: Hastings	Invertebrate		HAS_LS_3	39.6009 S 176.7506 E																	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	head	head				Low sugar + OA		yes	yes	no		PRJNA553098	SAMN12229034	SRX6412349	SRR9650831	SRA918173	SRS5069547	SRP213566	Native and introduced Argentine ant populations are characterised by distinct transcriptomic signatures associated with behaviour and immunity	RNA-Seq Linepithema humile	150 base paired-end barcoded mRNA TruSeq libraries			AUSTA-2	paired	RNA-Seq	TRANSCRIPTOMIC	DNase	Illumina HiSeq 4000	18882479	3776495800	1519270108								School of Biological Sciences	Victoria University of Wellington	SUB5916428		83485	2019-09-03 00:27:53							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/650/SRR9650831.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9650831/SRR9650831	gs://sra-pub-zq-109/SRR9650831/SRR9650831.zq.1	30 individuals		Introduced range	2015-03	Australia: St-Andrews beach	Invertebrate		STA_LSOA_2	38.4191 S 144.8323 E																	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	head	head				Control		yes	yes	no		PRJNA553098	SAMN12229027	SRX6412375	SRR9650805	SRA918173	SRS5069573	SRP213566	Native and introduced Argentine ant populations are characterised by distinct transcriptomic signatures associated with behaviour and immunity	RNA-Seq Linepithema humile	150 base paired-end barcoded mRNA TruSeq libraries			EUTLS-1	paired	RNA-Seq	TRANSCRIPTOMIC	DNase	Illumina HiSeq 4000	18934843	3786968600	1610642325								School of Biological Sciences	Victoria University of Wellington	SUB5916428		83485	2019-09-03 00:27:54							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/650/SRR9650805.sralite.1	s3://sra-pub-zq-2/SRR9650805/SRR9650805.sralite.1	gs://sra-pub-zq-109/SRR9650805/SRR9650805.zq.1	30 individuals		Introduced range	2016-08	France: Toulouse	Invertebrate		TLS_C_1	43.5593 N 1.4723 E																	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	head	head				Control		yes	yes	no		PRJNA553098	SAMN12229036	SRX6412351	SRR9650829	SRA918173	SRS5069549	SRP213566	Native and introduced Argentine ant populations are characterised by distinct transcriptomic signatures associated with behaviour and immunity	RNA-Seq Linepithema humile	150 base paired-end barcoded mRNA TruSeq libraries			NZHAS-1	paired	RNA-Seq	TRANSCRIPTOMIC	DNase	Illumina HiSeq 4000	18986709	3797341800	1609483431								School of Biological Sciences	Victoria University of Wellington	SUB5916428		83485	2019-09-03 00:27:53							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR009/650/SRR9650829.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9650829/SRR9650829	gs://sra-pub-zq-109/SRR9650829/SRR9650829.zq.1	30 individuals		Introduced range	2016-02	New Zealand: Hastings	Invertebrate		HAS_C_1	39.6009 S 176.7506 E																	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body						yes	yes	no		PRJNA279338	SAMN03446175	SRX974649	SRR1948276	SRA248600	SRS889855	SRP056614	Linepithema humile queen gene expression	CS2			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	19107539	3821507800	2908804510		0.0	200.0	0.0	Application Read	Forward	1.0		University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/948/SRR1948276/SRR1948276.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1948276/SRR1948276	gs://sra-pub-zq-107/SRR1948276/SRR1948276.zq.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		2.0	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	head	head				Control		yes	yes	no		PRJNA553098	SAMN12229022	SRX6412360	SRR9650820	SRA918173	SRS5069558	SRP213566	Native and introduced Argentine ant populations are characterised by distinct transcriptomic signatures associated with behaviour and immunity	RNA-Seq Linepithema humile	150 base paired-end barcoded mRNA TruSeq libraries			CACAL-1	paired	RNA-Seq	TRANSCRIPTOMIC	DNase	Illumina HiSeq 4000	19410531	3882106200	1638218767								School of Biological Sciences	Victoria University of Wellington	SUB5916428		83485	2019-09-03 00:27:53							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/650/SRR9650820.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9650820/SRR9650820	gs://sra-pub-zq-109/SRR9650820/SRR9650820.zq.1	30 individuals		Introduced range	2015-09	USA: Berkeley, CA	Invertebrate		CAL_C_1	37.87232 N 122.2477 W																	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
