scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	lab	center	submitter_id	pubmed_id	taxid	published_date	biomaterial_provider	cell	location	antibody	batch	misc	NCBI_Link	AWS_Link	GCP_Link	tissue_normalized	tissue_original
Atta cephalotes	central brain	brain		female	d30			yes	yes	no		PRJNA1022160	SAMN37594796	SRX21999001	SRR26290218	SRA1726486	SRS19073562	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MED, subcaste Cr replicate r3	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MED, subcaste Cr replicate r3		Cr_CB_wt_b2_AcR00	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	7518889	631586676	280164020								Cell & Developmental Biology	University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:13							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290218/SRR26290218.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290218/SRR26290218	gs://sra-pub-zq-108/SRR26290218/SRR26290218.lite.1	brain	brain
Atta cephalotes	central brain	brain		female	d30			yes	yes	no		PRJNA1022160	SAMN37594794	SRX21998998	SRR26290221	SRA1726486	SRS19073558	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MED, subcaste Cr replicate r1	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MED, subcaste Cr replicate r1		Cr_CB_wt_b1_AcR00	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	8388808	704659872	311963592								Cell & Developmental Biology	University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:14							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290221/SRR26290221.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290221/SRR26290221	gs://sra-pub-zq-108/SRR26290221/SRR26290221.lite.1	brain	brain
Atta cephalotes	central brain	brain		female	d30			yes	yes	no		PRJNA1022160	SAMN37594909	SRX21998978	SRR26290241	SRA1726486	SRS19073538	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MAJ, subcaste SM replicate r1	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MAJ, subcaste SM replicate r1		SM_CB_wt_b1_AcR00	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	8739883	734150172	326785220								Cell & Developmental Biology	University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:15							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290241/SRR26290241.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290241/SRR26290241	gs://sra-pub-zq-108/SRR26290241/SRR26290241.lite.1	brain	brain
Atta cephalotes	central brain	brain		female	d30			yes	yes	no		PRJNA1022160	SAMN37594846	SRX21999055	SRR26290253	SRA1726486	SRS19073615	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MNM, subcaste Nr replicate r2	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MNM, subcaste Nr replicate r2		Nr_CB_wt_b1_AcR01	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	9592901	794001195	327434732								Cell & Developmental Biology	University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:16							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290253/SRR26290253.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290253/SRR26290253	gs://sra-pub-zq-108/SRR26290253/SRR26290253.lite.1	brain	brain
Atta cephalotes	central brain	brain		female	d30			yes	yes	no		PRJNA1022160	SAMN37594912	SRX21998981	SRR26290238	SRA1726486	SRS19073541	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MAJ, subcaste SM replicate r4	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MAJ, subcaste SM replicate r4		SM_CB_wt_b2_AcR01	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	9868069	818777042	334335618								Cell & Developmental Biology	University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:15							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290238/SRR26290238.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290238/SRR26290238	gs://sra-pub-zq-108/SRR26290238/SRR26290238.lite.1	brain	brain
Atta cephalotes	central brain	brain		female	d30			yes	yes	no		PRJNA1022160	SAMN37594845	SRX21999053	SRR26290163	SRA1726486	SRS19073613	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MNM, subcaste Nr replicate r1	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MNM, subcaste Nr replicate r1		Nr_CB_wt_b1_AcR00	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	10616211	891761724	404320308								Cell & Developmental Biology	University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:08							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290163/SRR26290163.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290163/SRR26290163	gs://sra-pub-zq-108/SRR26290163/SRR26290163.lite.1	brain	brain
Atta cephalotes	central brain	brain		female	d30			yes	yes	no		PRJNA1022160	SAMN37594791	SRX21998966	SRR26290254	SRA1726486	SRS19073526	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MNR, subcaste Ch replicate r6	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MNR, subcaste Ch replicate r6		Ch_CB_wt_b3_AcR00	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	10626547	892629948	391314204								Cell & Developmental Biology	University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:17							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290254/SRR26290254.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290254/SRR26290254	gs://sra-pub-zq-108/SRR26290254/SRR26290254.lite.1	brain	brain
Atta cephalotes	central brain	brain		female	d30			yes	yes	no		PRJNA1022160	SAMN37594805	SRX21999010	SRR26290209	SRA1726486	SRS19073570	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MED, subcaste Ct replicate r5	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MED, subcaste Ct replicate r5		Ct_CB_wt_b2_AcR01	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	10866748	900245230	365934318								Cell & Developmental Biology	University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:13							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290209/SRR26290209.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290209/SRR26290209	gs://sra-pub-zq-108/SRR26290209/SRR26290209.lite.1	brain	brain
Atta cephalotes	central brain	brain		female	d30			yes	yes	no		PRJNA1022160	SAMN37594790	SRX21998965	SRR26290255	SRA1726486	SRS19073525	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MNR, subcaste Ch replicate r5	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MNR, subcaste Ch replicate r5		Ch_CB_wt_b2_AcR01	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	10945521	907593019	367941059								Cell & Developmental Biology	University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:17							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290255/SRR26290255.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290255/SRR26290255	gs://sra-pub-zq-108/SRR26290255/SRR26290255.lite.1	brain	brain
Atta cephalotes	central brain	brain		female	d30			yes	yes	no		PRJNA1022160	SAMN37594921	SRX21998991	SRR26290228	SRA1726486	SRS19073550	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MNR, subcaste Tr replicate r1	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MNR, subcaste Tr replicate r1		Tr_CB_wt_b1_AcR01	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	11268989	934652905	378863567								Cell & Developmental Biology	University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:14							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290228/SRR26290228.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290228/SRR26290228	gs://sra-pub-zq-108/SRR26290228/SRR26290228.lite.1	brain	brain
Atta cephalotes	central brain	brain		female	d30			yes	yes	no		PRJNA1022160	SAMN37594838	SRX21999046	SRR26290170	SRA1726486	SRS19073607	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MNR, subcaste Gd replicate r4	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MNR, subcaste Gd replicate r4		Gd_CB_wt_b2_AcR01	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	11274697	934694547	379843326								Cell & Developmental Biology	University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:10							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290170/SRR26290170.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290170/SRR26290170	gs://sra-pub-zq-108/SRR26290170/SRR26290170.lite.1	brain	brain
Atta cephalotes	central brain	brain		female	d30			yes	yes	no		PRJNA1022160	SAMN37594835	SRX21999042	SRR26290174	SRA1726486	SRS19073602	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MNR, subcaste Gd replicate r1	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MNR, subcaste Gd replicate r1		Gd_CB_wt_b1_AcR01	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	11298475	936082439	378586543								Cell & Developmental Biology	University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:09							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290174/SRR26290174.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290174/SRR26290174	gs://sra-pub-zq-108/SRR26290174/SRR26290174.lite.1	brain	brain
Atta cephalotes	central brain	brain		female	d30			yes	yes	no		PRJNA1022160	SAMN37594853	SRX21998974	SRR26290245	SRA1726486	SRS19073534	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MNM, subcaste Nr replicate r9	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MNM, subcaste Nr replicate r9		Nr_CB_wt_b4_AcR00	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	11395248	957200832	426331503								Cell & Developmental Biology	University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:16							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290245/SRR26290245.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290245/SRR26290245	gs://sra-pub-zq-108/SRR26290245/SRR26290245.lite.1	brain	brain
Atta cephalotes	central brain	brain		female	d30			yes	yes	no		PRJNA1022160	SAMN37594787	SRX21998962	SRR26290258	SRA1726486	SRS19073522	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MNR, subcaste Ch replicate r2	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MNR, subcaste Ch replicate r2		Ch_CB_wt_b1_AcR01	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	11655446	966907181	391196749								Cell & Developmental Biology	University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:16							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290258/SRR26290258.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290258/SRR26290258	gs://sra-pub-zq-108/SRR26290258/SRR26290258.lite.1	brain	brain
Atta cephalotes	central brain	brain		female	d30			yes	yes	no		PRJNA1022160	SAMN37594856	SRX21998870	SRR26290347	SRA1726486	SRS19073430	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MNR, subcaste Rd replicate r2	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MNR, subcaste Rd replicate r2		Rd_CB_wt_b1_AcR01	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	11733002	972754281	392961290								Cell & Developmental Biology	University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:26							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290347/SRR26290347.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290347/SRR26290347	gs://sra-pub-zq-108/SRR26290347/SRR26290347.lite.1	brain	brain
Atta cephalotes	central brain	brain		female	d30			yes	yes	no		PRJNA1022160	SAMN37594851	SRX21998972	SRR26290247	SRA1726486	SRS19073532	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MNM, subcaste Nr replicate r7	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MNM, subcaste Nr replicate r7		Nr_CB_wt_b3_AcR00	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	11786606	990074904	438525934								Cell & Developmental Biology	University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:16							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290247/SRR26290247.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290247/SRR26290247	gs://sra-pub-zq-108/SRR26290247/SRR26290247.lite.1	brain	brain
Atta cephalotes	central brain	brain		female	d30			yes	yes	no		PRJNA1022160	SAMN37594914	SRX21998983	SRR26290236	SRA1726486	SRS19073543	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MAJ, subcaste SM replicate r6	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MAJ, subcaste SM replicate r6		SM_CB_wt_b3_AcR00	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	11898497	999473748	438959677								Cell & Developmental Biology	University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:15							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290236/SRR26290236.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290236/SRR26290236	gs://sra-pub-zq-108/SRR26290236/SRR26290236.lite.1	brain	brain
Atta cephalotes	central brain	brain		female	d30			yes	yes	no		PRJNA1022160	SAMN37594797	SRX21999002	SRR26290217	SRA1726486	SRS19073561	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MED, subcaste Cr replicate r4	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MED, subcaste Cr replicate r4		Cr_CB_wt_b2_AcR01	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	12191473	1010873496	417867346								Cell & Developmental Biology	University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:14							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290217/SRR26290217.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290217/SRR26290217	gs://sra-pub-zq-108/SRR26290217/SRR26290217.lite.1	brain	brain
Atta cephalotes	central brain	brain		female	d30			yes	yes	no		PRJNA1022160	SAMN37594804	SRX21999009	SRR26290210	SRA1726486	SRS19073569	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MED, subcaste Ct replicate r4	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MED, subcaste Ct replicate r4		Ct_CB_wt_b2_AcR00	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	12106906	1016980104	456767165								Cell & Developmental Biology	University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:12							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290210/SRR26290210.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290210/SRR26290210	gs://sra-pub-zq-108/SRR26290210/SRR26290210.lite.1	brain	brain
Atta cephalotes	central brain	brain		female	d30			yes	yes	no		PRJNA1022160	SAMN37594927	SRX21999018	SRR26290201	SRA1726486	SRS19073578	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MNR, subcaste Tr replicate r7	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MNR, subcaste Tr replicate r7		Tr_CB_wt_b4_AcR00	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	12736230	1069843320	492349197								Cell & Developmental Biology	University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:12							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290201/SRR26290201.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290201/SRR26290201	gs://sra-pub-zq-108/SRR26290201/SRR26290201.lite.1	brain	brain
Atta cephalotes	central brain	brain		female	d30			yes	yes	no		PRJNA1022160	SAMN37594924	SRX21998994	SRR26290225	SRA1726486	SRS19073553	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MNR, subcaste Tr replicate r4	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MNR, subcaste Tr replicate r4		Tr_CB_wt_b2_AcR01	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	12943570	1073532401	433350741								Cell & Developmental Biology	University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:14							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290225/SRR26290225.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290225/SRR26290225	gs://sra-pub-zq-108/SRR26290225/SRR26290225.lite.1	brain	brain
Atta cephalotes	central brain	brain		female	d30			yes	yes	no		PRJNA1022160	SAMN37594923	SRX21998993	SRR26290226	SRA1726486	SRS19073554	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MNR, subcaste Tr replicate r3	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MNR, subcaste Tr replicate r3		Tr_CB_wt_b2_AcR00	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	12814209	1076393556	471805387								Cell & Developmental Biology	University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:14							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290226/SRR26290226.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290226/SRR26290226	gs://sra-pub-zq-108/SRR26290226/SRR26290226.lite.1	brain	brain
