target_id	mesosoma	gaster	head	whole body	whole body sample
lcl|NW_020209796.1_mrna_XM_025011582.1_1	0	0.211572315458821	0.000200138162652308	0.171108524300694	1.15090407741494
lcl|NW_020209797.1_mrna_XM_025012671.1_2	1.48306079938012	1.79573189280736	1.3695272942236	0.773330441445586	0.290774617528771
lcl|NW_020209801.1_mrna_XM_025015618.1_5	0	0	0	0	0
lcl|NW_020209801.1_ncrna_XR_003040582.1_7	0	0	0	0	0
lcl|NW_020209801.1_ncrna_XR_003040606.1_8	0.0678904443769648	0.491377256861498	0.291235386737059	0.326450227035003	2.28384555862901
lcl|NW_020209801.1_ncrna_XR_003040640.1_9	0	0.0144117928094642	0	0.301218662934531	0
lcl|NW_020209801.1_ncrna_XR_003040673.1_6	0	0	0.122477536123144	0	0
lcl|NW_020209801.1_ncrna_XR_003040951.1_4	0.119238648929721	0.112270437811568	0	0	0.837102358812431
lcl|NW_020209801.1_ncrna_XR_003041028.1_3	0.018840333753763	0.171627988208072	0	0	2.18312511923527
lcl|NW_020209806.1_mrna_XM_025020343.1_10	2.24349819597192	2.119374520735	1.95893467223528	2.42274905171407	3.71730004386535
lcl|NW_020209807.1_mrna_XM_025021459.1_11	0.177710825927282	0.147518297848926	0.835500607061568	0.427931129134201	0
lcl|NW_020209810.1_mrna_XM_025022564.1_12	0.55164903257619	0.627688002870447	0.663314841118043	0.370086273261567	0
lcl|NW_020209810.1_mrna_XM_025023621.1_13	3.97215268174936	4.4731104021048	3.93813403014794	5.30669928884347	7.43682388920242
lcl|NW_020209820.1_mrna_XM_025029130.1_14	0.0241895420033099	0	0	0.319675351154383	1.9017720098514
lcl|NW_020209821.1_mrna_XM_025030990.1_18	2.11083609644214	1.27889658619513	2.17259883974277	3.04218527366736	3.13116116909868
lcl|NW_020209821.1_mrna_XM_025031752.1_17	2.33554046445614	3.6927045319098	4.23904242811779	2.41338095324044	2.34816982253145
lcl|NW_020209821.1_mrna_XM_025032483.1_16	1.58237669414747	0.961951244444844	0.559175657807412	4.77220507066464	7.00808904247012
lcl|NW_020209821.1_mrna_XM_025033198.1_15	0.560581636495969	1.49207701257541	0.236764068472292	0.329536134910144	2.02561105572896
lcl|NW_020209821.1_ncrna_XR_003041835.1_19	4.33501570786079	4.13176945512632	4.72820639119582	3.72824620109928	4.26813743477478
lcl|NW_020209823.1_mrna_XM_025034310.1_20	0	0	0.0220267167676802	0	0
lcl|NW_020209825.1_mrna_XM_025035378.1_21	0	1.30046732709806	0	1.02377875761135	4.53982212646174
lcl|NW_020209827.1_mrna_XM_025036414.1_22	0.21158507861726	0.508379100880103	0.224919556618393	0.302092613792968	0.251698744991817
lcl|NW_020209829.1_mrna_XM_025011224.1_37	1.88550170146853	0.0541701096608568	2.0169639737837	0.3635228225938	0
lcl|NW_020209829.1_mrna_XM_025011475.1_42	0.7824013305016	5.27392811070189	0.679835601564061	6.32513225996756	5.07710935462707
lcl|NW_020209829.1_mrna_XM_025011583.1_41	5.18832518609059	4.43041795616502	5.07707419896253	5.00352923245595	5.65779057494424
lcl|NW_020209829.1_mrna_XM_025011699.1_44	1.5741604150733	2.09907529661156	2.91324324358681	0.651664733205581	0.0137061304616999
lcl|NW_020209829.1_mrna_XM_025011764.1_43	1.95693135921296	1.08695281731959	0.494832710788563	1.40695603510954	0.789891420124557
lcl|NW_020209829.1_mrna_XM_025011865.1_39	2.97735711431783	3.43555767511987	3.43723503701864	3.72547921637922	3.74353393702061
lcl|NW_020209829.1_mrna_XM_025011989.1_28	3.4938395748974	3.15771350616486	2.76348984101689	2.42198025520773	1.64564634824367
lcl|NW_020209829.1_mrna_XM_025012065.1_29	0.602692694266694	0.757190190258881	0.571088211369977	0.520689277516777	0
lcl|NW_020209829.1_mrna_XM_025012143.1_27	0.125434739501626	0.713654773966446	0.115796367694695	0.984026316733993	4.7525072530454
lcl|NW_020209829.1_mrna_XM_025012259.1_26	1.63035236725013	1.19651887562838	1.48932231450405	0	0
lcl|NW_020209829.1_mrna_XM_025012326.1_24	0.283835661132813	0.126874541236941	0.100206712665072	0.872706187398013	1.05658558126338
lcl|NW_020209829.1_mrna_XM_025012384.1_25	1.01613771320305	0.369257740946444	1.88299821963924	0.305990799818989	1.87173152671653
lcl|NW_020209829.1_mrna_XM_025012454.1_23	0.989093855694563	0.694268277805478	0.823294716918625	1.43853740470557	1.5609272881913
lcl|NW_020209829.1_mrna_XM_025012560.1_40	0.166766168486447	0.133214907274674	0.196509067488463	0.197649316950052	0.771833582267872
lcl|NW_020209829.1_mrna_XM_025037533.1_31	0.36117915650218	0.590940576256878	1.3337629998944	1.10000732983206	1.21170560737949
lcl|NW_020209829.1_mrna_XM_025037928.1_33	3.57062984929058	2.47704728154247	2.44175262639615	6.30700953609215	5.08600897013315
lcl|NW_020209829.1_mrna_XM_025037989.1_36	2.118638514416	3.21379621875356	2.31814066800767	3.26850598144332	1.41433482488528
lcl|NW_020209829.1_mrna_XM_025038070.1_35	0.72209941225645	0.316460938624974	1.98447112533424	0.134282665299723	5.59184896774681
lcl|NW_020209829.1_mrna_XM_025038133.1_34	0.737968963738898	0.392238556603966	0.551746888849231	0.269889804754784	0.897825806598566
lcl|NW_020209829.1_mrna_XM_025038194.1_32	4.64550536621867	4.68869564072242	5.5701507245967	5.31036285877106	6.18933966747506
lcl|NW_020209829.1_mrna_XM_025038310.1_30	5.03198993703788	4.6382462060223	4.7696618996853	4.14326718306199	4.18492942430142
lcl|NW_020209829.1_mrna_XM_025038417.1_38	0.19919475358039	0.108658420084722	0.0528241563689124	0.301851608090423	2.59342050399041
lcl|NW_020209830.1_mrna_XM_025012672.1_45	1.75711832479338	0.639804691160931	1.56424612057316	0.129096613455162	0.109749469743901
lcl|NW_020209831.1_mrna_XM_025012798.1_46	0.0977442439695283	0.0219650269401425	0.153344426119043	0.332579110522535	0
lcl|NW_020209833.1_mrna_XM_025012884.1_47	2.03790029953292	3.01713217563095	1.81913466490536	3.34270814101673	3.43524301195019
lcl|NW_020209834.1_mrna_XM_025012998.1_48	2.86207001213448	0.978906164849609	2.46668033199794	1.52662217858704	0
lcl|NW_020209840.1_mrna_XM_025013108.1_88	0	0	0	0	0
lcl|NW_020209840.1_mrna_XM_025013192.1_82	3.08783368826536	6.23785967883668	3.69835989863805	3.29462465209551	2.5524570803586
lcl|NW_020209840.1_mrna_XM_025013259.1_83	6.42069601540592	6.88520076556932	5.47342935710467	5.21274582398969	4.56910663682757
lcl|NW_020209840.1_mrna_XM_025013329.1_86	0.814424153670941	0.595197558691839	0.724184125553463	2.10776274548888	1.92859570360514
lcl|NW_020209840.1_mrna_XM_025013408.1_85	1.44610081281512	0.31354298410293	1.63757019526335	4.28852684501119	5.73167523049761
lcl|NW_020209840.1_mrna_XM_025013483.1_87	4.13633236237924	4.49070799710129	4.27088127595131	4.65227710667254	3.48890596895999
lcl|NW_020209840.1_mrna_XM_025013568.1_81	6.95837260777156	4.6834142348757	8.24237659787161	6.31875645089324	7.38810230899664
lcl|NW_020209840.1_mrna_XM_025013628.1_84	3.49031105122201	2.74720711050061	4.28764426132266	3.43175069207033	2.58909487122309
lcl|NW_020209840.1_mrna_XM_025013843.1_54	0.0010607151725009	0.00322747816148935	0.00569991407887759	0.00560082731013962	0
lcl|NW_020209840.1_mrna_XM_025013897.1_53	2.31135663155384	0.81727537810578	2.34257509607089	0.401453790306424	1.80501149731653
lcl|NW_020209840.1_mrna_XM_025013980.1_52	2.41503220519137	2.579095759324	2.26580771746145	2.67211552014862	3.16682206964822
lcl|NW_020209840.1_mrna_XM_025014069.1_55	4.82234042973505	5.67771521456909	4.15543827233549	5.11759083202993	3.41127565576692
lcl|NW_020209840.1_mrna_XM_025014152.1_56	3.0321243990632	4.63305541743875	3.59010129150672	5.09017411306865	7.22779721641128
lcl|NW_020209840.1_mrna_XM_025014225.1_57	2.06265132964667	5.30951240817187	1.7239536751821	3.15186969602459	2.6128342069185
lcl|NW_020209840.1_mrna_XM_025014305.1_58	6.90179180065059	7.3711041966205	6.22692396736056	5.59636880708775	5.07593442228884
lcl|NW_020209840.1_mrna_XM_025014417.1_59	0.627635133341547	0.80496308530656	0.0240415773492971	2.75650813557532	5.18714851256821
lcl|NW_020209840.1_mrna_XM_025014614.1_90	0	0.144467226944801	1.2785712850607	0.244400248583316	0.0846745497591177
lcl|NW_020209840.1_mrna_XM_025014718.1_67	6.23854671077193	5.74231994495795	5.59552403779507	5.74023078829197	3.86207812730069
lcl|NW_020209840.1_mrna_XM_025014786.1_68	4.68342297810867	2.67428297349977	4.55870590845941	3.07246243483253	2.3487741322757
lcl|NW_020209840.1_mrna_XM_025014864.1_66	1.63330840237747	1.41073233031876	3.85536426535864	4.43571848799704	5.44304183968543
lcl|NW_020209840.1_mrna_XM_025014980.1_70	4.87967476646517	5.56251540876064	4.78536482067237	3.07863414628841	1.20345752863753
lcl|NW_020209840.1_mrna_XM_025015113.1_69	9.75235551007967	9.61600797511345	10.446885079709	8.99023062712438	10.1724227066592
lcl|NW_020209840.1_mrna_XM_025015234.1_78	0.265657687842784	0.476913314819613	0.0566080898272028	1.02929540323197	4.17609271152645
lcl|NW_020209840.1_mrna_XM_025015312.1_79	0	0	0.0180664890011779	0.222294625394839	2.09334311805871
lcl|NW_020209840.1_mrna_XM_025015389.1_76	0.768743096053724	0.7911716189168	0.5365038927097	0.356301922725838	0
lcl|NW_020209840.1_mrna_XM_025015450.1_77	3.26864347002268	1.5750224854522	2.52553287441847	1.47301895007459	1.34938199664733
lcl|NW_020209840.1_mrna_XM_025015515.1_80	0	0.0501444757016333	0.156659591213502	0.368772209013949	0
lcl|NW_020209840.1_mrna_XM_025015619.1_50	2.02491743262821	2.79850119549361	2.18380949164548	2.95886478049505	3.37182267295285
lcl|NW_020209840.1_mrna_XM_025015700.1_49	3.12094960094886	4.21643869851164	2.7897461096037	2.69038380822394	1.98449814097762
lcl|NW_020209840.1_mrna_XM_025015806.1_60	3.08415699561923	2.42392158338681	3.7311476093475	3.02318150681676	2.98922124596089
lcl|NW_020209840.1_mrna_XM_025015927.1_61	4.6252539375787	4.18544543827036	4.67585390043925	4.94324947678119	4.24266716422146
lcl|NW_020209840.1_mrna_XM_025016030.1_62	5.81835746547599	6.25422049026927	6.39252966828744	5.8411304815422	4.64318791240155
lcl|NW_020209840.1_mrna_XM_025016097.1_63	2.01165143506534	1.75852195385949	1.47116045567554	1.12539138654883	2.97783921132598
lcl|NW_020209840.1_mrna_XM_025016155.1_64	2.3477545529573	0.882767086492492	3.01544546699413	3.15090071380552	5.50639645861354
lcl|NW_020209840.1_mrna_XM_025016265.1_65	9.33611894662206	9.50774574854619	9.17259597615609	9.70192247782741	11.0861014480365
lcl|NW_020209840.1_mrna_XM_025016385.1_73	3.03761226476397	1.96695644599671	0.998239248516135	0.680692033197196	0
lcl|NW_020209840.1_mrna_XM_025016438.1_71	2.18580679005342	2.2450365557611	2.39686555584509	1.79180853098792	1.5674114020429
lcl|NW_020209840.1_mrna_XM_025016510.1_72	0.501459279598809	1.21527699967698	0.999857321791233	0.455011300642708	0.779209095726
lcl|NW_020209840.1_mrna_XM_025016615.1_74	1.28619767307725	0.750442327414048	1.04241677251846	1.45675019144034	0.614384637988551
lcl|NW_020209840.1_mrna_XM_025016723.1_75	4.89226032139639	5.0761010976801	5.43220188126165	6.01058696438187	6.48728755798496
lcl|NW_020209840.1_ncrna_XR_003040642.1_51	0.0194962760841931	0.333620749842216	0.136257877343001	0.245902838654204	1.04357907731206
lcl|NW_020209840.1_ncrna_XR_003040823.1_89	0	0	0	2.36769924310813	2.98543727326549
