scientific_name	body of worker	egg	eggs	whole body of male	whole body of queen	whole body of worker 1	whole body of worker 2	whole body of worker 3	whole body of worker 4	whole body of worker 5	whole body of worker 6	whole body of worker 7
Anoplolepis gracilipes	1	1	1	1	1	1	1	1	1	1	1	1
