scientific_name	batch_effect_alg	mapping_rate_cutoff	correlation_threshold	one_outlier_per_iteration	total_runtime_sec	num_total_runs_in_species	num_runs_after_sample_group_filter	num_runs_final_kept	num_runs_final_excluded	final_kept_runs	final_excluded_runs
Atta cephalotes	sva	0.2	0.3	FALSE	119.556	223	223	104	119	SRR26290253 SRR26290162 SRR26290167 SRR26290169 SRR26290170 SRR26290175 SRR26290176 SRR26290177 SRR26290178 SRR26290179 SRR26290202 SRR26290203 SRR26290204 SRR26290205 SRR26290208 SRR26290209 SRR26290211 SRR26290212 SRR26290217 SRR26290218 SRR26290219 SRR26290220 SRR26290221 SRR26290224 SRR26290225 SRR26290227 SRR26290228 SRR26290232 SRR26290233 SRR26290234 SRR26290235 SRR26290236 SRR26290240 SRR26290241 SRR26290242 SRR26290244 SRR26290248 SRR26290249 SRR26290250 SRR26290254 SRR26290257 SRR26290260 SRR26290267 SRR26290190 SRR26290270 SRR26290273 SRR26290274 SRR26290275 SRR26290278 SRR26290279 SRR26290280 SRR26290281 SRR26290282 SRR26290286 SRR26290287 SRR26290288 SRR26290290 SRR26290291 SRR26290294 SRR26290295 SRR26290296 SRR26290297 SRR26290298 SRR26290302 SRR26290303 SRR26290304 SRR26290305 SRR26290306 SRR26290309 SRR26290310 SRR26290311 SRR26290317 SRR26290318 SRR26290319 SRR26290320 SRR26290321 SRR26290324 SRR26290328 SRR26290332 SRR26290333 SRR26290334 SRR26290335 SRR26290336 SRR26290339 SRR26290340 SRR26290341 SRR26290343 SRR26290347 SRR26290349 SRR26290350 SRR26290261 SRR26290263 SRR26290265 SRR26290266 SRR15178713 SRR15178715 SRR15178716 SRR15178722 SRR15178723 SRR15178724 SRR15178725 SRR15178731 SRR15178736 SRR15178739	SRR32143951 SRR32143952 SRR32143956 SRR32143953 SRR32143954 SRR32143955 SRR32143957 SRR32143958 SRR32143959 SRR32143960 SRR32143961 SRR32143962 SRR32143963 SRR32143964 SRR32143965 SRR32143966 SRR32143967 SRR32143968 SRR32143969 SRR32143970 SRR26290185 SRR26290186 SRR26290188 SRR26290191 SRR26290192 SRR26290194 SRR26290195 SRR26290197 SRR26290198 SRR26290199 SRR26290163 SRR26290164 SRR26290165 SRR26290166 SRR26290168 SRR26290172 SRR26290174 SRR26290180 SRR26290189 SRR26290200 SRR26290201 SRR26290206 SRR26290207 SRR26290210 SRR26290213 SRR26290214 SRR26290215 SRR26290222 SRR26290223 SRR26290226 SRR26290229 SRR26290230 SRR26290231 SRR26290237 SRR26290238 SRR26290239 SRR26290243 SRR26290245 SRR26290246 SRR26290247 SRR26290251 SRR26290252 SRR26290255 SRR26290256 SRR26290258 SRR26290259 SRR26290187 SRR26290268 SRR26290269 SRR26290272 SRR26290276 SRR26290277 SRR26290283 SRR26290284 SRR26290285 SRR26290289 SRR26290292 SRR26290293 SRR26290299 SRR26290300 SRR26290301 SRR26290307 SRR26290308 SRR26290181 SRR26290312 SRR26290313 SRR26290314 SRR26290315 SRR26290316 SRR26290322 SRR26290323 SRR26290325 SRR26290326 SRR26290327 SRR26290329 SRR26290330 SRR26290331 SRR26290337 SRR26290338 SRR26290342 SRR26290344 SRR26290345 SRR26290346 SRR26290193 SRR26290182 SRR26290183 SRR26290184 SRR26290271 SRR26290262 SRR26290264 SRR15178717 SRR15178718 SRR15178719 SRR15178720 SRR15178726 SRR15178727 SRR15178728 SRR15178729 SRR15178730
