target_id	tau	highest	order
lcl|NW_012130065.1_mrna_XM_012198564.1_51	0.496286635036246	central brain	central brain|whole brains|neuronal cultures
lcl|NW_012130065.1_mrna_XM_012198572.1_456	0.709041156461066	whole brains	whole brains|central brain|neuronal cultures
lcl|NW_012130065.1_mrna_XM_012198583.1_457	0.880885159585238	whole brains	whole brains|neuronal cultures|central brain
lcl|NW_012130065.1_mrna_XM_012198594.1_458	0.260017115274101	central brain	central brain|whole brains|neuronal cultures
lcl|NW_012130065.1_mrna_XM_012198605.1_459	0.327020493905778	central brain	central brain|whole brains|neuronal cultures
lcl|NW_012130065.1_mrna_XM_012198614.1_460	0.414296782136159	neuronal cultures	neuronal cultures|central brain|whole brains
lcl|NW_012130065.1_mrna_XM_012198625.1_461	0.492781248771189	whole brains	whole brains|central brain|neuronal cultures
lcl|NW_012130065.1_mrna_XM_012198636.1_462	0.258806315254327	neuronal cultures	neuronal cultures|whole brains|central brain
lcl|NW_012130065.1_mrna_XM_012198647.1_463	0.645671652637506	whole brains	whole brains|central brain|neuronal cultures
lcl|NW_012130065.1_mrna_XM_012198658.1_464	0.979700294351766	neuronal cultures	neuronal cultures|central brain|whole brains
lcl|NW_012130065.1_mrna_XM_012198669.1_465	0.330239815448408	neuronal cultures	neuronal cultures|whole brains|central brain
lcl|NW_012130065.1_mrna_XM_012198678.1_466	0.723373979336395	neuronal cultures	neuronal cultures|central brain|whole brains
lcl|NW_012130065.1_mrna_XM_012198689.1_469	0.700433992663741	neuronal cultures	neuronal cultures|central brain|whole brains
lcl|NW_012130065.1_mrna_XM_012198699.1_468	0.503059413370794	neuronal cultures	neuronal cultures|central brain|whole brains
lcl|NW_012130065.1_mrna_XM_012198706.1_467	0.160466525905499	neuronal cultures	neuronal cultures|whole brains|central brain
lcl|NW_012130065.1_mrna_XM_012198717.1_470	0.583072064913856	neuronal cultures	neuronal cultures|central brain|whole brains
lcl|NW_012130065.1_mrna_XM_012198724.1_471	0.867690985847207	central brain	central brain|neuronal cultures|whole brains
lcl|NW_012130065.1_mrna_XM_012198730.1_473	0.301713721970953	neuronal cultures	neuronal cultures|central brain|whole brains
lcl|NW_012130065.1_mrna_XM_012198740.1_474	0.463018775127395	central brain	central brain|neuronal cultures|whole brains
lcl|NW_012130065.1_mrna_XM_012198749.1_476	0.858088753170688	neuronal cultures	neuronal cultures|central brain|whole brains
lcl|NW_012130065.1_mrna_XM_012198760.1_477	0.772063848114723	neuronal cultures	neuronal cultures|central brain|whole brains
lcl|NW_012130065.1_mrna_XM_012198765.1_52	0.821477205576921	neuronal cultures	neuronal cultures|central brain|whole brains
lcl|NW_012130065.1_mrna_XM_012198772.1_478	0.887250283203147	neuronal cultures	neuronal cultures|whole brains|central brain
lcl|NW_012130065.1_mrna_XM_012198783.1_479	0.621522270965806	neuronal cultures	neuronal cultures|central brain|whole brains
lcl|NW_012130065.1_mrna_XM_012198793.1_481	0.800572727279618	whole brains	whole brains|central brain|neuronal cultures
lcl|NW_012130065.1_mrna_XM_012198804.1_483	0.251352521448594	whole brains	whole brains|central brain|neuronal cultures
lcl|NW_012130065.1_mrna_XM_012198815.1_484	0.852315294877836	whole brains	whole brains|neuronal cultures|central brain
lcl|NW_012130065.1_mrna_XM_012198826.1_486	0.412400097063706	neuronal cultures	neuronal cultures|whole brains|central brain
lcl|NW_012130065.1_mrna_XM_012198838.1_487	0.843744220328577	whole brains	whole brains|central brain
lcl|NW_012130065.1_mrna_XM_012198849.1_488	0.14270153713481	neuronal cultures	neuronal cultures|whole brains|central brain
lcl|NW_012130065.1_mrna_XM_012198860.1_490	0.673307756835998	whole brains	whole brains|central brain|neuronal cultures
lcl|NW_012130065.1_mrna_XM_012198871.1_489	0.734356259956341	whole brains	whole brains|central brain|neuronal cultures
lcl|NW_012130065.1_mrna_XM_012198875.1_53	0.56912732067025	neuronal cultures	neuronal cultures|central brain|whole brains
lcl|NW_012130065.1_mrna_XM_012198883.1_491	0.353534017481693	whole brains	whole brains|central brain|neuronal cultures
lcl|NW_012130065.1_mrna_XM_012198893.1_492	0.225500094387547	neuronal cultures	neuronal cultures|whole brains|central brain
lcl|NW_012130065.1_mrna_XM_012198901.1_493	0.269379777177428	neuronal cultures	neuronal cultures|whole brains|central brain
lcl|NW_012130065.1_mrna_XM_012198906.1_9	0.162950253969485	central brain	central brain|neuronal cultures|whole brains
lcl|NW_012130065.1_mrna_XM_012198910.1_494	0.918973778377866	neuronal cultures	neuronal cultures|central brain|whole brains
lcl|NW_012130065.1_mrna_XM_012198921.1_495	0.86186156646464	neuronal cultures	neuronal cultures|central brain|whole brains
lcl|NW_012130065.1_mrna_XM_012198931.1_496	0.965621222810418	neuronal cultures	neuronal cultures|central brain|whole brains
lcl|NW_012130065.1_mrna_XM_012198939.1_497	0.964924515696441	neuronal cultures	neuronal cultures|central brain|whole brains
lcl|NW_012130065.1_mrna_XM_012198948.1_498	0.241707003818517	neuronal cultures	neuronal cultures|whole brains|central brain
lcl|NW_012130065.1_mrna_XM_012198959.1_499	0.0624067006925231	central brain	central brain|whole brains|neuronal cultures
lcl|NW_012130065.1_mrna_XM_012198969.1_500	0.22245211984627	central brain	central brain|neuronal cultures|whole brains
lcl|NW_012130065.1_mrna_XM_012198973.1_54	0.67798161915118	neuronal cultures	neuronal cultures|central brain|whole brains
lcl|NW_012130065.1_mrna_XM_012198981.1_502	0.0802456926887685	whole brains	whole brains|central brain|neuronal cultures
lcl|NW_012130065.1_mrna_XM_012198992.1_503	0.569207942869844	neuronal cultures	neuronal cultures|central brain|whole brains
lcl|NW_012130065.1_mrna_XM_012199003.1_504	0.590527338750281	neuronal cultures	neuronal cultures|central brain|whole brains
lcl|NW_012130065.1_mrna_XM_012199014.1_505	0.766074243182929	neuronal cultures	neuronal cultures|central brain|whole brains
lcl|NW_012130065.1_mrna_XM_012199024.1_507	0.458289216045532	whole brains	whole brains|neuronal cultures|central brain
lcl|NW_012130065.1_mrna_XM_012199035.1_509	0.965080037352908	whole brains	whole brains|central brain|neuronal cultures
