scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	center	submitter_id	pubmed_id	taxid	published_date	NCBI_Link	AWS_Link	GCP_Link	isolate	breed	host	isolation_source	collection_date	geo_loc_name	collected_by	biosamplemodel	condition_treatment	timeofseason_treatment	pair_id	cage	rna_type	dev_stage	description	strain	taxid_domain	taxid_kingdom	taxid_phylum	taxid_class	taxid_order	taxid_family	taxid_genus	taxid_species	scientific_name_original
Megachile rotundata	oocyte	oocyte			0hr					no		PRJNA887543	SAMN31171403	SRX17809488	SRR21820286	SRA1514743	SRS15333619	SRP401230	Maternal body condition and season influence RNA deposition in the oocytes of alfalfa leafcutting bees (Megachile rotundata)	RNA-seq of megachile rotundata: mRNA from oocyte	RNAseq prepared with Illumina TruSeq  Stranded mRNAseq Sample Prep kit	miRNA-seq of megachile rotundata: miRNA from oocyte		202133	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina NovaSeq 6000	22555177	4471875482	1427617369								Utah State University	SUB12120908		143995	2022-10-06 02:31:27	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21820/SRR21820286/SRR21820286.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21820286/SRR21820286	gs://sra-pub-zq-108/SRR21820286/SRR21820286.lite.1	not applicable	not applicable	not applicable	not applicable	2020-07-11	USA: Logan, UT		Invertebrate	control	late	M	9	mRNA				2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	oocyte	oocyte			0hr					no		PRJNA887543	SAMN31171402	SRX17809487	SRR21820287	SRA1514743	SRS15333618	SRP401230	Maternal body condition and season influence RNA deposition in the oocytes of alfalfa leafcutting bees (Megachile rotundata)	RNA-seq of megachile rotundata: mRNA from oocyte	RNAseq prepared with Illumina TruSeq  Stranded mRNAseq Sample Prep kit	miRNA-seq of megachile rotundata: miRNA from oocyte		202132	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina NovaSeq 6000	20392958	4031805594	1275608624								Utah State University	SUB12120908		143995	2022-10-06 02:32:56	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21820/SRR21820287/SRR21820287.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21820287/SRR21820287	gs://sra-pub-zq-108/SRR21820287/SRR21820287.lite.1	not applicable	not applicable	not applicable	not applicable	2020-07-11	USA: Logan, UT		Invertebrate	control	late	L	9	mRNA				2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	oocyte	oocyte			0hr					no		PRJNA887543	SAMN31171393	SRX17809486	SRR21820288	SRA1514743	SRS15333617	SRP401230	Maternal body condition and season influence RNA deposition in the oocytes of alfalfa leafcutting bees (Megachile rotundata)	RNA-seq of megachile rotundata: mRNA from oocyte	RNAseq prepared with Illumina TruSeq  Stranded mRNAseq Sample Prep kit	miRNA-seq of megachile rotundata: miRNA from oocyte		20130	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina NovaSeq 6000	22012975	4364244035	1388985434								Utah State University	SUB12120908		143995	2022-10-06 02:32:56	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21820/SRR21820288/SRR21820288.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21820288/SRR21820288	gs://sra-pub-zq-108/SRR21820288/SRR21820288.lite.1	not applicable	not applicable	not applicable	not applicable	2020-06-26	USA: Logan, UT		Invertebrate	control	early	C	9	mRNA				2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	oocyte	oocyte			0hr					no		PRJNA887543	SAMN31171392	SRX17809485	SRR21820289	SRA1514743	SRS15333616	SRP401230	Maternal body condition and season influence RNA deposition in the oocytes of alfalfa leafcutting bees (Megachile rotundata)	RNA-seq of megachile rotundata: mRNA from oocyte	RNAseq prepared with Illumina TruSeq  Stranded mRNAseq Sample Prep kit	miRNA-seq of megachile rotundata: miRNA from oocyte		20129	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina NovaSeq 6000	19783680	3923256478	1245045293								Utah State University	SUB12120908		143995	2022-10-06 02:32:56	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21820/SRR21820289/SRR21820289.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21820289/SRR21820289	gs://sra-pub-zq-108/SRR21820289/SRR21820289.lite.1	not applicable	not applicable	not applicable	not applicable	2020-06-26	USA: Logan, UT		Invertebrate	control	early	D	9	mRNA				2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole organism	Whole organism								no		PRJNA528472	SAMN11191495	SRX5557269	SRR8767046	SRA863935	SRS4521159	SRP189102	Megachile rotundata - raw sequence reads for mRNA seq of response to fluctuating temperatures	Invertebrate sample from whole Megachile rotundata pupa	Eye-pigmented pupa were exposed to temperature treatments, mRNA was extracted using the TriZol protocol			T0-B	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	NextSeq 500	17527585	4416951420	2549358788								United States Department of Agriculture, Agricultural Research Service	SUB5349880		143995	2019-06-25 13:23:42	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR008/767/SRR8767046.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8767046/SRR8767046	gs://sra-pub-zq-107/SRR8767046/SRR8767046.zq.1	Whole organism			Pupating at 29C until red-eye stage, whole organism mRNA extracted prior to FTR/CT treatments, replicate 2	2015-08-06	USA: North Dakota		Invertebrate						Pupa, eye-pigmented			2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole organism	Whole organism								no		PRJNA528472	SAMN11191494	SRX5557268	SRR8767047	SRA863935	SRS4521158	SRP189102	Megachile rotundata - raw sequence reads for mRNA seq of response to fluctuating temperatures	Invertebrate sample from whole Megachile rotundata pupa	Eye-pigmented pupa were exposed to temperature treatments, mRNA was extracted using the TriZol protocol			T0-A	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	NextSeq 500	17811149	4488409548	2615296027								United States Department of Agriculture, Agricultural Research Service	SUB5349880		143995	2019-06-25 13:23:42	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/767/SRR8767047.sralite.1	s3://sra-pub-zq-2/SRR8767047/SRR8767047.sralite.1	gs://sra-pub-zq-107/SRR8767047/SRR8767047.zq.1	Whole organism			Pupating at 29C until red-eye stage, whole organism mRNA extracted prior to FTR/CT treatments, replicate 1	2015-08-06	USA: North Dakota		Invertebrate						Pupa, eye-pigmented			2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole organism	Whole organism								no		PRJNA528472	SAMN11191497	SRX5557267	SRR8767048	SRA863935	SRS4521157	SRP189102	Megachile rotundata - raw sequence reads for mRNA seq of response to fluctuating temperatures	Invertebrate sample from whole Megachile rotundata pupa	Eye-pigmented pupa were exposed to temperature treatments, mRNA was extracted using the TriZol protocol			T1-A	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	NextSeq 500	19020602	4793191704	2795847836								United States Department of Agriculture, Agricultural Research Service	SUB5349880		143995	2019-06-25 13:23:42	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/767/SRR8767048.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8767048/SRR8767048	gs://sra-pub-zq-107/SRR8767048/SRR8767048.zq.1	Whole organism			Pupating at 29C until red-eye stage, transferred to FTR treatment, whole organism mRNA extracted during 1-hour warm pulse, replicate 1	2015-08-07	USA: North Dakota		Invertebrate						Pupa, eye-pigmented			2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole organism	Whole organism								no		PRJNA528472	SAMN11191496	SRX5557266	SRR8767049	SRA863935	SRS4521156	SRP189102	Megachile rotundata - raw sequence reads for mRNA seq of response to fluctuating temperatures	Invertebrate sample from whole Megachile rotundata pupa	Eye-pigmented pupa were exposed to temperature treatments, mRNA was extracted using the TriZol protocol			T0-C	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	NextSeq 500	18424363	4642939476	2689846600								United States Department of Agriculture, Agricultural Research Service	SUB5349880		143995	2019-06-25 13:23:42	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/767/SRR8767049.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8767049/SRR8767049	gs://sra-pub-zq-107/SRR8767049/SRR8767049.zq.1	Whole organism			Pupating at 29C until red-eye stage, whole organism mRNA extracted prior to FTR/CT treatments, replicate 3	2015-08-06	USA: North Dakota		Invertebrate						Pupa, eye-pigmented			2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole organism	Whole organism								no		PRJNA528472	SAMN11191499	SRX5557265	SRR8767050	SRA863935	SRS4521155	SRP189102	Megachile rotundata - raw sequence reads for mRNA seq of response to fluctuating temperatures	Invertebrate sample from whole Megachile rotundata pupa	Eye-pigmented pupa were exposed to temperature treatments, mRNA was extracted using the TriZol protocol			T1-C	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	NextSeq 500	19932757	5023054764	2893339944								United States Department of Agriculture, Agricultural Research Service	SUB5349880		143995	2019-06-25 13:23:42	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/767/SRR8767050.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8767050/SRR8767050	gs://sra-pub-zq-107/SRR8767050/SRR8767050.zq.1	Whole organism			Pupating at 29C until red-eye stage, transferred to FTR treatment, whole organism mRNA extracted during 1-hour warm pulse, replicate 3	2015-08-07	USA: North Dakota		Invertebrate						Pupa, eye-pigmented			2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole organism	Whole organism								no		PRJNA528472	SAMN11191498	SRX5557264	SRR8767051	SRA863935	SRS4521154	SRP189102	Megachile rotundata - raw sequence reads for mRNA seq of response to fluctuating temperatures	Invertebrate sample from whole Megachile rotundata pupa	Eye-pigmented pupa were exposed to temperature treatments, mRNA was extracted using the TriZol protocol			T1-B	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	NextSeq 500	19604670	4940376840	2845985466								United States Department of Agriculture, Agricultural Research Service	SUB5349880		143995	2019-06-25 13:23:42	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/767/SRR8767051.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8767051/SRR8767051	gs://sra-pub-zq-107/SRR8767051/SRR8767051.zq.1	Whole organism			Pupating at 29C until red-eye stage, transferred to FTR treatment, whole organism mRNA extracted during 1-hour warm pulse, replicate 2	2015-08-07	USA: North Dakota		Invertebrate						Pupa, eye-pigmented			2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole organism	Whole organism								no		PRJNA528472	SAMN11191501	SRX5557263	SRR8767052	SRA863935	SRS4521153	SRP189102	Megachile rotundata - raw sequence reads for mRNA seq of response to fluctuating temperatures	Invertebrate sample from whole Megachile rotundata pupa	Eye-pigmented pupa were exposed to temperature treatments, mRNA was extracted using the TriZol protocol			T2-B	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	NextSeq 500	19241062	4848747624	2801436385								United States Department of Agriculture, Agricultural Research Service	SUB5349880		143995	2019-06-25 13:23:43	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR008/767/SRR8767052.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8767052/SRR8767052	gs://sra-pub-zq-107/SRR8767052/SRR8767052.zq.1	Whole organism			Pupating at 29C until red-eye stage, transferred to FTR treatment, whole organism mRNA extracted after return to 6C, replicate 2	2015-08-07	USA: North Dakota		Invertebrate						Pupa, eye-pigmented			2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole organism	Whole organism								no		PRJNA528472	SAMN11191500	SRX5557262	SRR8767053	SRA863935	SRS4521152	SRP189102	Megachile rotundata - raw sequence reads for mRNA seq of response to fluctuating temperatures	Invertebrate sample from whole Megachile rotundata pupa	Eye-pigmented pupa were exposed to temperature treatments, mRNA was extracted using the TriZol protocol			T2-A	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	NextSeq 500	19532745	4922251740	2847406075								United States Department of Agriculture, Agricultural Research Service	SUB5349880		143995	2019-06-25 13:23:43	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/767/SRR8767053.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8767053/SRR8767053	gs://sra-pub-zq-107/SRR8767053/SRR8767053.zq.1	Whole organism			Pupating at 29C until red-eye stage, transferred to FTR treatment, whole organism mRNA extracted after return to 6C, replicate 1	2015-08-07	USA: North Dakota		Invertebrate						Pupa, eye-pigmented			2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole organism	Whole organism								no		PRJNA528472	SAMN11191503	SRX5557261	SRR8767054	SRA863935	SRS4521151	SRP189102	Megachile rotundata - raw sequence reads for mRNA seq of response to fluctuating temperatures	Invertebrate sample from whole Megachile rotundata pupa	Eye-pigmented pupa were exposed to temperature treatments, mRNA was extracted using the TriZol protocol			CT-A	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	NextSeq 500	15793134	3979869768	2319882581								United States Department of Agriculture, Agricultural Research Service	SUB5349880		143995	2019-06-25 13:23:43	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/767/SRR8767054.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8767054/SRR8767054	gs://sra-pub-zq-107/SRR8767054/SRR8767054.zq.1	Whole organism			Pupating at 29C until red-eye stage, transferred to CT - 6C treatment, whole organism mRNA extracted at T2 extraction, replicate 1	2015-08-07	USA: North Dakota		Invertebrate						Pupa, eye-pigmented			2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole organism	Whole organism								no		PRJNA528472	SAMN11191502	SRX5557260	SRR8767055	SRA863935	SRS4521150	SRP189102	Megachile rotundata - raw sequence reads for mRNA seq of response to fluctuating temperatures	Invertebrate sample from whole Megachile rotundata pupa	Eye-pigmented pupa were exposed to temperature treatments, mRNA was extracted using the TriZol protocol			T2-C	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	NextSeq 500	21292475	5365703700	3127236154								United States Department of Agriculture, Agricultural Research Service	SUB5349880		143995	2019-06-25 13:23:43	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/767/SRR8767055.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8767055/SRR8767055	gs://sra-pub-zq-107/SRR8767055/SRR8767055.zq.1	Whole organism			Pupating at 29C until red-eye stage, transferred to FTR treatment, whole organism mRNA extracted after return to 6C, replicate 3	2015-08-07	USA: North Dakota		Invertebrate						Pupa, eye-pigmented			2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole organism	Whole organism								no		PRJNA528472	SAMN11191505	SRX5557259	SRR8767056	SRA863935	SRS4521149	SRP189102	Megachile rotundata - raw sequence reads for mRNA seq of response to fluctuating temperatures	Invertebrate sample from whole Megachile rotundata pupa	Eye-pigmented pupa were exposed to temperature treatments, mRNA was extracted using the TriZol protocol			CT-C	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	NextSeq 500	16625919	4189731588	2420735512								United States Department of Agriculture, Agricultural Research Service	SUB5349880		143995	2019-06-25 13:23:43	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/767/SRR8767056.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8767056/SRR8767056	gs://sra-pub-zq-107/SRR8767056/SRR8767056.zq.1	Whole organism			Pupating at 29C until red-eye stage, transferred to CT - 6C treatment, whole organism mRNA extracted at T2 extraction, replicate 3	2015-08-07	USA: North Dakota		Invertebrate						Pupa, eye-pigmented			2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole organism	Whole organism								no		PRJNA528472	SAMN11191504	SRX5557258	SRR8767057	SRA863935	SRS4521148	SRP189102	Megachile rotundata - raw sequence reads for mRNA seq of response to fluctuating temperatures	Invertebrate sample from whole Megachile rotundata pupa	Eye-pigmented pupa were exposed to temperature treatments, mRNA was extracted using the TriZol protocol			CT-B	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	NextSeq 500	19232511	4846592772	2818831895								United States Department of Agriculture, Agricultural Research Service	SUB5349880		143995	2019-06-25 13:23:43	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/767/SRR8767057.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8767057/SRR8767057	gs://sra-pub-zq-107/SRR8767057/SRR8767057.zq.1	Whole organism			Pupating at 29C until red-eye stage, transferred to CT - 6C treatment, whole organism mRNA extracted at T2 extraction, replicate 2	2015-08-07	USA: North Dakota		Invertebrate						Pupa, eye-pigmented			2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562408	SRX3136118	SRR5979999	SRA602917	SRS2469009	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	Second lane of RNAseq for a Megachile rotundata late season diapausing, field managed bee sampled in November, biological replicate C		RNAseq for Megachile rotundata late season diapausing, field managed bees sampled in November		Second lane of RNAseq for a Megachile rotundata late season diapausing, field managed bee sampled in November, biological replicate C	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	4131265	834515530	561721401			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/979/SRR5979999.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5979999/SRR5979999	gs://sra-pub-zq-103/SRR5979999/SRR5979999.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2010-11	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from late season diapausing, field managed bees sampled in November during the diapause maintenance stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562408	SRX3136117	SRR5980000	SRA602917	SRS2469009	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	First lane of RNAseq for a Megachile rotundata late season diapausing, field managed bee sampled in November, biological replicate C		RNAseq for Megachile rotundata late season diapausing, field managed bees sampled in November		First lane of RNAseq for a Megachile rotundata late season diapausing, field managed bee sampled in November, biological replicate C	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	4125909	833433618	559938296			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980000.sralite.1	s3://sra-pub-zq-1/SRR5980000/SRR5980000.sralite.1	gs://sra-pub-zq-103/SRR5980000/SRR5980000.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2010-11	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from late season diapausing, field managed bees sampled in November during the diapause maintenance stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562396	SRX3136116	SRR5980001	SRA602917	SRS2469010	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	Second lane of RNAseq for a Megachile rotundata late season diapausing, lab managed bee sampled in March, biological replicate A		RNAseq for Megachile rotundata late season diapausing, lab managed bees sampled in March		Second lane of RNAseq for a Megachile rotundata late season diapausing, lab managed bee sampled in March, biological replicate A	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	3754015	758311030	511798579			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980001.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980001/SRR5980001	gs://sra-pub-zq-103/SRR5980001/SRR5980001.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2011-03	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from late season diapausing, lab managed bees sampled in March during the post-diapause quiescent stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562395	SRX3136115	SRR5980002	SRA602917	SRS2469021	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	Second lane of RNAseq for a Megachile rotundata late season diapausing, field managed bee sampled in May, biological replicate B		RNAseq for Megachile rotundata late season diapausing, field managed bees sampled in May		Second lane of RNAseq for a Megachile rotundata late season diapausing, field managed bee sampled in May, biological replicate B	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	4600653	929331906	623311225			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980002.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980002/SRR5980002	gs://sra-pub-zq-103/SRR5980002/SRR5980002.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2011-05	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from late season diapausing, field managed bees sampled in May during the post-diapause quiescent stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562402	SRX3136114	SRR5980003	SRA602917	SRS2469017	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	Second lane of RNAseq for a Megachile rotundata early season diapausing, field managed bee sampled in March, biological replicate A		RNAseq for Megachile rotundata early season diapausing, field managed bees sampled in March		Second lane of RNAseq for a Megachile rotundata early season diapausing, field managed bee sampled in March, biological replicate A	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	3371592	681061584	451065224			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980003.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980003/SRR5980003	gs://sra-pub-zq-104/SRR5980003/SRR5980003.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2011-03	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from early season diapausing, field managed bees sampled in March during the post-diapause quiescent stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562404	SRX3136113	SRR5980004	SRA602917	SRS2469020	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	Second lane of RNAseq for a Megachile rotundata late season diapausing, lab managed bee sampled in November, biological replicate B		RNAseq for Megachile rotundata late season diapausing, lab managed bees sampled in November		Second lane of RNAseq for a Megachile rotundata late season diapausing, lab managed bee sampled in November, biological replicate B	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	6226477	1257748354	853556894			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980004.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980004/SRR5980004	gs://sra-pub-zq-102/SRR5980004/SRR5980004.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2010-11	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from late season diapausing, lab managed bees sampled in November during the diapause maintenance stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562400	SRX3136112	SRR5980005	SRA602917	SRS2469016	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	First lane of RNAseq for a Megachile rotundata early season diapausing, field managed bee sampled in November, biological replicate C		RNAseq for Megachile rotundata early season diapausing, field managed bees sampled in November		First lane of RNAseq for a Megachile rotundata early season diapausing, field managed bee sampled in November, biological replicate C	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	3895903	786972406	528530429			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:26	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980005.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980005/SRR5980005	gs://sra-pub-zq-104/SRR5980005/SRR5980005.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2010-11	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from early season diapausing, field managed bees sampled in November during the diapause maintenance stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
