bwbw_mean	bwbw_median	bwbw_variance	wibw_mean	wibw_median	wibw_variance	bwwi_mean	bwwi_median	bwwi_variance	wiwi_mean	wiwi_median	wiwi_variance
round_0	0.731677559632533	0.739200750887004	0.00379450179522482	0.792190946287283	0.772825267539392	0.00348340589636061	0.841468104031896	0.837897243104895	0.00165542795761538	0.901477024680859	0.906872107999095	0.00115136054002689
round_1	0.819535252518726	0.854854142311607	0.00322183273685591	0.852231856963011	0.836151372672986	0.00151750882337211	0.950195663618559	0.950298778473545	1.35725775515251e-05	0.947657540413585	0.947309116924911	7.05348187132977e-05
round_3	0.769099813258669	0.792755663377426	0.00197972976914296	0.919139644796488	0.918613582898052	6.4542198029759e-05	0.949001684922153	0.949145477803461	1.56141333977871e-05	0.951446028678144	0.951244158794664	7.9729744013213e-05
