scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	center	submitter_id	pubmed_id	taxid	published_date	NCBI_Link	AWS_Link	GCP_Link	isolate	host	isolation_source	collection_date	geo_loc_name	biosamplemodel	breed	replicate	lat_lon	ecotype	dev_stage	nest_#	sample_month	colony	pooled_individual	caste	altitude	collected_by	depth	env_biome	host_tissue_sampled	identified_by	specimen_voucher	temp	biological_replicate	taxid_domain	taxid_kingdom	taxid_phylum	taxid_class	taxid_order	taxid_family	taxid_genus	taxid_species	scientific_name_original
Linepithema humile	whole body	whole body								no		PRJNA279338	SAMN03446182	SRX974652	SRR1948279	SRA248600	SRS889857	SRP056614	Linepithema humile queen gene expression	CS2			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	19661602	3932320400	2997509387		0.0E0	200	0	Application Read	Forward	1	University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/948/SRR1948279/SRR1948279.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1948279/SRR1948279	gs://sra-pub-zq-107/SRR1948279/SRR1948279.noqual.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		3	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body								no		PRJNA279338	SAMN03446175	SRX974649	SRR1948276	SRA248600	SRS889855	SRP056614	Linepithema humile queen gene expression	CS2			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	19107539	3821507800	2908804510		0.0E0	200	0	Application Read	Forward	1	University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/948/SRR1948276/SRR1948276.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1948276/SRR1948276	gs://sra-pub-zq-107/SRR1948276/SRR1948276.zq.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		2	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body								no		PRJNA279338	SAMN03446166	SRX974644	SRR1948272	SRA248600	SRS889851	SRP056614	Linepithema humile queen gene expression	CS2			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	13267146	2653429200	2020190024		0.0E0	200	0	Application Read	Forward	1	University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/948/SRR1948272/SRR1948272.sralite.1	s3://sra-pub-zq-5/SRR1948272/SRR1948272.sralite.1	gs://sra-pub-zq-106/SRR1948272/SRR1948272.zq.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		1	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body								no		PRJNA279338	SAMN03446185	SRX974628	SRR1948250	SRA248600	SRS889842	SRP056614	Linepithema humile queen gene expression	CA8			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	15719349	3143869800	2288490840		0.0E0	200	0	Application Read	Forward	1	University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/948/SRR1948250/SRR1948250.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1948250/SRR1948250	gs://sra-pub-zq-106/SRR1948250/SRR1948250.zq.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		3	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body								no		PRJNA279338	SAMN03446171	SRX974626	SRR1948238	SRA248600	SRS889834	SRP056614	Linepithema humile queen gene expression	CA8			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	10197855	2039571000	1482156545		0.0E0	200	0	Application Read	Forward	1	University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/948/SRR1948238/SRR1948238.sralite.1	s3://sra-pub-zq-5/SRR1948238/SRR1948238.sralite.1	gs://sra-pub-zq-107/SRR1948238/SRR1948238.zq.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		2	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body								no		PRJNA279338	SAMN03446165	SRX974625	SRR1948236	SRA248600	SRS889833	SRP056614	Linepithema humile queen gene expression	CA8			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	13137425	2627485000	1920207333		0.0E0	200	0	Application Read	Forward	1	University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/948/SRR1948236/SRR1948236.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1948236/SRR1948236	gs://sra-pub-zq-105/SRR1948236/SRR1948236.zq.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		1	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body								no		PRJNA279338	SAMN03446180	SRX974621	SRR1948233	SRA248600	SRS889829	SRP056614	Linepithema humile queen gene expression	CA4			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	17485275	3497055000	2545705092		0.0E0	200	0	Application Read	Forward	1	University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/948/SRR1948233/SRR1948233.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1948233/SRR1948233	gs://sra-pub-zq-105/SRR1948233/SRR1948233.zq.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		3	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body								no		PRJNA279338	SAMN03446173	SRX974620	SRR1948230	SRA248600	SRS889828	SRP056614	Linepithema humile queen gene expression	CA4			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	20272443	4054488600	2952491673		0.0E0	200	0	Application Read	Forward	1	University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/948/SRR1948230/SRR1948230.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1948230/SRR1948230	gs://sra-pub-zq-105/SRR1948230/SRR1948230.zq.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		2	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body								no		PRJNA279338	SAMN03446187	SRX974619	SRR1948229	SRA248600	SRS889827	SRP056614	Linepithema humile queen gene expression	CA4			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	10514775	2102955000	1530859387		0.0E0	200	0	Application Read	Forward	1	University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/948/SRR1948229/SRR1948229.sralite.1	s3://sra-pub-zq-8/SRR1948229/SRR1948229.sralite.1	gs://sra-pub-zq-103/SRR1948229/SRR1948229.noqual.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		1	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body								no		PRJNA279338	SAMN03446183	SRX974605	SRR1948184	SRA248600	SRS889815	SRP056614	Linepithema humile queen gene expression	CS4			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	22051867	4410373400	3159784540		0.0E0	200	0	Application Read	Forward	1	University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/948/SRR1948184/SRR1948184.sralite.1	s3://sra-pub-zq-1/SRR1948184/SRR1948184.sralite.1	gs://sra-pub-zq-103/SRR1948184/SRR1948184.zq.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		3	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body								no		PRJNA279338	SAMN03446179	SRX974604	SRR1948182	SRA248600	SRS889813	SRP056614	Linepithema humile queen gene expression	CS4			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	22257913	4451582600	3200996850		0.0E0	200	0	Application Read	Forward	1	University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/948/SRR1948182/SRR1948182.sralite.1	s3://sra-pub-zq-2/SRR1948182/SRR1948182.sralite.1	gs://sra-pub-zq-104/SRR1948182/SRR1948182.zq.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		2	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body								no		PRJNA279338	SAMN03446186	SRX974561	SRR1948185	SRA248600	SRS889778	SRP056614	Linepithema humile queen gene expression	CS4			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	14103164	2820632800	2028772700		0.0E0	200	0	Application Read	Forward	1	University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR001/948/SRR1948185.sralite.1	s3://sra-pub-zq-1/SRR1948185/SRR1948185.sralite.1	gs://sra-pub-zq-104/SRR1948185/SRR1948185.zq.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		1	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body								no		PRJNA279338	SAMN03446181	SRX971971	SRR1948105	SRA248600	SRS886984	SRP056614	Linepithema humile queen gene expression	CS12			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	16147646	3229529200	2320362045		0.0E0	200	0	Application Read	Forward	1	University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/948/SRR1948105/SRR1948105.sralite.1	s3://sra-pub-zq-8/SRR1948105/SRR1948105.sralite.1	gs://sra-pub-zq-104/SRR1948105/SRR1948105.noqual.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		3	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body								no		PRJNA279338	SAMN03446178	SRX971840	SRR1945090	SRA248600	SRS886853	SRP056614	Linepithema humile queen gene expression	CS8			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	17868790	3573758000	2574851930		0.0E0	200	0	Application Read	Forward	1	University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/945/SRR1945090/SRR1945090.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1945090/SRR1945090	gs://sra-pub-zq-107/SRR1945090/SRR1945090.noqual.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		3	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body								no		PRJNA279338	SAMN03446170	SRX971830	SRR1945074	SRA248600	SRS886844	SRP056614	Linepithema humile queen gene expression	CS8			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	11008427	2201685400	1582382321		0.0E0	200	0	Application Read	Forward	1	University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/945/SRR1945074/SRR1945074.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1945074/SRR1945074	gs://sra-pub-zq-106/SRR1945074/SRR1945074.noqual.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		2	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body								no		PRJNA279338	SAMN03446184	SRX973895	SRR1947301	SRA248600	SRS889136	SRP056614	Linepithema humile queen gene expression	CA12			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	19550313	3910062600	2955161112		0.0E0	200	0	Application Read	Forward	1	University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/947/SRR1947301/SRR1947301.sralite.1	s3://sra-pub-zq-1/SRR1947301/SRR1947301.sralite.1	gs://sra-pub-zq-103/SRR1947301/SRR1947301.zq.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		3	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body								no		PRJNA279338	SAMN03446176	SRX973892	SRR1947297	SRA248600	SRS889132	SRP056614	Linepithema humile queen gene expression	CA12			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	13145398	2629079600	1994547190		0.0E0	200	0	Application Read	Forward	1	University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/947/SRR1947297/SRR1947297.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1947297/SRR1947297	gs://sra-pub-zq-104/SRR1947297/SRR1947297.zq.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		1	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body								no		PRJNA279338	SAMN03446174	SRX971920	SRR1945261	SRA248600	SRS886933	SRP056614	Linepithema humile queen gene expression	CS12			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	20382188	4076437600	2934513340		0.0E0	200	0	Application Read	Forward	1	University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/945/SRR1945261/SRR1945261.sralite.1	s3://sra-pub-zq-1/SRR1945261/SRR1945261.sralite.1	gs://sra-pub-zq-103/SRR1945261/SRR1945261.zq.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		2	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
Linepithema humile	whole body	whole body								no		PRJNA279338	SAMN03446172	SRX971915	SRR1945172	SRA248600	SRS886928	SRP056614	Linepithema humile queen gene expression	CS12			Adult queen		paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000	16546574	3309314800	2388369946		0.0E0	200	0	Application Read	Forward	1	University of Oulu	L. humile queen RNA-seq controls		83485	2015-04-02 13:32:49	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/945/SRR1945172/SRR1945172.sralite.1	s3://sra-pub-zq-9/SRR1945172/SRR1945172.sralite.1	gs://sra-pub-zq-102/SRR1945172/SRR1945172.zq.1	not applicable	not applicable	not applicable	missing	Spain: Castell d'Aro	Invertebrate	not applicable																		1	2759	33208	6656	50557	7399	36668	83484	83485	Linepithema humile
