Surrogate variable	Sample group	BioProject	Library layout	Library selection	Instrument	Mapping rate	Log10 total reads	Log10 total bases
SV1	-0.0375263050923691	-0.0375263050923689	NA	-0.0375263050923689	-0.0375263050923689	0.0861695845430442	-0.00128861705114325	-0.0142351647213976
SV2	-0.0335602914920377	-0.0335602914920377	NA	-0.0335602914920377	-0.0335602914920377	-0.020318662001261	-0.0422133711656723	-0.0388924270561277
SV3	-0.0510960417844737	-0.0510960417844737	NA	-0.0510960417844737	-0.0510960417844737	-0.0161969951790497	0.00153436496618531	-0.0242984456605733
SV4	-0.00508010176475082	-0.00508010176475104	NA	-0.00508010176475104	-0.00508010176475104	0.0258385679660051	-0.0498822875066158	-0.0392047658546797
SV5	-0.0464382948919715	-0.0464382948919715	NA	-0.0464382948919715	-0.0464382948919715	-0.0366293748684627	-0.0402980834941091	-0.0507985036059007
