target_id	heads	brain
lcl|NW_011623728.1_mrna_XM_011054566.1_1	1.28376630870842	0.542975363327694
lcl|NW_011624586.1_ncrna_XR_846910.1_2	0	0.42898319496311
lcl|NW_011624727.1_mrna_XM_011069933.1_3	1.56218079638902	1.94270032622383
lcl|NW_011624860.1_mrna_XM_011050785.1_4	0	1.39572738714287
lcl|NW_011624872.1_mrna_XM_011051941.1_5	0.126981031786774	0
lcl|NW_011625353.1_mrna_XM_011053060.1_6	0.399032944365358	1.52464184176759
lcl|NW_011625419.1_mrna_XM_011054215.1_7	0.278864034538891	0.120572389928728
lcl|NW_011625430.1_mrna_XM_011055343.1_8	0.532295084365521	0.134409486875927
lcl|NW_011625696.1_mrna_XM_011057713.1_9	1.08729834438845	0.703171278124019
lcl|NW_011625781.1_mrna_XM_011058873.1_10	0.735845712061741	4.33398720468463
lcl|NW_011625949.1_mrna_XM_011062367.1_11	11.6712556378536	2.39579407188633
lcl|NW_011625970.1_mrna_XM_011063536.1_12	0.175958125118786	0.441945888867447
lcl|NW_011626003.1_mrna_XM_011064707.1_13	0	0.21269783362692
lcl|NW_011626056.1_mrna_XM_011065862.1_14	0.166647434288564	0.0815090118367539
lcl|NW_011626079.1_ncrna_XR_846969.1_15	1.02886235464403	2.06720948976797
lcl|NW_011626117.1_ncrna_XR_847052.1_16	1.8981876848264	4.18467585424027
lcl|NW_011626120.1_mrna_XM_011068524.1_17	0.165973061116228	0.0626593982564256
lcl|NW_011626159.1_mrna_XM_011069491.1_18	2.34696287142319	1.40528622049662
lcl|NW_011626164.1_mrna_XM_011069602.1_19	0.0740289128642623	0.209142014660273
lcl|NW_011626168.1_ncrna_XR_847172.1_20	5.16662296639855	6.87861134003476
lcl|NW_011626187.1_mrna_XM_011069818.1_21	1.5163263597743	0.980610158023905
lcl|NW_011626194.1_mrna_XM_011069934.1_22	0.942730275823509	0.676034663146345
lcl|NW_011626205.1_mrna_XM_011070057.1_23	4.24076305749974	1.49273718548645
lcl|NW_011626208.1_mrna_XM_011070177.1_24	0.0430695963162424	0.387257780635356
lcl|NW_011626220.1_mrna_XM_011070389.1_25	0.671479295084897	0.554684590322562
lcl|NW_011626221.1_mrna_XM_011070500.1_26	0.702742171759223	1.94109146294421
lcl|NW_011626222.1_mrna_XM_011070601.1_27	0.461560518512162	4.47766263745786
lcl|NW_011626239.1_mrna_XM_011070709.1_28	0	2.24410691162862
lcl|NW_011626243.1_mrna_XM_011070824.1_29	1.42948441244822	3.27751196709429
lcl|NW_011626245.1_mrna_XM_011070931.1_30	2.87614840713861	3.01821184225511
lcl|NW_011626261.1_mrna_XM_011050786.1_31	0.0931158894157997	0.170587881475934
lcl|NW_011626283.1_ncrna_XR_845635.1_33	0.186940042144182	4.41188798571825
lcl|NW_011626283.1_ncrna_XR_845637.1_34	0.0998585696005697	2.09856870045867
lcl|NW_011626283.1_ncrna_XR_845642.1_32	0.110498324216617	0.257959806781674
lcl|NW_011626283.1_ncrna_XR_845649.1_35	0	0.831688121279327
lcl|NW_011626283.1_ncrna_XR_845664.1_36	0	0.296383870619484
lcl|NW_011626290.1_mrna_XM_011051118.1_37	4.47969080734687	0.672436208469125
lcl|NW_011626291.1_mrna_XM_011051238.1_38	0.0556911760146074	0.33297083156258
lcl|NW_011626294.1_mrna_XM_011051359.1_39	0.463014330992713	3.39985786028698
lcl|NW_011626302.1_mrna_XM_011051468.1_40	0.235622347012175	0.0433480969913842
lcl|NW_011626310.1_mrna_XM_011051602.1_41	0.138312424303484	2.61576453533477
lcl|NW_011626321.1_ncrna_XR_845717.1_42	0	0
lcl|NW_011626324.1_mrna_XM_011051790.1_43	0	1.01959381114154
lcl|NW_011626327.1_mrna_XM_011051905.1_44	0.430131226659637	0.2820988389057
lcl|NW_011626331.1_mrna_XM_011052023.1_45	3.45979781812464	4.06199824359661
lcl|NW_011626337.1_mrna_XM_011052136.1_47	6.31578775778829	8.4406616639791
lcl|NW_011626337.1_mrna_XM_011052198.1_46	6.2896118281117	5.53451966473442
lcl|NW_011626340.1_mrna_XM_011052299.1_48	0.174140361927494	0.0758858715457336
