bwbw_n	bwbw_mean	bwbw_median	bwbw_variance	wibw_n	wibw_mean	wibw_median	wibw_variance	bwwi_n	bwwi_mean	bwwi_median	bwwi_variance	wiwi_n	wiwi_mean	wiwi_median	wiwi_variance
round_0	108	0.674811433283917	0.698099484786875	0.0158011981648409	0	NA	NA	NA	0	NA	NA	NA	102	0.832676057521138	0.88722757451776	0.0286983581690541
round_1	108	0.755938043348116	0.757131695147182	0.00041300466194762	0	NA	NA	NA	0	NA	NA	NA	102	0.943240002980466	0.944681414246178	0.000344370939841979
round_2	108	0.755938043348116	0.757131695147182	0.00041300466194762	0	NA	NA	NA	0	NA	NA	NA	102	0.943240002980466	0.944681414246178	0.000344370939841979
