scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	center	submitter_id	pubmed_id	taxid	published_date	NCBI_Link	AWS_Link	GCP_Link	isolate	isolation_source	collection_date	geo_loc_name	biosamplemodel	sequencing_batch	time_apf	biological_replicate	breed	replicate	collected_by	dev_stage	caste	knockdown	time_point	culture_medium	timepoint	technology	colony_type	internal_name	developmental_stage	colony	genotype/variation	time	host	sample_type	gender	taxid_domain	taxid_kingdom	taxid_phylum	taxid_class	taxid_order	taxid_family	taxid_genus	taxid_species	scientific_name_original
Harpegnathos saltator	ovary	Ovary					Day 3 worker Ovary			no		PRJNA684038	SAMN17050664	SRX9669530	SRR13237499	SRA1169906	SRS7868448	SRP297533	RNA sequencing of Harpegnathos saltator workers and gamergates' non-visual brains, ovaries, and fat bodies at 0, 3, and 10 days after initiation of the dueling tournament	GSM4969195: Day 3 worker Ovary replicate 4 [d3_w4_ov]; Harpegnathos saltator; RNA-Seq		Day 3 worker Ovary replicate 4 [d3_w4_ov]			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	2642913	266934213	94559777								GEO	GEO: GSE162969	33602869	610380	2021-02-01 18:47:19	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13237/SRR13237499/SRR13237499.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13237499/SRR13237499	gs://sra-pub-zq-107/SRR13237499/SRR13237499.lite.1													worker		Day 3													2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
