scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	center	submitter_id	pubmed_id	taxid	published_date	NCBI_Link	AWS_Link	GCP_Link	isolate	isolation_source	collection_date	geo_loc_name	biosamplemodel	sequencing_batch	time_apf	biological_replicate	breed	replicate	collected_by	dev_stage	caste	knockdown	time_point	culture_medium	timepoint	technology	colony_type	internal_name	developmental_stage	colony	genotype/variation	time	host	sample_type	gender	taxid_domain	taxid_kingdom	taxid_phylum	taxid_class	taxid_order	taxid_family	taxid_genus	taxid_species	scientific_name_original
Harpegnathos saltator	central brain	central brain				JH3	central brain			no		PRJNA675870	SAMN16727726	SRX9470631	SRR13020354	SRA1157143	SRS7680983	SRP292031	RNA-seq in Harpegnathos central brains after hormone injection	GSM4891898: JH3 injection - rep5; Harpegnathos saltator; RNA-Seq		JH3 injection - rep5			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	19960284	1516981584	597078843								GEO	GEO: GSE161203	34739833	610380	2021-11-05 10:28:11	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR013/13020/SRR13020354/SRR13020354.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13020354/SRR13020354	gs://sra-pub-zq-104/SRR13020354/SRR13020354.lite.1													worker															2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
