scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	lab	center	submitter_id	pubmed_id	taxid	published_date	biomaterial_provider	cell	location	antibody	batch	misc	NCBI_Link	AWS_Link	GCP_Link
Apis mellifera	tentacles	tentacles	Collection group (pear pollen)				Collection group (pear pollen), tentacles	yes	yes	no		PRJNA960873	SAMN34338453	SRX20078149	SRR24282635	SRA1626086	SRS17412286	SRP434040	Combined transcriptome and miRNA-based analysis of the molecular mechanism of collection preference in Italian honey bees	GSM7221238: Collection group (pear pollen), tentacles [LC3]; Apis mellifera; RNA-Seq		Collection group (pear pollen), tentacles [LC3]		GSM7221238	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	22062691	6582042684.0	1931076386.0									Shanxi Agricultural University	SUB13161010		7460	2024-04-22 00:01:01							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR024/24282/SRR24282635/SRR24282635.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24282635/SRR24282635	gs://sra-pub-zq-100/SRR24282635/SRR24282635.lite.1
Apis mellifera	tentacles	tentacles	Collection group (pear pollen)				Collection group (pear pollen), tentacles	yes	yes	no		PRJNA960873	SAMN34338454	SRX20078148	SRR24282636	SRA1626086	SRS17412285	SRP434040	Combined transcriptome and miRNA-based analysis of the molecular mechanism of collection preference in Italian honey bees	GSM7221237: Collection group (pear pollen), tentacles [LC2]; Apis mellifera; RNA-Seq		Collection group (pear pollen), tentacles [LC2]		GSM7221237	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	20536539	6131171066.0	1822267595.0									Shanxi Agricultural University	SUB13161010		7460	2024-04-22 00:01:01							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR024/24282/SRR24282636/SRR24282636.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24282636/SRR24282636	gs://sra-pub-zq-100/SRR24282636/SRR24282636.lite.1
Apis mellifera	tentacles	tentacles	Collection group (pear pollen)				Collection group (pear pollen), tentacles	yes	yes	no		PRJNA960873	SAMN34338455	SRX20078147	SRR24282637	SRA1626086	SRS17412284	SRP434040	Combined transcriptome and miRNA-based analysis of the molecular mechanism of collection preference in Italian honey bees	GSM7221236: Collection group (pear pollen), tentacles [LC1]; Apis mellifera; RNA-Seq		Collection group (pear pollen), tentacles [LC1]		GSM7221236	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	21864169	6526389382.0	1935131562.0									Shanxi Agricultural University	SUB13161010		7460	2024-04-22 00:01:01							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR024/24282/SRR24282637/SRR24282637.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24282637/SRR24282637	gs://sra-pub-zq-100/SRR24282637/SRR24282637.lite.1
Apis mellifera	tentacles	tentacles	Control group (no pollen)				Control group (no pollen), tentacles	yes	yes	no		PRJNA960873	SAMN34338456	SRX20078146	SRR24282638	SRA1626086	SRS17412283	SRP434040	Combined transcriptome and miRNA-based analysis of the molecular mechanism of collection preference in Italian honey bees	GSM7221235: Control group (no pollen), tentacles [CC3]; Apis mellifera; RNA-Seq		Control group (no pollen), tentacles [CC3]		GSM7221235	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	21569154	6440893224.0	1910360752.0									Shanxi Agricultural University	SUB13161010		7460	2024-04-22 00:01:01							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR024/24282/SRR24282638/SRR24282638.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24282638/SRR24282638	gs://sra-pub-zq-100/SRR24282638/SRR24282638.lite.1
Apis mellifera	tentacles	tentacles	Control group (no pollen)				Control group (no pollen), tentacles	yes	yes	no		PRJNA960873	SAMN34338457	SRX20078145	SRR24282639	SRA1626086	SRS17412282	SRP434040	Combined transcriptome and miRNA-based analysis of the molecular mechanism of collection preference in Italian honey bees	GSM7221234: Control group (no pollen), tentacles [CC2]; Apis mellifera; RNA-Seq		Control group (no pollen), tentacles [CC2]		GSM7221234	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	29332330	8761703572.0	2629349631.0									Shanxi Agricultural University	SUB13161010		7460	2024-04-22 00:01:01							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR024/24282/SRR24282639/SRR24282639.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24282639/SRR24282639	gs://sra-pub-zq-100/SRR24282639/SRR24282639.lite.1
