bwbw_mean	bwbw_median	bwbw_variance	wibw_mean	wibw_median	wibw_variance	bwwi_mean	bwwi_median	bwwi_variance	wiwi_mean	wiwi_median	wiwi_variance
round_0	0.402082744833442	0.375787747812746	0.010067906281525	0.380345119721295	0.352674673486387	0.00988643335188126	NA	NA	NA	0.418923521912082	0.392070018932984	0.0124761685745248
round_1	0.779136256473293	0.781934444183392	0.00132014968930217	0.722963931691875	0.723242397679953	0.00106683246890232	NA	NA	NA	0.80731003398218	0.807992398159657	0.00132910090477515
round_6	0.585139239392228	0.585846753706541	0.00568502475651684	0.558486078366983	0.541424132144283	0.00489742349352502	NA	NA	NA	0.81731310643599	0.825983705681534	0.00536118452965188
