"Group"	"BioProject"	"Library layout"	"Library selection"	"Instrument"	"Mapping rate"	"Log10 total reads"	"Log10 total bases"
0.334636771551229	0.409382986729533	0.0388950299992337	0.250445733785623	0.316295835018497	0.0909401038267068	0.189248995979323	0.0463277788713345
-0.00926409662136152	0.0929801025055095	0.0568799433033725	-0.00261907433738995	0.0976310916781112	-0.00473646210092649	0.0139767499786025	-0.000333865601394256
0.0332743146582668	0.0141295300626467	0.0200163380662419	0.0160534126206709	0.0322399429689134	0.0211671014057466	0.0188486843266857	-0.00440912031552965
0.0585777861746529	0.0450455699912464	-0.00534455565590819	0.043415641816764	0.0562546274271694	0.0622649818955197	0.0185661588233894	0.0319677310048007
-0.0230599204634894	-0.0085240998141638	0.00913691261340255	-0.00277754077580616	0.0097344871606263	0.00471660607576929	0.0128806660902323	-0.00426687484672827
-0.0202221690018909	-0.0345612574554188	-0.00213450714210839	-0.00880614257430157	-0.0016554349419835	-0.0028615672509138	0.00956743707702168	-0.00177514893658204
-0.0182265083611353	0.00393300520176698	0.0382559515164955	0.00907398412874139	0.0305323372173779	-0.00531730767844873	-0.00263365563586482	0.0016565494945644
-0.0179181527471066	0.337334744151985	0.182928724608203	0.153584264181801	0.301473080023754	0.0142571921736868	-0.00244240509592264	0.047515515554424
-0.0140393033715902	0.0168109384321522	0.0126229230420928	0.0145945331988083	0.0273571362320506	-0.00512942340190659	-0.00258919592432649	-0.00329295340692459
-0.00136941791201473	0.351440830597964	0.274738526734084	0.10533779525961	0.347836008127565	-0.00498284898532719	-0.00534187531388053	0.0217952307086978
-0.0135444075361153	0.0301109106451611	0.0424648916947296	0.000703869556208492	0.0470450650714945	-0.00256835717216752	-0.00530361454852879	-0.000670945854887472
0.243291205656968	0.369273714986218	0.00789509831065416	0.134923629403051	0.148148126125677	0.301590641225701	0.0165645548224879	0.0985529722556993
0.0846104983399227	0.164152730448562	0.012734068799744	0.054437415894823	0.0583308772128228	-0.00472348941512091	0.00402809736910792	-0.00523946797601615
0.0180595479571209	0.0706441176038575	0.00611776172258649	0.00879463419576054	0.012118452178181	0.0756762622452398	-0.00510090057492851	0.0219428694763546
0.323994141674747	0.394383750964198	0.063675471661863	0.181868635377517	0.36596250214922	0.162995928049626	-0.00505991618945223	0.0826109816571313
0.418309967591487	0.519238493486425	0.0293776579438947	0.145590150593289	0.220419447344123	0.0136033584205761	-0.0010054282726617	0.0754597402300955
0.0497839370602889	0.221441024547495	-0.00532513341340279	0.0106689102788249	0.0370449520482876	-0.00166436332454922	-0.00515013214656523	-0.00186959217081561
-0.00445220196220308	-0.00997040229722557	-0.0037953666958277	-0.00515105509355873	0.00218310185099801	-0.00519359239447725	0.00787437212464048	-0.00534720856647453
