"Group"	"BioProject"	"Library layout"	"Library selection"	"Instrument"	"Mapping rate"	"Log10 total reads"	"Log10 total bases"
0.306915948847117	0.377538381439256	0.127228185517754	0.215509002215303	0.305558446465906	0.0681298078874786	0.142699872295895	0.0112350740547862
0.0782312611440241	0.079413686251957	-0.00451461987141677	0.06319967247024	0.0889202480736652	0.056141709840007	0.0438006918721094	0.0286345411444963
0.00860625309567331	-0.012485112344226	0.00648618959489577	0.0138540942506842	0.0144232585026635	0.0186346684328418	0.0124071561297135	-0.00214291065843852
-0.0060687580205443	0.110575233995591	0.0383747460081277	0.0251887371751157	0.12102886425604	-0.00235039971420359	0.0433547174170551	0.015085316990489
-0.00166962348919997	-0.00853000281126826	-0.00213668776518028	0.00853857591567775	0.0120914239486485	0.00687854913804864	0.00594254950464701	0.00812328075701219
-0.0181669322475415	-0.000355042889160329	0.027270705790521	-0.00162138997948746	0.0241862863908492	-0.0044576569657433	0.00505364155304611	-0.00471588387361233
0.0151111687486819	-0.000508518212896769	0.000515117022535594	0.0107526529975386	0.0146665595147715	0.0120322543279289	0.00869803469787911	0.00302573207270529
-0.0191962407788313	-0.0296205073555122	-0.00384357314181383	-0.0112649568836862	-0.0145315207475356	-0.00466199487375407	-0.00394778567286092	-0.00420650872043105
-0.0171021247175325	0.17625997748124	0.133948078686962	0.0413644858166515	0.195799176604108	-0.00373247074511607	0.0204076258532577	0.00313013727998224
0.000265610930884508	0.453332661080207	0.302170023918219	0.179784754129847	0.429469164305317	-0.00381190880861637	-0.00128957966105192	0.0166982557519513
-0.0156752024518239	-0.0043370923740853	0.0336622431291003	-0.00615310788277057	0.0187293664347045	0.0102740812202128	-0.00449673192122413	-0.00355495281094909
-0.00701629192087538	0.10233739455658	0.0618592416152479	0.0133188377791488	0.0793925969423235	0.0191289538317951	-0.00467447983718405	0.0326702527900642
0.273913103511885	0.432179166692089	0.0213022331882672	0.137708096073269	0.182475320009655	0.423858633603041	0.00981225135166608	0.135306997846986
0.313495186305031	0.484427505948723	0.0384254413815918	0.173809233286574	0.388122349994336	0.0483576703603641	0.0105643089676088	0.0392585150237965
0.0484272843310509	0.0840736524584123	0.017780926795545	0.027053344019876	0.0779144638228567	0.0838784573827359	-0.00231840874229183	0.0194104881386882
0.412351470253776	0.498641793137083	0.0169086362622589	0.145139006280947	0.19364311090018	0.00391954672445916	-0.00302594794600153	0.110459986014935
0.0347561134694815	0.146442448544877	-0.00471450154092978	0.0280924608211384	0.00863055960668468	-0.00471435637835493	-0.00387929823381095	-0.000758269066341688
0.14583640292273	0.152923274381257	-0.00428863395427492	0.0379328078652322	0.0536787324320898	0.00787808018270764	-0.00471636541202769	0.0434761624070118
0.00762632559193088	0.0150550583132747	-0.00335587325047904	0.0117195563156127	-0.0167494240293591	-0.00389814487331286	0.00265588771524172	0.004002170390491
