scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	lab	center	submitter_id	pubmed_id	taxid	published_date	biomaterial_provider	cell	location	antibody	batch	misc	NCBI_Link	AWS_Link	GCP_Link	isolate	isolation_source	collection_date	geo_loc_name	biosamplemodel	sequencing_batch	time_apf	biological_replicate	breed	replicate	collected_by	dev_stage	caste	knockdown	time_point	culture_medium	timepoint	technology	colony_type	internal_name	developmental_stage	colony	genotype/variation	time	host	sample_type	gender	taxid_domain	taxid_kingdom	taxid_phylum	taxid_class	taxid_order	taxid_family	taxid_genus	taxid_species	scientific_name_original
Harpegnathos saltator	central brain	central brain		female	day 220			yes	yes	no		PRJNA876839	SAMN30673823	SRX17428079	SRR21423576	SRA1490912	SRS14982996	SRP395672	H. saltator Heat Shock	H. saltator heat shock RNA-seq sample h19	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator heat shock RNA-seq sample h19		W_CB_HS_d220_TL_s19	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	18730806	1545005427	739647862								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:25							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423576/SRR21423576.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423576/SRR21423576	gs://sra-pub-zq-103/SRR21423576/SRR21423576.lite.1	TL	missing	2019-06-12	USA	Invertebrate				missing	h19	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
Harpegnathos saltator	central brain	central brain		female	day 220			yes	yes	no		PRJNA876839	SAMN30673822	SRX17428078	SRR21423577	SRA1490912	SRS14982995	SRP395672	H. saltator Heat Shock	H. saltator heat shock RNA-seq sample h15	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator heat shock RNA-seq sample h15		W_CB_HS_d220_TL_s15	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	21207684	1748819007	832940583								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:25							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423577/SRR21423577.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423577/SRR21423577	gs://sra-pub-zq-103/SRR21423577/SRR21423577.lite.1	TL	missing	2019-06-12	USA	Invertebrate				missing	h15	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
Harpegnathos saltator	fat body	fat body		female	day 40			yes	yes	no		PRJNA876839	SAMN30673897	SRX17428077	SRR21423578	SRA1490912	SRS14982994	SRP395672	H. saltator Heat Shock	H. saltator untreated RNA-seq sample s38	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator untreated RNA-seq sample s38		W_FB_ds38_DR02_s38	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	18484104	1529148669	702251547								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:25							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423578/SRR21423578.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423578/SRR21423578	gs://sra-pub-zq-103/SRR21423578/SRR21423578.lite.1	DR02	missing	2017-08-15	USA	Invertebrate				missing	s38	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
Harpegnathos saltator	fat body	fat body		female	day 220			yes	yes	no		PRJNA876839	SAMN30673896	SRX17428076	SRR21423579	SRA1490912	SRS14982993	SRP395672	H. saltator Heat Shock	H. saltator untreated RNA-seq sample s34	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator untreated RNA-seq sample s34		W_FB_ds34_DR105_s34	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	17544478	1451629311	662917368								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:25							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423579/SRR21423579.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423579/SRR21423579	gs://sra-pub-zq-103/SRR21423579/SRR21423579.lite.1	DR105	missing	2017-07-27	USA	Invertebrate				missing	s34	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
Harpegnathos saltator	fat body	fat body		female	day 210			yes	yes	no		PRJNA876839	SAMN30673895	SRX17428075	SRR21423580	SRA1490912	SRS14982992	SRP395672	H. saltator Heat Shock	H. saltator untreated RNA-seq sample s29	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator untreated RNA-seq sample s29		W_FB_ds29_DR101_s29	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	19190798	1587620904	728464295								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:25							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423580/SRR21423580.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423580/SRR21423580	gs://sra-pub-zq-103/SRR21423580/SRR21423580.lite.1	DR101	missing	2017-07-27	USA	Invertebrate				missing	s29	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
Harpegnathos saltator	fat body	fat body		female	day 220			yes	yes	no		PRJNA876839	SAMN30673894	SRX17428074	SRR21423581	SRA1490912	SRS14982991	SRP395672	H. saltator Heat Shock	H. saltator untreated RNA-seq sample s28	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator untreated RNA-seq sample s28		W_FB_ds28_TL_s28	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	20663465	1709391503	789226373								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:25							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423581/SRR21423581.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423581/SRR21423581	gs://sra-pub-zq-103/SRR21423581/SRR21423581.lite.1	TL	missing	2017-07-27	USA	Invertebrate				missing	s28	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
Harpegnathos saltator	fat body	fat body		female	day 220			yes	yes	no		PRJNA876839	SAMN30673893	SRX17428073	SRR21423582	SRA1490912	SRS14982990	SRP395672	H. saltator Heat Shock	H. saltator untreated RNA-seq sample s27	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator untreated RNA-seq sample s27		W_FB_ds27_DR101_s27	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	21221753	1755722123	809698328								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:25							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423582/SRR21423582.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423582/SRR21423582	gs://sra-pub-zq-103/SRR21423582/SRR21423582.lite.1	DR101	missing	2017-07-27	USA	Invertebrate				missing	s27	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
Harpegnathos saltator	central brain	central brain		female	day 210			yes	yes	no		PRJNA876839	SAMN30673892	SRX17428072	SRR21423583	SRA1490912	SRS14982989	SRP395672	H. saltator Heat Shock	H. saltator untreated RNA-seq sample s8	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator untreated RNA-seq sample s8		W_CB_ds8_DR02_s8	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	19428711	1604559299	765185282								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:25							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423583/SRR21423583.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423583/SRR21423583	gs://sra-pub-zq-103/SRR21423583/SRR21423583.lite.1	DR02	missing	2017-06-27	USA	Invertebrate				missing	s8	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
Harpegnathos saltator	central brain	central brain		female	day 40			yes	yes	no		PRJNA876839	SAMN30673891	SRX17428071	SRR21423584	SRA1490912	SRS14982988	SRP395672	H. saltator Heat Shock	H. saltator untreated RNA-seq sample s86	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator untreated RNA-seq sample s86		W_CB_ds86_TL_s86	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	21661651	1791372948	798071570								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:25							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423584/SRR21423584.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423584/SRR21423584	gs://sra-pub-zq-103/SRR21423584/SRR21423584.lite.1	TL	missing	2017-12-11	USA	Invertebrate				missing	s86	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
Harpegnathos saltator	central brain	central brain		female	day 40			yes	yes	no		PRJNA876839	SAMN30673890	SRX17428070	SRR21423585	SRA1490912	SRS14982987	SRP395672	H. saltator Heat Shock	H. saltator untreated RNA-seq sample s85	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator untreated RNA-seq sample s85		W_CB_ds85_TL_s85	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	19652116	1625148494	723784291								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:25							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423585/SRR21423585.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423585/SRR21423585	gs://sra-pub-zq-103/SRR21423585/SRR21423585.lite.1	TL	missing	2017-12-04	USA	Invertebrate				missing	s85	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
Harpegnathos saltator	central brain	central brain		female	day 201			yes	yes	no		PRJNA876839	SAMN30673889	SRX17428069	SRR21423586	SRA1490912	SRS14982986	SRP395672	H. saltator Heat Shock	H. saltator untreated RNA-seq sample s70	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator untreated RNA-seq sample s70		W_CB_ds70_DR105_s70	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	21199927	1756811959	736402412								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:25							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423586/SRR21423586.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423586/SRR21423586	gs://sra-pub-zq-103/SRR21423586/SRR21423586.lite.1	DR105	missing	2017-12-04	USA	Invertebrate				missing	s70	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
Harpegnathos saltator	central brain	central brain		female	day 210			yes	yes	no		PRJNA876839	SAMN30673888	SRX17428068	SRR21423587	SRA1490912	SRS14982985	SRP395672	H. saltator Heat Shock	H. saltator untreated RNA-seq sample s69	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator untreated RNA-seq sample s69		W_CB_ds69_DR105_s69	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	21586421	1787438501	750033146								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:25							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423587/SRR21423587.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423587/SRR21423587	gs://sra-pub-zq-103/SRR21423587/SRR21423587.lite.1	DR105	missing	2017-12-04	USA	Invertebrate				missing	s69	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
Harpegnathos saltator	fat body	fat body		female	day 215			yes	yes	no		PRJNA876839	SAMN30673807	SRX17428067	SRR21423588	SRA1490912	SRS14982984	SRP395672	H. saltator Heat Shock	H. saltator heat shock RNA-seq sample h6	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator heat shock RNA-seq sample h6		GG_FB_Ctrl_d215_DR105_s6	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	16454289	1356905464	632730947								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:25							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423588/SRR21423588.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423588/SRR21423588	gs://sra-pub-zq-103/SRR21423588/SRR21423588.lite.1	DR105	missing	2019-06-12	USA	Invertebrate				missing	h6	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
Harpegnathos saltator	central brain	central brain		female	day 220			yes	yes	no		PRJNA876839	SAMN30673818	SRX17428058	SRR21423597	SRA1490912	SRS14982976	SRP395672	H. saltator Heat Shock	H. saltator heat shock RNA-seq sample h3	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator heat shock RNA-seq sample h3		W_CB_Ctrl_d220_TL_s3	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	15121895	1247059973	590291089								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:24							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423597/SRR21423597.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423597/SRR21423597	gs://sra-pub-zq-103/SRR21423597/SRR21423597.lite.1	TL	missing	2019-06-12	USA	Invertebrate				missing	h3	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
Harpegnathos saltator	central brain	central brain		female	day 220			yes	yes	no		PRJNA876839	SAMN30673800	SRX17428057	SRR21423598	SRA1490912	SRS14982974	SRP395672	H. saltator Heat Shock	H. saltator heat shock RNA-seq sample h7	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator heat shock RNA-seq sample h7		GG_CB_Ctrl_d220_TL_s7	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	18861608	1555099449	726135230								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:24							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423598/SRR21423598.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423598/SRR21423598	gs://sra-pub-zq-103/SRR21423598/SRR21423598.lite.1	TL	missing	2019-06-12	USA	Invertebrate				missing	h7	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
Harpegnathos saltator	central brain	central brain		female	day 220			yes	yes	no		PRJNA876839	SAMN30673817	SRX17428046	SRR21423609	SRA1490912	SRS14982963	SRP395672	H. saltator Heat Shock	H. saltator heat shock RNA-seq sample h1	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator heat shock RNA-seq sample h1		W_CB_Ctrl_d220_DR101_s1	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	18479111	1523631128	707370535								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:24							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423609/SRR21423609.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423609/SRR21423609	gs://sra-pub-zq-103/SRR21423609/SRR21423609.lite.1	DR101	missing	2019-06-12	USA	Invertebrate				missing	h1	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
Harpegnathos saltator	fat body	fat body		female	day 40			yes	yes	no		PRJNA876839	SAMN30673865	SRX17428041	SRR21423614	SRA1490912	SRS14982958	SRP395672	H. saltator Heat Shock	H. saltator untreated RNA-seq sample s65	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator untreated RNA-seq sample s65		GG_FB_ds65_DR105_s65	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	21659286	1795742964	748669425								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:24							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423614/SRR21423614.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423614/SRR21423614	gs://sra-pub-zq-103/SRR21423614/SRR21423614.lite.1	DR105	missing	2017-12-04	USA	Invertebrate				missing	s65	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
Harpegnathos saltator	fat body	fat body		female	day 728			yes	yes	no		PRJNA876839	SAMN30673864	SRX17428040	SRR21423615	SRA1490912	SRS14982957	SRP395672	H. saltator Heat Shock	H. saltator untreated RNA-seq sample s59	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator untreated RNA-seq sample s59		GG_FB_ds59_DR02_s59	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	23505093	1947378897	814008357								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:24							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423615/SRR21423615.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423615/SRR21423615	gs://sra-pub-zq-103/SRR21423615/SRR21423615.lite.1	DR02	missing	2017-09-04	USA	Invertebrate				missing	s59	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
Harpegnathos saltator	fat body	fat body		female	day 728			yes	yes	no		PRJNA876839	SAMN30673863	SRX17428039	SRR21423616	SRA1490912	SRS14982956	SRP395672	H. saltator Heat Shock	H. saltator untreated RNA-seq sample s58	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator untreated RNA-seq sample s58		GG_FB_ds58_DR105_s58	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	22711392	1881347197	785201360								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:23							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423616/SRR21423616.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423616/SRR21423616	gs://sra-pub-zq-103/SRR21423616/SRR21423616.lite.1	DR105	missing	2017-09-04	USA	Invertebrate				missing	s58	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
Harpegnathos saltator	fat body	fat body		female	day 525			yes	yes	no		PRJNA876839	SAMN30673862	SRX17428038	SRR21423617	SRA1490912	SRS14982955	SRP395672	H. saltator Heat Shock	H. saltator untreated RNA-seq sample s50	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator untreated RNA-seq sample s50		GG_FB_ds50_TL_s50	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	29342782	2431231839	1003048233								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:23							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423617/SRR21423617.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423617/SRR21423617	gs://sra-pub-zq-103/SRR21423617/SRR21423617.lite.1	TL	missing	2017-09-04	USA	Invertebrate				missing	s50	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
Harpegnathos saltator	fat body	fat body		female	day 511			yes	yes	no		PRJNA876839	SAMN30673861	SRX17428037	SRR21423618	SRA1490912	SRS14982954	SRP395672	H. saltator Heat Shock	H. saltator untreated RNA-seq sample s49	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator untreated RNA-seq sample s49		GG_FB_ds49_TL_s49	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	21841463	1810494183	754573434								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:23							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423618/SRR21423618.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423618/SRR21423618	gs://sra-pub-zq-103/SRR21423618/SRR21423618.lite.1	TL	missing	2017-08-15	USA	Invertebrate				missing	s49	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
Harpegnathos saltator	fat body	fat body		female	day 40			yes	yes	no		PRJNA876839	SAMN30673860	SRX17428036	SRR21423619	SRA1490912	SRS14982953	SRP395672	H. saltator Heat Shock	H. saltator untreated RNA-seq sample s40	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator untreated RNA-seq sample s40		GG_FB_ds40_DR02_s40	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	15528941	1284324501	597381009								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:23							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423619/SRR21423619.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423619/SRR21423619	gs://sra-pub-zq-103/SRR21423619/SRR21423619.lite.1	DR02	missing	2017-08-15	USA	Invertebrate				missing	s40	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
Harpegnathos saltator	fat body	fat body		female	day 40			yes	yes	no		PRJNA876839	SAMN30673859	SRX17428035	SRR21423620	SRA1490912	SRS14982952	SRP395672	H. saltator Heat Shock	H. saltator untreated RNA-seq sample s39	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator untreated RNA-seq sample s39		GG_FB_ds39_DR101_s39	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	17219875	1425128664	651250217								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:23							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423620/SRR21423620.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423620/SRR21423620	gs://sra-pub-zq-103/SRR21423620/SRR21423620.lite.1	DR101	missing	2017-08-15	USA	Invertebrate				missing	s39	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
Harpegnathos saltator	fat body	fat body		female	day 40			yes	yes	no		PRJNA876839	SAMN30673858	SRX17428034	SRR21423621	SRA1490912	SRS14982951	SRP395672	H. saltator Heat Shock	H. saltator untreated RNA-seq sample s36	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator untreated RNA-seq sample s36		GG_FB_ds36_DR02_s36	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	19356462	1601348774	741955244								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:23							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423621/SRR21423621.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423621/SRR21423621	gs://sra-pub-zq-103/SRR21423621/SRR21423621.lite.1	DR02	missing	2017-08-15	USA	Invertebrate				missing	s36	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
Harpegnathos saltator	central brain	central brain		female	day 220			yes	yes	no		PRJNA876839	SAMN30673804	SRX17428033	SRR21423622	SRA1490912	SRS14982950	SRP395672	H. saltator Heat Shock	H. saltator heat shock RNA-seq sample h22	total RNA was extracted from dissected tissues using Trizol, followed by poly-A selection, random priming, and preparation using the NEB Ultra II Directional RNA-seq prep kit	H. saltator heat shock RNA-seq sample h22		GG_CB_HS_d220_TL_s22	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 550	18088875	1491379446	697201167								Cell & Developmental Biology	University of Pennsylvania	SUB12014888		610380	2023-07-18 10:38:23							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR021/21423/SRR21423622/SRR21423622.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR21423622/SRR21423622	gs://sra-pub-zq-103/SRR21423622/SRR21423622.lite.1	TL	missing	2019-06-12	USA	Invertebrate				missing	h22	K Glastad	adult																2759	33208	6656	50557	7399	36668	604375	610380	Harpegnathos saltator
