target_id	whole body sample	whole body	brain
lcl|NW_027509230.1_miscrna_XR_013255767.1_187	1.30541389751457	1.0282787205263	0.025154693499685
lcl|NW_027509230.1_miscrna_XR_013255839.1_1532	3.73843670837685	1.70123138270307	0.241422911528353
lcl|NW_027509230.1_miscrna_XR_013255860.1_996	0.0882096591505003	0.264078199465676	0.274846340975664
lcl|NW_027509230.1_miscrna_XR_013255993.1_816	2.98453083363883	1.95773520555387	1.19447731912899
lcl|NW_027509230.1_miscrna_XR_013256146.1_762	1.32759575148959	0.772496337660041	1.35127996715606
lcl|NW_027509230.1_miscrna_XR_013256210.1_763	3.76012160137856	3.38038961396961	1.97096580505537
lcl|NW_027509230.1_miscrna_XR_013256336.1_1555	1.26497487834899	0.05232205363039	0
lcl|NW_027509230.1_miscrna_XR_013256337.1_1556	0.183341317835681	0	0
lcl|NW_027509230.1_miscrna_XR_013256338.1_1557	0	0.239452163899829	0
lcl|NW_027509230.1_miscrna_XR_013256352.1_498	0.572229028564715	0.0657306343298579	0.0964653573389333
lcl|NW_027509230.1_miscrna_XR_013256461.1_1194	4.10213949802974	2.70189252759246	1.93253466085493
lcl|NW_027509230.1_miscrna_XR_013256560.1_610	2.95148429434416	3.71718171138073	3.27413229926799
lcl|NW_027509230.1_miscrna_XR_013256605.1_1470	0.924523737747136	1.12027908040553	0.0042030581772819
lcl|NW_027509230.1_miscrna_XR_013256646.1_483	0.0431058392650977	0.0946223923163664	0.00995924296880293
lcl|NW_027509230.1_miscrna_XR_013256776.1_61	0.916226109885407	0.273758185514693	0.549449868984637
lcl|NW_027509230.1_miscrna_XR_013256777.1_59	0.542802716135	0.0794577411052011	0.116053304964124
lcl|NW_027509230.1_miscrna_XR_013256778.1_60	0.424383385894114	0.102997167569029	0.297844858891594
lcl|NW_027509230.1_miscrna_XR_013256782.1_62	0.797556417087325	0.184329019055242	0.41733189292863
lcl|NW_027509230.1_miscrna_XR_013256783.1_63	0.469030627147121	0.159036758314329	0.125338200151012
lcl|NW_027509230.1_miscrna_XR_013256829.1_93	5.11673369924104	5.19526275082818	4.52927686061865
