bwbw_mean	bwbw_median	bwbw_variance	wibw_mean	wibw_median	wibw_variance	bwwi_mean	bwwi_median	bwwi_variance	wiwi_mean	wiwi_median	wiwi_variance
round_0	0.671651937530954	0.667595299655886	0.0028435206819031	NA	NA	NA	NA	NA	NA	0.826553997765266	0.86465172353868	0.00936151594224358
round_1	0.743902214511	0.731123145671187	0.00326676318759388	NA	NA	NA	NA	NA	NA	0.929596721332674	0.924126279126037	0.000665700502134586
round_3	0.749669828009269	0.742116448231441	0.00154854974376238	NA	NA	NA	NA	NA	NA	0.926155390873325	0.921050224137964	0.000758195816595456
