target_id	whole body sample	whole body	brain
lcl|NW_027509230.1_miscrna_XR_013255767.1_187	0.651577767289165	0.495422420496637	0.189387353525806
lcl|NW_027509230.1_miscrna_XR_013255839.1_1532	3.28963264961886	2.18944714926591	0.179853456222564
lcl|NW_027509230.1_miscrna_XR_013255860.1_996	0.346103964214137	0.628169033378282	0.0575478494354341
lcl|NW_027509230.1_miscrna_XR_013255993.1_816	2.2559169910335	2.34010710670606	1.41453560728314
lcl|NW_027509230.1_miscrna_XR_013256146.1_762	1.38462899711121	0.820089174911536	1.57386886874845
lcl|NW_027509230.1_miscrna_XR_013256210.1_763	3.24154348600887	2.14976919634844	3.0276520511587
lcl|NW_027509230.1_miscrna_XR_013256336.1_1555	1.26504491800287	0.382285173738909	0
lcl|NW_027509230.1_miscrna_XR_013256337.1_1556	0.190362063472168	0.046702543185287	0
lcl|NW_027509230.1_miscrna_XR_013256338.1_1557	0	0.413353500004775	0.00162400704447076
lcl|NW_027509230.1_miscrna_XR_013256352.1_498	0.580319764148699	0.103004778726769	0.113656752726691
lcl|NW_027509230.1_miscrna_XR_013256461.1_1194	3.00407439314139	3.30718326324768	1.81657533849416
lcl|NW_027509230.1_miscrna_XR_013256560.1_610	2.10758384836131	3.17489762200034	3.75443027872686
lcl|NW_027509230.1_miscrna_XR_013256605.1_1470	0.667854418388987	0.549631914820366	0.210486558186965
lcl|NW_027509230.1_miscrna_XR_013256646.1_483	0.0244562139276495	0.0831032880913189	0.0189244002826107
lcl|NW_027509230.1_miscrna_XR_013256776.1_61	0.456318341789993	0.323058833368804	0.422378119809499
lcl|NW_027509230.1_miscrna_XR_013256777.1_59	0.448455528163162	0.0769575870147353	0.0976080352117417
lcl|NW_027509230.1_miscrna_XR_013256778.1_60	0.309033907516494	0.146237508735015	0.203527326168607
lcl|NW_027509230.1_miscrna_XR_013256782.1_62	0.572005715623421	0.233352408448069	0.314445437212899
lcl|NW_027509230.1_miscrna_XR_013256783.1_63	0.345415064581337	0.224919267516774	0.00988366811051436
lcl|NW_027509230.1_miscrna_XR_013256829.1_93	4.41938554817859	5.28134737303414	4.50590627167469
lcl|NW_027509230.1_miscrna_XR_013256881.1_1056	4.48397828082733	2.98668173968822	2.41207231055605
lcl|NW_027509230.1_miscrna_XR_013256969.1_798	0.20274642144692	1.11190513303159	0.125063742149215
lcl|NW_027509230.1_miscrna_XR_013257088.1_383	0.450402367786393	1.19384597107334	3.72899400469928
lcl|NW_027509230.1_miscrna_XR_013257154.1_359	0.772568702562618	1.02863259750336	2.61297620991598
