scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	lab	center	submitter_id	pubmed_id	taxid	published_date	biomaterial_provider	cell	location	antibody	batch	misc	NCBI_Link	AWS_Link	GCP_Link	mapping_rate
Temnothorax americanus	brain	brain	NA	NA	NA	NA	NA	yes	yes	no	NA	PRJNA503093	SAMN10352313	SRX4959587	SRR8138679	SRA801333	SRS3998922	SRP167292	Gene expression of tandem-running in Temnothorax	RNA-Seq of T. americanus: brain of female ants involved in recruitment	Subsequent dissection of T. americanus and T. longispinosus brains and extraction of RNA using the RNeasy Mini Extraction kit (Qiagen), was carried out before sending RNA samples to Beijing Genomics Institute (BGI) for library construction and sequencing 100 base pair (bp) paired-end reads on an Illumina HiSeq 4000.		NA	221_L4-L5	paired	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 4000	21488859	4297771800	1629099590	NA	NA	NA	NA	NA	NA	NA	Institute of Organismic and Molecular Evolution	Johannes Gutenberg University Mainz	SUB4704220	NA	1964332	2018-10-31 04:52:11	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR008/138/SRR8138679.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8138679/SRR8138679	gs://sra-pub-zq-102/SRR8138679/SRR8138679.zq.1	77.8
Temnothorax americanus	brain	brain	NA	NA	NA	NA	NA	yes	yes	no	NA	PRJNA503093	SAMN10352314	SRX4959584	SRR8138682	SRA801333	SRS3998919	SRP167292	Gene expression of tandem-running in Temnothorax	RNA-Seq of T. americanus: brain of female ants involved in recruitment	Subsequent dissection of T. americanus and T. longispinosus brains and extraction of RNA using the RNeasy Mini Extraction kit (Qiagen), was carried out before sending RNA samples to Beijing Genomics Institute (BGI) for library construction and sequencing 100 base pair (bp) paired-end reads on an Illumina HiSeq 4000.		NA	220_L4	paired	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 4000	21608825	4321765000	1679502357	NA	NA	NA	NA	NA	NA	NA	Institute of Organismic and Molecular Evolution	Johannes Gutenberg University Mainz	SUB4704220	NA	1964332	2018-10-31 04:52:11	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/138/SRR8138682.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8138682/SRR8138682	gs://sra-pub-zq-104/SRR8138682/SRR8138682.zq.1	83.1
Temnothorax americanus	brain	brain	NA	NA	NA	NA	NA	yes	yes	no	NA	PRJNA503093	SAMN10352328	SRX4959567	SRR8138699	SRA801333	SRS3998902	SRP167292	Gene expression of tandem-running in Temnothorax	RNA-Seq of T. americanus: brain of female ants involved in recruitment	Subsequent dissection of T. americanus and T. longispinosus brains and extraction of RNA using the RNeasy Mini Extraction kit (Qiagen), was carried out before sending RNA samples to Beijing Genomics Institute (BGI) for library construction and sequencing 100 base pair (bp) paired-end reads on an Illumina HiSeq 4000.		NA	222_L4	paired	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 4000	21710868	4342173600	1679833165	NA	NA	NA	NA	NA	NA	NA	Institute of Organismic and Molecular Evolution	Johannes Gutenberg University Mainz	SUB4704220	NA	1964332	2018-10-31 04:53:11	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/138/SRR8138699.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8138699/SRR8138699	gs://sra-pub-zq-104/SRR8138699/SRR8138699.zq.1	81.7
Temnothorax americanus	brain	brain	NA	NA	NA	NA	NA	yes	yes	no	NA	PRJNA503093	SAMN10352321	SRX4959593	SRR8138673	SRA801333	SRS3998927	SRP167292	Gene expression of tandem-running in Temnothorax	RNA-Seq of T. americanus: brain of female ants involved in recruitment	Subsequent dissection of T. americanus and T. longispinosus brains and extraction of RNA using the RNeasy Mini Extraction kit (Qiagen), was carried out before sending RNA samples to Beijing Genomics Institute (BGI) for library construction and sequencing 100 base pair (bp) paired-end reads on an Illumina HiSeq 4000.		NA	216_L4	paired	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 4000	21759674	4351934800	1760330256	NA	NA	NA	NA	NA	NA	NA	Institute of Organismic and Molecular Evolution	Johannes Gutenberg University Mainz	SUB4704220	NA	1964332	2018-10-31 04:52:11	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR008/138/SRR8138673.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8138673/SRR8138673	gs://sra-pub-zq-104/SRR8138673/SRR8138673.zq.1	78.4
Temnothorax americanus	brain	brain	NA	NA	NA	NA	NA	yes	yes	no	NA	PRJNA503093	SAMN10352307	SRX4959581	SRR8138685	SRA801333	SRS3998916	SRP167292	Gene expression of tandem-running in Temnothorax	RNA-Seq of T. americanus: brain of female ants involved in recruitment	Subsequent dissection of T. americanus and T. longispinosus brains and extraction of RNA using the RNeasy Mini Extraction kit (Qiagen), was carried out before sending RNA samples to Beijing Genomics Institute (BGI) for library construction and sequencing 100 base pair (bp) paired-end reads on an Illumina HiSeq 4000.		NA	205_L5	paired	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 4000	21998896	4399779200	1615502716	NA	NA	NA	NA	NA	NA	NA	Institute of Organismic and Molecular Evolution	Johannes Gutenberg University Mainz	SUB4704220	NA	1964332	2018-10-31 04:52:11	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/138/SRR8138685.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8138685/SRR8138685	gs://sra-pub-zq-103/SRR8138685/SRR8138685.zq.1	83.4
Temnothorax americanus	brain	brain	NA	NA	NA	NA	NA	yes	yes	no	NA	PRJNA503093	SAMN10352318	SRX4959588	SRR8138678	SRA801333	SRS3998923	SRP167292	Gene expression of tandem-running in Temnothorax	RNA-Seq of T. americanus: brain of female ants involved in recruitment	Subsequent dissection of T. americanus and T. longispinosus brains and extraction of RNA using the RNeasy Mini Extraction kit (Qiagen), was carried out before sending RNA samples to Beijing Genomics Institute (BGI) for library construction and sequencing 100 base pair (bp) paired-end reads on an Illumina HiSeq 4000.		NA	219_L4	paired	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 4000	22011185	4402237000	1766971025	NA	NA	NA	NA	NA	NA	NA	Institute of Organismic and Molecular Evolution	Johannes Gutenberg University Mainz	SUB4704220	NA	1964332	2018-10-31 04:52:11	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/138/SRR8138678.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8138678/SRR8138678	gs://sra-pub-zq-102/SRR8138678/SRR8138678.zq.1	82.5
Temnothorax americanus	brain	brain	NA	NA	NA	NA	NA	yes	yes	no	NA	PRJNA503093	SAMN10352323	SRX4959572	SRR8138694	SRA801333	SRS3998907	SRP167292	Gene expression of tandem-running in Temnothorax	RNA-Seq of T. americanus: brain of female ants involved in recruitment	Subsequent dissection of T. americanus and T. longispinosus brains and extraction of RNA using the RNeasy Mini Extraction kit (Qiagen), was carried out before sending RNA samples to Beijing Genomics Institute (BGI) for library construction and sequencing 100 base pair (bp) paired-end reads on an Illumina HiSeq 4000.		NA	212_L4	paired	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 4000	22071279	4414255800	1687650975	NA	NA	NA	NA	NA	NA	NA	Institute of Organismic and Molecular Evolution	Johannes Gutenberg University Mainz	SUB4704220	NA	1964332	2018-10-31 04:56:11	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/138/SRR8138694.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8138694/SRR8138694	gs://sra-pub-zq-104/SRR8138694/SRR8138694.zq.1	80.5
Temnothorax americanus	brain	brain	NA	NA	NA	NA	NA	yes	yes	no	NA	PRJNA503093	SAMN10352311	SRX4959575	SRR8138691	SRA801333	SRS3998910	SRP167292	Gene expression of tandem-running in Temnothorax	RNA-Seq of T. americanus: brain of female ants involved in recruitment	Subsequent dissection of T. americanus and T. longispinosus brains and extraction of RNA using the RNeasy Mini Extraction kit (Qiagen), was carried out before sending RNA samples to Beijing Genomics Institute (BGI) for library construction and sequencing 100 base pair (bp) paired-end reads on an Illumina HiSeq 4000.		NA	201_L5	paired	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 4000	22073215	4414643000	1653882698	NA	NA	NA	NA	NA	NA	NA	Institute of Organismic and Molecular Evolution	Johannes Gutenberg University Mainz	SUB4704220	NA	1964332	2018-10-31 04:53:11	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/138/SRR8138691.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8138691/SRR8138691	gs://sra-pub-zq-102/SRR8138691/SRR8138691.zq.1	85.2
Temnothorax americanus	brain	brain	NA	NA	NA	NA	NA	yes	yes	no	NA	PRJNA503093	SAMN10352320	SRX4959592	SRR8138674	SRA801333	SRS3998928	SRP167292	Gene expression of tandem-running in Temnothorax	RNA-Seq of T. americanus: brain of female ants involved in recruitment	Subsequent dissection of T. americanus and T. longispinosus brains and extraction of RNA using the RNeasy Mini Extraction kit (Qiagen), was carried out before sending RNA samples to Beijing Genomics Institute (BGI) for library construction and sequencing 100 base pair (bp) paired-end reads on an Illumina HiSeq 4000.		NA	214_L4	paired	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 4000	22083509	4416701800	1692559072	NA	NA	NA	NA	NA	NA	NA	Institute of Organismic and Molecular Evolution	Johannes Gutenberg University Mainz	SUB4704220	NA	1964332	2018-10-31 04:49:12	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR008/138/SRR8138674.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8138674/SRR8138674	gs://sra-pub-zq-103/SRR8138674/SRR8138674.zq.1	78.8
Temnothorax americanus	brain	brain	NA	NA	NA	NA	NA	yes	yes	no	NA	PRJNA503093	SAMN10352303	SRX4959577	SRR8138689	SRA801333	SRS3998912	SRP167292	Gene expression of tandem-running in Temnothorax	RNA-Seq of T. americanus: brain of female ants involved in recruitment	Subsequent dissection of T. americanus and T. longispinosus brains and extraction of RNA using the RNeasy Mini Extraction kit (Qiagen), was carried out before sending RNA samples to Beijing Genomics Institute (BGI) for library construction and sequencing 100 base pair (bp) paired-end reads on an Illumina HiSeq 4000.		NA	206_L5	paired	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 4000	22100966	4420193200	1615298660	NA	NA	NA	NA	NA	NA	NA	Institute of Organismic and Molecular Evolution	Johannes Gutenberg University Mainz	SUB4704220	NA	1964332	2018-10-31 04:50:11	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/138/SRR8138689.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8138689/SRR8138689	gs://sra-pub-zq-104/SRR8138689/SRR8138689.zq.1	84.3
