scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	lab	center	submitter_id	pubmed_id	taxid	published_date	biomaterial_provider	cell	location	antibody	batch	misc	NCBI_Link	AWS_Link	GCP_Link	mapping_rate
Temnothorax americanus	brain	brain	NA	NA	NA	NA	NA	yes	yes	no	NA	PRJNA503093	SAMN10352322	SRX4959573	SRR8138693	SRA801333	SRS3998909	SRP167292	Gene expression of tandem-running in Temnothorax	RNA-Seq of T. americanus: brain of female ants involved in recruitment	Subsequent dissection of T. americanus and T. longispinosus brains and extraction of RNA using the RNeasy Mini Extraction kit (Qiagen), was carried out before sending RNA samples to Beijing Genomics Institute (BGI) for library construction and sequencing 100 base pair (bp) paired-end reads on an Illumina HiSeq 4000.		NA	207_L5	paired	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 4000	22134619	4426923800	1611897575	NA	NA	NA	NA	NA	NA	NA	Institute of Organismic and Molecular Evolution	Johannes Gutenberg University Mainz	SUB4704220	NA	1964332	2018-10-31 04:53:11	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/138/SRR8138693.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8138693/SRR8138693	gs://sra-pub-zq-104/SRR8138693/SRR8138693.zq.1	85.1
Temnothorax americanus	brain	brain	NA	NA	NA	NA	NA	yes	yes	no	NA	PRJNA503093	SAMN10352319	SRX4959589	SRR8138677	SRA801333	SRS3998924	SRP167292	Gene expression of tandem-running in Temnothorax	RNA-Seq of T. americanus: brain of female ants involved in recruitment	Subsequent dissection of T. americanus and T. longispinosus brains and extraction of RNA using the RNeasy Mini Extraction kit (Qiagen), was carried out before sending RNA samples to Beijing Genomics Institute (BGI) for library construction and sequencing 100 base pair (bp) paired-end reads on an Illumina HiSeq 4000.		NA	213_L3	paired	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 4000	22247636	4449527200	1678157388	NA	NA	NA	NA	NA	NA	NA	Institute of Organismic and Molecular Evolution	Johannes Gutenberg University Mainz	SUB4704220	NA	1964332	2018-10-31 04:50:11	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/138/SRR8138677.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8138677/SRR8138677	gs://sra-pub-zq-102/SRR8138677/SRR8138677.zq.1	82.8
Temnothorax americanus	brain	brain	NA	NA	NA	NA	NA	yes	yes	no	NA	PRJNA503093	SAMN10352312	SRX4959586	SRR8138680	SRA801333	SRS3998921	SRP167292	Gene expression of tandem-running in Temnothorax	RNA-Seq of T. americanus: brain of female ants involved in recruitment	Subsequent dissection of T. americanus and T. longispinosus brains and extraction of RNA using the RNeasy Mini Extraction kit (Qiagen), was carried out before sending RNA samples to Beijing Genomics Institute (BGI) for library construction and sequencing 100 base pair (bp) paired-end reads on an Illumina HiSeq 4000.		NA	218_L3	paired	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 4000	22255795	4451159000	1711853577	NA	NA	NA	NA	NA	NA	NA	Institute of Organismic and Molecular Evolution	Johannes Gutenberg University Mainz	SUB4704220	NA	1964332	2018-10-31 04:52:11	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/138/SRR8138680.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8138680/SRR8138680	gs://sra-pub-zq-102/SRR8138680/SRR8138680.zq.1	83.8
Temnothorax americanus	brain	brain	NA	NA	NA	NA	NA	yes	yes	no	NA	PRJNA503093	SAMN10352327	SRX4959568	SRR8138698	SRA801333	SRS3998903	SRP167292	Gene expression of tandem-running in Temnothorax	RNA-Seq of T. americanus: brain of female ants involved in recruitment	Subsequent dissection of T. americanus and T. longispinosus brains and extraction of RNA using the RNeasy Mini Extraction kit (Qiagen), was carried out before sending RNA samples to Beijing Genomics Institute (BGI) for library construction and sequencing 100 base pair (bp) paired-end reads on an Illumina HiSeq 4000.		NA	202_L5	paired	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 4000	22258967	4451793400	1649431745	NA	NA	NA	NA	NA	NA	NA	Institute of Organismic and Molecular Evolution	Johannes Gutenberg University Mainz	SUB4704220	NA	1964332	2018-10-31 04:50:11	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/138/SRR8138698.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8138698/SRR8138698	gs://sra-pub-zq-103/SRR8138698/SRR8138698.zq.1	86.7
Temnothorax americanus	brain	brain	NA	NA	NA	NA	NA	yes	yes	no	NA	PRJNA503093	SAMN10352302	SRX4959576	SRR8138690	SRA801333	SRS3998911	SRP167292	Gene expression of tandem-running in Temnothorax	RNA-Seq of T. americanus: brain of female ants involved in recruitment	Subsequent dissection of T. americanus and T. longispinosus brains of individuals engaging in scouting or tandem-running and extraction of RNA using the RNeasy Mini Extraction kit (Qiagen), was carried out before sending RNA samples to Beijing Genomics Institute (BGI) for library construction and sequencing 100 base pair (bp) paired-end reads on an Illumina HiSeq 4000.		NA	223_L5	paired	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 4000	22349482	4469896400	1651930305	NA	NA	NA	NA	NA	NA	NA	Institute of Organismic and Molecular Evolution	Johannes Gutenberg University Mainz	SUB4704220	NA	1964332	2018-10-31 04:52:11	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR008/138/SRR8138690.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8138690/SRR8138690	gs://sra-pub-zq-104/SRR8138690/SRR8138690.zq.1	82.7
Temnothorax americanus	whole body	Whole body	NA	NA	NA	NA	NA	yes	yes	no	NA	PRJNA606685	SAMN14103495	SRX7786060	SRR11149977	SRA1042738	SRS6201732	SRP250461	Transcriptomics of Developmental Stages in Ants	RNA-Seq of Temnothorax americanus: Queen, Colony_K_482	RNA extraction of all samples was conducted in November 2016 using the RNAeasy mini extraction Kit (Qiagen, Inc.). For each species, we analyzed a medium-sized larva, an unpigmented worker pupa, a male, an adult worker, and a fertile queen from three different colonies each (N=30). We extracted RNA from whole bodies, as we had no prior assumptions as to which tissue differed most strongly in gene expression between our groups. To determine the sex of the larvae, we tested heterozygosity. For T. longispinosus the test shows clearly that all larvae are female. For T. americanus the samples show a heterogeneous pattern of heterozygosity, e.g., lowest heterozygosity in two of the queens, thus we cant clarify whether the larvae in this species are male or female. Library construction and sequencing was conducted at BGI Hong Kong on an Illumina HiSeq 4000. For rRNA depletion a poly-A selection was conducted. With a read length of 100 bp the libraries resulted in a total of 40 million paired-end reads (4 GB) for each sample.		NA	Temnothorax_24	paired	RNA-Seq	TRANSCRIPTOMIC	unspecified	Illumina HiSeq 4000	21480295	4296059000	1601087420	NA	NA	NA	NA	NA	NA	NA	Zoology/Evolutionary Biology	University of Regensburg	SUB6933222	NA	1964332	2020-05-01 00:09:24	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR011/149/SRR11149977/SRR11149977.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11149977/SRR11149977	gs://sra-pub-zq-107/SRR11149977/SRR11149977.zq.1	68.8
Temnothorax americanus	whole body	Whole body	NA	NA	NA	NA	NA	yes	yes	no	NA	PRJNA606685	SAMN14103493	SRX7786059	SRR11149978	SRA1042738	SRS6201731	SRP250461	Transcriptomics of Developmental Stages in Ants	RNA-Seq of Temnothorax americanus: Worker, Colony_K_482	RNA extraction of all samples was conducted in November 2016 using the RNAeasy mini extraction Kit (Qiagen, Inc.). For each species, we analyzed a medium-sized larva, an unpigmented worker pupa, a male, an adult worker, and a fertile queen from three different colonies each (N=30). We extracted RNA from whole bodies, as we had no prior assumptions as to which tissue differed most strongly in gene expression between our groups. To determine the sex of the larvae, we tested heterozygosity. For T. longispinosus the test shows clearly that all larvae are female. For T. americanus the samples show a heterogeneous pattern of heterozygosity, e.g., lowest heterozygosity in two of the queens, thus we cant clarify whether the larvae in this species are male or female. Library construction and sequencing was conducted at BGI Hong Kong on an Illumina HiSeq 4000. For rRNA depletion a poly-A selection was conducted. With a read length of 100 bp the libraries resulted in a total of 40 million paired-end reads (4 GB) for each sample.		NA	Temnothorax_23	paired	RNA-Seq	TRANSCRIPTOMIC	unspecified	Illumina HiSeq 4000	21489926	4297985200	1598263357	NA	NA	NA	NA	NA	NA	NA	Zoology/Evolutionary Biology	University of Regensburg	SUB6933222	NA	1964332	2020-05-01 00:09:24	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR011/149/SRR11149978/SRR11149978.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11149978/SRR11149978	gs://sra-pub-zq-109/SRR11149978/SRR11149978.zq.1	83.9
Temnothorax americanus	whole body	Whole body	NA	NA	NA	NA	NA	yes	yes	no	NA	PRJNA606685	SAMN14103481	SRX7786052	SRR11149989	SRA1042738	SRS6201724	SRP250461	Transcriptomics of Developmental Stages in Ants	RNA-Seq of Temnothorax americanus: Worker_Pupa, Colony_Y_695	RNA extraction of all samples was conducted in November 2016 using the RNAeasy mini extraction Kit (Qiagen, Inc.). For each species, we analyzed a medium-sized larva, an unpigmented worker pupa, a male, an adult worker, and a fertile queen from three different colonies each (N=30). We extracted RNA from whole bodies, as we had no prior assumptions as to which tissue differed most strongly in gene expression between our groups. To determine the sex of the larvae, we tested heterozygosity. For T. longispinosus the test shows clearly that all larvae are female. For T. americanus the samples show a heterogeneous pattern of heterozygosity, e.g., lowest heterozygosity in two of the queens, thus we cant clarify whether the larvae in this species are male or female. Library construction and sequencing was conducted at BGI Hong Kong on an Illumina HiSeq 4000. For rRNA depletion a poly-A selection was conducted. With a read length of 100 bp the libraries resulted in a total of 40 million paired-end reads (4 GB) for each sample.		NA	Temnothorax_17	paired	RNA-Seq	TRANSCRIPTOMIC	unspecified	Illumina HiSeq 4000	21498396	4299679200	1685023800	NA	NA	NA	NA	NA	NA	NA	Zoology/Evolutionary Biology	University of Regensburg	SUB6933222	NA	1964332	2020-05-01 00:09:24	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR011/149/SRR11149989.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11149989/SRR11149989	gs://sra-pub-zq-109/SRR11149989/SRR11149989.zq.1	82.5
Temnothorax americanus	whole body	Whole body	NA	NA	NA	NA	NA	yes	yes	no	NA	PRJNA606685	SAMN14103489	SRX7786057	SRR11149980	SRA1042738	SRS6201729	SRP250461	Transcriptomics of Developmental Stages in Ants	RNA-Seq of Temnothorax americanus: Larva, Colony_K_482	RNA extraction of all samples was conducted in November 2016 using the RNAeasy mini extraction Kit (Qiagen, Inc.). For each species, we analyzed a medium-sized larva, an unpigmented worker pupa, a male, an adult worker, and a fertile queen from three different colonies each (N=30). We extracted RNA from whole bodies, as we had no prior assumptions as to which tissue differed most strongly in gene expression between our groups. To determine the sex of the larvae, we tested heterozygosity. For T. longispinosus the test shows clearly that all larvae are female. For T. americanus the samples show a heterogeneous pattern of heterozygosity, e.g., lowest heterozygosity in two of the queens, thus we cant clarify whether the larvae in this species are male or female. Library construction and sequencing was conducted at BGI Hong Kong on an Illumina HiSeq 4000. For rRNA depletion a poly-A selection was conducted. With a read length of 100 bp the libraries resulted in a total of 40 million paired-end reads (4 GB) for each sample.		NA	Temnothorax_21	paired	RNA-Seq	TRANSCRIPTOMIC	unspecified	Illumina HiSeq 4000	21547690	4309538000	1602878999	NA	NA	NA	NA	NA	NA	NA	Zoology/Evolutionary Biology	University of Regensburg	SUB6933222	NA	1964332	2020-05-01 00:09:24	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR011/149/SRR11149980.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11149980/SRR11149980	gs://sra-pub-zq-108/SRR11149980/SRR11149980.zq.1	84.2
Temnothorax americanus	whole body	Whole body	NA	NA	NA	NA	NA	yes	yes	no	NA	PRJNA606685	SAMN14103483	SRX7786053	SRR11149984	SRA1042738	SRS6201725	SRP250461	Transcriptomics of Developmental Stages in Ants	RNA-Seq of Temnothorax americanus: Worker, Colony_Y_695	RNA extraction of all samples was conducted in November 2016 using the RNAeasy mini extraction Kit (Qiagen, Inc.). For each species, we analyzed a medium-sized larva, an unpigmented worker pupa, a male, an adult worker, and a fertile queen from three different colonies each (N=30). We extracted RNA from whole bodies, as we had no prior assumptions as to which tissue differed most strongly in gene expression between our groups. To determine the sex of the larvae, we tested heterozygosity. For T. longispinosus the test shows clearly that all larvae are female. For T. americanus the samples show a heterogeneous pattern of heterozygosity, e.g., lowest heterozygosity in two of the queens, thus we cant clarify whether the larvae in this species are male or female. Library construction and sequencing was conducted at BGI Hong Kong on an Illumina HiSeq 4000. For rRNA depletion a poly-A selection was conducted. With a read length of 100 bp the libraries resulted in a total of 40 million paired-end reads (4 GB) for each sample.		NA	Temnothorax_18	paired	RNA-Seq	TRANSCRIPTOMIC	unspecified	Illumina HiSeq 4000	21555618	4311123600	1611016219	NA	NA	NA	NA	NA	NA	NA	Zoology/Evolutionary Biology	University of Regensburg	SUB6933222	NA	1964332	2020-05-01 00:09:24	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/149/SRR11149984.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11149984/SRR11149984	gs://sra-pub-zq-108/SRR11149984/SRR11149984.zq.1	80.4
