bwbw_mean	bwbw_median	bwbw_variance	wibw_mean	wibw_median	wibw_variance	bwwi_mean	bwwi_median	bwwi_variance	wiwi_mean	wiwi_median	wiwi_variance
round_0	NA	NA	NA	0.673525158778328	0.675738444561279	0.00215216138193779	NA	NA	NA	0.935131106744428	1	0.00613571538878085
round_1	NA	NA	NA	0.66622062673609	0.666800093588995	0.00224469190036399	NA	NA	NA	0.933743181979813	1	0.00639937815842175
round_2	NA	NA	NA	0.66622062673609	0.666800093588995	0.00224469190036399	NA	NA	NA	0.933743181979813	1	0.00639937815842175
