target_id	tau	highest	order
lcl|NW_014554127.1_mrna_XM_014615869.1_1	NA	brain	brain
lcl|NW_014554147.1_mrna_XM_014611672.1_3	NA	brain	brain
lcl|NW_014554147.1_mrna_XM_014628260.1_2	NA	brain	brain
lcl|NW_014554147.1_mrna_XM_014633262.1_4	NA	brain	brain
lcl|NW_014554155.1_mrna_XM_014612903.1_5	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014614177.1_26	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014615012.1_27	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014615870.1_28	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014617097.1_23	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014617937.1_24	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014618736.1_25	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014620784.1_6	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014621605.1_13	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014622431.1_8	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014623295.1_17	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014624170.1_12	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014624957.1_15	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014625805.1_14	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014626622.1_7	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014627449.1_16	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014628261.1_9	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014629082.1_18	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014629911.1_11	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014630719.1_20	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014631466.1_19	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014632456.1_21	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014632655.1_34	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014632785.1_31	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014632870.1_29	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014632963.1_30	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014633090.1_33	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014633175.1_32	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014633307.1_35	NA	brain	brain
lcl|NW_014554159.1_mrna_XM_014633379.1_36	NA	brain	brain
lcl|NW_014554159.1_ncrna_XR_001375076.1_22	NA	brain	brain
lcl|NW_014554166.1_mrna_XM_014633504.1_37	NA	brain	brain
lcl|NW_014554171.1_mrna_XM_014633634.1_38	NA	brain	brain
lcl|NW_014554173.1_mrna_XM_014633871.1_39	NA	brain	brain
lcl|NW_014554185.1_mrna_XM_014612331.1_40	NA	brain	brain
lcl|NW_014554185.1_mrna_XM_014612449.1_41	NA	brain	brain
lcl|NW_014554185.1_mrna_XM_014612574.1_42	NA	brain	brain
lcl|NW_014554185.1_mrna_XM_014612949.1_44	NA	brain	brain
lcl|NW_014554185.1_ncrna_XR_001374164.1_43	NA	brain	brain
lcl|NW_014554191.1_mrna_XM_014613153.1_45	NA	brain	brain
lcl|NW_014554191.1_mrna_XM_014613287.1_46	NA	brain	brain
lcl|NW_014554223.1_mrna_XM_014613801.1_50	NA	brain	brain
