scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	lab	center	submitter_id	pubmed_id	taxid	published_date	biomaterial_provider	cell	location	antibody	batch	misc	NCBI_Link	AWS_Link	GCP_Link
Apis mellifera	mushroom bodies (brain region)	Mushroom bodies (brain region)	R2			Generalist	Mushroom bodies (brain region)	yes	yes	no		PRJNA860593	SAMN29851377	SRX16364377	SRR20331241	SRA1458695	SRS14001572	SRP387303	Mushroom body RNA-Sequencing of the honey bee brain	GSM6363984: 74; Apis mellifera; RNA-Seq		74		GSM6363984	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	18634372	5138759797.0	1763295527.0									Sarah Kocher, Lewis-Sigler Insitute for Genomic Biology, Princeton University	SUB11829713		7460	2025-07-20 00:05:32							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR020/20331/SRR20331241/SRR20331241.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR20331241/SRR20331241	gs://sra-pub-zq-107/SRR20331241/SRR20331241.lite.1
Apis mellifera	mushroom bodies (brain region)	Mushroom bodies (brain region)	R8			Non-Responder	Mushroom bodies (brain region)	yes	yes	no		PRJNA860593	SAMN29851378	SRX16364376	SRR20331242	SRA1458695	SRS14001571	SRP387303	Mushroom body RNA-Sequencing of the honey bee brain	GSM6363983: 158; Apis mellifera; RNA-Seq		158		GSM6363983	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	15712849	4313915872.0	1492266294.0									Sarah Kocher, Lewis-Sigler Insitute for Genomic Biology, Princeton University	SUB11829713		7460	2025-07-20 00:05:28							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR020/20331/SRR20331242/SRR20331242.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR20331242/SRR20331242	gs://sra-pub-zq-107/SRR20331242/SRR20331242.lite.1
Apis mellifera	mushroom bodies (brain region)	Mushroom bodies (brain region)	R8			Guard	Mushroom bodies (brain region)	yes	yes	no		PRJNA860593	SAMN29851379	SRX16364375	SRR20331243	SRA1458695	SRS14001569	SRP387303	Mushroom body RNA-Sequencing of the honey bee brain	GSM6363982: 173; Apis mellifera; RNA-Seq		173		GSM6363982	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	19082893	5247053786.0	1810647965.0									Sarah Kocher, Lewis-Sigler Insitute for Genomic Biology, Princeton University	SUB11829713		7460	2025-07-20 00:05:28							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR020/20331/SRR20331243/SRR20331243.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR20331243/SRR20331243	gs://sra-pub-zq-107/SRR20331243/SRR20331243.lite.1
Apis mellifera	mushroom bodies (brain region)	Mushroom bodies (brain region)	R8			Non-Responder	Mushroom bodies (brain region)	yes	yes	no		PRJNA860593	SAMN29851380	SRX16364374	SRR20331244	SRA1458695	SRS14001570	SRP387303	Mushroom body RNA-Sequencing of the honey bee brain	GSM6363981: 136; Apis mellifera; RNA-Seq		136		GSM6363981	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	15717698	4311433995.0	1471864002.0									Sarah Kocher, Lewis-Sigler Insitute for Genomic Biology, Princeton University	SUB11829713		7460	2025-07-20 00:05:37							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR020/20331/SRR20331244/SRR20331244.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR20331244/SRR20331244	gs://sra-pub-zq-107/SRR20331244/SRR20331244.lite.1
Apis mellifera	mushroom bodies (brain region)	Mushroom bodies (brain region)	R8			Non-Responder	Mushroom bodies (brain region)	yes	yes	no		PRJNA860593	SAMN29851381	SRX16364373	SRR20331245	SRA1458695	SRS14001568	SRP387303	Mushroom body RNA-Sequencing of the honey bee brain	GSM6363980: 185; Apis mellifera; RNA-Seq		185		GSM6363980	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	18364923	5048700859.0	1724883224.0									Sarah Kocher, Lewis-Sigler Insitute for Genomic Biology, Princeton University	SUB11829713		7460	2025-07-20 00:19:48							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR020/20331/SRR20331245/SRR20331245.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR20331245/SRR20331245	gs://sra-pub-zq-107/SRR20331245/SRR20331245.lite.1
