scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	lab	center	submitter_id	pubmed_id	taxid	published_date	biomaterial_provider	cell	location	antibody	batch	misc	NCBI_Link	AWS_Link	GCP_Link	ena_first_public	insdc_center_name	insdc_status	collection_date	geographic_location	lat_lon	sample_name	tissue_type	isolate	isolation_source	geo_loc_name	biosamplemodel	collected_by	host	behavior	taxid_domain	taxid_kingdom	taxid_phylum	taxid_class	taxid_order	taxid_family	taxid_genus	taxid_species	scientific_name_original
Temnothorax americanus										no		PRJEB76961	SAMEA115778332	ERX12701611	ERR13330646	ERA30649770	ERS20384930	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_OH_2_F	unspecified	SM_OH_2_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	17079898	5123969400	1715333955								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-01:40:53:901		1964332	2024-08-01 22:16:10							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330646/ERR13330646.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330646/ERR13330646	gs://sra-pub-zq-100/ERR13330646/ERR13330646.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	41.753 N 80.967 W	SM_OH_2_F	fatbody								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778333	ERX12701615	ERR13330650	ERA30649774	ERS20384931	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_OH_3_F	unspecified	SM_OH_3_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	19636898	5891069400	2005131405								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-01:46:08:287		1964332	2024-08-01 22:16:10							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330650/ERR13330650.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330650/ERR13330650	gs://sra-pub-zq-100/ERR13330650/ERR13330650.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	41.753 N 80.967 W	SM_OH_3_F	fatbody								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778248	ERX12701606	ERR13330641	ERA30649765	ERS20384846	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_MA_1_F	unspecified	SM_MA_1_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	18671460	5601438000	1907817463								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-01:37:03:347		1964332	2024-08-01 22:29:10							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330641/ERR13330641.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330641/ERR13330641	gs://sra-pub-zq-100/ERR13330641/ERR13330641.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	42.407 N 71.204 W	SM_MA_1_F	fatbody								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778329	ERX12703559	ERR13332542	ERA30652368	ERS20384927	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_OH_17_F	unspecified	SM_OH_17_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	15847040	4754112000	1545234366								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-19:45:25:907		1964332	2024-08-02 01:21:12							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13332/ERR13332542/ERR13332542.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13332542/ERR13332542	gs://sra-pub-zq-100/ERR13332542/ERR13332542.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	41.753 N 80.967 W	SM_OH_17_F	fatbody								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778681	ERX12704008	ERR13333015	ERA30654509	ERS20385279	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_WV_9_H	unspecified	SM_WV_9_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	15546537	4663961100	1609625797								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-28-06-2024-13:56:59:761		1964332	2024-08-02 01:10:40							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13333/ERR13333015/ERR13333015.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13333015/ERR13333015	gs://sra-pub-zq-100/ERR13333015/ERR13333015.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	38.110 N 80.136 W	SM_WV_9_H	head+antennae								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778289	ERX12701709	ERR13330744	ERA30649869	ERS20384887	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_NYH_11_F	unspecified	SM_NYH_11_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	10772525	3231757500	1051474154								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-03:48:42:947		1964332	2024-08-01 22:29:10							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330744/ERR13330744.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330744/ERR13330744	gs://sra-pub-zq-100/ERR13330744/ERR13330744.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	42.525 N 74.160 W	SM_NYH_11_F	fatbody								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778662	ERX12701760	ERR13330795	ERA30649922	ERS20385260	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_VT_21_H	unspecified	SM_VT_21_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	11651774	3495532200	1215244136								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-06:18:35:363		1964332	2024-08-02 01:21:12							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330795/ERR13330795.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330795/ERR13330795	gs://sra-pub-zq-100/ERR13330795/ERR13330795.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	43.945 N 73.076 W	SM_VT_21_H	head+antennae								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778660	ERX12701769	ERR13330804	ERA30649931	ERS20385258	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_VT_2_H	unspecified	SM_VT_2_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	19633690	5890107000	2038734637								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-06:44:02:444		1964332	2024-08-02 00:25:59							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330804/ERR13330804.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330804/ERR13330804	gs://sra-pub-zq-100/ERR13330804/ERR13330804.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	43.945 N 73.076 W	SM_VT_2_H	head+antennae								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778266	ERX12701545	ERR13330580	ERA30649704	ERS20384864	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_MA_4_B_F	unspecified	SM_MA_4_B_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	18012220	5403666000	1807572579								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-00:58:36:063		1964332	2024-08-02 01:28:37							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330580/ERR13330580.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330580/ERR13330580	gs://sra-pub-zq-100/ERR13330580/ERR13330580.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	42.407 N 71.204 W	SM_MA_4_B_F	fatbody								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778669	ERX12701798	ERR13330833	ERA30649960	ERS20385267	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_VT_9_H	unspecified	SM_VT_9_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	11911441	3573432300	1208524162								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-07:32:45:675		1964332	2024-08-02 00:25:59							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330833/ERR13330833.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330833/ERR13330833	gs://sra-pub-zq-100/ERR13330833/ERR13330833.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	43.945 N 73.076 W	SM_VT_9_H	head+antennae								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778676	ERX12703586	ERR13332569	ERA30652378	ERS20385274	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_WV_4_H	unspecified	SM_WV_4_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	12127037	3638111100	1268289566								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-20:40:39:419		1964332	2024-08-01 22:29:11							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13332/ERR13332569/ERR13332569.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13332569/ERR13332569	gs://sra-pub-zq-100/ERR13332569/ERR13332569.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	38.110 N 80.136 W	SM_WV_4_H	head+antennae								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778614	ERX12703216	ERR13332199	ERA30652349	ERS20385212	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_OH_12_H	unspecified	SM_OH_12_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	12474077	3742223100	1226656837								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-17:54:49:705		1964332	2024-08-01 22:29:10							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13332/ERR13332199/ERR13332199.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13332199/ERR13332199	gs://sra-pub-zq-100/ERR13332199/ERR13332199.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	41.753 N 80.967 W	SM_OH_12_H	head+antennae								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778367	ERX12701740	ERR13330775	ERA30649900	ERS20384965	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_VT_16_F	unspecified	SM_VT_16_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	16918532	5075559600	1764312204								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-05:17:15:396		1964332	2024-08-02 01:21:11							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330775/ERR13330775.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330775/ERR13330775	gs://sra-pub-zq-100/ERR13330775/ERR13330775.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	43.945 N 73.076 W	SM_VT_16_F	fatbody								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778590	ERX12701755	ERR13330790	ERA30649917	ERS20385188	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_NYH_4_H	unspecified	SM_NYH_4_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	17514966	5254489800	1780239578								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-06:06:07:190		1964332	2024-08-02 01:21:12							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330790/ERR13330790.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330790/ERR13330790	gs://sra-pub-zq-100/ERR13330790/ERR13330790.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	42.525 N 74.160 W	SM_NYH_4_H	head+antennae								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778594	ERX12701597	ERR13330632	ERA30649756	ERS20385192	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_NYH_9_B_H	unspecified	SM_NYH_9_B_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	16353781	4906134300	1649195147								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-01:30:29:666		1964332	2024-08-02 01:28:37							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330632/ERR13330632.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330632/ERR13330632	gs://sra-pub-zq-100/ERR13330632/ERR13330632.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	42.525 N 74.160 W	SM_NYH_9_B_H	head+antennae								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778557	ERX12701568	ERR13330603	ERA30649727	ERS20385155	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_MA_6_B_H	unspecified	SM_MA_6_B_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	16288208	4886462400	1601614057								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-01:11:20:480		1964332	2024-08-01 22:29:10							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330603/ERR13330603.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330603/ERR13330603	gs://sra-pub-zq-100/ERR13330603/ERR13330603.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	42.407 N 71.204 W	SM_MA_6_B_H	head+antennae								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778605	ERX12701802	ERR13330837	ERA30649964	ERS20385203	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_NYS_4_H	unspecified	SM_NYS_4_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	14852985	4455895500	1469718188								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-07:45:55:208		1964332	2024-08-02 01:28:38							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330837/ERR13330837.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330837/ERR13330837	gs://sra-pub-zq-100/ERR13330837/ERR13330837.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	41.455 N 73.868 W	SM_NYS_4_H	head+antennae								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778574	ERX12701701	ERR13330736	ERA30649861	ERS20385172	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_NH_4_H	unspecified	SM_NH_4_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	12805178	3841553400	1306705356								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-03:36:28:964		1964332	2024-08-02 01:21:11							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330736/ERR13330736.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330736/ERR13330736	gs://sra-pub-zq-100/ERR13330736/ERR13330736.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	43.510 N 71.402 W	SM_NH_4_H	head+antennae								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778538	ERX12701543	ERR13330578	ERA30649702	ERS20385136	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_MA_10_H	unspecified	SM_MA_10_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	21282069	6384620700	2205745092								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-00:56:55:183		1964332	2024-08-02 01:28:37							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330578/ERR13330578.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330578/ERR13330578	gs://sra-pub-zq-100/ERR13330578/ERR13330578.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	42.407 N 71.204 W	SM_MA_10_H	head+antennae								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778258	ERX12701598	ERR13330633	ERA30649757	ERS20384856	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_MA_19_F	unspecified	SM_MA_19_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	14605681	4381704300	1486207584								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-01:30:46:165		1964332	2024-08-01 22:16:09							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330633/ERR13330633.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330633/ERR13330633	gs://sra-pub-zq-100/ERR13330633/ERR13330633.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	42.407 N 71.204 W	SM_MA_19_F	fatbody								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778559	ERX12701641	ERR13330676	ERA30649800	ERS20385157	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_MA_8_H	unspecified	SM_MA_8_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	22987089	6896126700	2396734637								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-02:32:52:869		1964332	2024-08-02 01:21:11							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330676/ERR13330676.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330676/ERR13330676	gs://sra-pub-zq-100/ERR13330676/ERR13330676.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	42.407 N 71.204 W	SM_MA_8_H	head+antennae								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778589	ERX12701754	ERR13330789	ERA30649916	ERS20385187	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_NYH_3_H	unspecified	SM_NYH_3_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	24679036	7403710800	2450823191								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-06:00:53:113		1964332	2024-08-02 01:21:12							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330789/ERR13330789.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330789/ERR13330789	gs://sra-pub-zq-100/ERR13330789/ERR13330789.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	42.525 N 74.160 W	SM_NYH_3_H	head+antennae								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778312	ERX12701786	ERR13330821	ERA30649948	ERS20384910	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_NYS_16_F	unspecified	SM_NYS_16_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	6761488	2028446400	641079155								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-07:17:06:559		1964332	2024-08-01 22:29:10							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330821/ERR13330821.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330821/ERR13330821	gs://sra-pub-zq-100/ERR13330821/ERR13330821.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	41.455 N 73.868 W	SM_NYS_16_F	fatbody								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778552	ERX12701624	ERR13330659	ERA30649783	ERS20385150	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_MA_23_H	unspecified	SM_MA_23_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	13812951	4143885300	1430249147								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-01:55:04:212		1964332	2024-08-02 01:10:39							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330659/ERR13330659.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330659/ERR13330659	gs://sra-pub-zq-100/ERR13330659/ERR13330659.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	42.407 N 71.204 W	SM_MA_23_H	head+antennae								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
