scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	center	submitter_id	pubmed_id	taxid	published_date	NCBI_Link	AWS_Link	GCP_Link
Dinoponera quadriceps		brain					adult brain	no	no	no_tissue_label		PRJNA255520	SAMN02924096	SRX656304	SRR1519119	SRA175913	SRS661878	SRP044613	Molecular signatures of plastic phenotypes in two eusocial insect species with simple societies	GSM1438838: Alpha_12Y30; Dinoponera quadriceps; RNA-Seq		Alpha_12Y30			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000	33786008	6757201600	4352842828								GEO	GEO: GSE59525	26483466	609295	2015-09-30 16:44:43	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/519/SRR1519119/SRR1519119.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1519119/SRR1519119	gs://sra-pub-zq-103/SRR1519119/SRR1519119.zq.1
