GeneID	larvae	whole.adult.body	unknown	brain	royal.jelly	abdomen	antennae	pupae	fat.body	worker.jelly	hypopharyngeal.glands	Head	head	midgut	X2nd.thoracic.ganglia	malpighian.tubules	mandibular.glands	muscle	nasonov.gland	sting.gland	embryo	oocyte	ovaries	eviscerated.abdomen.and.fat.body	eviscerated.abdomen.with.attached.fat.bodies.and.inactive.ovaries	eviscerated.abdomen.with.attached.fat.bodies.and.ovaries	head.chest	mushroom.body	gut	pylori	thorax	thorax.and.abdomen	whole.adult.body.with.viral.enrichment	larval.gut	germline	queen.thorax	larval.head	hemolymph	abdominal.integument	rectum	head.and.thorax	egg	semen	spermetheca	flight.muscle.and.thoracic.exoskeleton	venom.gland	testis	virus.augmented.bee.lysate	male.gonad	antennal.lobes	wing.disc	wings.and.thoracic.dorsum	hindgut	antennal.lobes.and.subaesophageal.ganglion..al..region.of.the.brain	optic.lobes	ventriculus	thoracic.muscle	wings
QIUM02000108.1	2.15957125076286e-06	5.85547665846837e-07	1.03855289203985e-08	7.44454568088845e-08	0	4.13892895846898e-09	2.18522684651713e-07	7.14785666561896e-08	1.11987957410959e-08	0	6.67373507225696e-08	0	4.08188601190523e-06	1.51357785712104e-08	0	0	0	0	0	0	1.53845709895913e-08	0	6.7524873390994e-06	1.14273221744706e-07	0	0	0	2.07348948663175e-08	2.68155247418842e-08	0	1.80435685378514e-08	0	0	0	0	1.55315176127704e-06	0	0	0	0	0	0	5.95465293035914e-06	1.25118319310895e-06	0	0	0	0	0	0	4.28407843606309e-08	0	2.11931073915122e-06	0	1.3505978706583e-08	0	0	0
QIUM02000128.1	1.21556276002298e-05	2.13888412819571e-06	7.96255807766891e-05	5.27864042457247e-07	0	8.97250867658971e-08	4.86330681101365e-07	2.00081207146671e-07	2.32248433386635e-07	0	5.89190086847059e-08	0	4.27611775856055e-06	7.90025972824808e-08	5.68080731386046e-07	8.41638022174675e-07	9.22856907500422e-08	2.24116333856561e-07	1.12769803762433e-07	0	6.37867438250744e-07	0	1.68048434283992e-05	0	1.03423714213613e-07	1.12006193733292e-07	1.11973347414999e-07	5.49105100285178e-07	8.03853776332374e-08	4.46556786840881e-08	9.81653646683621e-08	5.91821899422857e-07	0	0	2.0781795853456e-06	4.12771713048722e-06	8.38108977505033e-08	2.81504468738263e-07	2.23703317785993e-07	6.74642415500178e-07	0	0	1.06048735578778e-05	8.50017996697509e-06	1.13284133400219e-07	0	9.005535238504e-07	0	2.69173021778839e-07	4.79274435523208e-08	0	1.17651525139864e-07	1.62534182767931e-06	1.22088405867919e-07	2.52580385803298e-07	2.24187753076114e-06	9.049299749574e-08	0
QIUM02000172.1	1.06670106083013e-06	1.6220098046985e-06	6.55587593692807e-05	2.49544890185442e-05	0	2.86697203204743e-08	1.28543490472804e-06	3.7023871158576e-07	6.0082744763639e-08	0	6.99741969547069e-06	0	5.76906151494802e-06	5.27201578227284e-08	2.56014403077146e-06	8.90250326118616e-07	1.35622670370154e-06	0	0	0	3.52593988813426e-07	0	4.60084067453748e-06	7.2689834158508e-07	0	0	0	3.99209126127397e-05	3.53359623900441e-08	7.88145949377461e-08	1.05468508953419e-07	2.94743773689424e-07	0	0	5.92303406622195e-07	0	1.48117035633675e-07	0	0	0	0	0	1.56520678731281e-05	1.77906377520923e-05	0	0	0	0	2.35900519778035e-06	3.64036117758966e-06	3.93625490409842e-07	1.1839950733997e-07	3.3663414097443e-06	2.35324195970439e-06	1.64050772722707e-06	9.89554917116264e-07	0	0
CM009938.2	0.00322057213583051	0.000989198344955523	0.00169779839434459	0.00212097962183324	0.000370646032872839	0.00126238455318889	0.00147025554490601	0.000870705404969362	0.00112230035046976	6.95420877623605e-08	0.000520569595388085	0	0.00126327772798504	0.00281535308110596	0.0019648123785861	0.00596822924843221	0.00201071814949782	0.00169032750537414	0.00282634929922566	0.00113408958141482	0.00183258277158482	0.00868240561768533	0.00227104096885016	0.00124595053566624	0.00102269329645983	0.00114577349358526	0.00469399754729191	0.00183606192345359	0.00149150789347064	0.00201973720280423	0.00155148857244222	0.000991880898502429	0.000401967408820024	0.0036426469671089	0.00175939729839029	0.0023377923448437	0.000705729621892314	0.00261869399873798	0.00248697179450836	0.000996318305376435	0.000987059968810509	0.00140596863651326	0.000228500028845196	0.000338965190390972	0.00131460753268924	0.000709359259912496	0.00427475850712451	7.66266308743536e-06	0.0064479208562111	0.00143214964601992	0.00161781269262382	0.00156085662247334	0.000955867543563415	0.000647299343592144	0.00059017735119591	0.0124131877589559	0.00153391876099098	2.20864688648823e-07
QIUM02000090.1	0.000576266233607117	0.000201794954731039	0.000796389874088254	0.00142134172818613	7.52579231712527e-05	0.000385934309792969	0.000813832572129691	0.000405692031294319	0.000771570186489304	0	0.000263436886603487	0	0.00280541721279818	0.000828408156317314	0.00137854578424082	0.00289859804798297	0.000623262112864107	0.00046890811934339	0.000903876251547338	0.000483173598623863	0.00144631447523157	0.000162522245635248	0.000792971224369586	0.000238250741250336	0.000178681034427813	0.00022968116215991	0.000773910609754079	0.00125120495970162	0.0016520930420434	0.000887495445171371	0.000334167989414309	0.000412254470239678	6.75378454740584e-05	9.77551742829767e-05	0.000690893095338533	0.000744959942341908	0.000228081705805173	0.00118451915530523	0.000566946673272816	0.00053779860915357	4.58780665364541e-05	0.000818321954042502	0.000125722693148571	0.000166442478498174	0.000122628559144887	0.000348488563699301	0.00162055182428453	2.56632095199186e-06	0.00120928643092982	0.00103866741393361	0.000397484353555758	0.000322907263571516	0.000378128474429957	0.00149227642588991	0.00159030917989309	0.00291621008697474	0.000313600106251838	0
QIUM02000150.1	1.69305146912672e-05	2.81704405832306e-06	9.0787749719003e-05	3.31713977554234e-06	6.60341473565901e-07	8.0011967648797e-07	7.58351430288028e-07	2.0442469617164e-06	6.35267659567762e-07	0	4.58927820663314e-07	0	1.03855921201509e-05	8.18612009824894e-07	2.35500544035241e-06	3.60472791202934e-06	1.03863309887375e-06	3.24374836180562e-06	1.44744401634737e-07	0	5.05673565009339e-06	7.92416528249343e-06	4.65709022426689e-05	8.73631824779303e-07	1.18668159745595e-06	4.9956728791561e-06	1.64398715328939e-06	2.50153140937049e-06	5.86803046267764e-07	1.15549358823101e-07	1.68481001757793e-06	1.08498407117098e-07	0	0	2.60310739045647e-05	8.88301111904145e-06	8.02262006871432e-07	1.59854270304292e-06	9.66696539657895e-08	3.25762244527864e-07	1.45647500357875e-07	1.07114772586516e-05	1.57709769182913e-05	1.20121743170234e-05	1.02475216617403e-06	3.48165951352808e-07	3.34441660367405e-06	0	2.62649316801273e-06	2.04568639486298e-06	1.44334990679436e-07	4.70132710516153e-07	2.77210894859157e-06	8.26954515840842e-07	4.30706848921133e-07	3.283929149299e-06	3.47028592767444e-06	0
QIUM02000179.1	0.000119990837344219	1.46692986785258e-05	0.000260208551531092	9.36625943857741e-06	0	1.33847318102758e-07	4.16377078014422e-07	3.99236761436715e-07	3.14706133484213e-07	0	2.22531189790424e-07	0	4.28540232854547e-05	3.03612113209736e-07	0	1.59648385072066e-06	5.81079575968875e-08	2.13447624752481e-07	0	0	2.63255168112872e-08	0	0.000311284318540958	7.14125846673624e-08	0	0	8.4659989611509e-07	1.99261028108953e-06	3.17239416498344e-07	0	5.38875797376024e-07	5.80461433980146e-07	0	0	5.64999612274179e-06	5.60389730851636e-05	0	0	2.86787192832248e-07	0	0	4.49048030814468e-07	0.000147691935646361	5.86054704517592e-05	0	0	0	0	0	0	1.05833775892823e-07	0	0.000247410322049835	3.28758085193527e-08	0	2.55963447805298e-06	5.21601059249769e-07	0
CM009939.2	0.000955821429474875	0.000407612255426157	0.001223537402242	0.00155172700965501	0.000183973152852427	0.000578922439499075	0.00159101811851539	0.000686894117092879	0.000644825064480807	1.55787170373909e-07	0.000293929962356242	0	0.00075840378833761	0.00103526810246796	0.00154550300499156	0.00352294217791074	0.0010802929262722	0.0010460399228997	0.00116724189757602	0.000660022969991129	0.00121050790449869	0.00229106261015348	0.0011529835580533	0.00058117051507602	0.000493569894658817	0.000607670683976757	0.00164061671998241	0.0016118772827632	0.000574367336289235	0.00159964067939004	0.000810581048955602	0.000470124324644554	0.000189144363907815	0.000443118659316885	0.000971064107747942	0.0010777280680827	0.000395251624809211	0.00114091989159355	0.00219926516594407	0.000653723295002449	0.000353905809341673	0.000932567110542347	0.00039896857819615	0.00050398116757068	0.000476478260792637	0.000465331316573268	0.00198566941469993	5.49415327131756e-06	0.00268607762089787	0.00109995434313103	0.000954881641638626	0.00129340909193525	0.000584173081511512	0.000496126201550716	0.0004812482131509	0.00371649289226169	0.00110025321199136	2.99824814281075e-07
QIUM02000088.1	0.000129619532559232	2.05118079623347e-05	0.000258472293826765	0.000164105222004903	1.15325313859256e-06	5.12807578401302e-05	9.30946400347267e-05	6.37587845135459e-05	4.99527663100031e-05	0	6.29683232485286e-06	0	3.81747352297508e-05	0.000123532209959374	0.000117402309386571	0.000168330244903861	2.59170756058778e-05	1.75240175742497e-05	3.48151930134763e-05	3.2570499389769e-05	2.64192388932001e-05	2.16140215938384e-05	5.33048881288373e-05	1.59471304666577e-05	7.91792153617796e-06	1.43567331694863e-05	5.64538808432814e-05	0.000186587031790034	3.85598377681018e-05	0.000104820570283731	3.28973360972242e-05	5.49676899463735e-06	1.81167809643998e-06	2.8946389897051e-06	1.94293007601757e-05	4.73620408695082e-06	1.1217692004445e-05	3.45529367871946e-05	1.19631647418576e-05	4.10892404310328e-05	1.26311090997809e-06	9.52640230406816e-05	7.25690394693355e-05	5.3471452900676e-05	3.49707874782981e-06	1.95265362358464e-05	5.50259356230624e-05	0	9.83902866196416e-06	0.000140385759621516	2.39371150065678e-05	8.57120677068787e-06	4.73464774648705e-05	3.20812656942635e-05	3.47787950035161e-05	0.000199499403579383	4.58968509197059e-05	0
QIUM02000089.1	1.78545518809272e-05	5.19170719438277e-07	8.79293550947837e-05	8.4715529054654e-07	0	4.91823255699743e-08	6.07515282611838e-07	3.91891803995372e-07	6.50962652684228e-08	0	2.8120364767833e-08	0	1.57681984189202e-06	1.14561284873955e-07	9.94942479944452e-08	5.72103239512144e-07	1.29798473111335e-07	5.97120577588631e-08	0	0	1.51488183772812e-07	0	1.40944795445563e-06	1.6809620980339e-07	2.75108450232499e-08	0	0	6.92201058932202e-08	2.1741533744323e-08	2.45411515317253e-08	9.3584122037687e-07	0	0	0	0	0	0	0	0	5.76313786955203e-08	0	4.40454249833547e-07	3.0004498050439e-05	1.12902483222618e-05	5.96935130589147e-08	1.43183718167612e-07	0	0	0	2.16038928822099e-07	8.95751694926283e-08	7.8619050302743e-08	5.21479812084784e-07	1.49543245335014e-07	3.06279333416054e-07	5.22372081888369e-13	0	0
QIUM02000092.1	2.51089968113685e-05	3.91778104117069e-06	8.95059858655429e-05	6.14827650473361e-06	1.37991152406222e-07	1.27440656988955e-06	1.33130599958648e-05	1.33788417362117e-06	1.06038439610126e-06	0	3.84335918549215e-07	0	7.63476025539938e-06	1.59576741495808e-06	4.18675675433827e-06	3.9579187388521e-06	6.93928291268486e-07	5.5889458754733e-07	6.87313105173725e-07	8.75127596420715e-07	3.46166486709237e-06	1.11372582006413e-06	7.72869723494034e-06	8.52042727813276e-07	2.47696378708152e-07	1.20204279692907e-06	1.65899757739021e-06	3.32044890922577e-06	5.58863547335044e-07	5.30139806980438e-07	1.7617935898365e-06	4.22617807244555e-07	8.12855905641599e-08	0	3.21384773237418e-07	6.64854000428273e-07	2.10514397448191e-07	6.00092485675314e-07	1.19803662324405e-07	5.06773154736448e-07	0	1.52659100201595e-05	6.91178560642395e-05	4.60831440493265e-05	2.37056061383248e-07	2.55471294012436e-07	1.34997562661579e-06	0	1.24148546537372e-06	3.67647744917878e-06	5.05766715116028e-07	1.36421395747573e-07	5.88853190910999e-06	1.91575423814226e-06	1.85961226357202e-06	3.20481469894353e-06	5.55218171096081e-07	0
QIUM02000099.1	1.26788681041121e-06	3.13613201525074e-07	0.000116803825707255	3.72964792766276e-08	0	0	7.63384587460187e-07	0	6.15845465898266e-09	0	4.27625941485328e-08	0	5.82397698257012e-07	0	0	0	0	0	0	0	1.26610062556289e-08	0	9.53659271307828e-07	0	0	0	0	5.90774547614209e-10	0	0	1.14041625604143e-07	0	0	0	2.1245266143477e-07	0	0	0	0	0	0	4.25190788297984e-07	1.45029215817927e-05	4.68667368514067e-06	0	0	0	0	0	0	0	1.06107138860401e-08	2.7466781498556e-07	0	0	0	0	0
QIUM02000102.1	2.29170665869878e-05	4.4033494804435e-06	9.70608291444741e-05	2.72605386816975e-05	6.56957090397958e-07	3.19910355645049e-06	2.53534354147085e-05	1.99837625344005e-05	4.19086928081313e-06	0	5.58729873632167e-07	0	5.12430479013423e-06	1.58224702763149e-05	9.49432080037406e-06	1.16264551509293e-05	2.43903356115799e-06	2.08387203045654e-06	2.39032251673895e-06	9.08572161012083e-07	8.2247484548161e-06	4.07332573786571e-06	1.28348203476293e-05	5.13183878926818e-06	3.56063886170313e-06	5.30068859144869e-06	3.14238434120116e-06	2.29648679745953e-05	1.02303803215376e-06	1.45275982849015e-05	2.67923326434009e-06	2.20379284514047e-06	1.29039451144144e-07	7.11819376936479e-07	0	2.60600426110903e-06	6.44507984134552e-07	1.40600914648002e-05	3.46533135508848e-06	8.31923075047774e-07	0	1.50886089861161e-05	4.50454628331501e-05	3.25170339479392e-05	3.18828259097402e-06	1.77850475811255e-06	1.02172586406645e-06	0	1.15416011250978e-05	1.2071636304959e-06	3.10401953641023e-06	1.91938502472124e-06	1.27471444893384e-05	5.8097737452638e-06	5.7895975910634e-06	4.10325118443587e-06	6.48288526411185e-07	0
QIUM02000111.1	2.85366003348107e-05	5.45716697725179e-06	8.85453567608006e-05	8.05849470535169e-07	1.92048659534423e-07	4.72856733863991e-07	1.33673765203234e-06	3.77778531236439e-05	3.4204191715462e-07	0	6.59149025277328e-07	0	1.06718378536234e-05	6.12413995074379e-07	3.70727607384091e-07	3.40246242903412e-06	4.04543264991613e-07	0	0	3.0203423457632e-07	7.49557086500129e-07	1.10493642278998e-06	1.196926277463e-05	2.46196404404774e-07	8.79717890765074e-08	4.65657323596113e-08	9.24812130633077e-08	1.03723933326982e-06	3.01688482060238e-07	1.10784218062161e-06	1.07585738447327e-07	2.11194156597539e-07	2.08120045882337e-06	0	1.90844229294492e-06	1.73498321307255e-06	6.98406827554634e-08	2.7774444388089e-07	0	3.48118588785519e-07	9.39945488505423e-08	9.35412141689833e-07	4.26302955691017e-05	2.89304208739635e-05	3.23517949684199e-07	2.3575681303369e-06	9.25108535973759e-07	0	1.89489261299544e-06	9.91844928945118e-07	2.32689624447381e-07	4.14755588853056e-07	4.10979750158537e-06	2.72111973591695e-07	1.91467724394162e-07	9.48639653143528e-06	1.11189117174216e-07	0
QIUM02000114.1	1.71401839351631e-05	1.02336158714819e-06	4.46731591257332e-05	1.07002830696751e-07	0	8.70963651710487e-08	1.01363600876039e-06	2.33626879463024e-08	1.32810863034367e-07	0	8.48319222964824e-09	0	1.67995663886996e-06	5.69191276237333e-08	0	6.05137794641849e-07	2.6760383040413e-08	0	0	0	2.98819451020448e-07	0	1.55449391506362e-06	8.07687384447817e-08	0	0	0	3.07557248981096e-08	5.48328333012212e-08	2.20300979029096e-08	1.37460648808725e-06	2.67333594694716e-07	1.06513426299638e-07	0	8.83647998978358e-07	2.83873377677993e-06	0	0	6.52275762049882e-08	0	0	5.53750614091928e-07	2.29176256033305e-05	1.81310372574968e-05	0	0	0	0	0	0	2.79369318440152e-07	2.2523659334226e-08	1.3739117877795e-06	1.57461076218458e-08	1.67305668588163e-08	8.84823930956939e-07	0	0
QIUM02000137.1	5.90809517299184e-05	3.49454524514893e-06	6.78042930276945e-05	1.67417347861666e-06	1.76329608913635e-07	5.85730884020492e-07	3.30073864241073e-06	1.8243310625468e-06	1.28523397566632e-06	0	2.59056332226574e-07	0	1.1437666975728e-05	1.20941510818071e-06	9.25763391167193e-07	3.08416279045428e-06	4.71126631738515e-07	1.17804143974924e-07	1.17782014501915e-07	0	2.28911262828539e-06	0	1.46642513538437e-05	3.58183658289374e-06	5.96898022965748e-07	5.79073780303657e-07	1.14763345367892e-06	1.73874648547234e-06	3.0141496465383e-07	1.30081889740723e-06	1.56127644568825e-06	3.29845901202442e-07	0	0	0	3.81798647894948e-06	8.84342347576798e-08	4.13095342991077e-07	7.25482752781874e-07	3.56203385382781e-07	0	9.19115309934852e-06	8.47699415809401e-05	5.551363419453e-05	2.35637519230538e-07	7.2476152388718e-07	8.59004943466872e-07	0	1.69010723076158e-06	4.36416470426197e-07	6.96490298867007e-07	1.37296828800267e-07	8.62375399264148e-06	9.87477561483924e-07	1.18789401620357e-06	4.48320897540636e-06	9.50047757134038e-08	0
