GeneID	tau	highest	order
QIUM02000170.1	0.960514476530123	spermetheca	spermetheca|semen|hindgut|antennae|head|larvae|malpighian tubules|ovaries|queen thorax|ventriculus|testis|male gonad|germline|eviscerated abdomen with attached fat bodies and ovaries|eviscerated abdomen with attached fat bodies and inactive ovaries|venom gland|rectum|fat body|whole adult body|abdomen|wing disc|antennal lobes and subaesophageal ganglion (al) region of the brain|eviscerated abdomen and fat body|whole adult body with viral enrichment|thorax|flight muscle and thoracic exoskeleton|hemolymph|optic lobes|thorax and abdomen|nasonov gland|midgut|embryo|egg|gut|mandibular glands|unknown|pylori|mushroom body|brain
QIUM02000171.1	0.941803481214338	larvae	larvae|spermetheca|ovaries|semen|hindgut|queen thorax|antennae|germline|malpighian tubules|hemolymph|head,chest|embryo|testis|ventriculus|head|whole adult body|wing disc|egg|head and thorax|antennal lobes and subaesophageal ganglion (al) region of the brain|eviscerated abdomen with attached fat bodies and ovaries|rectum|thorax and abdomen|unknown|fat body|eviscerated abdomen with attached fat bodies and inactive ovaries|abdomen|midgut|gut|eviscerated abdomen and fat body|venom gland|nasonov gland|wings and thoracic dorsum|mandibular glands|flight muscle and thoracic exoskeleton|optic lobes|mushroom body|brain
QIUM02000175.1	0.966973674704339	spermetheca	spermetheca|semen|larvae|hindgut|queen thorax|malpighian tubules|egg|testis|abdominal integument|nasonov gland|antennae|2nd thoracic ganglia|ovaries|pupae|eviscerated abdomen with attached fat bodies and ovaries|unknown|ventriculus|mushroom body|oocyte|male gonad|eviscerated abdomen and fat body|fat body|hemolymph|germline|thorax and abdomen|head|thorax|optic lobes|whole adult body|midgut|antennal lobes and subaesophageal ganglion (al) region of the brain|embryo|head and thorax|whole adult body with viral enrichment|pylori|brain|wings and thoracic dorsum|rectum|wing disc|gut|abdomen|venom gland|flight muscle and thoracic exoskeleton|mandibular glands
QIUM02000176.1	0.976278606717614	spermetheca	spermetheca|semen|larvae|hindgut|antennae|egg|malpighian tubules|ovaries|antennal lobes|ventriculus|abdomen|head|eviscerated abdomen and fat body|2nd thoracic ganglia|queen thorax|brain|midgut|antennal lobes and subaesophageal ganglion (al) region of the brain|thorax and abdomen|hypopharyngeal glands|wing disc|testis|flight muscle and thoracic exoskeleton|nasonov gland|germline|thorax|whole adult body|eviscerated abdomen with attached fat bodies and inactive ovaries|thoracic muscle|pupae|mushroom body|embryo|optic lobes|eviscerated abdomen with attached fat bodies and ovaries|mandibular glands|rectum|fat body|whole adult body with viral enrichment|hemolymph|unknown|gut|venom gland
QIUM02000177.1	0.973263455725538	larvae	larvae|spermetheca|semen|queen thorax|thorax|hindgut|antennae|whole adult body with viral enrichment|whole adult body|head|embryo|abdomen|ovaries|optic lobes|mandibular glands|mushroom body
QIUM02000178.1	0.981589410700984	spermetheca	spermetheca|larvae|semen|egg|hindgut|venom gland|antennae|ovaries|thoracic muscle|malpighian tubules|whole adult body|ventriculus|thorax|unknown|embryo|thorax and abdomen|midgut|mushroom body|abdomen|head|hemolymph
QIUM02000180.1	0.995686468266568	larvae	larvae|spermetheca|semen|egg|thorax|hindgut|queen thorax|whole adult body|antennae|malpighian tubules|ventriculus|ovaries|head|antennal lobes and subaesophageal ganglion (al) region of the brain|mushroom body|embryo|2nd thoracic ganglia|unknown|pupae|pylori|brain|testis|wing disc|eviscerated abdomen with attached fat bodies and ovaries|antennal lobes|flight muscle and thoracic exoskeleton|thorax and abdomen|fat body|optic lobes|eviscerated abdomen and fat body|nasonov gland|midgut|hypopharyngeal glands|abdomen|mandibular glands|venom gland|germline|hemolymph|male gonad|abdominal integument
QIUM02000182.1	0.973521515038906	embryo	embryo|thorax|oocyte|pylori|larvae|egg|spermetheca|abdomen|whole adult body|semen|pupae|midgut|malpighian tubules|whole adult body with viral enrichment|antennal lobes and subaesophageal ganglion (al) region of the brain|mushroom body|hindgut|antennae|mandibular glands|optic lobes|fat body|wings and thoracic dorsum|ovaries|royal jelly|ventriculus|abdominal integument|wing disc|hemolymph|antennal lobes|flight muscle and thoracic exoskeleton|head,chest|gut|thorax and abdomen|eviscerated abdomen with attached fat bodies and inactive ovaries|brain|head|unknown
QIUM02000187.1	0.991379645107062	larvae	larvae|spermetheca|semen|thorax|hindgut|egg|antennae|whole adult body|ventriculus|embryo|ovaries|eviscerated abdomen with attached fat bodies and ovaries|head|pupae|antennal lobes and subaesophageal ganglion (al) region of the brain|fat body|pylori|midgut|unknown|abdomen|mushroom body|brain|thorax and abdomen
QIUM02000188.1	0.972556336589204	spermetheca	spermetheca|larvae|semen|queen thorax|hindgut|whole adult body|ovaries|head|antennae|embryo|testis|malpighian tubules|ventriculus|wing disc|eviscerated abdomen with attached fat bodies and ovaries|eviscerated abdomen and fat body|thorax|germline|eviscerated abdomen with attached fat bodies and inactive ovaries|mandibular glands|head,chest|hemolymph|abdomen|thorax and abdomen|midgut|antennal lobes and subaesophageal ganglion (al) region of the brain|fat body|antennal lobes|egg|gut|nasonov gland|optic lobes|brain|mushroom body|flight muscle and thoracic exoskeleton|whole adult body with viral enrichment
QIUM02000189.1	0.961854479203204	spermetheca	spermetheca|larvae|semen|egg|queen thorax|ovaries|brain|thorax|2nd thoracic ganglia|hindgut|unknown|malpighian tubules|pylori|testis|antennal lobes|male gonad|germline|mushroom body|wings and thoracic dorsum|fat body|pupae|hemolymph|thoracic muscle|gut|antennae|abdominal integument|head,chest|mandibular glands|whole adult body with viral enrichment|antennal lobes and subaesophageal ganglion (al) region of the brain|oocyte|whole adult body|nasonov gland|venom gland|midgut|ventriculus|optic lobes|eviscerated abdomen and fat body|royal jelly|rectum|head|thorax and abdomen|wing disc|embryo|eviscerated abdomen with attached fat bodies and ovaries|abdomen|flight muscle and thoracic exoskeleton|hypopharyngeal glands|head and thorax|eviscerated abdomen with attached fat bodies and inactive ovaries
QIUM02000191.1	0.981585880041493	whole adult body	whole adult body|spermetheca|semen|larvae|egg|head|hindgut|ovaries|ventriculus|midgut|pupae|queen thorax|thorax|malpighian tubules|pylori|testis|germline|antennae|oocyte|unknown|gut|whole adult body with viral enrichment|thorax and abdomen|antennal lobes|venom gland|2nd thoracic ganglia|embryo|brain|mushroom body|rectum|wing disc|optic lobes|eviscerated abdomen and fat body|hemolymph|abdomen|mandibular glands|wings and thoracic dorsum|head and thorax|fat body|eviscerated abdomen with attached fat bodies and inactive ovaries|antennal lobes and subaesophageal ganglion (al) region of the brain
QIUM02000192.1	0.98623076563852	larvae	larvae|spermetheca|semen|whole adult body|egg|thorax|hindgut|ovaries|antennae|ventriculus|embryo|queen thorax|head|antennal lobes|wing disc|hemolymph|unknown|mushroom body|thorax and abdomen|midgut|2nd thoracic ganglia
QIUM02000194.1	0.996292164186101	oocyte	oocyte|ventriculus|testis|mushroom body|egg|midgut|malpighian tubules|antennal lobes|pupae|pylori|2nd thoracic ganglia|thorax|fat body|male gonad|eviscerated abdomen with attached fat bodies and ovaries|gut|venom gland|eviscerated abdomen and fat body|ovaries|larvae|antennae|brain|abdomen|hemolymph|hindgut|head,chest|wings and thoracic dorsum|nasonov gland|eviscerated abdomen with attached fat bodies and inactive ovaries|unknown|optic lobes|rectum|antennal lobes and subaesophageal ganglion (al) region of the brain|mandibular glands|abdominal integument|spermetheca|royal jelly|thorax and abdomen|germline|thoracic muscle|embryo|wing disc|flight muscle and thoracic exoskeleton|head|semen|queen thorax|whole adult body with viral enrichment|head and thorax|hypopharyngeal glands|whole adult body
QIUM02000196.1	0.976073867511609	larvae	larvae|antennae|spermetheca|semen|hindgut|thorax|ovaries|queen thorax|egg|ventriculus|whole adult body|mushroom body|antennal lobes and subaesophageal ganglion (al) region of the brain|head|rectum|pupae|pylori|optic lobes|nasonov gland|abdomen|midgut|unknown|brain
QIUM02000197.1	0.973672058901872	semen	semen|larvae|spermetheca|queen thorax|ovaries|embryo|hindgut|unknown|nasonov gland
QIUM02000198.1	0.988902978795091	larvae	larvae|spermetheca|semen|thorax|whole adult body|hindgut|malpighian tubules|ventriculus|antennae|ovaries|2nd thoracic ganglia|queen thorax|embryo|testis|head|thorax and abdomen|venom gland|germline|pylori|midgut|hemolymph|abdomen|mushroom body|brain|unknown|egg
QIUM02000199.1	0.948150769660279	ovaries	ovaries|larvae|semen|queen thorax|spermetheca|germline|antennae|hindgut|male gonad|malpighian tubules|testis|thorax and abdomen|hemolymph|egg|eviscerated abdomen with attached fat bodies and inactive ovaries|embryo|2nd thoracic ganglia|oocyte|mandibular glands|flight muscle and thoracic exoskeleton|fat body|nasonov gland|eviscerated abdomen with attached fat bodies and ovaries|head|pupae|midgut|ventriculus|abdominal integument|optic lobes|unknown|abdomen|brain|whole adult body|mushroom body
QIUM02000200.1	0.955883687789796	semen	semen|spermetheca|larvae|ovaries|queen thorax|hindgut|antennae|head|male gonad|hemolymph|malpighian tubules|testis|embryo|eviscerated abdomen with attached fat bodies and ovaries|eviscerated abdomen and fat body|germline|abdomen|wing disc|ventriculus|eviscerated abdomen with attached fat bodies and inactive ovaries|whole adult body with viral enrichment|head and thorax|head,chest|venom gland|thorax and abdomen|fat body|whole adult body|midgut|pupae|nasonov gland|optic lobes|rectum|mandibular glands|gut|flight muscle and thoracic exoskeleton|unknown|thorax|antennal lobes|pylori|mushroom body|brain
QIUM02000201.1	0.946012354098472	larvae	larvae|ovaries|spermetheca|semen|hindgut|antennae
QIUM02000202.1	0.975917317366382	queen thorax	queen thorax|spermetheca|semen|larvae|hindgut|egg|germline|head|eviscerated abdomen and fat body|embryo|ovaries|abdomen|mushroom body|whole adult body
QIUM02000203.1	0.991331461109315	larvae	larvae|spermetheca|semen|egg|ventriculus|hindgut|queen thorax|oocyte|thorax|ovaries|embryo|wing disc|head|pupae|abdomen|whole adult body|antennae|fat body|optic lobes|mushroom body|brain
QIUM02000204.1	0.975342853915225	spermetheca	spermetheca|larvae|semen|ovaries|malpighian tubules|thorax|hindgut|antennae|ventriculus|queen thorax|whole adult body|egg|head|embryo|abdomen|eviscerated abdomen and fat body|fat body|eviscerated abdomen with attached fat bodies and ovaries|wing disc|antennal lobes|germline|midgut|rectum|pupae|thorax and abdomen|mushroom body|antennal lobes and subaesophageal ganglion (al) region of the brain|hemolymph|mandibular glands|unknown|brain|optic lobes
QIUM02000205.1	0.968831202486338	spermetheca	spermetheca|unknown|semen|larvae|ovaries|hindgut|antennae|queen thorax|egg|ventriculus|malpighian tubules|eviscerated abdomen and fat body|head and thorax|testis|brain|embryo|hemolymph|venom gland|nasonov gland|midgut|abdominal integument|mushroom body|abdomen|head|whole adult body
QIUM02000206.1	0.992763914099315	larvae	larvae|spermetheca|semen|whole adult body|hindgut|ovaries|thorax|testis|egg|eviscerated abdomen with attached fat bodies and ovaries|antennae|pupae|abdomen|wings and thoracic dorsum|antennal lobes and subaesophageal ganglion (al) region of the brain|embryo|midgut|hemolymph|optic lobes|head|unknown|mushroom body|brain
QIUM02000207.1	0.928760721660979	larvae	larvae|ovaries|hindgut|semen|queen thorax|spermetheca|antennae|germline|male gonad|malpighian tubules|wing disc|hemolymph|thorax and abdomen|embryo|head,chest|antennal lobes|egg|nasonov gland|whole adult body with viral enrichment|fat body|eviscerated abdomen and fat body|wings and thoracic dorsum|abdomen|head|mushroom body|brain|whole adult body|midgut|eviscerated abdomen with attached fat bodies and inactive ovaries
QIUM02000209.1	0.974206402656158	larvae	larvae|spermetheca|semen|fat body|egg|male gonad|hindgut|queen thorax|oocyte|whole adult body|thorax|eviscerated abdomen with attached fat bodies and ovaries|malpighian tubules|2nd thoracic ganglia|pupae|ovaries|nasonov gland|mushroom body|thoracic muscle|testis|abdominal integument|ventriculus|antennae|embryo|midgut|germline|pylori|head|eviscerated abdomen and fat body|hemolymph|eviscerated abdomen with attached fat bodies and inactive ovaries|thorax and abdomen|unknown|wings and thoracic dorsum|gut|abdomen|antennal lobes and subaesophageal ganglion (al) region of the brain|antennal lobes|flight muscle and thoracic exoskeleton|optic lobes|brain|mandibular glands
QIUM02000211.1	0.890488282965199	eviscerated abdomen with attached fat bodies and inactive ovaries	eviscerated abdomen with attached fat bodies and inactive ovaries|spermetheca|antennae|queen thorax|thorax and abdomen|ovaries|eviscerated abdomen with attached fat bodies and ovaries|hindgut|wing disc|whole adult body with viral enrichment|abdominal integument|oocyte|testis|germline|midgut|flight muscle and thoracic exoskeleton|nasonov gland|wings and thoracic dorsum|head|2nd thoracic ganglia|venom gland|male gonad|head,chest|fat body|malpighian tubules|embryo|semen|head and thorax|ventriculus|abdomen|antennal lobes and subaesophageal ganglion (al) region of the brain|royal jelly|larvae|brain|mushroom body|optic lobes|pylori|whole adult body|gut|antennal lobes|unknown|thoracic muscle|rectum|hypopharyngeal glands|mandibular glands|eviscerated abdomen and fat body|hemolymph|egg|thorax|pupae
QIUM02000213.1	0.970441926136926	larvae	larvae|ovaries|spermetheca|semen|queen thorax|hindgut|antennae|germline|hemolymph|testis|oocyte|embryo|eviscerated abdomen and fat body|thorax and abdomen|nasonov gland|abdomen|head|eviscerated abdomen with attached fat bodies and inactive ovaries|gut|mandibular glands|antennal lobes and subaesophageal ganglion (al) region of the brain|brain|mushroom body|fat body|rectum|whole adult body|wing disc|malpighian tubules|midgut
QIUM02000214.1	0.960840847426903	larvae	larvae|ovaries|semen|spermetheca|queen thorax|hemolymph|antennae|hindgut|germline|male gonad|head,chest|malpighian tubules|wing disc|abdomen|thorax and abdomen|embryo|rectum|wings and thoracic dorsum|fat body|head|pylori|optic lobes|gut|mandibular glands|midgut|unknown|whole adult body|mushroom body|brain|eviscerated abdomen with attached fat bodies and ovaries|testis
QIUM02000215.1	0.974867727610073	larvae	larvae|semen|spermetheca|hindgut|ovaries|queen thorax|germline|antennae|eviscerated abdomen with attached fat bodies and inactive ovaries|wing disc|midgut|embryo|fat body|head|thorax and abdomen|nasonov gland|abdomen|mandibular glands|hemolymph|pylori|whole adult body|mushroom body|unknown|brain
QIUM02000216.1	0.965123203860817	semen	semen|spermetheca|larvae|ovaries|queen thorax|hindgut|germline|hemolymph|antennae|eviscerated abdomen with attached fat bodies and inactive ovaries|venom gland|head|eviscerated abdomen and fat body|eviscerated abdomen with attached fat bodies and ovaries|testis|oocyte|abdominal integument|whole adult body|embryo|thorax and abdomen|wing disc|flight muscle and thoracic exoskeleton|nasonov gland|antennal lobes and subaesophageal ganglion (al) region of the brain|optic lobes|fat body|abdomen|gut|mandibular glands|unknown|brain|mushroom body|midgut
QIUM02000218.1	0.995474465086048	larvae	larvae|ovaries|semen|queen thorax|spermetheca|hindgut|antennae|germline|hemolymph|thorax and abdomen|pupae|embryo|eviscerated abdomen with attached fat bodies and inactive ovaries|abdomen|nasonov gland|thorax|fat body|midgut|mandibular glands|flight muscle and thoracic exoskeleton|optic lobes|gut|head|mushroom body|brain
QIUM02000221.1	0.816423143895427	malpighian tubules	malpighian tubules|mushroom body|2nd thoracic ganglia|thorax|ovaries|fat body|germline|queen thorax|antennal lobes|hemolymph|egg|larvae|nasonov gland|testis|ventriculus|eviscerated abdomen with attached fat bodies and ovaries|midgut|brain|pylori|spermetheca|venom gland|mandibular glands|hindgut|royal jelly|antennal lobes and subaesophageal ganglion (al) region of the brain|unknown|semen|optic lobes|hypopharyngeal glands|thorax and abdomen|eviscerated abdomen with attached fat bodies and inactive ovaries|wings and thoracic dorsum|abdominal integument|gut|antennae|head,chest|thoracic muscle|rectum|flight muscle and thoracic exoskeleton|eviscerated abdomen and fat body|whole adult body with viral enrichment|abdomen|embryo|whole adult body|pupae|head|oocyte|head and thorax
QIUM02000222.1	0.973095860354318	spermetheca	spermetheca|hindgut|semen|larvae|ovaries|2nd thoracic ganglia|antennae|antennal lobes and subaesophageal ganglion (al) region of the brain|germline|optic lobes|brain|mushroom body|wing disc|unknown|antennal lobes|pupae|thorax and abdomen|embryo|thorax|whole adult body|mandibular glands|midgut|head
QIUM02000227.1	0.963638348541544	hindgut	hindgut|spermetheca|semen|pupae|antennae|larvae|ovaries|2nd thoracic ganglia|queen thorax|testis|hypopharyngeal glands|thorax and abdomen|mushroom body|antennal lobes and subaesophageal ganglion (al) region of the brain|antennal lobes|eviscerated abdomen with attached fat bodies and inactive ovaries|venom gland|optic lobes|abdomen|midgut|whole adult body|brain
QIUM02000228.1	0.970874018954706	spermetheca	spermetheca|semen|larvae|hindgut|ovaries|thorax and abdomen|thorax|rectum|antennae|fat body|mandibular glands|head|brain|unknown|mushroom body
CM009947.2	0.915078601803575	malpighian tubules	malpighian tubules|thorax|ventriculus|oocyte|pylori|mandibular glands|queen thorax|egg|eviscerated abdomen and fat body|royal jelly|antennae|embryo|hemolymph|spermetheca|head,chest|germline|nasonov gland|testis|rectum|2nd thoracic ganglia|thorax and abdomen|mushroom body|abdominal integument|head|larvae|wings and thoracic dorsum|antennal lobes and subaesophageal ganglion (al) region of the brain|flight muscle and thoracic exoskeleton|abdomen|antennal lobes|whole adult body|pupae|midgut|optic lobes|fat body|head and thorax|hypopharyngeal glands|ovaries|gut|whole adult body with viral enrichment|male gonad|hindgut|wing disc|semen|eviscerated abdomen with attached fat bodies and ovaries|venom gland|brain|thoracic muscle|unknown|eviscerated abdomen with attached fat bodies and inactive ovaries
QIUM02000186.1	NA	NA	NA
