GeneID	tau	highest	order
QIUM02000168.1	0.863000817310617	2nd thoracic ganglia	2nd thoracic ganglia|pylori|mushroom body|ovaries|antennal lobes|head|brain|antennal lobes and subaesophageal ganglion (al) region of the brain|malpighian tubules|unknown|optic lobes|germline|male gonad|pupae|mandibular glands|spermetheca|hindgut|thoracic muscle|gut|midgut|antennae|head,chest|queen thorax|royal jelly|oocyte|flight muscle and thoracic exoskeleton|ventriculus|thorax and abdomen|rectum|venom gland|larvae|egg|abdominal integument|whole adult body with viral enrichment|head and thorax|wings and thoracic dorsum|semen|hypopharyngeal glands|testis|eviscerated abdomen with attached fat bodies and ovaries|abdomen|eviscerated abdomen and fat body|fat body|nasonov gland|whole adult body|eviscerated abdomen with attached fat bodies and inactive ovaries|hemolymph|wing disc|embryo|thorax
QIUM02000223.1	0.987158162328018	spermetheca	spermetheca|semen|midgut|eviscerated abdomen with attached fat bodies and inactive ovaries|abdominal integument|antennae|abdomen|oocyte|flight muscle and thoracic exoskeleton|eviscerated abdomen with attached fat bodies and ovaries|whole adult body with viral enrichment|embryo|wing disc|hindgut|testis|head|nasonov gland|malpighian tubules|2nd thoracic ganglia|wings and thoracic dorsum|ventriculus|fat body|whole adult body|male gonad|venom gland|head,chest|pylori|pupae|thorax and abdomen|queen thorax|head and thorax|antennal lobes and subaesophageal ganglion (al) region of the brain|mushroom body|egg|thorax|thoracic muscle|ovaries|unknown|royal jelly|larvae|optic lobes|germline|brain|rectum|hypopharyngeal glands|antennal lobes|gut|eviscerated abdomen and fat body|hemolymph|mandibular glands
CM009942.2	0.820988181039527	malpighian tubules	malpighian tubules|ventriculus|male gonad|testis|wings and thoracic dorsum|unknown|head|oocyte|abdominal integument|head,chest|ovaries|mandibular glands|mushroom body|2nd thoracic ganglia|hemolymph|queen thorax|pylori|antennae|royal jelly|antennal lobes|brain|nasonov gland|midgut|germline|venom gland|egg|thoracic muscle|embryo|flight muscle and thoracic exoskeleton|gut|eviscerated abdomen and fat body|head and thorax|fat body|larvae|thorax and abdomen|pupae|whole adult body with viral enrichment|antennal lobes and subaesophageal ganglion (al) region of the brain|rectum|hindgut|eviscerated abdomen with attached fat bodies and ovaries|optic lobes|wing disc|thorax|abdomen|hypopharyngeal glands|spermetheca|semen|eviscerated abdomen with attached fat bodies and inactive ovaries|whole adult body
QIUM02000143.1	0.99302272890581	semen	semen|spermetheca|ovaries
CM009943.2	0.879303733539099	male gonad	male gonad|ventriculus|malpighian tubules|oocyte|ovaries|testis|head|midgut|2nd thoracic ganglia|abdominal integument|germline|gut|mandibular glands|nasonov gland|pylori|hemolymph|mushroom body|queen thorax|antennal lobes|unknown|antennae|thorax and abdomen|wings and thoracic dorsum|brain|eviscerated abdomen and fat body|fat body|head,chest|venom gland|eviscerated abdomen with attached fat bodies and ovaries|thoracic muscle|hindgut|egg|larvae|flight muscle and thoracic exoskeleton|antennal lobes and subaesophageal ganglion (al) region of the brain|rectum|royal jelly|abdomen|head and thorax|pupae|whole adult body with viral enrichment|optic lobes|hypopharyngeal glands|wing disc|semen|eviscerated abdomen with attached fat bodies and inactive ovaries|thorax|whole adult body|spermetheca|embryo
CM009944.2	0.869449280304783	malpighian tubules	malpighian tubules|ventriculus|male gonad|testis|oocyte|ovaries|head|2nd thoracic ganglia|midgut|abdominal integument|pylori|hemolymph|gut|wings and thoracic dorsum|nasonov gland|germline|unknown|mushroom body|queen thorax|mandibular glands|antennal lobes|head,chest|egg|thoracic muscle|brain|royal jelly|fat body|antennae|thorax and abdomen|pupae|eviscerated abdomen and fat body|rectum|hindgut|flight muscle and thoracic exoskeleton|eviscerated abdomen with attached fat bodies and ovaries|antennal lobes and subaesophageal ganglion (al) region of the brain|larvae|venom gland|whole adult body with viral enrichment|head and thorax|abdomen|optic lobes|thorax|wing disc|semen|hypopharyngeal glands|eviscerated abdomen with attached fat bodies and inactive ovaries|whole adult body|spermetheca|embryo
QIUM02000097.1	0.969060458977017	spermetheca	spermetheca|larvae|semen|egg|hindgut|queen thorax|thorax|ovaries|ventriculus|2nd thoracic ganglia|whole adult body|antennae|testis|thorax and abdomen|unknown|head|pupae|eviscerated abdomen and fat body|wing disc|gut|pylori|embryo|abdominal integument|mushroom body|venom gland|mandibular glands|antennal lobes|antennal lobes and subaesophageal ganglion (al) region of the brain|fat body|brain|midgut|hemolymph|abdomen
QIUM02000119.1	0.985810317100053	larvae	larvae|spermetheca|semen|egg|hindgut|thorax|malpighian tubules|ovaries|antennae|midgut|gut|pupae|testis|whole adult body|head|embryo|ventriculus|mushroom body|thorax and abdomen|antennal lobes and subaesophageal ganglion (al) region of the brain|pylori|wing disc|antennal lobes|abdomen|mandibular glands|optic lobes|eviscerated abdomen and fat body|flight muscle and thoracic exoskeleton|brain|hemolymph|unknown|2nd thoracic ganglia|wings and thoracic dorsum
QIUM02000124.1	0.87815925663577	spermetheca	spermetheca|oocyte|embryo|larvae|pupae|thorax|semen|pylori|malpighian tubules|eviscerated abdomen and fat body|hindgut|egg|ventriculus|thorax and abdomen|unknown|brain|abdomen|whole adult body|ovaries|antennae|head|testis|whole adult body with viral enrichment|queen thorax|midgut|germline|mushroom body|abdominal integument|wings and thoracic dorsum|antennal lobes and subaesophageal ganglion (al) region of the brain|wing disc|antennal lobes|nasonov gland|eviscerated abdomen with attached fat bodies and ovaries|mandibular glands|eviscerated abdomen with attached fat bodies and inactive ovaries|flight muscle and thoracic exoskeleton|fat body|optic lobes|thoracic muscle|rectum|royal jelly|gut|hemolymph
QIUM02000132.1	0.989977345042852	larvae	larvae|spermetheca|semen|whole adult body|hindgut|ovaries|malpighian tubules|antennae|queen thorax|ventriculus|antennal lobes and subaesophageal ganglion (al) region of the brain|eviscerated abdomen with attached fat bodies and ovaries|head|eviscerated abdomen with attached fat bodies and inactive ovaries|pupae|flight muscle and thoracic exoskeleton|germline|embryo|testis|venom gland|abdomen|hemolymph|unknown|midgut|optic lobes|mushroom body|pylori|brain
QIUM02000141.1	0.991928898502085	larvae	larvae|spermetheca|semen|thorax|egg|ventriculus|malpighian tubules|midgut|hindgut|whole adult body|head|germline|queen thorax|eviscerated abdomen with attached fat bodies and ovaries|venom gland|gut|pupae|nasonov gland|antennae|abdomen|ovaries|thorax and abdomen|unknown|optic lobes|brain|mandibular glands|mushroom body|testis|embryo
QIUM02000152.1	0.995227137861509	larvae	larvae|spermetheca|semen|whole adult body|hindgut|gut|embryo|pylori|thorax|egg|pupae|midgut|wings and thoracic dorsum|ovaries|head|antennal lobes|mandibular glands|unknown|mushroom body|brain|ventriculus|queen thorax|optic lobes
QIUM02000153.1	0.982651208688753	spermetheca	spermetheca|larvae|semen|hindgut|antennal lobes|ventriculus|whole adult body|queen thorax|thorax|ovaries|germline|midgut|eviscerated abdomen and fat body|antennae|fat body|mandibular glands|embryo|head|pylori|unknown|mushroom body|brain
QIUM02000164.1	0.964848179325817	spermetheca	spermetheca|ovaries|larvae|semen|malpighian tubules|germline|hindgut|ventriculus|whole adult body|antennae|head|thorax and abdomen|unknown|brain|mushroom body
QIUM02000166.1	0.92185128212716	antennae	antennae|semen|ovaries|larvae|germline|eviscerated abdomen with attached fat bodies and ovaries|ventriculus|thorax and abdomen|hindgut|flight muscle and thoracic exoskeleton|whole adult body|mandibular glands|mushroom body|spermetheca|brain|head
QIUM02000173.1	0.971961558302793	spermetheca	spermetheca|larvae|semen|hindgut|pupae|mushroom body|queen thorax|pylori|antennae|testis|antennal lobes|ovaries|thoracic muscle|antennal lobes and subaesophageal ganglion (al) region of the brain|head,chest|mandibular glands|ventriculus|hemolymph|wings and thoracic dorsum|unknown|optic lobes|embryo|hypopharyngeal glands|whole adult body|fat body|venom gland|malpighian tubules|abdominal integument|thorax|brain|head|flight muscle and thoracic exoskeleton|midgut|egg|gut|2nd thoracic ganglia|abdomen
QIUM02000174.1	0.992621862179798	larvae	larvae|spermetheca|thorax|egg|semen|malpighian tubules|whole adult body|ventriculus|queen thorax|ovaries|hindgut|head|gut|abdomen|testis|midgut|antennae|wing disc|mushroom body|nasonov gland|optic lobes|brain|unknown|hemolymph|germline|embryo|mandibular glands|pupae|thorax and abdomen|wings and thoracic dorsum
QIUM02000183.1	0.962547277296015	semen	semen|larvae|egg|hindgut|pylori|thorax and abdomen|head|whole adult body|gut|mushroom body|ventriculus|brain|antennae
QIUM02000190.1	0.975725457536709	ventriculus	ventriculus|egg|male gonad|hindgut|midgut|semen|thorax and abdomen|antennal lobes and subaesophageal ganglion (al) region of the brain|eviscerated abdomen with attached fat bodies and ovaries|ovaries|larvae|wings and thoracic dorsum|gut|head|mushroom body|antennae|embryo|antennal lobes|brain|abdomen|optic lobes|whole adult body|unknown|thorax|pupae
QIUM02000195.1	0.928732999475191	spermetheca	spermetheca|larvae|ovaries|germline|semen|pupae|queen thorax|malpighian tubules|hindgut|ventriculus|head|antennae|eviscerated abdomen and fat body|egg|whole adult body|testis|unknown|thorax and abdomen|midgut|rectum|thorax|flight muscle and thoracic exoskeleton|eviscerated abdomen with attached fat bodies and ovaries|eviscerated abdomen with attached fat bodies and inactive ovaries|male gonad|abdomen|embryo|hypopharyngeal glands|head and thorax|pylori|venom gland|antennal lobes and subaesophageal ganglion (al) region of the brain|gut|optic lobes|mushroom body|mandibular glands|wings and thoracic dorsum|nasonov gland|brain|abdominal integument|fat body|hemolymph
CM009945.2	0.814028459790773	malpighian tubules	malpighian tubules|ventriculus|male gonad|head|testis|oocyte|abdominal integument|pylori|2nd thoracic ganglia|unknown|nasonov gland|ovaries|queen thorax|mushroom body|midgut|hemolymph|antennal lobes|wings and thoracic dorsum|fat body|eviscerated abdomen with attached fat bodies and ovaries|eviscerated abdomen and fat body|mandibular glands|germline|brain|head,chest|gut|royal jelly|egg|antennae|thoracic muscle|larvae|thorax and abdomen|flight muscle and thoracic exoskeleton|rectum|antennal lobes and subaesophageal ganglion (al) region of the brain|hypopharyngeal glands|pupae|whole adult body with viral enrichment|eviscerated abdomen with attached fat bodies and inactive ovaries|venom gland|thorax|head and thorax|optic lobes|hindgut|abdomen|wing disc|whole adult body|semen|spermetheca|embryo
QIUM02000076.1	0.957319185799835	spermetheca	spermetheca|2nd thoracic ganglia|testis|thoracic muscle|wing disc|semen|unknown|pylori|ovaries|mushroom body|larvae|antennal lobes|ventriculus|brain|egg|fat body|head,chest|whole adult body with viral enrichment|germline|abdomen|oocyte|wings and thoracic dorsum|hindgut|pupae|head|abdominal integument|gut|antennal lobes and subaesophageal ganglion (al) region of the brain|hemolymph|malpighian tubules|mandibular glands|royal jelly|flight muscle and thoracic exoskeleton|thorax|queen thorax|midgut|optic lobes|antennae|venom gland|male gonad|thorax and abdomen|rectum|eviscerated abdomen with attached fat bodies and ovaries|eviscerated abdomen with attached fat bodies and inactive ovaries|eviscerated abdomen and fat body|nasonov gland|embryo|whole adult body|hypopharyngeal glands|head and thorax
QIUM02000080.1	0.894572063911445	eviscerated abdomen and fat body	eviscerated abdomen and fat body|testis|ventriculus|ovaries|eviscerated abdomen with attached fat bodies and ovaries|hemolymph|abdomen|spermetheca|2nd thoracic ganglia|malpighian tubules|semen|nasonov gland|antennal lobes|eviscerated abdomen with attached fat bodies and inactive ovaries|queen thorax|male gonad|flight muscle and thoracic exoskeleton|head|antennal lobes and subaesophageal ganglion (al) region of the brain|germline|unknown|midgut|mushroom body|thorax and abdomen|antennae|head,chest|fat body|hindgut|larvae|optic lobes|brain|gut|pupae|whole adult body|wing disc|oocyte|venom gland|mandibular glands|rectum|abdominal integument|whole adult body with viral enrichment|royal jelly|egg|head and thorax|thoracic muscle|pylori|wings and thoracic dorsum|embryo|thorax|hypopharyngeal glands
QIUM02000087.1	0.943814016124896	spermetheca	spermetheca|larvae|semen|egg|ovaries|hindgut|antennae|testis|queen thorax|malpighian tubules|pupae|male gonad|thorax|ventriculus|mushroom body|head|2nd thoracic ganglia|germline|unknown|pylori|antennal lobes and subaesophageal ganglion (al) region of the brain|antennal lobes|hemolymph|thorax and abdomen|oocyte|optic lobes|abdomen|midgut|brain|whole adult body|fat body|wing disc|mandibular glands|hypopharyngeal glands|gut|wings and thoracic dorsum|rectum|nasonov gland|eviscerated abdomen and fat body|venom gland|flight muscle and thoracic exoskeleton|thoracic muscle|abdominal integument|eviscerated abdomen with attached fat bodies and inactive ovaries|eviscerated abdomen with attached fat bodies and ovaries|embryo
QIUM02000094.1	0.981921377454322	ovaries	ovaries|larvae|germline|egg|testis|pupae|semen|2nd thoracic ganglia|hemolymph|antennal lobes|embryo|malpighian tubules|ventriculus|spermetheca|antennal lobes and subaesophageal ganglion (al) region of the brain|antennae|male gonad|hindgut|mushroom body|midgut|brain|optic lobes|thoracic muscle|oocyte|gut|whole adult body|pylori|eviscerated abdomen with attached fat bodies and ovaries|queen thorax|rectum|head|head,chest|mandibular glands|fat body|abdomen|unknown|nasonov gland|thorax and abdomen|flight muscle and thoracic exoskeleton|eviscerated abdomen and fat body|venom gland|royal jelly|head and thorax|wing disc|thorax|hypopharyngeal glands|eviscerated abdomen with attached fat bodies and inactive ovaries
QIUM02000121.1	0.979414300814647	spermetheca	spermetheca|semen|larvae|hindgut|malpighian tubules|2nd thoracic ganglia|ovaries|whole adult body|ventriculus|queen thorax|antennae|egg|pupae|mushroom body|embryo|hemolymph|head|testis|antennal lobes and subaesophageal ganglion (al) region of the brain|brain|mandibular glands|optic lobes|thorax and abdomen|gut|fat body|nasonov gland|midgut|thorax|unknown|abdomen|wings and thoracic dorsum|wing disc
QIUM02000123.1	0.78038077064301	egg	egg|malpighian tubules|testis|ventriculus|mushroom body|pupae|hemolymph|unknown|2nd thoracic ganglia|brain|pylori|antennal lobes|wings and thoracic dorsum|larvae|ovaries|midgut|abdominal integument|male gonad|mandibular glands|queen thorax|gut|antennal lobes and subaesophageal ganglion (al) region of the brain|optic lobes|nasonov gland|thoracic muscle|antennae|fat body|germline|rectum|venom gland|head,chest|thorax and abdomen|thorax|royal jelly|hindgut|hypopharyngeal glands|wing disc|head|spermetheca|eviscerated abdomen with attached fat bodies and ovaries|flight muscle and thoracic exoskeleton|semen|eviscerated abdomen and fat body|abdomen|oocyte|head and thorax|eviscerated abdomen with attached fat bodies and inactive ovaries|whole adult body with viral enrichment|whole adult body|embryo
QIUM02000133.1	0.978221722384127	larvae	larvae|spermetheca|semen|egg|ventriculus|hindgut|thorax|antennae|queen thorax|2nd thoracic ganglia|head|ovaries|malpighian tubules|embryo|whole adult body|pupae|nasonov gland|thorax and abdomen|germline|fat body|abdomen|mandibular glands|unknown|antennal lobes and subaesophageal ganglion (al) region of the brain|midgut|eviscerated abdomen and fat body|mushroom body|brain|wing disc
QIUM02000136.1	0.962296805628465	larvae	larvae|spermetheca|semen|egg|malpighian tubules|queen thorax|hindgut|pupae|antennal lobes and subaesophageal ganglion (al) region of the brain|2nd thoracic ganglia|antennae|head|ovaries|optic lobes|flight muscle and thoracic exoskeleton|mushroom body|testis|brain|embryo|hemolymph|thoracic muscle|wing disc|oocyte|thorax|unknown|germline|pylori|whole adult body|ventriculus|mandibular glands|rectum|antennal lobes|venom gland|eviscerated abdomen and fat body|midgut|gut|eviscerated abdomen with attached fat bodies and ovaries|fat body|nasonov gland|eviscerated abdomen with attached fat bodies and inactive ovaries|abdomen|wings and thoracic dorsum|thorax and abdomen|whole adult body with viral enrichment
QIUM02000138.1	0.983419633940856	larvae	larvae|spermetheca|semen|thorax|hindgut|male gonad|eviscerated abdomen and fat body|malpighian tubules|egg|antennae|ventriculus|pupae|brain|embryo|thorax and abdomen|antennal lobes|ovaries|rectum|whole adult body|abdomen|optic lobes|midgut|head|flight muscle and thoracic exoskeleton|abdominal integument|eviscerated abdomen with attached fat bodies and ovaries|eviscerated abdomen with attached fat bodies and inactive ovaries|mushroom body|unknown|whole adult body with viral enrichment|antennal lobes and subaesophageal ganglion (al) region of the brain|nasonov gland
QIUM02000146.1	0.929937274583407	ventriculus	ventriculus|eviscerated abdomen and fat body|abdomen|eviscerated abdomen with attached fat bodies and ovaries|nasonov gland|queen thorax|malpighian tubules|eviscerated abdomen with attached fat bodies and inactive ovaries|midgut|testis|male gonad|ovaries|thorax and abdomen|spermetheca|hindgut|fat body|flight muscle and thoracic exoskeleton|antennae|head|oocyte|antennal lobes and subaesophageal ganglion (al) region of the brain|head,chest|larvae|semen|germline|optic lobes|hemolymph|royal jelly|whole adult body|rectum|abdominal integument|egg|venom gland|unknown|thorax|pupae|mushroom body|whole adult body with viral enrichment|head and thorax|2nd thoracic ganglia|wing disc|gut|antennal lobes|pylori|wings and thoracic dorsum|mandibular glands|hypopharyngeal glands|brain|thoracic muscle|embryo
QIUM02000185.1	0.958173527192638	spermetheca	spermetheca|semen|antennae|thorax and abdomen|ovaries|eviscerated abdomen with attached fat bodies and inactive ovaries|eviscerated abdomen with attached fat bodies and ovaries|queen thorax|head|eviscerated abdomen and fat body|abdomen|germline|larvae|abdominal integument|hindgut|flight muscle and thoracic exoskeleton|whole adult body|midgut|testis|egg|wing disc|whole adult body with viral enrichment|oocyte|malpighian tubules|2nd thoracic ganglia|ventriculus|male gonad|nasonov gland|pupae|venom gland|wings and thoracic dorsum|embryo|thorax|head and thorax|head,chest|thoracic muscle|hypopharyngeal glands|rectum|antennal lobes and subaesophageal ganglion (al) region of the brain|gut|brain|hemolymph|fat body|optic lobes|unknown|antennal lobes|mushroom body|pylori|royal jelly|mandibular glands
QIUM02000193.1	0.986249424005243	spermetheca	spermetheca|semen|larvae|hindgut|hemolymph|thoracic muscle|germline|antennal lobes|antennae|mushroom body|pylori|male gonad|ovaries|egg|optic lobes|head|thorax|hypopharyngeal glands|wings and thoracic dorsum|flight muscle and thoracic exoskeleton|antennal lobes and subaesophageal ganglion (al) region of the brain|whole adult body|midgut|mandibular glands|eviscerated abdomen with attached fat bodies and inactive ovaries|thorax and abdomen|brain|abdomen|gut|fat body|pupae|unknown|ventriculus|2nd thoracic ganglia
QIUM02000210.1	0.975515586883587	semen	semen|spermetheca|hindgut|antennae|oocyte|eviscerated abdomen with attached fat bodies and inactive ovaries|midgut|eviscerated abdomen and fat body|abdomen|eviscerated abdomen with attached fat bodies and ovaries|flight muscle and thoracic exoskeleton|wing disc|whole adult body with viral enrichment|embryo|queen thorax|abdominal integument|testis|whole adult body|thorax and abdomen|nasonov gland|2nd thoracic ganglia|fat body|wings and thoracic dorsum|pupae|malpighian tubules|germline|ventriculus|head|head,chest|antennal lobes and subaesophageal ganglion (al) region of the brain|male gonad|venom gland|larvae|ovaries|pylori|thoracic muscle|egg|mushroom body|thorax|head and thorax|optic lobes|hypopharyngeal glands|brain|antennal lobes|rectum|unknown|gut|hemolymph|mandibular glands
QIUM02000212.1	0.989061006533472	spermetheca	spermetheca|semen|larvae|ovaries|hindgut|antennae|male gonad|ventriculus|malpighian tubules|2nd thoracic ganglia|embryo|thoracic muscle|midgut|thorax and abdomen|antennal lobes|pupae|brain|eviscerated abdomen and fat body|wing disc|mushroom body|flight muscle and thoracic exoskeleton|pylori|testis|eviscerated abdomen with attached fat bodies and ovaries|eviscerated abdomen with attached fat bodies and inactive ovaries|fat body|mandibular glands|whole adult body|wings and thoracic dorsum|gut|antennal lobes and subaesophageal ganglion (al) region of the brain|head|hemolymph|optic lobes|unknown|germline
QIUM02000217.1	0.991408610379879	flight muscle and thoracic exoskeleton	flight muscle and thoracic exoskeleton|eviscerated abdomen with attached fat bodies and inactive ovaries|hypopharyngeal glands|antennal lobes and subaesophageal ganglion (al) region of the brain|venom gland|gut|head,chest|optic lobes|unknown|hemolymph|mandibular glands|larvae|ventriculus|head|malpighian tubules|testis|midgut|spermetheca|eviscerated abdomen and fat body|abdomen|antennae|nasonov gland|pylori|semen|whole adult body with viral enrichment|queen thorax|royal jelly|hindgut|rectum|whole adult body|fat body|wing disc|mushroom body|brain|ovaries|embryo|thorax|head and thorax|male gonad|eviscerated abdomen with attached fat bodies and ovaries|abdominal integument|thoracic muscle|antennal lobes|2nd thoracic ganglia|wings and thoracic dorsum
QIUM02000224.1	0.978858973159775	semen	semen|spermetheca|embryo|queen thorax|germline|testis|thorax and abdomen|antennae|eviscerated abdomen with attached fat bodies and inactive ovaries|ovaries|oocyte|hindgut|abdominal integument|wing disc|ventriculus|eviscerated abdomen with attached fat bodies and ovaries|malpighian tubules|whole adult body with viral enrichment|wings and thoracic dorsum|larvae|nasonov gland|abdomen|head|male gonad|pupae|flight muscle and thoracic exoskeleton|midgut|fat body|whole adult body|head,chest|pylori|brain|hypopharyngeal glands|mushroom body|venom gland|antennal lobes and subaesophageal ganglion (al) region of the brain|egg|gut|thorax|mandibular glands|unknown
QIUM02000225.1	0.96789513974751	spermetheca	spermetheca|semen|eviscerated abdomen with attached fat bodies and inactive ovaries|antennae|embryo|eviscerated abdomen with attached fat bodies and ovaries|oocyte|wing disc|midgut|abdomen|pupae|abdominal integument|whole adult body with viral enrichment|hindgut|head|queen thorax|thorax and abdomen|flight muscle and thoracic exoskeleton|testis|germline|wings and thoracic dorsum|nasonov gland|whole adult body|2nd thoracic ganglia|eviscerated abdomen and fat body|head and thorax|head,chest|fat body|venom gland|malpighian tubules|egg|antennal lobes and subaesophageal ganglion (al) region of the brain|ventriculus|larvae|pylori|optic lobes|mushroom body|male gonad|thoracic muscle|unknown|thorax|ovaries|antennal lobes|brain|hemolymph|royal jelly|rectum|gut|hypopharyngeal glands|mandibular glands
QIUM02000226.1	0.999973505477673	embryo	embryo|oocyte|spermetheca|semen|antennae|whole adult body with viral enrichment|wing disc|abdomen|ovaries|male gonad|2nd thoracic ganglia|ventriculus|abdominal integument|wings and thoracic dorsum|thorax and abdomen|queen thorax|flight muscle and thoracic exoskeleton|nasonov gland|germline|hindgut|brain|gut|testis|eviscerated abdomen with attached fat bodies and inactive ovaries|hemolymph|midgut|hypopharyngeal glands|larvae|whole adult body|eviscerated abdomen and fat body|antennal lobes|eviscerated abdomen with attached fat bodies and ovaries|venom gland|mandibular glands|head|pupae|fat body|mushroom body|optic lobes|unknown|egg
CM009946.2	0.783264625924423	malpighian tubules	malpighian tubules|testis|ventriculus|abdominal integument|male gonad|nasonov gland|oocyte|hemolymph|ovaries|fat body|pylori|head|queen thorax|eviscerated abdomen with attached fat bodies and ovaries|eviscerated abdomen and fat body|unknown|2nd thoracic ganglia|germline|mushroom body|head,chest|wings and thoracic dorsum|mandibular glands|midgut|thorax and abdomen|egg|antennal lobes|thoracic muscle|larvae|royal jelly|antennae|brain|flight muscle and thoracic exoskeleton|head and thorax|gut|eviscerated abdomen with attached fat bodies and inactive ovaries|rectum|pupae|whole adult body with viral enrichment|abdomen|hindgut|venom gland|antennal lobes and subaesophageal ganglion (al) region of the brain|thorax|wing disc|hypopharyngeal glands|optic lobes|whole adult body|semen|spermetheca|embryo
QIUM02000069.1	0.842456553156226	ventriculus	ventriculus|malpighian tubules|testis|oocyte|ovaries|hemolymph|2nd thoracic ganglia|unknown|egg|mushroom body|male gonad|germline|antennal lobes|midgut|larvae|mandibular glands|brain|abdominal integument|gut|pylori|queen thorax|wings and thoracic dorsum|pupae|nasonov gland|head|thorax and abdomen|fat body|antennal lobes and subaesophageal ganglion (al) region of the brain|thoracic muscle|royal jelly|hindgut|rectum|optic lobes|thorax|venom gland|head,chest|eviscerated abdomen with attached fat bodies and ovaries|eviscerated abdomen and fat body|hypopharyngeal glands|whole adult body with viral enrichment|spermetheca|wing disc|antennae|flight muscle and thoracic exoskeleton|abdomen|semen|head and thorax|whole adult body|eviscerated abdomen with attached fat bodies and inactive ovaries|embryo
QIUM02000070.1	0.9326848109675	ovaries	ovaries|germline|egg|oocyte|larvae|malpighian tubules|ventriculus|testis|spermetheca|unknown|2nd thoracic ganglia|hemolymph|eviscerated abdomen with attached fat bodies and ovaries|midgut|mushroom body|pupae|brain|semen|antennal lobes|hindgut|gut|nasonov gland|male gonad|head|antennal lobes and subaesophageal ganglion (al) region of the brain|embryo|queen thorax|pylori|thorax and abdomen|optic lobes|abdomen|antennae|fat body|thorax|mandibular glands|head,chest|eviscerated abdomen and fat body|eviscerated abdomen with attached fat bodies and inactive ovaries|abdominal integument|whole adult body|rectum|venom gland|wings and thoracic dorsum|hypopharyngeal glands|flight muscle and thoracic exoskeleton|royal jelly|whole adult body with viral enrichment|wing disc|head and thorax|thoracic muscle
QIUM02000071.1	0.974385519493814	larvae	larvae|spermetheca|semen|egg|thorax|hindgut|whole adult body|ventriculus|malpighian tubules|queen thorax|ovaries|antennae|head|2nd thoracic ganglia|pupae|embryo|testis|germline|antennal lobes|mushroom body|pylori|midgut|thorax and abdomen|unknown|thoracic muscle|eviscerated abdomen and fat body|brain|wing disc|antennal lobes and subaesophageal ganglion (al) region of the brain|optic lobes|abdomen|fat body|mandibular glands|wings and thoracic dorsum|hemolymph|male gonad|rectum|gut|flight muscle and thoracic exoskeleton|eviscerated abdomen with attached fat bodies and ovaries|whole adult body with viral enrichment|head,chest|venom gland|nasonov gland|eviscerated abdomen with attached fat bodies and inactive ovaries|oocyte|abdominal integument|hypopharyngeal glands|head and thorax
QIUM02000072.1	0.974667661947715	spermetheca	spermetheca|larvae|semen|hindgut|egg|antennae|thorax|unknown|whole adult body|testis|ventriculus|pupae|midgut|malpighian tubules|ovaries|queen thorax|head|oocyte|2nd thoracic ganglia|mushroom body|abdomen|germline|thorax and abdomen|embryo|venom gland|wing disc|pylori|eviscerated abdomen and fat body|head and thorax|whole adult body with viral enrichment|antennal lobes and subaesophageal ganglion (al) region of the brain|brain|antennal lobes|abdominal integument|wings and thoracic dorsum|eviscerated abdomen with attached fat bodies and ovaries|nasonov gland|fat body|optic lobes|hemolymph|flight muscle and thoracic exoskeleton|mandibular glands|gut
QIUM02000073.1	0.902154755830518	spermetheca	spermetheca|larvae|whole adult body|ventriculus|semen|malpighian tubules|unknown|2nd thoracic ganglia|mushroom body|brain|testis|gut|antennal lobes|hemolymph|ovaries|hindgut|antennal lobes and subaesophageal ganglion (al) region of the brain|optic lobes|egg|pupae|venom gland|thoracic muscle|queen thorax|head|rectum|pylori|mandibular glands|abdomen|eviscerated abdomen and fat body|male gonad|nasonov gland|antennae|thorax|midgut|fat body|head,chest|abdominal integument|oocyte|eviscerated abdomen with attached fat bodies and ovaries|flight muscle and thoracic exoskeleton|germline|thorax and abdomen|wings and thoracic dorsum|royal jelly|hypopharyngeal glands|eviscerated abdomen with attached fat bodies and inactive ovaries|wing disc|whole adult body with viral enrichment|embryo|head and thorax
QIUM02000075.1	0.961813201218811	larvae	larvae|spermetheca|semen|brain|pupae|2nd thoracic ganglia|unknown|hindgut|egg|thoracic muscle|ventriculus|mushroom body|antennal lobes|malpighian tubules|pylori|antennal lobes and subaesophageal ganglion (al) region of the brain|ovaries|thorax|hemolymph|mandibular glands|antennae|head|abdominal integument|queen thorax|eviscerated abdomen and fat body|nasonov gland|whole adult body|gut|optic lobes|germline|venom gland|eviscerated abdomen with attached fat bodies and ovaries|thorax and abdomen|abdomen|flight muscle and thoracic exoskeleton|male gonad|rectum|testis|whole adult body with viral enrichment|oocyte|embryo|midgut|wing disc|wings and thoracic dorsum|eviscerated abdomen with attached fat bodies and inactive ovaries|royal jelly|head and thorax|hypopharyngeal glands|fat body
