scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	center	submitter_id	pubmed_id	taxid	published_date	NCBI_Link	AWS_Link	GCP_Link	isolate	breed	host	isolation_source	collection_date	geo_loc_name	biosamplemodel	dev_stage	sample	strain	sample_type	taxid_domain	taxid_kingdom	taxid_phylum	taxid_class	taxid_order	taxid_family	taxid_genus	taxid_species	scientific_name_original
Cardiocondyla obscurior	gaster	Gaster		female	36 weeks					no		PRJNA819887	SAMN26938279	SRX14743308	SRR18636118	SRA1397993	SRS12504869	SRP367601	Cardiocondyla obscurior Raw sequence reads	RNA-Seq of Cardiocondyla obscurior: Old aged queen Gaster colony A_10	Examination of gene expression patterns in Cardiocondyla obscurior ant queens.Total RNA was extracted using the ReliaPrep kit (Promega). Spike-In RNA Variant Controls (SIRV-Set 3 Lexogen#05101 Lot 5746/001492) were spiked to a 2% fraction of the total RNA. Total RNA was amplified using single primer isothermal amplification (SPIA , Ovation RNA-seq System V2, Tecan) prior to cDNA generation. Genomics using Nextera XT sequencing on a NovaSeq 6000 platform. Reads were trimmed with fastpv.0.20.1 to a minimum length 70 and from Nextera adapters. cDNA libraries were constructed using the transcriptome library construction TruSeq RNA Library Prep Kit v2 (Illumina) and the SuperScript II Reverse Transcriptase (Thermo Fisher Scientific).	Old aged queen		A006850126_145672_S70_L004_R1_001_fastq.gz	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	40828156	8247287512	2536071366								University of Regensburg	SUB11224804		286306	2023-04-30 00:01:42	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR018/18636/SRR18636118/SRR18636118.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18636118/SRR18636118	gs://sra-pub-zq-108/SRR18636118/SRR18636118.lite.1	A_10	JP 2011 (OypB)		Laboratory colony JP 2011 (OypB) originally collected from Japan in 2011 (Okinawa, Oonoyama park).	2019-11-20	Japan: Okinawa, Naha	Invertebrate	adult				2759	33208	6656	50557	7399	36668	235541	286306	Cardiocondyla obscurior
Cardiocondyla obscurior	head-thorax	Head-Thorax		female	36 weeks					no		PRJNA819887	SAMN26938278	SRX14743307	SRR18636119	SRA1397993	SRS12504871	SRP367601	Cardiocondyla obscurior Raw sequence reads	RNA-Seq of Cardiocondyla obscurior: Old aged queen Head-Thorax colony A_10	Examination of gene expression patterns in Cardiocondyla obscurior ant queens.Total RNA was extracted using the ReliaPrep kit (Promega). Spike-In RNA Variant Controls (SIRV-Set 3 Lexogen#05101 Lot 5746/001492) were spiked to a 2% fraction of the total RNA. Total RNA was amplified using single primer isothermal amplification (SPIA , Ovation RNA-seq System V2, Tecan) prior to cDNA generation. Genomics using Nextera XT sequencing on a NovaSeq 6000 platform. Reads were trimmed with fastpv.0.20.1 to a minimum length 70 and from Nextera adapters. cDNA libraries were constructed using the transcriptome library construction TruSeq RNA Library Prep Kit v2 (Illumina) and the SuperScript II Reverse Transcriptase (Thermo Fisher Scientific).	Old aged queen		A006850126_145670_S69_L004_R1_001_fastq.gz	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	49407000	9980214000	3039930168								University of Regensburg	SUB11224804		286306	2023-04-30 00:01:42	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18636/SRR18636119/SRR18636119.lite.1	s3://sra-pub-zq-4/SRR18636119/SRR18636119.lite.1	gs://sra-pub-zq-108/SRR18636119/SRR18636119.lite.1	A_10	JP 2011 (OypB)		Laboratory colony JP 2011 (OypB) originally collected from Japan in 2011 (Okinawa, Oonoyama park).	2019-11-20	Japan: Okinawa, Naha	Invertebrate	adult				2759	33208	6656	50557	7399	36668	235541	286306	Cardiocondyla obscurior
Cardiocondyla obscurior	gaster	Gaster		female	21 weeks					no		PRJNA819887	SAMN26938277	SRX14743306	SRR18636120	SRA1397993	SRS12504868	SRP367601	Cardiocondyla obscurior Raw sequence reads	RNA-Seq of Cardiocondyla obscurior: Middle aged queen Gaster colony F_1	Examination of gene expression patterns in Cardiocondyla obscurior ant queens.Total RNA was extracted using the ReliaPrep kit (Promega). Spike-In RNA Variant Controls (SIRV-Set 3 Lexogen#05101 Lot 5746/001492) were spiked to a 2% fraction of the total RNA. Total RNA was amplified using single primer isothermal amplification (SPIA , Ovation RNA-seq System V2, Tecan) prior to cDNA generation. Genomics using Nextera XT sequencing on a NovaSeq 6000 platform. Reads were trimmed with fastpv.0.20.1 to a minimum length 70 and from Nextera adapters. cDNA libraries were constructed using the transcriptome library construction TruSeq RNA Library Prep Kit v2 (Illumina) and the SuperScript II Reverse Transcriptase (Thermo Fisher Scientific).	Middle aged queen		A006850126_145668_S68_L004_R1_001_fastq.gz	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	50818153	10265266906	3157605673								University of Regensburg	SUB11224804		286306	2023-04-30 00:01:42	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18636/SRR18636120/SRR18636120.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18636120/SRR18636120	gs://sra-pub-zq-108/SRR18636120/SRR18636120.lite.1	F_1	JP 2011 (OypB)		Laboratory colony JP 2011 (OypB) originally collected from Japan in 2011 (Okinawa, Oonoyama park).	2019-08-01	Japan: Okinawa, Naha	Invertebrate	adult				2759	33208	6656	50557	7399	36668	235541	286306	Cardiocondyla obscurior
Cardiocondyla obscurior	head-thorax	Head-Thorax		female	21 weeks					no		PRJNA819887	SAMN26938276	SRX14743305	SRR18636121	SRA1397993	SRS12504867	SRP367601	Cardiocondyla obscurior Raw sequence reads	RNA-Seq of Cardiocondyla obscurior: Middle aged queen Head-Thorax colony F_1	Examination of gene expression patterns in Cardiocondyla obscurior ant queens.Total RNA was extracted using the ReliaPrep kit (Promega). Spike-In RNA Variant Controls (SIRV-Set 3 Lexogen#05101 Lot 5746/001492) were spiked to a 2% fraction of the total RNA. Total RNA was amplified using single primer isothermal amplification (SPIA , Ovation RNA-seq System V2, Tecan) prior to cDNA generation. Genomics using Nextera XT sequencing on a NovaSeq 6000 platform. Reads were trimmed with fastpv.0.20.1 to a minimum length 70 and from Nextera adapters. cDNA libraries were constructed using the transcriptome library construction TruSeq RNA Library Prep Kit v2 (Illumina) and the SuperScript II Reverse Transcriptase (Thermo Fisher Scientific).	Middle aged queen		A006850126_145666_S67_L004_R1_001_fastq.gz	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	48651627	9827628654	3038275643								University of Regensburg	SUB11224804		286306	2023-04-30 00:01:42	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18636/SRR18636121/SRR18636121.lite.1	s3://sra-pub-zq-4/SRR18636121/SRR18636121.lite.1	gs://sra-pub-zq-108/SRR18636121/SRR18636121.lite.1	F_1	JP 2011 (OypB)		Laboratory colony JP 2011 (OypB) originally collected from Japan in 2011 (Okinawa, Oonoyama park).	2019-08-01	Japan: Okinawa, Naha	Invertebrate	adult				2759	33208	6656	50557	7399	36668	235541	286306	Cardiocondyla obscurior
Cardiocondyla obscurior	gaster	Gaster		female	21 weeks					no		PRJNA819887	SAMN26938275	SRX14743304	SRR18636122	SRA1397993	SRS12504866	SRP367601	Cardiocondyla obscurior Raw sequence reads	RNA-Seq of Cardiocondyla obscurior: Middle aged queen Gaster colony D_13	Examination of gene expression patterns in Cardiocondyla obscurior ant queens.Total RNA was extracted using the ReliaPrep kit (Promega). Spike-In RNA Variant Controls (SIRV-Set 3 Lexogen#05101 Lot 5746/001492) were spiked to a 2% fraction of the total RNA. Total RNA was amplified using single primer isothermal amplification (SPIA , Ovation RNA-seq System V2, Tecan) prior to cDNA generation. Genomics using Nextera XT sequencing on a NovaSeq 6000 platform. Reads were trimmed with fastpv.0.20.1 to a minimum length 70 and from Nextera adapters. cDNA libraries were constructed using the transcriptome library construction TruSeq RNA Library Prep Kit v2 (Illumina) and the SuperScript II Reverse Transcriptase (Thermo Fisher Scientific).	Middle aged queen		A006850126_145664_S66_L004_R1_001_fastq.gz	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	48010897	9698201194	2977515449								University of Regensburg	SUB11224804		286306	2023-04-30 00:01:41	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18636/SRR18636122/SRR18636122.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18636122/SRR18636122	gs://sra-pub-zq-101/SRR18636122/SRR18636122.lite.1	D_13	JP 2011 (OypB)		Laboratory colony JP 2011 (OypB) originally collected from Japan in 2011 (Okinawa, Oonoyama park).	2019-08-01	Japan: Okinawa, Naha	Invertebrate	adult				2759	33208	6656	50557	7399	36668	235541	286306	Cardiocondyla obscurior
Cardiocondyla obscurior	head-thorax	Head-Thorax		female	21 weeks					no		PRJNA819887	SAMN26938274	SRX14743303	SRR18636123	SRA1397993	SRS12504865	SRP367601	Cardiocondyla obscurior Raw sequence reads	RNA-Seq of Cardiocondyla obscurior: Middle aged queen Head-Thorax colony D_13	Examination of gene expression patterns in Cardiocondyla obscurior ant queens.Total RNA was extracted using the ReliaPrep kit (Promega). Spike-In RNA Variant Controls (SIRV-Set 3 Lexogen#05101 Lot 5746/001492) were spiked to a 2% fraction of the total RNA. Total RNA was amplified using single primer isothermal amplification (SPIA , Ovation RNA-seq System V2, Tecan) prior to cDNA generation. Genomics using Nextera XT sequencing on a NovaSeq 6000 platform. Reads were trimmed with fastpv.0.20.1 to a minimum length 70 and from Nextera adapters. cDNA libraries were constructed using the transcriptome library construction TruSeq RNA Library Prep Kit v2 (Illumina) and the SuperScript II Reverse Transcriptase (Thermo Fisher Scientific).	Middle aged queen		A006850126_145662_S65_L004_R1_001_fastq.gz	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	52388726	10582522652	3272238115								University of Regensburg	SUB11224804		286306	2023-04-30 00:01:41	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18636/SRR18636123/SRR18636123.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18636123/SRR18636123	gs://sra-pub-zq-108/SRR18636123/SRR18636123.lite.1	D_13	JP 2011 (OypB)		Laboratory colony JP 2011 (OypB) originally collected from Japan in 2011 (Okinawa, Oonoyama park).	2019-08-01	Japan: Okinawa, Naha	Invertebrate	adult				2759	33208	6656	50557	7399	36668	235541	286306	Cardiocondyla obscurior
Cardiocondyla obscurior	gaster	Gaster		female	21 weeks					no		PRJNA819887	SAMN26938273	SRX14743302	SRR18636124	SRA1397993	SRS12504864	SRP367601	Cardiocondyla obscurior Raw sequence reads	RNA-Seq of Cardiocondyla obscurior: Middle aged queen Gaster colony C_27	Examination of gene expression patterns in Cardiocondyla obscurior ant queens.Total RNA was extracted using the ReliaPrep kit (Promega). Spike-In RNA Variant Controls (SIRV-Set 3 Lexogen#05101 Lot 5746/001492) were spiked to a 2% fraction of the total RNA. Total RNA was amplified using single primer isothermal amplification (SPIA , Ovation RNA-seq System V2, Tecan) prior to cDNA generation. Genomics using Nextera XT sequencing on a NovaSeq 6000 platform. Reads were trimmed with fastpv.0.20.1 to a minimum length 70 and from Nextera adapters. cDNA libraries were constructed using the transcriptome library construction TruSeq RNA Library Prep Kit v2 (Illumina) and the SuperScript II Reverse Transcriptase (Thermo Fisher Scientific).	Middle aged queen		A006850126_145631_S64_L004_R1_001_fastq.gz	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	37064711	7487071622	2313798391								University of Regensburg	SUB11224804		286306	2023-04-30 00:01:41	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18636/SRR18636124/SRR18636124.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18636124/SRR18636124	gs://sra-pub-zq-108/SRR18636124/SRR18636124.lite.1	C_27	JP 2011 (OypB)		Laboratory colony JP 2011 (OypB) originally collected from Japan in 2011 (Okinawa, Oonoyama park).	2019-08-01	Japan: Okinawa, Naha	Invertebrate	adult				2759	33208	6656	50557	7399	36668	235541	286306	Cardiocondyla obscurior
Cardiocondyla obscurior	head-thorax	Head-Thorax		female	21 weeks					no		PRJNA819887	SAMN26938272	SRX14743301	SRR18636125	SRA1397993	SRS12504862	SRP367601	Cardiocondyla obscurior Raw sequence reads	RNA-Seq of Cardiocondyla obscurior: Middle aged queen Head-Thorax colony C_27	Examination of gene expression patterns in Cardiocondyla obscurior ant queens.Total RNA was extracted using the ReliaPrep kit (Promega). Spike-In RNA Variant Controls (SIRV-Set 3 Lexogen#05101 Lot 5746/001492) were spiked to a 2% fraction of the total RNA. Total RNA was amplified using single primer isothermal amplification (SPIA , Ovation RNA-seq System V2, Tecan) prior to cDNA generation. Genomics using Nextera XT sequencing on a NovaSeq 6000 platform. Reads were trimmed with fastpv.0.20.1 to a minimum length 70 and from Nextera adapters. cDNA libraries were constructed using the transcriptome library construction TruSeq RNA Library Prep Kit v2 (Illumina) and the SuperScript II Reverse Transcriptase (Thermo Fisher Scientific).	Middle aged queen		A006850126_145629_S63_L004_R1_001_fastq.gz	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	36394908	7351771416	2294194853								University of Regensburg	SUB11224804		286306	2023-04-30 00:01:41	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR018/18636/SRR18636125/SRR18636125.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18636125/SRR18636125	gs://sra-pub-zq-108/SRR18636125/SRR18636125.lite.1	C_27	JP 2011 (OypB)		Laboratory colony JP 2011 (OypB) originally collected from Japan in 2011 (Okinawa, Oonoyama park).	2019-08-01	Japan: Okinawa, Naha	Invertebrate	adult				2759	33208	6656	50557	7399	36668	235541	286306	Cardiocondyla obscurior
Cardiocondyla obscurior	gaster	Gaster		female	21 weeks					no		PRJNA819887	SAMN26938245	SRX14743300	SRR18636126	SRA1397993	SRS12504863	SRP367601	Cardiocondyla obscurior Raw sequence reads	RNA-Seq of Cardiocondyla obscurior: Middle aged queen Gaster colony A_26	Examination of gene expression patterns in Cardiocondyla obscurior ant queens.Total RNA was extracted using the ReliaPrep kit (Promega). Spike-In RNA Variant Controls (SIRV-Set 3 Lexogen#05101 Lot 5746/001492) were spiked to a 2% fraction of the total RNA. Total RNA was amplified using single primer isothermal amplification (SPIA , Ovation RNA-seq System V2, Tecan) prior to cDNA generation. Genomics using Nextera XT sequencing on a NovaSeq 6000 platform. Reads were trimmed with fastpv.0.20.1 to a minimum length 70 and from Nextera adapters. cDNA libraries were constructed using the transcriptome library construction TruSeq RNA Library Prep Kit v2 (Illumina) and the SuperScript II Reverse Transcriptase (Thermo Fisher Scientific).	Middle aged queen		A006850126_145575_S36_L004_R1_001_fastq.gz	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	34305193	6929648986	2208383057								University of Regensburg	SUB11224804		286306	2023-04-30 00:01:41	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18636/SRR18636126/SRR18636126.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18636126/SRR18636126	gs://sra-pub-zq-101/SRR18636126/SRR18636126.lite.1	A_26	JP 2011 (OypB)		Laboratory colony JP 2011 (OypB) originally collected from Japan in 2011 (Okinawa, Oonoyama park).	2019-08-01	Japan: Okinawa, Naha	Invertebrate	adult				2759	33208	6656	50557	7399	36668	235541	286306	Cardiocondyla obscurior
Cardiocondyla obscurior	gaster	Gaster		female	21 weeks					no		PRJNA819887	SAMN26938271	SRX14743299	SRR18636127	SRA1397993	SRS12504860	SRP367601	Cardiocondyla obscurior Raw sequence reads	RNA-Seq of Cardiocondyla obscurior: Middle aged queen Gaster colony D_20	Examination of gene expression patterns in Cardiocondyla obscurior ant queens.Total RNA was extracted using the ReliaPrep kit (Promega). Spike-In RNA Variant Controls (SIRV-Set 3 Lexogen#05101 Lot 5746/001492) were spiked to a 2% fraction of the total RNA. Total RNA was amplified using single primer isothermal amplification (SPIA , Ovation RNA-seq System V2, Tecan) prior to cDNA generation. Genomics using Nextera XT sequencing on a NovaSeq 6000 platform. Reads were trimmed with fastpv.0.20.1 to a minimum length 70 and from Nextera adapters. cDNA libraries were constructed using the transcriptome library construction TruSeq RNA Library Prep Kit v2 (Illumina) and the SuperScript II Reverse Transcriptase (Thermo Fisher Scientific).	Middle aged queen		A006850126_145627_S62_L004_R1_001_fastq.gz	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	34108574	6889931948	2135538686								University of Regensburg	SUB11224804		286306	2023-04-30 00:01:41	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18636/SRR18636127/SRR18636127.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18636127/SRR18636127	gs://sra-pub-zq-101/SRR18636127/SRR18636127.lite.1	D_20	JP 2011 (OypB)		Laboratory colony JP 2011 (OypB) originally collected from Japan in 2011 (Okinawa, Oonoyama park).	2019-08-01	Japan: Okinawa, Naha	Invertebrate	adult				2759	33208	6656	50557	7399	36668	235541	286306	Cardiocondyla obscurior
Cardiocondyla obscurior	head-thorax	Head-Thorax		female	21 weeks					no		PRJNA819887	SAMN26938270	SRX14743298	SRR18636128	SRA1397993	SRS12504859	SRP367601	Cardiocondyla obscurior Raw sequence reads	RNA-Seq of Cardiocondyla obscurior: Middle aged queen Head-Thorax colony D_20	Examination of gene expression patterns in Cardiocondyla obscurior ant queens.Total RNA was extracted using the ReliaPrep kit (Promega). Spike-In RNA Variant Controls (SIRV-Set 3 Lexogen#05101 Lot 5746/001492) were spiked to a 2% fraction of the total RNA. Total RNA was amplified using single primer isothermal amplification (SPIA , Ovation RNA-seq System V2, Tecan) prior to cDNA generation. Genomics using Nextera XT sequencing on a NovaSeq 6000 platform. Reads were trimmed with fastpv.0.20.1 to a minimum length 70 and from Nextera adapters. cDNA libraries were constructed using the transcriptome library construction TruSeq RNA Library Prep Kit v2 (Illumina) and the SuperScript II Reverse Transcriptase (Thermo Fisher Scientific).	Middle aged queen		A006850126_145625_S61_L004_R1_001_fastq.gz	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	43088265	8703829530	2692708352								University of Regensburg	SUB11224804		286306	2023-04-30 00:01:41	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR018/18636/SRR18636128/SRR18636128.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18636128/SRR18636128	gs://sra-pub-zq-108/SRR18636128/SRR18636128.lite.1	D_20	JP 2011 (OypB)		Laboratory colony JP 2011 (OypB) originally collected from Japan in 2011 (Okinawa, Oonoyama park).	2019-08-01	Japan: Okinawa, Naha	Invertebrate	adult				2759	33208	6656	50557	7399	36668	235541	286306	Cardiocondyla obscurior
Cardiocondyla obscurior	gaster	Gaster		female	21 weeks					no		PRJNA819887	SAMN26938269	SRX14743297	SRR18636129	SRA1397993	SRS12504861	SRP367601	Cardiocondyla obscurior Raw sequence reads	RNA-Seq of Cardiocondyla obscurior: Middle aged queen Gaster colony B_4	Examination of gene expression patterns in Cardiocondyla obscurior ant queens.Total RNA was extracted using the ReliaPrep kit (Promega). Spike-In RNA Variant Controls (SIRV-Set 3 Lexogen#05101 Lot 5746/001492) were spiked to a 2% fraction of the total RNA. Total RNA was amplified using single primer isothermal amplification (SPIA , Ovation RNA-seq System V2, Tecan) prior to cDNA generation. Genomics using Nextera XT sequencing on a NovaSeq 6000 platform. Reads were trimmed with fastpv.0.20.1 to a minimum length 70 and from Nextera adapters. cDNA libraries were constructed using the transcriptome library construction TruSeq RNA Library Prep Kit v2 (Illumina) and the SuperScript II Reverse Transcriptase (Thermo Fisher Scientific).	Middle aged queen		A006850126_145623_S60_L004_R1_001_fastq.gz	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	40868184	8255373168	2543068296								University of Regensburg	SUB11224804		286306	2023-04-30 00:01:41	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR018/18636/SRR18636129/SRR18636129.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18636129/SRR18636129	gs://sra-pub-zq-108/SRR18636129/SRR18636129.lite.1	B_4	JP 2011 (OypB)		Laboratory colony JP 2011 (OypB) originally collected from Japan in 2011 (Okinawa, Oonoyama park).	2019-08-01	Japan: Okinawa, Naha	Invertebrate	adult				2759	33208	6656	50557	7399	36668	235541	286306	Cardiocondyla obscurior
Cardiocondyla obscurior	head-thorax	Head-Thorax		female	21 weeks					no		PRJNA819887	SAMN26938268	SRX14743296	SRR18636130	SRA1397993	SRS12504858	SRP367601	Cardiocondyla obscurior Raw sequence reads	RNA-Seq of Cardiocondyla obscurior: Middle aged queen Head-Thorax colony B_4	Examination of gene expression patterns in Cardiocondyla obscurior ant queens.Total RNA was extracted using the ReliaPrep kit (Promega). Spike-In RNA Variant Controls (SIRV-Set 3 Lexogen#05101 Lot 5746/001492) were spiked to a 2% fraction of the total RNA. Total RNA was amplified using single primer isothermal amplification (SPIA , Ovation RNA-seq System V2, Tecan) prior to cDNA generation. Genomics using Nextera XT sequencing on a NovaSeq 6000 platform. Reads were trimmed with fastpv.0.20.1 to a minimum length 70 and from Nextera adapters. cDNA libraries were constructed using the transcriptome library construction TruSeq RNA Library Prep Kit v2 (Illumina) and the SuperScript II Reverse Transcriptase (Thermo Fisher Scientific).	Middle aged queen		A006850126_145621_S59_L004_R1_001_fastq.gz	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	39581732	7995509864	2463070803								University of Regensburg	SUB11224804		286306	2023-04-30 00:01:41	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR018/18636/SRR18636130/SRR18636130.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18636130/SRR18636130	gs://sra-pub-zq-108/SRR18636130/SRR18636130.lite.1	B_4	JP 2011 (OypB)		Laboratory colony JP 2011 (OypB) originally collected from Japan in 2011 (Okinawa, Oonoyama park).	2019-08-01	Japan: Okinawa, Naha	Invertebrate	adult				2759	33208	6656	50557	7399	36668	235541	286306	Cardiocondyla obscurior
Cardiocondyla obscurior	gaster	Gaster		female	20 weeks					no		PRJNA819887	SAMN26938267	SRX14743295	SRR18636131	SRA1397993	SRS12504857	SRP367601	Cardiocondyla obscurior Raw sequence reads	RNA-Seq of Cardiocondyla obscurior: Middle aged queen Gaster colony E_23	Examination of gene expression patterns in Cardiocondyla obscurior ant queens.Total RNA was extracted using the ReliaPrep kit (Promega). Spike-In RNA Variant Controls (SIRV-Set 3 Lexogen#05101 Lot 5746/001492) were spiked to a 2% fraction of the total RNA. Total RNA was amplified using single primer isothermal amplification (SPIA , Ovation RNA-seq System V2, Tecan) prior to cDNA generation. Genomics using Nextera XT sequencing on a NovaSeq 6000 platform. Reads were trimmed with fastpv.0.20.1 to a minimum length 70 and from Nextera adapters. cDNA libraries were constructed using the transcriptome library construction TruSeq RNA Library Prep Kit v2 (Illumina) and the SuperScript II Reverse Transcriptase (Thermo Fisher Scientific).	Middle aged queen		A006850126_145619_S58_L004_R1_001_fastq.gz	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	38946171	7867126542	2464940073								University of Regensburg	SUB11224804		286306	2023-04-30 00:01:41	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR018/18636/SRR18636131/SRR18636131.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18636131/SRR18636131	gs://sra-pub-zq-101/SRR18636131/SRR18636131.lite.1	E_23	JP 2011 (OypB)		Laboratory colony JP 2011 (OypB) originally collected from Japan in 2011 (Okinawa, Oonoyama park).	2019-08-01	Japan: Okinawa, Naha	Invertebrate	adult				2759	33208	6656	50557	7399	36668	235541	286306	Cardiocondyla obscurior
Cardiocondyla obscurior	gaster	Gaster		female	21 weeks					no		PRJNA819887	SAMN26938251	SRX14743294	SRR18636132	SRA1397993	SRS12504856	SRP367601	Cardiocondyla obscurior Raw sequence reads	RNA-Seq of Cardiocondyla obscurior: Middle aged queen Gaster colony D_10	Examination of gene expression patterns in Cardiocondyla obscurior ant queens.Total RNA was extracted using the ReliaPrep kit (Promega). Spike-In RNA Variant Controls (SIRV-Set 3 Lexogen#05101 Lot 5746/001492) were spiked to a 2% fraction of the total RNA. Total RNA was amplified using single primer isothermal amplification (SPIA , Ovation RNA-seq System V2, Tecan) prior to cDNA generation. Genomics using Nextera XT sequencing on a NovaSeq 6000 platform. Reads were trimmed with fastpv.0.20.1 to a minimum length 70 and from Nextera adapters. cDNA libraries were constructed using the transcriptome library construction TruSeq RNA Library Prep Kit v2 (Illumina) and the SuperScript II Reverse Transcriptase (Thermo Fisher Scientific).	Middle aged queen		A006850126_145587_S42_L004_R1_001_fastq.gz	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	41655299	8414370398	2588096525								University of Regensburg	SUB11224804		286306	2023-04-30 00:01:41	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18636/SRR18636132/SRR18636132.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18636132/SRR18636132	gs://sra-pub-zq-101/SRR18636132/SRR18636132.lite.1	D_10	JP 2011 (OypB)		Laboratory colony JP 2011 (OypB) originally collected from Japan in 2011 (Okinawa, Oonoyama park).	2019-08-01	Japan: Okinawa, Naha	Invertebrate	adult				2759	33208	6656	50557	7399	36668	235541	286306	Cardiocondyla obscurior
