scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	center	submitter_id	pubmed_id	taxid	published_date	NCBI_Link	AWS_Link	GCP_Link	geo_loc_name	collection_date	isolate	breed	replicate	isolation_source	caste	collected_by	dev_stage	colony	biosamplemodel	taxid_domain	taxid_kingdom	taxid_phylum	taxid_class	taxid_order	taxid_family	taxid_genus	taxid_species	scientific_name_original
Atta cephalotes	antennae	antennae					antennae			no		PRJNA1216272	SAMN46430724	SRX27489944	SRR32143951	SRA2062353	SRS23911834	SRP560227	Caste- and environment-associated differential expression of odorant receptors in pest ants	GSM8759834: Acep_Sol_5; Atta cephalotes; RNA-Seq		Acep_Sol_5		GSM8759834	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	60458615	18258501730	6228542182								Biology, University of Florida	SUB15042868	40849535	12957	2025-06-23 14:45:36	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32143/SRR32143951/SRR32143951.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR32143951/SRR32143951	gs://sra-pub-zq-107/SRR32143951/SRR32143951.lite.1	missing	missing										2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	antennae	antennae					antennae			no		PRJNA1216272	SAMN46430725	SRX27489943	SRR32143952	SRA2062353	SRS23911832	SRP560227	Caste- and environment-associated differential expression of odorant receptors in pest ants	GSM8759833: Acep_Sol_4; Atta cephalotes; RNA-Seq		Acep_Sol_4		GSM8759833	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	29360411	8866844122	3051600216								Biology, University of Florida	SUB15042868	40849535	12957	2025-06-23 14:45:36	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32143/SRR32143952/SRR32143952.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR32143952/SRR32143952	gs://sra-pub-zq-107/SRR32143952/SRR32143952.lite.1	missing	missing										2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	antennae	antennae					antennae			no		PRJNA1216272	SAMN46430726	SRX27489942	SRR32143956	SRA2062353	SRS23911833	SRP560227	Caste- and environment-associated differential expression of odorant receptors in pest ants	GSM8759832: Acep_Sol_3; Atta cephalotes; RNA-Seq		Acep_Sol_3		GSM8759832	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	100084301	30225458902	10291599588								Biology, University of Florida	SUB15042868	40849535	12957	2025-06-23 14:45:35	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32143/SRR32143956/SRR32143956.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR32143956/SRR32143956	gs://sra-pub-zq-107/SRR32143956/SRR32143956.lite.1	missing	missing										2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	antennae	antennae					antennae			no		PRJNA1216272	SAMN46430727	SRX27489941	SRR32143953	SRA2062353	SRS23911831	SRP560227	Caste- and environment-associated differential expression of odorant receptors in pest ants	GSM8759831: Acep_Sol_2; Atta cephalotes; RNA-Seq		Acep_Sol_2		GSM8759831	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	55048637	16624688374	5682424734								Biology, University of Florida	SUB15042868	40849535	12957	2025-06-23 14:45:35	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32143/SRR32143953/SRR32143953.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR32143953/SRR32143953	gs://sra-pub-zq-107/SRR32143953/SRR32143953.lite.1	missing	missing										2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	antennae	antennae					antennae			no		PRJNA1216272	SAMN46430728	SRX27489940	SRR32143954	SRA2062353	SRS23911830	SRP560227	Caste- and environment-associated differential expression of odorant receptors in pest ants	GSM8759830: Acep_Sol_1; Atta cephalotes; RNA-Seq		Acep_Sol_1		GSM8759830	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	61895958	18692579316	6338565801								Biology, University of Florida	SUB15042868	40849535	12957	2025-06-23 14:45:35	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32143/SRR32143954/SRR32143954.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR32143954/SRR32143954	gs://sra-pub-zq-107/SRR32143954/SRR32143954.lite.1	missing	missing										2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	antennae	antennae					antennae			no		PRJNA1216272	SAMN46430729	SRX27489939	SRR32143955	SRA2062353	SRS23911829	SRP560227	Caste- and environment-associated differential expression of odorant receptors in pest ants	GSM8759829: Acep_Mi_5; Atta cephalotes; RNA-Seq		Acep_Mi_5		GSM8759829	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	19325662	5836349924	2023542649								Biology, University of Florida	SUB15042868	40849535	12957	2025-06-23 14:45:35	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32143/SRR32143955/SRR32143955.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR32143955/SRR32143955	gs://sra-pub-zq-107/SRR32143955/SRR32143955.lite.1	missing	missing										2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	antennae	antennae					antennae			no		PRJNA1216272	SAMN46430730	SRX27489938	SRR32143957	SRA2062353	SRS23911827	SRP560227	Caste- and environment-associated differential expression of odorant receptors in pest ants	GSM8759828: Acep_Mi_4; Atta cephalotes; RNA-Seq		Acep_Mi_4		GSM8759828	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	27978315	8449451130	2913160770								Biology, University of Florida	SUB15042868	40849535	12957	2025-06-23 14:45:35	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32143/SRR32143957/SRR32143957.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR32143957/SRR32143957	gs://sra-pub-zq-107/SRR32143957/SRR32143957.lite.1	missing	missing										2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	antennae	antennae					antennae			no		PRJNA1216272	SAMN46430731	SRX27489937	SRR32143958	SRA2062353	SRS23911828	SRP560227	Caste- and environment-associated differential expression of odorant receptors in pest ants	GSM8759827: Acep_Mi_3; Atta cephalotes; RNA-Seq		Acep_Mi_3		GSM8759827	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	41537141	12544216582	4306077921								Biology, University of Florida	SUB15042868	40849535	12957	2025-06-23 14:45:35	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32143/SRR32143958/SRR32143958.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR32143958/SRR32143958	gs://sra-pub-zq-107/SRR32143958/SRR32143958.lite.1	missing	missing										2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	antennae	antennae					antennae			no		PRJNA1216272	SAMN46430732	SRX27489936	SRR32143959	SRA2062353	SRS23911825	SRP560227	Caste- and environment-associated differential expression of odorant receptors in pest ants	GSM8759826: Acep_Mi_2; Atta cephalotes; RNA-Seq		Acep_Mi_2		GSM8759826	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	27585125	8330707750	2847245064								Biology, University of Florida	SUB15042868	40849535	12957	2025-06-23 14:45:35	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32143/SRR32143959/SRR32143959.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR32143959/SRR32143959	gs://sra-pub-zq-107/SRR32143959/SRR32143959.lite.1	missing	missing										2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	antennae	antennae					antennae			no		PRJNA1216272	SAMN46430733	SRX27489935	SRR32143960	SRA2062353	SRS23911826	SRP560227	Caste- and environment-associated differential expression of odorant receptors in pest ants	GSM8759825: Acep_Mi_1; Atta cephalotes; RNA-Seq		Acep_Mi_1		GSM8759825	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	27527761	8313383822	2855582545								Biology, University of Florida	SUB15042868	40849535	12957	2025-06-23 14:45:35	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32143/SRR32143960/SRR32143960.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR32143960/SRR32143960	gs://sra-pub-zq-107/SRR32143960/SRR32143960.lite.1	missing	missing										2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	antennae	antennae					antennae			no		PRJNA1216272	SAMN46430734	SRX27489934	SRR32143961	SRA2062353	SRS23911824	SRP560227	Caste- and environment-associated differential expression of odorant receptors in pest ants	GSM8759824: Acep_For_5; Atta cephalotes; RNA-Seq		Acep_For_5		GSM8759824	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	86301201	26062962702	8843385430								Biology, University of Florida	SUB15042868	40849535	12957	2025-06-23 14:45:35	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32143/SRR32143961/SRR32143961.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR32143961/SRR32143961	gs://sra-pub-zq-107/SRR32143961/SRR32143961.lite.1	missing	missing										2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	antennae	antennae					antennae			no		PRJNA1216272	SAMN46430735	SRX27489933	SRR32143962	SRA2062353	SRS23911823	SRP560227	Caste- and environment-associated differential expression of odorant receptors in pest ants	GSM8759823: Acep_For_4; Atta cephalotes; RNA-Seq		Acep_For_4		GSM8759823	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	51275845	15485305190	5309701301								Biology, University of Florida	SUB15042868	40849535	12957	2025-06-23 14:45:35	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32143/SRR32143962/SRR32143962.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR32143962/SRR32143962	gs://sra-pub-zq-107/SRR32143962/SRR32143962.lite.1	missing	missing										2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	antennae	antennae					antennae			no		PRJNA1216272	SAMN46430736	SRX27489932	SRR32143963	SRA2062353	SRS23911822	SRP560227	Caste- and environment-associated differential expression of odorant receptors in pest ants	GSM8759822: Acep_For_3; Atta cephalotes; RNA-Seq		Acep_For_3		GSM8759822	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	40853838	12337859076	4203611355								Biology, University of Florida	SUB15042868	40849535	12957	2025-06-23 14:45:35	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32143/SRR32143963/SRR32143963.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR32143963/SRR32143963	gs://sra-pub-zq-107/SRR32143963/SRR32143963.lite.1	missing	missing										2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	antennae	antennae					antennae			no		PRJNA1216272	SAMN46430737	SRX27489931	SRR32143964	SRA2062353	SRS23911821	SRP560227	Caste- and environment-associated differential expression of odorant receptors in pest ants	GSM8759821: Acep_For_2; Atta cephalotes; RNA-Seq		Acep_For_2		GSM8759821	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	69260249	20916595198	7143723632								Biology, University of Florida	SUB15042868	40849535	12957	2025-06-23 14:45:34	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32143/SRR32143964/SRR32143964.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR32143964/SRR32143964	gs://sra-pub-zq-107/SRR32143964/SRR32143964.lite.1	missing	missing										2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	antennae	antennae					antennae			no		PRJNA1216272	SAMN46430738	SRX27489930	SRR32143965	SRA2062353	SRS23911820	SRP560227	Caste- and environment-associated differential expression of odorant receptors in pest ants	GSM8759820: Acep_For_1; Atta cephalotes; RNA-Seq		Acep_For_1		GSM8759820	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	56948889	17198564478	5882670389								Biology, University of Florida	SUB15042868	40849535	12957	2025-06-23 14:45:34	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32143/SRR32143965/SRR32143965.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR32143965/SRR32143965	gs://sra-pub-zq-107/SRR32143965/SRR32143965.lite.1	missing	missing										2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	antennae	antennae					antennae			no		PRJNA1216272	SAMN46430739	SRX27489929	SRR32143966	SRA2062353	SRS23911817	SRP560227	Caste- and environment-associated differential expression of odorant receptors in pest ants	GSM8759819: Acep_DW_5; Atta cephalotes; RNA-Seq		Acep_DW_5		GSM8759819	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	42191978	12741977356	4394506986								Biology, University of Florida	SUB15042868	40849535	12957	2025-06-23 14:45:34	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32143/SRR32143966/SRR32143966.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR32143966/SRR32143966	gs://sra-pub-zq-107/SRR32143966/SRR32143966.lite.1	missing	missing										2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	antennae	antennae					antennae			no		PRJNA1216272	SAMN46430740	SRX27489928	SRR32143967	SRA2062353	SRS23911819	SRP560227	Caste- and environment-associated differential expression of odorant receptors in pest ants	GSM8759818: Acep_DW_4; Atta cephalotes; RNA-Seq		Acep_DW_4		GSM8759818	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	65560042	19799132684	6756309912								Biology, University of Florida	SUB15042868	40849535	12957	2025-06-23 14:45:34	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32143/SRR32143967/SRR32143967.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR32143967/SRR32143967	gs://sra-pub-zq-107/SRR32143967/SRR32143967.lite.1	missing	missing										2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	antennae	antennae					antennae			no		PRJNA1216272	SAMN46430741	SRX27489927	SRR32143968	SRA2062353	SRS23911818	SRP560227	Caste- and environment-associated differential expression of odorant receptors in pest ants	GSM8759817: Acep_DW_3; Atta cephalotes; RNA-Seq		Acep_DW_3		GSM8759817	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	35335645	10671364790	3645320057								Biology, University of Florida	SUB15042868	40849535	12957	2025-06-23 14:45:34	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32143/SRR32143968/SRR32143968.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR32143968/SRR32143968	gs://sra-pub-zq-107/SRR32143968/SRR32143968.lite.1	missing	missing										2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	antennae	antennae					antennae			no		PRJNA1216272	SAMN46430742	SRX27489926	SRR32143969	SRA2062353	SRS23911816	SRP560227	Caste- and environment-associated differential expression of odorant receptors in pest ants	GSM8759816: Acep_DW_2; Atta cephalotes; RNA-Seq		Acep_DW_2		GSM8759816	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	35893821	10839933942	3714131285								Biology, University of Florida	SUB15042868	40849535	12957	2025-06-23 14:45:34	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32143/SRR32143969/SRR32143969.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR32143969/SRR32143969	gs://sra-pub-zq-107/SRR32143969/SRR32143969.lite.1	missing	missing										2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	antennae	antennae					antennae			no		PRJNA1216272	SAMN46430743	SRX27489925	SRR32143970	SRA2062353	SRS23911814	SRP560227	Caste- and environment-associated differential expression of odorant receptors in pest ants	GSM8759815: Acep_DW_1; Atta cephalotes; RNA-Seq		Acep_DW_1		GSM8759815	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina NovaSeq 6000	41459054	12520634308	4353219864								Biology, University of Florida	SUB15042868	40849535	12957	2025-06-23 14:45:34	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32143/SRR32143970/SRR32143970.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR32143970/SRR32143970	gs://sra-pub-zq-107/SRR32143970/SRR32143970.lite.1	missing	missing										2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	central brain	central brain		female	d30					no		PRJNA1022160	SAMN37594846	SRX21999055	SRR26290253	SRA1726486	SRS19073615	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MNM, subcaste Nr replicate r2	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MNM, subcaste Nr replicate r2		Nr_CB_wt_b1_AcR01	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	9592901	794001195	327434732								University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:16	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290253/SRR26290253.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290253/SRR26290253	gs://sra-pub-zq-108/SRR26290253/SRR26290253.lite.1	USA	2020-12-01	a91	missing	r2	missing	MNM	K Glastad, M Gilbert, M fioriti	adult	c1	Invertebrate	2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	central brain	central brain		female	d30					no		PRJNA1022160	SAMN37594765	SRX21999054	SRR26290162	SRA1726486	SRS19073614	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes CCAP inj sample 10	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes CCAP inj sample 10		Gd_CB_CCAPinj_6h_b4_MGINv6	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	35424391	2934686798	1383694358								University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:09	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290162/SRR26290162.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290162/SRR26290162	gs://sra-pub-zq-108/SRR26290162/SRR26290162.lite.1	USA	2020-12-01	a10	missing	b4	missing	MNR	K Glastad, M Gilbert, M fioriti	adult	c2	Invertebrate	2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	central brain	central brain		female	d30					no		PRJNA1022160	SAMN37594845	SRX21999053	SRR26290163	SRA1726486	SRS19073613	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MNM, subcaste Nr replicate r1	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MNM, subcaste Nr replicate r1		Nr_CB_wt_b1_AcR00	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	10616211	891761724	404320308								University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:08	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290163/SRR26290163.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290163/SRR26290163	gs://sra-pub-zq-108/SRR26290163/SRR26290163.lite.1	USA	2020-12-01	a90	missing	r1	missing	MNM	K Glastad, M Gilbert, M fioriti	adult	c0	Invertebrate	2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	central brain	central brain		female	d30					no		PRJNA1022160	SAMN37594844	SRX21999052	SRR26290164	SRA1726486	SRS19073612	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MNR, subcaste Gd replicate r10	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MNR, subcaste Gd replicate r10		Gd_CB_wt_b5_AcR03	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	25422617	2106902391	948259870								University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:10	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290164/SRR26290164.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290164/SRR26290164	gs://sra-pub-zq-108/SRR26290164/SRR26290164.lite.1	USA	2020-12-01	a89	missing	r10	missing	MNR	K Glastad, M Gilbert, M fioriti	adult	c2	Invertebrate	2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	central brain	central brain		female	d30					no		PRJNA1022160	SAMN37594843	SRX21999051	SRR26290165	SRA1726486	SRS19073611	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MNR, subcaste Gd replicate r9	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MNR, subcaste Gd replicate r9		Gd_CB_wt_b4_AcR03	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	21879726	1814557354	809375857								University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:08	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290165/SRR26290165.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290165/SRR26290165	gs://sra-pub-zq-108/SRR26290165/SRR26290165.lite.1	USA	2020-12-01	a88	missing	r9	missing	MNR	K Glastad, M Gilbert, M fioriti	adult	c1	Invertebrate	2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	central brain	central brain		female	d30					no		PRJNA1022160	SAMN37594842	SRX21999050	SRR26290166	SRA1726486	SRS19073610	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MNR, subcaste Gd replicate r8	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MNR, subcaste Gd replicate r8		Gd_CB_wt_b3_MGINv2	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	21005726	1736115053	772454911								University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:09	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290166/SRR26290166.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290166/SRR26290166	gs://sra-pub-zq-108/SRR26290166/SRR26290166.lite.1	USA	2020-12-01	a87	missing	r8	missing	MNR	K Glastad, M Gilbert, M fioriti	adult	c1	Invertebrate	2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
Atta cephalotes	central brain	central brain		female	d30					no		PRJNA1022160	SAMN37594841	SRX21999049	SRR26290167	SRA1726486	SRS19073609	SRP464705	molecular characterization of Atta cephalotes worker behavior and a link to mammalian eusociality	A. cephalotes baseline caste MNR, subcaste Gd replicate r7	total RNA was isolated via Trizol extraction from dissected tissues or cultures, followed by DNase treatment and re-purification using RNA clean XP beads with a ratio of 2:1.  Poly-A selection was performed using NEB next kit, followed by directional library preprartion.  libraries were PCR cycled for 6-10 cycles depending on prior qPCR quantification of adapter-ligated cDNA.  all comparisons were cycled from the same number of PCR cycles to ensure comparability.	A. cephalotes baseline caste MNR, subcaste Gd replicate r7		Gd_CB_wt_b3_AcR03	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	NextSeq 550	24131254	1999746082	878627212								University of Pennsylvania	SUB13871066		12957	2024-10-17 00:11:08	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR026/26290/SRR26290167/SRR26290167.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR26290167/SRR26290167	gs://sra-pub-zq-108/SRR26290167/SRR26290167.lite.1	USA	2020-12-01	a86	missing	r7	missing	MNR	K Glastad, M Gilbert, M fioriti	adult	c1	Invertebrate	2759	33208	6656	50557	7399	36668	12956	12957	Atta cephalotes
