scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	center	submitter_id	pubmed_id	taxid	published_date	NCBI_Link	AWS_Link	GCP_Link
Polistes canadensis	brain	Brain					Brain	yes	yes	no		PRJNA603571	SAMN13938114	SRX7644442	SRR10981765	SRA1033683	SRS6074298	SRP245645	Specialisation and plasticity in a primitive social insect (RNA-seq)	GSM4287636: P196_RNAseq; Polistes canadensis; RNA-Seq		P196_RNAseq			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	8279283	1655856600	1139987848								GEO	GEO: GSE144408	36044898.0	91411	2021-06-17 14:56:18	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR010/10981/SRR10981765/SRR10981765.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10981765/SRR10981765	gs://sra-pub-zq-105/SRR10981765/SRR10981765.lite.1
Polistes canadensis	brain	Brain					Brain	yes	yes	no		PRJNA603571	SAMN13938115	SRX7644441	SRR10981764	SRA1033683	SRS6074297	SRP245645	Specialisation and plasticity in a primitive social insect (RNA-seq)	GSM4287635: P193_RNAseq; Polistes canadensis; RNA-Seq		P193_RNAseq			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	7452771	1490554200	1027893561								GEO	GEO: GSE144408	36044898.0	91411	2021-06-17 14:56:18	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR010/10981/SRR10981764/SRR10981764.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10981764/SRR10981764	gs://sra-pub-zq-105/SRR10981764/SRR10981764.lite.1
Polistes canadensis	brain	Brain					Brain	yes	yes	no		PRJNA603571	SAMN13938116	SRX7644440	SRR10981763	SRA1033683	SRS6074296	SRP245645	Specialisation and plasticity in a primitive social insect (RNA-seq)	GSM4287634: P192_RNAseq; Polistes canadensis; RNA-Seq		P192_RNAseq			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	8789468	1757893600	1209088939								GEO	GEO: GSE144408	36044898.0	91411	2021-06-17 14:56:18	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR010/10981/SRR10981763/SRR10981763.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10981763/SRR10981763	gs://sra-pub-zq-105/SRR10981763/SRR10981763.lite.1
Polistes canadensis	brain	Brain					Brain	yes	yes	no		PRJNA603571	SAMN13938118	SRX7644438	SRR10981761	SRA1033683	SRS6074294	SRP245645	Specialisation and plasticity in a primitive social insect (RNA-seq)	GSM4287632: P190_RNAseq; Polistes canadensis; RNA-Seq		P190_RNAseq			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	6990920	1398184000	965377177								GEO	GEO: GSE144408	36044898.0	91411	2021-06-17 14:56:18	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR010/10981/SRR10981761/SRR10981761.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10981761/SRR10981761	gs://sra-pub-zq-105/SRR10981761/SRR10981761.lite.1
Polistes canadensis	brain	Brain					Brain	yes	yes	no		PRJNA603571	SAMN13938119	SRX7644437	SRR10981760	SRA1033683	SRS6074293	SRP245645	Specialisation and plasticity in a primitive social insect (RNA-seq)	GSM4287631: P189_RNAseq; Polistes canadensis; RNA-Seq		P189_RNAseq			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	6347533	1269506600	876966455								GEO	GEO: GSE144408	36044898.0	91411	2021-06-17 14:56:18	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR010/10981/SRR10981760/SRR10981760.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10981760/SRR10981760	gs://sra-pub-zq-105/SRR10981760/SRR10981760.lite.1
Polistes canadensis	brain	Brain					Brain	yes	yes	no		PRJNA603571	SAMN13938121	SRX7644435	SRR10981758	SRA1033683	SRS6074291	SRP245645	Specialisation and plasticity in a primitive social insect (RNA-seq)	GSM4287629: P187_RNAseq; Polistes canadensis; RNA-Seq		P187_RNAseq			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	6341923	1268384600	853433948								GEO	GEO: GSE144408	36044898.0	91411	2021-06-17 14:56:18	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR010/10981/SRR10981758/SRR10981758.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10981758/SRR10981758	gs://sra-pub-zq-105/SRR10981758/SRR10981758.lite.1
Polistes canadensis	brain	Brain					Brain	yes	yes	no		PRJNA603571	SAMN13938122	SRX7644434	SRR10981757	SRA1033683	SRS6074290	SRP245645	Specialisation and plasticity in a primitive social insect (RNA-seq)	GSM4287628: P186_RNAseq; Polistes canadensis; RNA-Seq		P186_RNAseq			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	6956374	1391274800	933648419								GEO	GEO: GSE144408	36044898.0	91411	2021-06-17 14:56:18	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR010/10981/SRR10981757/SRR10981757.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10981757/SRR10981757	gs://sra-pub-zq-105/SRR10981757/SRR10981757.lite.1
Polistes canadensis	brain	Brain					Brain	yes	yes	no		PRJNA603571	SAMN13938123	SRX7644433	SRR10981756	SRA1033683	SRS6074289	SRP245645	Specialisation and plasticity in a primitive social insect (RNA-seq)	GSM4287627: P185_RNAseq; Polistes canadensis; RNA-Seq		P185_RNAseq			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	6409947	1281989400	863001623								GEO	GEO: GSE144408	36044898.0	91411	2021-06-17 14:56:18	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR010/10981/SRR10981756/SRR10981756.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10981756/SRR10981756	gs://sra-pub-zq-105/SRR10981756/SRR10981756.lite.1
Polistes canadensis	brain	Brain					Brain	yes	yes	no		PRJNA603571	SAMN13938080	SRX7644431	SRR10981754	SRA1033683	SRS6074287	SRP245645	Specialisation and plasticity in a primitive social insect (RNA-seq)	GSM4287625: P183_RNAseq; Polistes canadensis; RNA-Seq		P183_RNAseq			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	5447203	1089440600	733537578								GEO	GEO: GSE144408	36044898.0	91411	2021-06-17 14:56:18	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR010/10981/SRR10981754/SRR10981754.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10981754/SRR10981754	gs://sra-pub-zq-105/SRR10981754/SRR10981754.lite.1
Polistes canadensis	brain	Brain					Brain	yes	yes	no		PRJNA603571	SAMN13938083	SRX7644428	SRR10981751	SRA1033683	SRS6074283	SRP245645	Specialisation and plasticity in a primitive social insect (RNA-seq)	GSM4287622: P180_RNAseq; Polistes canadensis; RNA-Seq		P180_RNAseq			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	7658041	1531608200	1030309953								GEO	GEO: GSE144408	36044898.0	91411	2021-06-17 14:56:18	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR010/10981/SRR10981751/SRR10981751.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10981751/SRR10981751	gs://sra-pub-zq-105/SRR10981751/SRR10981751.lite.1
Polistes canadensis	brain	Brain					Brain	yes	yes	no		PRJNA603571	SAMN13938084	SRX7644427	SRR10981750	SRA1033683	SRS6074284	SRP245645	Specialisation and plasticity in a primitive social insect (RNA-seq)	GSM4287621: P179_RNAseq; Polistes canadensis; RNA-Seq		P179_RNAseq			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	6043871	1208774200	812383470								GEO	GEO: GSE144408	36044898.0	91411	2021-06-17 14:56:18	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR010/10981/SRR10981750/SRR10981750.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10981750/SRR10981750	gs://sra-pub-zq-105/SRR10981750/SRR10981750.lite.1
Polistes canadensis	brain	Brain					Brain	yes	yes	no		PRJNA603571	SAMN13938085	SRX7644426	SRR10981749	SRA1033683	SRS6074282	SRP245645	Specialisation and plasticity in a primitive social insect (RNA-seq)	GSM4287620: P178_RNAseq; Polistes canadensis; RNA-Seq		P178_RNAseq			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	7724550	1544910000	1041487671								GEO	GEO: GSE144408	36044898.0	91411	2021-06-17 14:56:18	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR010/10981/SRR10981749/SRR10981749.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10981749/SRR10981749	gs://sra-pub-zq-105/SRR10981749/SRR10981749.lite.1
Polistes canadensis	brain	Brain					Brain	yes	yes	no		PRJNA603571	SAMN13938086	SRX7644425	SRR10981748	SRA1033683	SRS6074281	SRP245645	Specialisation and plasticity in a primitive social insect (RNA-seq)	GSM4287619: P177_RNAseq; Polistes canadensis; RNA-Seq		P177_RNAseq			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	7664675	1532935000	1031407721								GEO	GEO: GSE144408	36044898.0	91411	2021-06-17 14:56:18	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR010/10981/SRR10981748/SRR10981748.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10981748/SRR10981748	gs://sra-pub-zq-105/SRR10981748/SRR10981748.lite.1
Polistes canadensis	brain	Brain					Brain	yes	yes	no		PRJNA603571	SAMN13938087	SRX7644424	SRR10981747	SRA1033683	SRS6074280	SRP245645	Specialisation and plasticity in a primitive social insect (RNA-seq)	GSM4287618: P176_RNAseq; Polistes canadensis; RNA-Seq		P176_RNAseq			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	7029499	1405899800	947286741								GEO	GEO: GSE144408	36044898.0	91411	2021-06-17 14:56:18	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR010/10981/SRR10981747/SRR10981747.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10981747/SRR10981747	gs://sra-pub-zq-105/SRR10981747/SRR10981747.lite.1
Polistes canadensis	brain	Brain					Brain	yes	yes	no		PRJNA603571	SAMN13938088	SRX7644423	SRR10981746	SRA1033683	SRS6074279	SRP245645	Specialisation and plasticity in a primitive social insect (RNA-seq)	GSM4287617: P175_RNAseq; Polistes canadensis; RNA-Seq		P175_RNAseq			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	6901030	1380206000	926958945								GEO	GEO: GSE144408	36044898.0	91411	2021-06-17 14:56:18	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR010/10981/SRR10981746/SRR10981746.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10981746/SRR10981746	gs://sra-pub-zq-105/SRR10981746/SRR10981746.lite.1
Polistes canadensis	brain	Brain					Brain	yes	yes	no		PRJNA603571	SAMN13938089	SRX7644422	SRR10981745	SRA1033683	SRS6074278	SRP245645	Specialisation and plasticity in a primitive social insect (RNA-seq)	GSM4287616: P174_RNAseq; Polistes canadensis; RNA-Seq		P174_RNAseq			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	6115145	1223029000	824566342								GEO	GEO: GSE144408	36044898.0	91411	2021-06-17 14:56:18	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR010/10981/SRR10981745/SRR10981745.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10981745/SRR10981745	gs://sra-pub-zq-105/SRR10981745/SRR10981745.lite.1
Polistes canadensis	brain	Brain					Brain	yes	yes	no		PRJNA603571	SAMN13938090	SRX7644421	SRR10981744	SRA1033683	SRS6074277	SRP245645	Specialisation and plasticity in a primitive social insect (RNA-seq)	GSM4287615: P173_RNAseq; Polistes canadensis; RNA-Seq		P173_RNAseq			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	8543593	1708718600	1149750281								GEO	GEO: GSE144408	36044898.0	91411	2021-06-17 14:56:18	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR010/10981/SRR10981744/SRR10981744.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10981744/SRR10981744	gs://sra-pub-zq-105/SRR10981744/SRR10981744.lite.1
Polistes canadensis	brain	Brain					Brain	yes	yes	no		PRJNA603571	SAMN13938091	SRX7644420	SRR10981743	SRA1033683	SRS6074276	SRP245645	Specialisation and plasticity in a primitive social insect (RNA-seq)	GSM4287614: P172_RNAseq; Polistes canadensis; RNA-Seq		P172_RNAseq			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	9408424	1881684800	1266104087								GEO	GEO: GSE144408	36044898.0	91411	2021-06-17 14:56:18	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR010/10981/SRR10981743/SRR10981743.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10981743/SRR10981743	gs://sra-pub-zq-105/SRR10981743/SRR10981743.lite.1
Polistes canadensis	brain	Brain					Brain	yes	yes	no		PRJNA603571	SAMN13938092	SRX7644419	SRR10981742	SRA1033683	SRS6074275	SRP245645	Specialisation and plasticity in a primitive social insect (RNA-seq)	GSM4287613: P167_RNAseq; Polistes canadensis; RNA-Seq		P167_RNAseq			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	9237122	1847424400	1257177114								GEO	GEO: GSE144408	36044898.0	91411	2021-06-17 14:56:18	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR010/10981/SRR10981742/SRR10981742.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10981742/SRR10981742	gs://sra-pub-zq-105/SRR10981742/SRR10981742.lite.1
Polistes canadensis	brain	Brain					Brain	yes	yes	no		PRJNA603571	SAMN13938093	SRX7644418	SRR10981741	SRA1033683	SRS6074274	SRP245645	Specialisation and plasticity in a primitive social insect (RNA-seq)	GSM4287612: P166_RNAseq; Polistes canadensis; RNA-Seq		P166_RNAseq			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	8392167	1678433400	1144393556								GEO	GEO: GSE144408	36044898.0	91411	2021-06-17 14:56:18	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR010/10981/SRR10981741/SRR10981741.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10981741/SRR10981741	gs://sra-pub-zq-105/SRR10981741/SRR10981741.lite.1
